岐阜市,21201,#ba0000,304492,358190,385727,408707,410357,411743,410324,407134,402751,399931,413136,406735,402557,0,1,0,0,0,0,0,0,0,0,1,0,0
大垣市,21202,#ba6000,102478,113671,134942,140424,143151,145910,148281,149759,150246,151030,161160,159879,158286,0,0,1,0,0,0,0,0,0,0,1,0,0
静岡市,22201,#ad9100,328819,367705,416378,446952,458341,468362,472196,474092,469695,700886,716197,704989,693389,0,0,1,0,0,0,0,0,0,1,1,0,0
浜松市,22202,#a4ba00,333009,392632,432221,468884,490824,514118,534620,561606,582095,804032,800866,797980,790718,0,1,0,0,0,0,0,1,0,1,0,0,0
沼津市,22203,#5aba00,142609,159880,189038,199325,203695,210490,211732,212241,207558,208005,202304,195633,189386,0,0,1,0,0,0,0,0,0,1,0,0,0
清水市,22204,#02a10c,142983,218559,234966,243049,241576,242166,241523,240174,236818,700886,,,,0,1,0,0,0,0,0,0,0,2,,,
磐田市,22211,#00b075,57380,58940,63002,67665,75810,80810,83521,85123,86717,170899,168625,167210,166672,0,0,0,0,0,0,0,0,0,1,0,0,0
富士市,22212a,#009eb0,47388,53247,180639,199195,205751,214448,222490,229187,234187,236474,254027,248399,245392,0,0,1,0,0,0,0,0,0,0,1,0,0
名古屋市,23100,#0050bf,1591935,1935430,2036053,2079740,2087902,2116381,2154793,2152184,2171557,2215062,2263894,2295638,2332176,0,1,0,0,0,0,0,0,0,0,0,0,0
豊橋市,23201,#1300bf,215515,238672,258547,284585,304273,322142,337982,352982,364856,372479,376665,374765,371920,0,0,0,0,0,0,0,0,0,0,0,0,0
岡崎市,23202,#6900bf,166095,194409,210515,234510,262372,284996,306822,322621,336583,354704,372357,381051,384654,0,1,0,0,0,0,0,0,0,0,1,0,0
一宮市,23203,#bf00bf,182984,203743,219274,238463,253139,257388,262434,267362,273711,371687,378566,380868,380073,0,0,0,0,0,0,0,0,0,1,0,0,0
春日井市,23206,#c2006b,77174,117384,161835,213857,244119,256990,266599,277589,287623,295802,305569,306508,308681,0,0,0,0,0,0,0,0,0,0,0,0,0
豊川市,23207,#ad3131,65313,75171,85860,98223,103097,107430,111730,114380,117327,120967,181928,182436,184661,0,0,0,0,0,0,0,0,0,0,1,0,0
刈谷市,23210,#ad6f31,59245,70018,87671,96152,105643,112403,120126,125305,132054,142134,145781,149765,153834,0,0,0,0,0,0,0,0,0,0,0,0,0
豊田市,23211,#948b2b,46822,107455,197193,248774,281608,308111,332336,341079,351101,412141,421487,422542,422330,0,1,1,0,0,0,0,0,0,1,0,0,0
安城市,23212,#65942b,56787,66088,94307,111047,123843,133059,142251,149464,158824,170250,178691,184140,187990,0,0,1,0,0,0,0,0,0,0,0,0,0
西尾市,23213,#2b942b,67592,70432,75193,82524,86524,91930,95197,98766,100805,104321,106823,167990,169046,0,0,0,0,0,0,0,0,0,0,0,1,0
津市,24201,#26855a,110900,117214,125203,139538,144991,150690,157177,163156,163246,165182,285746,279886,274537,0,0,0,1,0,0,0,0,0,0,1,0,0
四日市市,24202,#2f9696,195974,218981,229234,247001,255442,263001,274180,285779,291105,303845,307766,311031,305424,0,0,0,0,0,0,0,0,0,1,0,0,0
松阪市,24204,#2f6696,98441,99814,102138,108893,113481,116886,118725,122449,123727,168973,168017,163863,159145,0,0,0,0,0,0,0,0,0,1,0,0,0
鈴鹿市,24207,#2f3296,90499,100594,121185,141829,156250,164936,174105,179800,186151,193114,199293,196403,195670,0,0,1,0,0,0,0,0,0,0,0,0,0
