静岡市,22201,#ba0000,328819,367705,416378,446952,458341,468362,472196,474092,469695,700886,716197,704989,0,0,1,0,0,0,0,0,0,1,1,0
浜松市,22202,#ba6000,333009,392632,432221,468884,490824,514118,534620,561606,582095,804032,800866,797980,0,1,0,0,0,0,0,1,0,1,0,0
沼津市,22203,#ad9100,142609,159880,189038,199325,203695,210490,211732,212241,207558,208005,202304,195633,0,0,1,0,0,0,0,0,0,1,0,0
清水市,22204,#a4ba00,142983,218559,234966,243049,241576,242166,241523,240174,236818,700886,,,0,1,0,0,0,0,0,0,0,2,,
熱海市,22205,#5aba00,52163,54540,51281,51437,50082,49374,47291,45610,42936,41202,39611,37544,0,0,0,0,0,0,0,0,0,0,0,0
三島市,22206,#02a10c,62966,71239,78141,89248,94612,99600,105418,107890,110519,112241,111838,110046,0,0,0,0,0,0,0,0,0,0,0,0
富士宮市,22207,#00b075,76645,80693,88880,100577,108208,112642,117092,119536,120222,121779,132001,130770,0,0,0,0,0,0,0,0,0,0,1,0
伊東市,22208,#009eb0,54564,59404,63003,68072,69638,70197,71223,72287,71720,72441,71437,68345,0,0,0,0,0,0,0,0,0,0,0,0
島田市,22209,#0050bf,53900,63493,66489,68820,70705,72388,73810,75029,75248,96078,100276,98112,0,1,0,0,0,0,0,0,0,1,1,0
吉原市,22209a,#1300bf,80944,90224,180639,,,,,,,,,,0,0,2,,,,,,,,,
磐田市,22211,#6900bf,57380,58940,63002,67665,75810,80810,83521,85123,86717,170899,168625,167210,0,0,0,0,0,0,0,0,0,1,0,0
焼津市,22212,#bf00bf,72118,77008,82737,94102,104363,108558,112186,115931,118248,120109,143249,139462,0,0,0,0,0,0,0,0,0,0,1,0
富士市,22212a,#c2006b,47388,53247,180639,199195,205751,214448,222490,229187,234187,236474,254027,248399,0,0,1,0,0,0,0,0,0,0,1,0
掛川市,22213,#ad3131,59762,58876,59153,61731,64843,68724,72795,76839,80217,117857,116363,114602,0,0,0,0,0,0,0,0,0,1,0,0
藤枝市,22214,#ad6f31,66921,70789,78750,90358,103225,111985,119815,124822,128494,129248,142151,143605,0,0,0,0,0,0,0,0,0,0,1,0
御殿場市,22215,#948b2b,45709,50267,55997,62722,69261,74882,79557,81803,82533,85976,89030,88078,0,0,0,0,0,0,0,0,0,0,0,0
袋井市,22216,#65942b,30817,37447,38999,42581,46490,49480,53180,57098,59835,82991,84846,85789,0,1,0,0,0,0,0,0,0,1,0,0
天竜市,22217,#2b942b,31122,30438,27716,26451,25126,25008,24519,24113,23747,804032,,,0,0,0,0,0,0,0,0,0,2,,
浜北市,22218,#26855a,,55176,59592,67180,72472,77228,81157,83810,84905,804032,,,,0,0,0,0,0,0,0,0,2,,
下田市,22219,#2f9696,,,,31700,31007,30209,30081,29103,27798,26557,25013,22916,,,,0,0,0,0,0,0,0,0,0
裾野市,22220,#2f6696,,,,37772,41025,45149,49039,49729,52682,53062,54546,52737,,,,0,0,0,0,0,0,0,0,0
湖西市,22221,#2f3296,,,,33920,37633,41371,43055,43762,43711,44057,60107,59789,,,,0,0,0,0,0,0,0,1,0
伊豆市,22222,#5f2f96,,,,,,,,,,36627,34202,31317,,,,,,,,,,1,0,0
御前崎市,22223,#8d2f96,,,,,,,,,,35272,34700,32578,,,,,,,,,,1,0,0
菊川市,22224,#962f61,,,,,,,,,,47502,47041,46763,,,,,,,,,,1,0,0
伊豆の国市,22225,#7d4242,,,,,,,,,,50011,49269,48152,,,,,,,,,,1,0,0
牧之原市,22226,#7d6342,,,,,,,,,,,49019,45547,,,,,,,,,,,1,0
