名古屋市,23100,#ba0000,1591935,1935430,2036053,2079740,2087902,2116381,2154793,2152184,2171557,2215062,2263894,2295638,0,1,0,0,0,0,0,0,0,0,0,0
豊橋市,23201,#ba6000,215515,238672,258547,284585,304273,322142,337982,352982,364856,372479,376665,374765,0,0,0,0,0,0,0,0,0,0,0,0
岡崎市,23202,#ad9100,166095,194409,210515,234510,262372,284996,306822,322621,336583,354704,372357,381051,0,1,0,0,0,0,0,0,0,0,1,0
一宮市,23203,#a4ba00,182984,203743,219274,238463,253139,257388,262434,267362,273711,371687,378566,380868,0,0,0,0,0,0,0,0,0,1,0,0
瀬戸市,23204,#5aba00,82101,86424,92681,112569,120774,124623,126340,129393,131650,131925,132224,129046,0,0,0,0,0,0,0,0,0,0,0,0
半田市,23205,#02a10c,71380,76027,80663,85824,89328,92883,99550,106452,110837,115845,118828,116908,0,0,0,0,0,0,0,0,0,0,0,0
春日井市,23206,#00b075,77174,117384,161835,213857,244119,256990,266599,277589,287623,295802,305569,306508,0,0,0,0,0,0,0,0,0,0,0,0
豊川市,23207,#009eb0,65313,75171,85860,98223,103097,107430,111730,114380,117327,120967,181928,182436,0,0,0,0,0,0,0,0,0,0,1,0
津島市,23208,#0050bf,43198,46559,51441,58241,59049,58735,59343,63723,65422,65547,65258,63431,0,0,0,0,0,0,0,0,0,0,0,0
碧南市,23209,#1300bf,50116,53163,56933,60680,62021,63778,65899,66956,67814,71408,72018,71346,0,0,0,0,0,0,0,0,0,0,0,0
刈谷市,23210,#6900bf,59245,70018,87671,96152,105643,112403,120126,125305,132054,142134,145781,149765,0,0,0,0,0,0,0,0,0,0,0,0
豊田市,23211,#bf00bf,46822,107455,197193,248774,281608,308111,332336,341079,351101,412141,421487,422542,0,1,1,0,0,0,0,0,0,1,0,0
安城市,23212,#c2006b,56787,66088,94307,111047,123843,133059,142251,149464,158824,170250,178691,184140,0,0,1,0,0,0,0,0,0,0,0,0
西尾市,23213,#ad3131,67592,70432,75193,82524,86524,91930,95197,98766,100805,104321,106823,167990,0,0,0,0,0,0,0,0,0,0,0,1
蒲郡市,23214,#ad6f31,55926,81112,82868,85282,85294,85580,84819,83730,82108,82108,82249,81100,0,1,0,0,0,0,0,0,0,0,0,0
犬山市,23215,#948b2b,38202,43007,50594,58731,64614,68723,69801,71342,72583,74294,75198,74308,0,0,0,0,0,0,0,0,0,0,0,0
常滑市,23216,#65942b,51919,52815,54168,54865,54345,53077,51784,50854,50183,51265,54858,56547,0,0,0,0,0,0,0,0,0,0,0,0
守山市,23216a,#2b942b,58798,1935430,,,,,,,,,,,0,2,,,,,,,,,,
江南市,23217,#26855a,49278,61773,77996,90426,92141,92049,93837,95521,97923,99055,99730,98359,0,0,0,0,0,0,0,0,0,0,0,0
尾西市,23218,#2f9696,51281,52220,51337,54247,55088,56234,55880,57124,57956,371687,,,0,0,0,0,0,0,0,0,0,2,,
小牧市,23219,#2f6696,38531,60877,79606,97445,103233,113284,124441,137165,143122,147182,147132,149462,0,1,0,0,0,0,0,0,0,0,0,0
稲沢市,23220,#2f3296,51735,64480,78180,88606,90890,94479,96274,98746,100270,136965,136442,136867,0,0,0,0,0,0,0,0,0,1,0,0
新城市,23221,#5f2f96,33022,32148,32597,33959,34558,35373,35633,36147,36022,52178,49864,47133,0,0,0,0,0,0,0,0,0,1,0,0
東海市,23222,#8d2f96,,,86608,95457,96048,95278,97358,99738,99921,104339,107690,111944,,,1,0,0,0,0,0,0,0,0,0
大府市,23223,#962f61,,,48960,56211,62277,66696,69720,73096,75273,80262,85249,89157,,,0,0,0,0,0,0,0,0,0,0
知多市,23224,#7d4242,,,39834,56560,64831,70013,75433,78202,80536,83373,84768,84617,,,0,0,0,0,0,0,0,0,0,0
知立市,23225,#7d6342,,,,47209,49432,50506,54059,58578,62587,66085,68398,70501,,,,0,0,0,0,0,0,0,0,0
尾張旭市,23226,#7d7a42,,,,44061,53151,57415,65675,70073,75066,78394,81140,80787,,,,0,0,0,0,0,0,0,0,0
高浜市,23227,#5c7d42,,,,32191,31548,31270,33478,36029,38127,41351,44027,46236,,,,0,0,0,0,0,0,0,0,0
岩倉市,23228,#386941,,,,41935,42800,42508,43807,46175,46906,47926,47340,47562,,,,0,0,0,0,0,0,0,0,0
豊明市,23229,#3d7567,,,,45837,54667,57969,62160,64869,66495,68285,69745,69127,,,,0,0,0,0,0,0,0,0,0
日進市,23230,#3d6b75,,,,,,,,60311,70188,78591,84237,87977,,,,,,,,0,0,0,0,0
田原市,23231,#3d4875,,,,,,,,,,66390,64119,62364,,,,,,,,,,1,0,0
愛西市,23232,#443d75,,,,,,,,,,65556,64978,63088,,,,,,,,,,1,0,0
清須市,23233,#5f3d75,,,,,,,,,,55038,65757,67327,,,,,,,,,,1,1,0
北名古屋市,23234,#753d75,,,,,,,,,,,81571,84133,,,,,,,,,,,1,0
弥富市,23235,#753d53,,,,,,,,,,,43272,43269,,,,,,,,,,,1,0
みよし市,23236,#634747,,,,,,,,,,,60098,61810,,,,,,,,,,,0,0
あま市,23237,#635b47,,,,,,,,,,,86714,86898,,,,,,,,,,,1,0
長久手市,23238,#596347,,,,,,,,,,,,57598,,,,,,,,,,,,0
