秋田市,05201,#ba0000,203661,216607,235873,261246,284863,296400,302362,311948,317625,333109,323600,315814,0,0,0,0,0,0,0,0,0,1,0,0
能代市,05202,#ba6000,63002,61921,59795,59215,60674,59170,55915,55009,53266,51703,59084,54730,0,0,0,0,0,0,0,0,0,0,1,0
横手市,05203,#ad9100,46950,44331,43363,43030,43773,43266,42294,41462,40521,103652,98367,92197,0,0,0,0,0,0,0,0,0,1,0,0
大館市,05204,#a4ba00,57775,59662,72958,71828,72478,71794,68195,67214,66293,82504,78946,74175,0,0,1,0,0,0,0,0,0,1,0,0
本荘市,05205,#5aba00,38738,38361,38615,40488,42962,44326,44442,45108,45724,89555,,,0,0,0,0,0,0,0,0,0,2,,
男鹿市,05206,#02a10c,46099,43333,40907,39619,38940,36949,34291,32484,30469,35637,32294,28375,0,0,0,0,0,0,0,0,0,1,0,0
湯沢市,05207,#00b075,41228,39879,38928,38005,37800,37079,36539,36223,34963,55290,50849,46613,0,0,0,0,0,0,0,0,0,1,0,0
大曲市,05208,#009eb0,41090,39900,40107,40581,41764,41545,40429,39922,39615,93352,,,0,0,0,0,0,0,0,0,0,2,,
鹿角市,05209,#0050bf,,,,46822,45615,44499,42407,41184,39144,36753,34473,32038,,,,1,0,0,0,0,0,0,0,0
由利本荘市,05210,#1300bf,,,,,,,,,,89555,85229,79927,,,,,,,,,,1,0,0
潟上市,05211,#6900bf,,,,,,,,,,35814,34442,33083,,,,,,,,,,1,0,0
大仙市,05212,#bf00bf,,,,,,,,,,93352,88301,82783,,,,,,,,,,1,0,0
北秋田市,05213,#c2006b,,,,,,,,,,40049,36387,33224,,,,,,,,,,1,0,0
にかほ市,05214,#ad3131,,,,,,,,,,28972,27544,25324,,,,,,,,,,1,0,0
仙北市,05215,#ad6f31,,,,,,,,,,31868,29568,27523,,,,,,,,,,1,0,0
