奈良市,29201,#ba0000,134577,160641,208266,257538,297953,327702,349349,359218,366185,370102,366591,360310,0,0,0,0,0,0,0,0,0,1,0,0
大和高田市,29202,#ba6000,41705,47371,53475,58637,61711,65223,68237,73806,73668,70800,68451,64817,0,0,0,0,0,0,0,0,0,0,0,0
大和郡山市,29203,#ad9100,43093,45765,57456,71001,81266,89624,92949,95165,94188,91672,89023,87050,0,0,0,0,0,0,0,0,0,0,0,0
天理市,29204,#a4ba00,50438,54169,57020,62909,64894,69129,68815,74188,72741,71152,69178,67398,0,0,0,0,0,0,0,0,0,0,0,0
橿原市,29205,#5aba00,49954,57065,75508,95701,107316,112888,115554,121988,125005,124728,125605,124111,0,0,0,0,0,0,0,0,0,0,0,0
桜井市,29206,#02a10c,35924,49939,52081,54314,56439,58894,60262,63225,63248,61130,60146,57244,0,1,0,0,0,0,0,0,0,0,0,0
五條市,29207,#00b075,32805,32840,33737,34125,33824,33887,34545,35734,35205,37375,34460,30997,0,0,0,0,0,0,0,0,0,1,0,0
御所市,29208,#009eb0,35549,35788,35987,37554,37387,36693,36644,36119,34676,32273,30287,26868,0,0,0,0,0,0,0,0,0,0,0,0
生駒市,29209,#0050bf,,,,48848,70461,86293,99604,106726,112830,113686,118113,118233,,,,0,0,0,0,0,0,0,0,0
香芝市,29210,#1300bf,,,,,,,,56739,63487,70998,75227,77561,,,,,,,,0,0,0,0,0
葛城市,29211,#6900bf,,,,,,,,,,34985,35859,36635,,,,,,,,,,1,0,0
宇陀市,29212,#bf00bf,,,,,,,,,,,34227,31105,,,,,,,,,,,1,0
