大津市,25201,#ba0000,113547,121041,171777,191481,215321,234551,260018,276332,288240,301672,337634,340973,345070,0,0,1,0,0,0,0,0,0,0,1,0,0
彦根市,25202,#ba6000,60864,62740,78753,85066,89701,94204,99519,103508,107860,109779,112156,113679,113647,0,0,1,0,0,0,0,0,0,0,0,0,0
長浜市,25203,#ad9100,47700,49871,51027,54064,54935,55531,55485,57082,60104,62225,124131,118193,113636,0,0,0,0,0,0,0,0,0,0,1,0,0
近江八幡市,25204,#a4ba00,44545,44320,43832,51537,60516,63791,66066,67196,68366,68530,81738,81312,81122,0,0,0,0,0,0,0,0,0,0,1,0,0
八日市市,25205,#5aba00,29844,29437,30261,34653,37776,39744,40816,42909,44351,78803,,,,0,0,0,0,0,0,0,0,0,2,,,
草津市,25206,#02a10c,35022,38328,46409,64873,77012,87542,94767,101828,115455,121159,130874,137247,143913,0,0,0,0,0,0,0,0,0,0,0,0,0
守山市,25207,#00b075,,,34785,41439,46763,53052,58561,61859,65542,70823,76560,79859,83236,,,0,0,0,0,0,0,0,0,0,0,0
栗東市,25208,#009eb0,,,,,,,,,,59869,63655,66749,68820,,,,,,,,,,0,0,0,0
甲賀市,25209,#0050bf,,,,,,,,,,93853,92704,90901,88358,,,,,,,,,,1,0,0,0
野洲市,25210,#1300bf,,,,,,,,,,49486,49955,49889,50513,,,,,,,,,,1,0,0,0
湖南市,25211,#6900bf,,,,,,,,,,55325,54614,54289,54460,,,,,,,,,,1,0,0,0
高島市,25212,#bf00bf,,,,,,,,,,53950,52486,50025,46377,,,,,,,,,,1,0,0,0
東近江市,25213,#c2006b,,,,,,,,,,78803,115479,114180,112819,,,,,,,,,,1,1,0,0
米原市,25214,#ad3131,,,,,,,,,,41009,40060,38719,37225,,,,,,,,,,1,0,0,0
