横浜市,14100,#ba0000,1375710,1788915,2238264,2621771,2773674,2992926,3220331,3307136,3426651,3579628,3688773,3724844,0,0,0,0,0,0,0,0,0,0,0,0
横須賀市,14201,#ba6000,287309,317411,347576,389557,421107,427116,433358,432193,428645,426178,418325,406586,0,0,0,0,0,0,0,0,0,0,0,0
川崎市,14202,#ad9100,632975,854866,973486,1014951,1040802,1088624,1173603,1202820,1249905,1327011,1425512,1475213,0,0,0,0,0,0,0,0,0,0,0,0
平塚市,14203,#a4ba00,108279,134931,163671,195635,214293,229990,245950,253822,254633,258958,260780,258227,0,0,0,0,0,0,0,0,0,0,0,0
鎌倉市,14204,#5aba00,98617,118329,139249,165552,172629,175495,174307,170329,167583,171158,174314,173019,0,0,0,0,0,0,0,0,0,0,0,0
藤沢市,14205,#02a10c,124601,175183,228978,265975,300248,328387,350330,368651,379185,396014,409657,423894,0,0,0,0,0,0,0,0,0,0,0,0
小田原市,14206,#00b075,124813,143377,156654,173519,177467,185941,193417,200103,200173,198741,198327,194086,0,0,0,1,0,0,0,0,0,0,0,0
茅ヶ崎市,14207,#009eb0,68054,100081,129621,152023,171016,185030,201675,212874,220809,228420,235081,239348,0,0,0,0,0,0,0,0,0,0,0,0
逗子市,14208,#0050bf,39571,43211,48242,56298,58479,57656,56704,56578,57281,58033,58302,57425,0,0,0,0,0,0,0,0,0,0,0,0
相模原市,14209,#1300bf,101655,163381,278326,377398,439300,482778,531542,570597,605561,628698,717544,720780,0,0,0,0,0,0,0,0,0,0,1,0
三浦市,14210,#6900bf,39811,42601,45532,47888,48687,50471,52440,54152,52253,49861,48352,45289,0,0,0,0,0,0,0,0,0,0,0,0
秦野市,14211,#bf00bf,39602,57930,75226,103663,123133,141803,155620,164722,168142,168317,170145,167378,0,1,0,0,0,0,0,0,0,0,0,0
厚木市,14212,#c2006b,46239,61383,82888,108955,145392,175600,197283,208627,217369,222403,224420,225714,0,0,0,0,0,0,0,0,0,0,0,0
大和市,14213,#ad3131,40975,64991,102760,145881,167935,177669,194866,203933,212761,221220,228186,232922,0,0,0,0,0,0,0,0,0,0,0,0
伊勢原市,14214,#ad6f31,,,,61616,70052,77766,89567,98123,99544,100579,101039,101514,,,,0,0,0,0,0,0,0,0,0
海老名市,14215,#948b2b,,,,59783,77498,93159,105822,113430,117519,123764,127707,130190,,,,0,0,0,0,0,0,0,0,0
座間市,14216,#65942b,,,,80562,93503,100000,112102,118159,125694,128174,129436,128737,,,,0,0,0,0,0,0,0,0,0
南足柄市,14217,#2b942b,,,,36928,39919,41706,42600,43596,44156,44134,44020,43306,,,,0,0,0,0,0,0,0,0,0
綾瀬市,14218,#26855a,,,,,65078,71152,77926,80680,81019,81767,83167,84460,,,,,0,0,0,0,0,0,0,0
