新潟市,15201,#ba0000,314528,356302,383919,423188,457785,475630,486097,494769,501431,785134,811901,810157,789275,0,1,0,0,0,0,0,0,0,1,1,0,0
長岡市,15202,#ba6000,148254,154752,162262,171742,180259,183756,185938,190470,193414,236344,282674,275133,266936,0,0,0,0,0,0,0,0,0,1,1,0,0
三条市,15204,#ad9100,71594,74080,77814,81806,85275,86325,85823,85691,84447,104749,102292,99192,94642,0,0,0,0,0,0,0,0,0,1,0,0,0
新発田市,15206,#a4ba00,73886,73992,74459,74025,76209,77219,78170,80498,80734,104634,101202,98611,94927,0,0,0,0,0,0,0,0,0,1,0,0,0
上越市,15222,#5aba00,,,,123418,127842,130659,130116,132205,134751,208082,203899,196987,188047,,,,1,0,0,0,0,0,1,0,0,0
富山市,16201,#02a10c,207266,239810,269276,290143,305055,314111,321254,325375,325700,421239,421953,418686,413938,0,1,1,0,0,0,0,0,0,1,0,0,0
高岡市,16202,#00b075,135190,139502,159664,169621,175055,175780,175466,173607,172184,167685,176061,172125,166393,0,0,1,0,0,0,0,0,0,0,1,0,0
金沢市,17201,#009eb0,298972,335828,361379,395263,417684,430481,442868,453975,456438,454607,462361,465699,463254,0,1,0,0,0,0,0,0,0,0,0,0,0
小松市,17203,#0050bf,89085,91163,95684,100273,104329,106041,106075,107965,108622,109084,108433,106919,106216,0,0,0,0,0,0,0,0,0,0,0,0,0
白山市,17210,#1300bf,,,,,,,,,,109450,110459,109287,110408,,,,,,,,,,1,0,0,0
福井市,18201,#6900bf,149823,169636,200509,231364,240962,250261,252743,255604,252274,252220,266796,265904,262328,0,1,1,1,0,0,0,0,0,0,1,0,0
甲府市,19201,#bf00bf,160963,172457,182669,193879,199262,202405,200626,201124,196154,194244,198992,193125,189591,0,0,0,0,0,0,0,0,0,0,1,0,0
長野市,20201,#c2006b,160522,172836,285355,306637,324360,336973,347026,358516,360112,378512,381511,377598,372760,0,0,1,0,0,0,0,0,0,1,1,0,0
松本市,20202,#ad3131,148710,154131,162931,185595,192085,197340,200715,205523,208970,227627,243037,243293,241145,0,0,0,1,0,0,0,0,0,1,1,0,0
上田市,20203,#ad6f31,70186,73940,93198,105151,111540,116178,119435,123284,125368,123680,159597,156827,154055,0,0,1,1,0,0,0,0,0,0,1,0,0
飯田市,20205,#948b2b,67555,79145,77261,77112,78515,92401,91859,106772,107381,108624,105335,101581,98164,0,1,0,0,0,1,0,1,0,1,0,0,0
佐久市,20217,#65942b,,55149,55214,56143,57361,59974,62003,64206,66875,100462,100552,99368,98199,,1,0,0,0,0,0,0,0,1,0,0,0
