津市,24201,#ba0000,110900,117214,125203,139538,144991,150690,157177,163156,163246,165182,285746,279886,274537,0,0,0,1,0,0,0,0,0,0,1,0,0
四日市市,24202,#ba6000,195974,218981,229234,247001,255442,263001,274180,285779,291105,303845,307766,311031,305424,0,0,0,0,0,0,0,0,0,1,0,0,0
伊勢市,24203,#ad9100,99026,102395,103576,104957,105621,105455,104164,102632,100145,97777,130271,127817,122765,0,0,0,0,0,0,0,0,0,0,1,0,0
松阪市,24204,#a4ba00,98441,99814,102138,108893,113481,116886,118725,122449,123727,168973,168017,163863,159145,0,0,0,0,0,0,0,0,0,1,0,0,0
桑名市,24205,#5aba00,69391,75712,81015,83440,86606,94731,97909,103044,108378,138963,140290,140303,138613,0,0,0,0,0,0,0,0,0,1,0,0,0
上野市,24206,#02a10c,60725,58915,57666,59716,60835,60812,60242,60986,61493,100623,,,,0,0,0,0,0,0,0,0,0,2,,,
鈴鹿市,24207,#00b075,90499,100594,121185,141829,156250,164936,174105,179800,186151,193114,199293,196403,195670,0,0,1,0,0,0,0,0,0,0,0,0,0
名張市,24208,#009eb0,30904,30084,30862,34929,44488,56474,68933,79913,83291,82156,80284,78795,76387,0,0,0,0,0,0,0,0,0,0,0,0,0
尾鷲市,24209,#0050bf,34534,34019,31562,31797,31348,29741,27114,25258,23683,22103,20033,18009,16252,0,0,0,0,0,0,0,0,0,0,0,0,0
亀山市,24210,#1300bf,30950,30582,30623,32324,33486,35510,37632,38631,39334,49253,51023,50254,49835,0,0,0,0,0,0,0,0,0,1,0,0,0
鳥羽市,24211,#6900bf,30521,30098,29462,29346,28812,28363,27320,26806,24945,23067,21435,19448,17525,0,0,0,0,0,0,0,0,0,0,0,0,0
熊野市,24212,#bf00bf,30586,30041,28732,27026,26062,25123,23718,22257,20898,19607,19662,17322,15965,0,0,0,0,0,0,0,0,0,0,1,0,0
久居市,24213,#c2006b,,,33929,36587,37058,39134,39682,40144,41063,42191,285746,,,,,0,0,0,0,0,0,0,0,2,,
いなべ市,24214,#ad3131,,,,,,,,,,46446,45684,45815,44973,,,,,,,,,,1,0,0,0
志摩市,24215,#ad6f31,,,,,,,,,,58225,54694,50341,46057,,,,,,,,,,1,0,0,0
伊賀市,24216,#948b2b,,,,,,,,,,100623,97207,90581,88766,,,,,,,,,,1,0,0,0
