大津市,25201,#ba0000,113547,121041,171777,191481,215321,234551,260018,276332,288240,301672,337634,340973,345070,0,0,1,0,0,0,0,0,0,0,1,0,0
京都市,26100,#ba6000,1284818,1365007,1419165,1461059,1473065,1479218,1461103,1463822,1467785,1474811,1474015,1475183,1463723,0,0,0,0,0,0,0,0,0,1,0,0,0
大阪市,27100,#ad9100,3011563,3156222,2980487,2778987,2648180,2636249,2623801,2602421,2598774,2628811,2665314,2691185,2752412,0,0,0,0,0,0,0,0,0,0,0,0,0
堺市,27201,#a4ba00,339863,466412,594367,750688,810106,818271,807765,802993,792018,830966,841966,839310,826161,0,1,0,0,0,0,0,0,0,1,0,0,0
岸和田市,27202,#5aba00,120265,143710,162022,174952,180317,185731,188563,194818,200104,201000,199234,194911,190658,0,0,0,0,0,0,0,0,0,0,0,0,0
豊中市,27203,#02a10c,199065,291936,368498,398384,403174,413213,409837,398908,391726,386623,389341,395479,401558,0,0,0,0,0,0,0,0,0,0,0,0,0
布施市,27203a,#00b075,212754,271704,500173,,,,,,,,,,,0,0,2,,,,,,,,,,
吹田市,27205,#009eb0,116765,196779,259619,300956,332418,348948,345206,342760,347929,353885,355798,374468,385567,0,0,0,0,0,0,0,0,0,0,0,0,0
高槻市,27207,#0050bf,79043,130735,231129,330570,340720,348784,359867,362270,357438,351826,357359,351829,352698,0,0,0,0,0,0,0,0,0,0,0,0,0
枚方市,27210,#1300bf,80312,127520,217369,297618,353358,382257,390788,400144,402563,404044,407978,404152,397289,0,0,0,0,0,0,0,0,0,0,0,0,0
茨木市,27211,#6900bf,71859,115136,163903,210286,234062,250463,254078,258233,260648,267961,274822,280033,287730,0,0,0,0,0,0,0,0,0,0,0,0,0
八尾市,27212,#bf00bf,122832,170248,227778,261639,272706,276394,277568,276664,274777,273487,271460,268800,264642,0,0,0,0,0,0,0,0,0,0,0,0,0
寝屋川市,27215,#c2006b,45633,113576,206961,254311,255859,258228,256524,258443,250806,241816,238204,237518,229733,0,1,0,0,0,0,0,0,0,0,0,0,0
東大阪市,27227,#ad3131,,,500173,524750,521558,522805,518319,517232,515094,513821,509533,502784,493940,,,1,0,0,0,0,0,0,0,0,0,0
神戸市,28100,#ad6f31,1113977,1216666,1288937,1360605,1367390,1410834,1477410,1423792,1493398,1525393,1544200,1537272,1525152,0,0,0,0,0,0,0,0,0,0,0,0,0
姫路市,28201,#948b2b,328689,367807,408353,436086,446256,452917,454360,470986,478309,482304,536270,535664,530495,0,0,1,0,0,0,0,0,0,0,1,0,0
尼崎市,28202,#65942b,405955,500990,553696,545783,523650,509115,498999,488586,466187,462647,453748,452563,459593,0,0,0,0,0,0,0,0,0,0,0,0,0
明石市,28203,#2b942b,129780,159299,206525,234905,254869,263363,270722,287606,293117,291027,290959,293409,303601,0,0,0,0,0,0,0,0,0,0,0,0,0
西宮市,28204,#26855a,262608,336873,377043,400622,410329,421267,426909,390389,438105,465337,482640,487850,485587,0,0,0,0,0,0,0,0,0,0,0,0,0
加古川市,28210,#2f9696,89539,101841,127112,169293,212233,227311,239803,260567,266170,267100,266937,267435,260878,0,0,0,0,1,0,0,0,0,0,0,0,0
宝塚市,28214,#2f6696,66491,91486,127179,162624,183628,194273,201862,202544,213037,219862,225700,224903,226432,0,0,0,0,0,0,0,0,0,0,0,0,0
奈良市,29201,#2f3296,134577,160641,208266,257538,297953,327702,349349,359218,366185,370102,366591,360310,354630,0,0,0,0,0,0,0,0,0,1,0,0,0
和歌山市,30201,#5f2f96,285155,328657,365267,389717,400802,401352,396553,393885,386551,375591,370364,364154,356729,0,0,0,0,0,0,0,0,0,0,0,0,0
