佐賀市,41201,#ba0000,129888,134575,143454,152258,163765,168252,169963,171231,167955,206967,237506,236372,0,0,0,0,0,0,0,0,0,1,1,0
唐津市,41202,#ba6000,77825,73999,74233,75224,77710,78744,79207,79575,78945,128564,126926,122785,0,0,0,0,0,0,0,0,0,1,0,0
鳥栖市,41203,#ad9100,41870,44419,47369,50733,54254,55791,55877,57414,60726,64723,69074,72902,0,0,0,0,0,0,0,0,0,0,0,0
多久市,41204,#a4ba00,45627,35985,26785,25535,25636,25831,25162,24507,23949,22739,21404,19749,0,0,0,0,0,0,0,0,0,0,0,0
伊万里市,41205,#5aba00,78397,67316,61561,60913,61243,62044,60882,60348,59143,58190,57161,55238,0,0,0,0,0,0,0,0,0,0,0,0
武雄市,41206,#02a10c,39437,36971,35377,34250,34239,34801,34490,35062,34603,33697,50699,49062,0,0,0,0,0,0,0,0,0,0,1,0
鹿島市,41207,#00b075,38504,37002,35475,34557,35006,34714,34336,34083,33215,32117,30720,29684,0,0,0,0,0,0,0,0,0,0,0,0
小城市,41208,#009eb0,,,,,,,,,,45852,45133,44259,,,,,,,,,,1,0,0
嬉野市,41209,#0050bf,,,,,,,,,,,28984,27336,,,,,,,,,,,1,0
神埼市,41210,#1300bf,,,,,,,,,,,32899,31842,,,,,,,,,,,1,0
