千葉市,12201,#ba0000,241615,332188,482133,659356,746430,788930,829455,856878,887164,924319,961749,971882,974951,0,1,1,0,0,0,0,0,0,0,0,0,0
銚子市,12202,#ba6000,91470,91492,90415,90374,89416,87883,85138,82180,78697,75020,70210,64415,58431,0,0,0,0,0,0,0,0,0,0,0,0,0
市川市,12203,#ad9100,157301,207988,261055,319291,364244,397822,436596,440555,448642,466608,473919,481732,496676,0,0,0,0,0,0,0,0,0,0,0,0,0
船橋市,12204,#a4ba00,135038,223989,325426,423101,479439,506966,533270,540817,550074,569835,609040,622890,642907,0,0,0,0,0,0,0,0,0,0,0,0,0
館山市,12205,#5aba00,57643,55866,55236,56139,56257,56035,54575,52880,51412,50527,49290,47464,45153,0,0,0,0,0,0,0,0,0,0,0,0,0
木更津市,12206,#02a10c,52689,54928,73319,96840,110711,120201,123433,123499,122768,122234,129312,134141,136166,0,0,0,1,0,0,0,0,0,0,0,0,0
松戸市,12207,#00b075,86372,160001,253591,344558,400863,427473,456210,461503,464841,472579,484457,483480,498232,0,0,0,0,0,0,0,0,0,0,0,0,0
野田市,12208,#009eb0,54150,59799,68641,78193,93958,105937,114475,119790,119922,151240,155491,153583,152638,0,0,0,0,0,0,0,0,0,1,0,0,0
佐原市,12209,#0050bf,49564,47561,46761,48670,49200,49784,49546,49945,48328,45965,82866,,,0,0,0,0,0,0,0,0,0,0,2,,
茂原市,12210,#1300bf,39378,42486,48495,64942,71521,76929,83437,91664,93779,93260,93015,89688,86782,0,0,0,1,0,0,0,0,0,0,0,0,0
成田市,12211,#6900bf,43149,42407,42514,50915,68418,77181,86708,91470,95704,100717,128933,131190,132906,0,0,0,0,0,0,0,0,0,0,1,0,0
佐倉市,12212,#bf00bf,36869,40941,60433,80804,101180,121213,144688,162624,170934,171246,172183,172739,168743,0,0,0,0,0,0,0,0,0,0,0,0,0
東金市,12213,#c2006b,32826,31922,32065,33406,35603,38513,45179,54520,59605,61701,61751,60652,58219,0,0,0,0,0,0,0,0,0,0,0,0,0
八日市場市,12214,#ad3131,34605,32484,30963,30908,31341,32209,32305,33255,32807,32067,39814,,,0,0,0,0,0,0,0,0,0,0,2,,
旭市,12215,#ad6f31,31493,31063,32085,34028,35721,37522,38906,40486,40963,70643,69058,66586,63745,0,0,0,0,0,0,0,0,0,1,0,0,0
習志野市,12216,#948b2b,42167,64897,99951,117852,125155,136365,151471,152887,154036,158785,164530,167909,176197,0,0,0,0,0,0,0,0,0,0,0,0,0
柏市,12217,#65942b,63745,109237,150635,203065,239198,273128,305058,317750,327851,380963,404012,413954,426468,0,0,0,0,0,0,0,0,0,1,0,0,0
勝浦市,12218,#2b942b,31141,29133,28065,26755,25462,25159,25334,24328,23235,22198,20788,19248,16927,0,0,0,0,0,0,0,0,0,0,0,0,0
市原市,12219,#26855a,,86475,156016,194068,216394,237617,257716,277061,278218,280255,280416,274656,269524,,1,1,0,0,0,0,0,0,0,0,0,0
流山市,12220,#2f9696,,,56485,82936,106635,124682,140059,146245,150527,152641,163984,174373,199849,,,0,0,0,0,0,0,0,0,0,0,0
八千代市,12221,#2f6696,,,66630,113262,134479,142184,148615,154509,168848,180729,189781,193152,199498,,,0,0,0,0,0,0,0,0,0,0,0
我孫子市,12222,#2f3296,,,49240,76218,101061,111659,120628,124257,127733,131205,134017,131606,130510,,,0,0,0,0,0,0,0,0,0,0,0
鴨川市,12223,#5f2f96,,,,31849,31680,31802,31226,31111,29981,36475,35766,33932,32116,,,,1,0,0,0,0,0,1,0,0,0
鎌ケ谷市,12224,#8d2f96,,,,63288,76157,85705,95052,99694,102573,102812,107853,108917,109932,,,,0,0,0,0,0,0,0,0,0,0
君津市,12225,#962f61,,,,76016,77286,84310,89242,93216,92076,90977,89168,86033,82206,,,,0,0,0,0,0,0,0,0,0,0
富津市,12226,#7d4242,,,,56653,56102,56777,54876,54273,52839,50162,48073,45601,42465,,,,0,0,0,0,0,0,0,0,0,0
浦安市,12227,#7d6342,,,,,,93756,115675,123654,132984,155290,164877,164024,171362,,,,,,0,0,0,0,0,0,0,0
四街道市,12228,#7d7a42,,,,,,67008,72157,79495,82552,84770,86726,89245,93576,,,,,,0,0,0,0,0,0,0,0
袖ケ浦市,12229,#5c7d42,,,,,,,,57575,58593,59108,60355,60952,63883,,,,,,,,0,0,0,0,0,0
八街市,12230,#386941,,,,,,,,65218,72595,75735,73212,70734,67455,,,,,,,,0,0,0,0,0,0
印西市,12231,#3d7567,,,,,,,,,60468,60060,88176,92670,102609,,,,,,,,,0,0,1,0,0
白井市,12232,#3d6b75,,,,,,,,,,53005,60345,61674,62441,,,,,,,,,,0,0,0,0
富里市,12233,#3d4875,,,,,,,,,,51370,51087,49636,49735,,,,,,,,,,0,0,0,0
南房総市,12234,#443d75,,,,,,,,,,,42104,39033,35831,,,,,,,,,,,1,0,0
匝瑳市,12235,#5f3d75,,,,,,,,,,,39814,37261,35040,,,,,,,,,,,1,0,0
香取市,12236,#753d75,,,,,,,,,,,82866,77499,72356,,,,,,,,,,,1,0,0
山武市,12237,#753d53,,,,,,,,,,,56089,52222,48444,,,,,,,,,,,1,0,0
いすみ市,12238,#634747,,,,,,,,,,,40962,38594,35544,,,,,,,,,,,1,0,0
大網白里市,12239,#635b47,,,,,,,,,,,,49184,48129,,,,,,,,,,,,0,0
