岐阜市,21201,#ba0000,304492,358190,385727,408707,410357,411743,410324,407134,402751,399931,413136,406735,402557,0,1,0,0,0,0,0,0,0,0,1,0,0
大垣市,21202,#ba6000,102478,113671,134942,140424,143151,145910,148281,149759,150246,151030,161160,159879,158286,0,0,1,0,0,0,0,0,0,0,1,0,0
高山市,21203,#ad9100,50588,53399,56459,60504,63813,65033,65243,66139,66430,96231,92747,89182,84419,0,0,0,0,0,0,0,0,0,1,0,0,0
多治見市,21204,#a4ba00,53793,60175,63522,68901,74311,84829,94036,101270,104135,103821,112595,110441,106732,0,0,0,0,0,0,0,0,0,0,1,0,0
関市,21205,#5aba00,43187,45375,49078,53881,59192,64149,68386,71916,74438,92597,91418,89153,85283,0,0,0,0,0,0,0,0,0,1,0,0,0
中津川市,21206,#02a10c,47492,47598,48656,51183,52626,53277,53722,54819,54902,84080,80910,78883,76570,0,0,0,0,0,0,0,0,0,1,0,0,0
美濃市,21207,#00b075,28937,26847,26421,26791,26825,26935,26022,25969,24662,23390,22629,20760,19247,0,0,0,0,0,0,0,0,0,0,0,0,0
瑞浪市,21208,#009eb0,36905,38132,38279,39374,40066,40078,41006,42003,42298,42065,40387,38730,37150,0,0,0,0,0,0,0,0,0,0,0,0,0
羽島市,21209,#0050bf,41438,45526,48075,52570,56975,59760,61460,63962,64713,66730,67197,67337,65649,0,0,0,0,0,0,0,0,0,0,0,0,0
恵那市,21210,#1300bf,30990,31020,31488,33571,34714,35356,35025,35687,35677,55761,53718,51073,47774,0,0,0,0,0,0,0,0,0,1,0,0,0
美濃加茂市,21211,#6900bf,31132,32779,35075,37524,39531,41700,43013,46065,50063,52133,54729,55384,56689,0,0,0,0,0,0,0,0,0,0,0,0,0
土岐市,21212,#bf00bf,55198,59038,60786,63324,65038,65308,64946,65631,63283,62102,60475,57827,55348,0,0,0,0,0,0,0,0,0,0,0,0,0
各務原市,21213,#c2006b,,65712,78109,94192,114752,124464,129680,131955,131991,144174,145604,144690,144521,,1,0,0,0,0,0,0,0,1,0,0,0
可児市,21214,#ad3131,,,,,,69630,80012,86367,91652,97686,97436,98695,99968,,,,,,0,0,0,0,1,0,0,0
山県市,21215,#ad6f31,,,,,,,,,,30316,29629,27114,25280,,,,,,,,,,1,0,0,0
瑞穂市,21216,#948b2b,,,,,,,,,,50009,51950,54354,56388,,,,,,,,,,1,0,0,0
飛騨市,21217,#65942b,,,,,,,,,,28902,26732,24696,22538,,,,,,,,,,1,0,0,0
本巣市,21218,#2b942b,,,,,,,,,,34603,35047,33995,32928,,,,,,,,,,1,0,0,0
郡上市,21219,#26855a,,,,,,,,,,47495,44491,42090,38997,,,,,,,,,,1,0,0,0
下呂市,21220,#2f9696,,,,,,,,,,38494,36314,33585,30428,,,,,,,,,,1,0,0,0
海津市,21221,#2f6696,,,,,,,,,,39453,37941,35206,32735,,,,,,,,,,1,0,0,0
