山形市,06201,#ba0000,188597,193737,204127,219773,237041,245158,249487,254488,255369,256012,254244,253832,0,0,0,0,0,0,0,0,0,0,0,0
米沢市,06202,#ba6000,96991,94435,92764,91974,92823,93721,94760,95592,95396,93178,89401,85953,0,0,0,0,0,0,0,0,0,0,0,0
鶴岡市,06203,#ad9100,83149,95615,95136,95932,99751,100200,99889,100538,100628,142384,136623,129652,0,1,0,0,0,0,0,0,0,1,0,0
酒田市,06204,#a4ba00,97671,95982,96072,97723,102600,101392,100811,101230,101311,98278,111151,106244,0,0,0,0,0,0,0,0,0,0,1,0
新庄市,06205,#5aba00,43550,43037,42120,42227,42911,43033,43125,42896,42151,40717,38850,36894,0,0,0,0,0,0,0,0,0,0,0,0
寒河江市,06206,#02a10c,40015,39175,38558,39311,41048,41828,42076,42805,43379,43625,42373,41256,0,0,0,0,0,0,0,0,0,0,0,0
上山市,06207,#00b075,40383,38679,38357,37858,38533,38822,38237,38047,36886,36013,33836,31569,0,0,0,0,0,0,0,0,0,0,0,0
村山市,06208,#009eb0,39057,36423,34130,32670,32324,32204,31589,30506,29586,28192,26811,24684,0,0,0,0,0,0,0,0,0,0,0,0
長井市,06209,#0050bf,36211,34024,33226,33023,33286,33490,33260,32727,31987,30929,29473,27757,0,0,0,0,0,0,0,0,0,0,0,0
天童市,06210,#1300bf,32909,43903,44758,48082,52597,55123,57339,60626,63231,63864,62214,62194,0,1,0,0,0,0,0,0,0,0,0,0
東根市,06211,#6900bf,40917,39178,39113,39266,40559,41874,42751,43208,44800,45834,46414,47768,0,0,0,0,0,0,0,0,0,0,0,0
尾花沢市,06212,#bf00bf,31538,29368,27173,25377,25231,24801,23909,23127,22010,20695,18955,16953,0,0,0,0,0,0,0,0,0,0,0,0
南陽市,06213,#c2006b,,,37271,36311,36682,37146,36977,36810,36191,35190,33658,32285,,,1,0,0,0,0,0,0,0,0,0
