京都市,26100,#ba0000,1284818,1365007,1419165,1461059,1473065,1479218,1461103,1463822,1467785,1474811,1474015,1475183,0,0,0,0,0,0,0,0,0,1,0,0
福知山市,26201,#ba6000,61490,58223,57174,60003,63788,65995,66506,66761,68098,67858,79652,78935,0,0,0,0,0,0,0,0,0,0,1,0
舞鶴市,26202,#ad9100,99615,96641,95895,97780,97578,98775,96333,94784,94050,91733,88669,83990,0,0,0,0,0,0,0,0,0,0,0,0
綾部市,26203,#a4ba00,51258,48339,44983,43490,42552,41903,40595,39981,38881,37755,35836,33821,0,0,0,0,0,0,0,0,0,0,0,0
宇治市,26204,#5aba00,47336,68934,103497,133405,152692,165411,177010,184830,189112,189591,189609,184678,0,0,0,0,0,0,0,0,0,0,0,0
宮津市,26205,#02a10c,34799,33285,31603,30194,28881,27895,26450,24937,23276,21512,19948,18426,0,0,0,0,0,0,0,0,0,0,0,0
亀岡市,26206,#00b075,42355,43335,47151,58184,69410,76207,85283,92398,94555,93996,92399,89479,0,0,0,0,0,0,0,0,0,0,0,0
城陽市,26207,#009eb0,,,,58923,74350,81850,84770,85398,84346,81636,80037,76869,,,,0,0,0,0,0,0,0,0,0
向日市,26208,#0050bf,,,,45886,50604,52216,52928,53290,53425,55041,54328,53380,,,,0,0,0,0,0,0,0,0,0
長岡京市,26209,#1300bf,,,,65557,71445,75242,77191,78697,77846,78335,79844,80090,,,,0,0,0,0,0,0,0,0,0
八幡市,26210,#6900bf,,,,,64882,72356,75758,75779,73682,74252,74227,72664,,,,,0,0,0,0,0,0,0,0
京田辺市,26211,#bf00bf,,,,,,,,,59577,64008,67910,70835,,,,,,,,,0,0,0,0
京丹後市,26212,#c2006b,,,,,,,,,,62723,59038,55054,,,,,,,,,,1,0,0
南丹市,26213,#ad3131,,,,,,,,,,,35214,33145,,,,,,,,,,,1,0
木津川市,26214,#ad6f31,,,,,,,,,,,69761,72840,,,,,,,,,,,1,0
