特別区部,13100,#ba0000,8310027,8893094,8840942,8646520,8351893,8354615,8163573,7967614,8134688,8489653,8945695,9272740,0,0,0,0,0,0,0,0,0,0,0,0
八王子市,13201,#ba6000,158443,207753,253527,322580,387178,426654,466347,503363,536046,560012,580053,577513,0,1,0,0,0,0,0,0,0,0,0,0
立川市,13202,#ad9100,67949,100719,117057,138129,142675,146523,152824,157884,164709,172566,179668,176295,0,1,0,0,0,0,0,0,0,0,0,0
武蔵野市,13203,#a4ba00,120337,133516,136959,139508,136910,138783,139077,135051,135746,137525,138734,144730,0,0,0,0,0,0,0,0,0,0,0,0
三鷹市,13204,#5aba00,98038,135873,155693,164950,164526,166252,165564,165721,171612,177016,186083,186936,0,0,0,0,0,0,0,0,0,0,0,0
青梅市,13205,#02a10c,56896,60892,70954,86152,98990,110828,125960,137234,141394,142354,139339,137381,0,0,0,0,0,0,0,0,0,0,0,0
府中市,13206,#00b075,82098,126519,163173,182474,192198,201972,209396,216211,226769,245623,255506,260274,0,0,0,0,0,0,0,0,0,0,0,0
昭島市,13207,#009eb0,44805,59655,75662,83864,89344,97543,105372,107292,106532,110143,112297,111539,0,0,0,0,0,0,0,0,0,0,0,0
調布市,13208,#0050bf,68621,118004,157488,175924,180548,191071,197677,198574,204759,216119,223593,229061,0,0,0,0,0,0,0,0,0,0,0,0
町田市,13209,#1300bf,71269,115918,202801,255305,295405,321188,349050,360525,377494,405534,426987,432348,0,0,0,0,0,0,0,0,0,0,0,0
小金井市,13210,#6900bf,45734,76323,94448,102714,102456,104642,105899,109279,111825,114112,118852,121396,0,0,0,0,0,0,0,0,0,0,0,0
小平市,13211,#bf00bf,,105353,137373,156181,154610,158673,164013,172946,178623,183796,187035,190005,,0,0,0,0,0,0,0,0,0,0,0
日野市,13212,#c2006b,,67979,98557,126847,145448,156031,165928,166537,167942,176538,180052,186283,,0,0,0,0,0,0,0,0,0,0,0
東村山市,13213,#ad3131,,74857,96545,112649,119363,123798,134002,135112,142290,144929,153557,149956,,0,0,0,0,0,0,0,0,0,0,0
国分寺市,13214,#ad6f31,,64645,81259,88159,91010,95467,100982,105786,111404,117604,120650,122742,,0,0,0,0,0,0,0,0,0,0,0
国立市,13215,#948b2b,,,59709,64495,64144,64881,65833,66719,72187,72667,75510,73655,,,0,0,0,0,0,0,0,0,0,0
田無市,13216,#65942b,,,58466,67433,66976,71331,75144,74813,78165,189735,,,,,0,0,0,0,0,0,0,2,,
保谷市,13217,#2b942b,,,86194,91546,91259,91568,95146,100260,102720,189735,,,,,0,0,0,0,0,0,0,2,,
福生市,13218,#26855a,,,37938,46457,48694,51478,58062,61497,61427,61074,59796,58395,,,0,0,0,0,0,0,0,0,0,0
狛江市,13219,#2f9696,,,60297,70043,70836,73784,74189,74656,75711,78319,78751,80249,,,0,0,0,0,0,0,0,0,0,0
東大和市,13220,#2f6696,,,46173,58464,65553,69881,75132,76355,77212,79353,83068,85157,,,0,0,0,0,0,0,0,0,0,0
清瀬市,13221,#2f3296,,,51911,60574,61913,65066,67539,67386,68037,73529,74104,74864,,,0,0,0,0,0,0,0,0,0,0
東久留米市,13222,#5f2f96,,,78075,100821,106556,110079,113818,111097,113302,115330,116546,116632,,,0,0,0,0,0,0,0,0,0,0
武蔵村山市,13223,#8d2f96,,,,50842,57198,60930,65562,67015,66052,66553,70053,71229,,,,0,0,0,0,0,0,0,0,0
多摩市,13224,#962f61,,,,65466,95248,122135,144489,148113,145862,145877,147648,146631,,,,0,0,0,0,0,0,0,0,0
稲城市,13225,#7d4242,,,,43924,48154,50766,58635,62806,69235,76492,84835,87636,,,,0,0,0,0,0,0,0,0,0
秋川市,13226,#7d6342,,,,38262,42807,45735,50387,75355,,,,,,,,0,0,0,0,2,,,,
羽村市,13227,#7d7a42,,,,,,,,55095,56013,56514,57032,55833,,,,,,,,0,0,0,0,0
あきる野市,13228,#5c7d42,,,,,,,,75355,78351,79587,80868,80954,,,,,,,,1,0,0,0,0
西東京市,13229,#386941,,,,,,,,,,189735,196511,200012,,,,,,,,,,0,0,0
