CODE,POPULATION,POP_INCREASE,AREA,DENSITY,HOUSE,HOU_INCREASE,DID_POPULATION,POP_U15,POP_O15,POP_O65,FOREIGNER,DAYTIME,WORKER,1ST_IND,2ND_IND,3RD_IND,IND_AGRI,IND_MANU,IND_SALE,IND_SERV,
dummy,,,,,,,,,,,,,,,,,,,,,
23341,17215,68,3.36,5123.5,6494,-,17215,2478,11561,2691,186,18906,11185,52,6359,4732,51,5617,1798,1687,
23342,13001,-512,6.19,2100.3,4695,-,11564,1986,9452,1531,190,19935,14944,109,3745,11015,108,2995,4611,2166,
23343,42337,1913,8.39,5046.1,15039,-,39956,6282,30991,5059,514,34103,16155,332,5556,10230,332,3817,3647,4833,
23344,33391,-55,9.98,3345.8,12232,-,25046,4700,24615,3882,344,32902,18765,555,7314,10853,555,5657,4509,3681,
23345,8116,546,4.01,2023.9,2698,-,0,1126,6125,865,62,10664,7031,310,3615,3095,309,3207,1152,757,
23346,19122,-113,5.25,3642.3,6898,-,17240,2807,13531,2651,175,15864,7999,258,3407,4309,258,2784,2199,1192,
23347,18556,-230,4.7,3948.1,6351,-,18269,2686,12830,3040,409,16936,8004,143,4387,3464,143,3752,1276,1423,
23361,20633,1602,13.58,1519.4,6504,-,10520,3483,14310,2825,176,29317,20468,421,13359,6639,421,12548,2914,2070,
23362,31728,1474,11.18,2837.9,10405,-,24982,4645,22172,4846,142,24229,9071,304,3862,4792,304,3213,2032,2035,
23381,31059,1546,9.51,3265.9,9975,-,22248,5070,21549,4439,240,23351,10003,113,4446,5385,113,3479,2429,1914,
23401,23163,156,22.12,1047.2,6388,-,0,3405,15837,3921,62,18691,8899,1440,3615,3768,1440,2952,1294,1675,
23402,13505,178,8.83,1529.4,3772,-,0,1894,9238,2373,37,11057,5013,636,2400,1929,636,2084,877,779,
23421,22436,138,8.33,2693.4,7247,-,15817,3140,16230,3064,218,16767,7470,218,3322,3913,218,2265,1595,1579,
23422,23969,607,9.92,2416.2,7732,-,11698,3493,17235,3214,284,18522,7858,522,3783,3417,522,2822,1461,1350,
23423,35916,2898,9.33,3849.5,12095,-,29277,5831,25839,4243,538,30437,13810,401,6729,6655,401,4815,3236,2380,
23424,27073,2349,6.58,4114.4,9320,-,24260,4528,19613,2906,307,20284,9003,273,4453,4195,273,2802,1817,1557,
23425,36240,-126,11.1,3264.9,12464,-,30576,5885,25497,4852,436,30261,14094,272,5218,8446,271,3478,3599,2769,
23426,5604,-12,9.97,562.1,1482,-,0,803,3730,1066,27,6558,3887,304,2128,1444,284,1786,658,507,
23427,4525,-207,22.5,201.1,1199,-,0,620,2990,915,67,13119,11389,400,4479,6483,353,3786,1310,1293,
23428,36575,882,38.82,942.2,11728,-,19248,5718,25875,4981,546,30711,14867,1145,4457,9206,978,2981,3373,3686,
23429,29802,1332,18.65,1598,9004,-,6853,4557,20781,4455,182,22614,9492,750,3879,4843,745,2774,1926,1894,
23430,8327,-26,24.67,337.5,2142,-,0,1299,5519,1509,35,6204,3230,1452,1076,684,1452,792,207,369,
23431,5011,-85,12.19,411.1,1197,-,0,723,3166,1122,0,3921,2029,1003,483,523,1003,341,196,244,
23432,22457,160,11.12,2019.5,6760,-,7889,3365,15507,3584,60,16456,6229,723,2430,3068,721,1810,1412,1262,
23441,24028,138,23.94,1003.7,7141,-,0,3580,16564,3884,45,19336,7966,641,2792,4518,641,1844,2299,1761,
23442,45168,2759,31.08,1453.3,14262,-,24352,7652,31445,6057,705,33437,12817,745,6158,5871,727,5108,2159,2864,
23445,23250,-1596,38.24,608,7120,-,0,3283,14628,5339,73,21449,11336,2733,2489,6110,951,1802,2042,3204,
23446,26083,7,46.38,562.4,9396,-,5391,3978,17804,4267,211,23047,9088,1264,2101,5706,935,1387,2058,2857,
23447,39993,1840,25.81,1549.5,14171,-,26020,6424,28456,5090,342,33934,16226,438,8168,7592,437,6764,2630,3202,
23481,24340,-479,22.44,1084.7,6541,-,8473,3810,15747,4782,98,20295,9822,2269,3229,4311,866,1983,1794,1915,
23482,21656,-150,35.98,601.9,5927,-,0,3302,14252,4096,106,19361,10174,1665,4644,3855,1504,3402,1536,1815,
23483,12987,-315,26.04,498.7,3539,-,0,1964,8410,2613,6,10173,5204,535,2440,2227,341,1877,753,1076,
23501,33408,697,56.78,588.4,10216,-,12447,5664,23334,4391,281,34788,20841,1155,13696,5954,1155,12281,1973,3024,
23502,9414,-101,160.27,58.7,2471,-,0,1344,5898,2172,38,8947,5071,482,2927,1658,482,2530,413,851,
23521,47684,7764,32.11,1485,15374,-,19236,9034,34396,4239,689,52055,26361,744,14813,10620,743,13128,3862,4419,
23522,18005,2636,65.58,274.6,4927,-,0,4532,11816,1654,82,15790,7555,186,4605,2754,185,4084,918,1319,
23523,4302,-242,74.54,57.7,1230,-,0,651,2393,1258,10,3932,2003,250,867,881,249,658,247,492,
23541,9852,-463,193.27,51,2709,-,0,1383,5642,2827,32,8790,4083,462,971,2645,449,468,789,1379,
23543,5349,13,114.18,46.8,1506,-,0,1165,3039,1145,27,4345,2046,402,640,996,400,413,235,606,
23544,3504,-340,82.16,42.6,1118,-,0,415,1842,1247,6,3139,1608,314,458,835,314,217,165,523,
23561,5305,-518,220.83,24,1847,-,0,600,2776,1929,23,5527,2919,486,771,1653,462,343,349,866,
23562,4717,-407,123.4,38.2,1690,-,0,502,2313,1902,22,4616,2152,255,782,1113,252,459,303,581,
23563,1420,-104,121.13,11.7,520,-,0,153,669,598,5,1491,827,133,272,421,130,98,71,243,
23564,209,11,34.78,6,99,-,0,36,97,76,1,237,127,15,21,91,15,10,7,50,
23565,1654,-122,53.13,31.1,575,-,0,188,842,624,3,1580,895,270,309,316,264,193,68,158,
23566,3111,-202,98.63,31.5,1025,-,0,440,1649,1022,8,3233,1739,225,652,862,222,349,267,451,
23581,14355,-787,263.66,54.4,4066,-,0,1810,8489,4056,67,12151,5211,593,2066,2535,591,1379,778,1438,
23582,3226,-87,117.4,27.5,956,-,0,486,1699,1041,2,3206,1617,475,483,659,473,376,131,391,
23601,7922,125,29.65,267.2,2392,-,0,1087,5563,1272,24,7647,4574,311,3005,1257,310,2890,417,465,
23602,16255,727,36.61,444,4778,-,0,2532,11173,2550,126,15328,8667,1591,4243,2816,1587,3688,859,1366,
23603,21664,312,9.92,2183.9,6849,-,16919,3210,14964,3487,810,17558,8197,693,3775,3717,682,2817,1383,1377,
23604,13530,78,18.73,722.4,4049,-,0,2027,8949,2554,78,12510,6672,1101,3229,2333,1062,2575,813,1067,
23621,36981,1227,82.86,446.3,12164,-,9829,6369,24668,5940,161,40173,24577,4050,12004,8485,4018,10437,3141,3611,
23622,6151,-179,23.54,261.3,1454,-,0,1000,3780,1371,26,5485,3550,2398,294,858,2379,135,245,439,
23623,22402,-757,82.18,272.6,5744,-,0,3524,13787,5091,130,21493,13482,7449,1395,4634,6856,533,1730,2125,
23999X,0,0,1.14,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24201,163246,90,101.86,1602.7,62302,-,100149,24801,109950,28489,2506,188090,97655,2091,24812,70071,2015,15354,21892,30199,
24202,291105,5326,197.37,1474.9,103287,-,193690,45730,198760,46224,4988,306937,162234,3047,60102,98087,2861,41403,36608,36615,
24203,100145,-2487,178.97,559.6,35022,-,57285,14341,64313,21411,428,103067,48981,1727,14219,32928,1329,9674,14463,12418,
24204,123727,1278,209.65,590.2,43256,-,60652,18499,81375,23853,1007,125502,63263,2863,21384,38958,2556,14911,14703,16092,
24205,108378,5334,57.3,1891.4,37015,-,69559,17768,73775,16793,1550,101095,47440,1066,17036,29200,746,12827,11953,11613,
24206,61493,507,195.26,314.9,21136,-,22615,8420,39008,14065,2420,68311,37376,1695,15985,19566,1695,13200,7418,7859,
24207,186151,6351,194.67,956.2,62960,-,101470,30852,128591,26707,3685,175865,85738,4251,35805,45384,3998,27960,16336,19224,
24208,83291,3378,129.76,641.9,26716,-,41389,13552,57269,12440,489,70359,29175,1039,10564,17359,1039,8296,6623,7528,
24209,23683,-1575,193.14,122.6,10193,-,13636,3131,14220,6291,160,24426,11550,741,2843,7952,140,1382,2693,3286,
24210,39334,703,111.03,354.3,13077,-,13484,6047,26063,7211,1122,37028,19118,852,9742,8404,850,8099,2468,3735,
24211,24945,-1861,107.88,231.2,8413,-,0,3742,15585,5611,142,26189,13999,1925,2147,9848,187,1206,2747,5544,
24212,20898,-1359,259.96,80.4,8859,-,5031,2788,12203,5907,69,21240,9109,790,2254,6058,573,1256,2080,2672,
24213,41063,919,68.2,602.1,14230,-,23553,5976,27178,7898,551,38870,18602,892,5887,11782,891,4305,3143,5579,
24301,10810,-516,47.58,227.2,2996,-,0,1586,7067,2157,61,10345,5595,356,3192,2042,356,2694,667,1032,
24302,15668,443,31.73,493.8,4808,-,0,2293,10697,2675,149,12373,5870,663,1425,3763,525,584,813,2576,
24303,7172,-59,15.72,456.2,2034,-,0,1113,5093,966,131,6087,3435,585,1900,946,534,1421,314,344,
24321,14443,26,88.78,162.7,4091,-,0,2266,9175,3002,284,12724,6264,258,3181,2821,258,2504,769,1510,
24322,8687,-89,23.83,364.5,2801,-,0,1309,5953,1425,59,9822,5456,118,3580,1747,118,3220,481,853,
24323,15186,313,44.6,340.5,4748,-,0,2621,9965,2600,115,16059,9503,266,6615,2592,266,6063,1095,1060,
24324,26305,70,22.66,1160.9,7687,-,14096,3920,18904,3481,341,19734,8809,132,4827,3827,132,4169,1399,1791,
24325,7314,-366,62.37,117.3,2110,-,0,1090,4335,1889,44,6556,3061,128,1497,1434,127,1013,352,724,
24341,37972,2855,106.89,355.2,11688,-,10353,6387,24861,6694,356,32064,14037,609,5890,7480,591,4149,2455,3706,
24342,10997,153,7.76,1417.1,3803,-,7955,1698,7468,1831,290,9239,4466,190,2452,1809,131,1947,682,605,
24343,6716,-184,5.99,1121.2,2302,-,0,1003,4546,1162,39,8151,5158,57,3525,1567,56,3193,542,664,
24344,11782,919,8.71,1352.7,4131,-,8185,1948,7996,1834,172,13291,7004,110,3111,3768,92,2320,1314,1314,
24361,7272,-225,79.88,91,2448,-,0,997,4546,1729,108,6577,3429,146,1698,1579,144,1450,683,534,
24381,17351,803,18.79,923.4,5803,-,0,2581,11649,3121,367,13104,5348,224,2403,2707,189,1839,1162,1128,
24382,8900,-297,64.57,137.8,2572,-,0,1125,5638,2137,24,7435,3430,391,1397,1641,391,927,549,843,
24383,4249,-229,50.31,84.5,1239,-,0,553,2633,1063,5,3363,1474,179,745,539,179,538,94,320,
24384,11279,482,36.93,305.4,3357,-,0,1778,7417,2084,106,9672,4929,356,2811,1746,356,2324,430,982,
24402,5300,-148,3.9,1359,1722,-,0,732,3437,1131,110,3893,1676,169,827,675,65,597,306,260,
24403,14580,323,47.66,305.9,4789,-,0,2269,9507,2791,99,10813,4475,572,1542,2351,571,1075,695,1288,
24404,13395,-1084,111.86,119.7,4147,-,0,1714,8259,3422,55,11492,4978,355,1596,3022,355,970,583,1922,
24405,17884,-19,77.99,229.3,5768,-,0,2397,11696,3791,60,13672,5931,592,2384,2951,589,1652,744,1592,
24406,7158,-857,206.7,34.6,2634,-,0,647,3778,2733,26,6044,2521,419,970,1118,413,506,288,579,
24407,11158,822,18.89,590.7,3370,-,0,1906,7267,1985,185,10654,5807,496,1760,3531,467,1190,1843,983,
24421,6180,-348,76.33,81,1841,-,0,819,3471,1890,3,5382,2098,360,802,928,360,558,206,522,
24422,5555,-360,240.94,23.1,1852,-,0,666,2952,1937,8,5159,2316,316,1004,995,313,601,305,520,
24441,10868,642,49.59,219.2,3565,-,0,1488,6906,2465,22,11987,7021,878,3975,2147,878,3443,656,1002,
24442,22300,447,40.83,546.2,6335,-,0,3441,14377,4482,59,17747,7999,1083,3361,3520,921,2378,986,1574,
24443,7332,-241,55.4,132.3,2458,-,0,974,4414,1944,59,6862,3234,346,1080,1808,345,706,676,727,
24444,5281,-137,53.58,98.6,1497,-,0,683,3178,1420,3,4205,1868,415,838,615,415,548,227,259,
24445,4067,-118,307.54,13.2,1446,-,0,405,2141,1521,3,3863,1541,266,559,708,264,297,126,436,
24461,14284,971,40.95,348.8,4182,-,0,2450,9177,2657,32,13883,7580,806,3750,3015,806,3106,1235,1388,
24462,8978,113,11.94,751.9,2869,-,0,1401,5879,1698,10,6638,2664,305,659,1698,99,445,676,849,
24463,18125,-175,11.56,1567.9,5963,-,7887,2984,12171,2970,118,16658,8238,418,3352,4443,413,2625,1472,1669,
24464,10266,-750,109.83,93.5,3396,-,0,1282,5898,3086,20,9209,4000,1144,1034,1820,423,583,585,949,
24465,7969,-688,133.04,59.9,3109,-,0,1085,4295,2589,11,7948,3607,1116,942,1549,131,390,495,829,
24466,5242,-278,100.68,52.1,1760,-,0,706,3050,1485,54,4777,2285,228,1164,884,227,912,333,389,
24467,4488,-323,68.13,65.9,1737,-,0,459,2578,1451,7,3980,1850,336,674,837,80,427,316,376,
24468,8925,318,6.05,1475.2,3103,-,0,1446,5977,1502,115,8848,5101,281,1944,2865,280,1697,998,1675,
24469,1604,14,64.73,24.8,644,-,0,211,852,541,5,1555,722,86,218,418,86,150,80,268,
24470,9218,141,134.97,68.3,2434,-,0,1457,5711,2050,19,7182,2651,390,1068,1187,390,484,339,696,
24481,11019,-135,62.01,177.7,3294,-,0,1733,6793,2493,159,10701,5386,513,2976,1825,513,2527,500,843,
24482,2752,-182,22.95,119.9,792,-,0,291,1623,838,23,2023,839,168,239,430,168,163,104,242,
24483,8427,-73,72.97,115.5,2364,-,0,1294,5108,2022,136,6946,3224,477,1447,1297,477,1147,340,733,
24484,5987,-199,95.98,62.4,1684,-,0,810,3474,1697,28,5205,2503,365,1355,777,365,1119,174,431,
24501,11849,174,109,108.7,3504,-,0,1944,7654,2251,33,8792,3624,421,1322,1871,421,960,496,1085,
24521,6012,-497,27.64,217.5,2003,-,0,833,3713,1466,32,5451,2760,377,427,1952,89,167,470,1282,
24522,8465,-571,12.9,656.2,3023,-,0,1036,5081,2342,20,7439,3358,386,1291,1675,23,765,648,834,
24523,14727,-774,17.01,865.8,4872,-,0,2128,8963,3636,90,12752,5488,1700,1348,2435,61,903,976,1149,
24524,22995,782,43.88,524,7837,-,0,3614,14622,4759,305,22545,11984,1126,2568,8282,309,1326,2981,4143,
24525,9429,-347,78.2,120.6,3215,-,0,1389,5815,2222,36,10381,5388,617,1278,3490,431,720,763,2255,
24541,11045,-625,110.48,100,4349,-,0,1487,6569,2989,98,10768,5171,713,1580,2877,188,982,1164,1112,
24542,10317,-491,146.35,70.5,4024,-,0,1299,5894,3124,59,9875,4344,509,1579,2248,151,863,810,1074,
24561,10030,116,88.28,113.6,4088,-,0,1495,5578,2957,25,9735,4565,1494,726,2343,1465,329,769,1256,
24562,7940,-183,76.78,103.4,3209,-,0,1158,4654,2128,12,6243,2349,465,985,898,456,523,208,497,
24563,1742,-68,113.67,15.3,866,-,0,128,748,866,0,1778,626,107,124,394,107,40,77,199,
24564,4884,86,2.88,1695.8,1853,-,0,905,3101,878,15,4635,1983,39,1101,842,32,902,305,307,
25201,288240,11908,302.33,953.4,100949,-,226810,46702,198572,42919,3539,274578,122937,1718,32964,86176,1597,21375,26436,40458,
25202,107860,4352,98.15,1098.9,38026,-,58986,18058,72396,17317,1183,110667,53476,1564,19057,32164,1483,14748,12526,13281,
25203,60104,3022,45.5,1321,20091,-,28562,10061,39733,10300,2163,64723,34153,678,13302,19547,674,10317,7898,8027,
25204,68366,1170,76.97,888.2,21882,-,32141,10379,46973,11002,703,62382,28148,1318,8330,17789,1098,5673,7487,7396,
25205,44351,1442,52.6,843.2,15262,-,18838,7170,30126,7007,1392,46989,25753,894,12102,12421,894,9985,4786,5169,
25206,115455,13627,48.22,2394.3,45300,-,76240,17034,85165,13059,1170,118390,56880,1026,23189,31546,1002,18763,12003,13987,
25207,65542,3683,44.26,1480.8,20623,-,33169,11304,45820,8390,570,58411,27942,1287,9767,16556,1245,7320,5901,7543,
25301,21553,2311,71.73,300.5,6498,-,5376,3480,14397,3664,91,15074,4730,280,1234,3167,250,695,977,1694,
25321,54856,6097,52.75,1039.9,18290,-,27849,10181,38929,5741,970,59327,34359,752,13509,19762,752,10345,6951,8744,
25342,12109,632,20.94,578.3,3123,-,0,1960,7833,2316,59,9312,4102,599,1741,1740,588,1288,646,771,
25343,36217,1829,40.51,894,12047,-,17081,5626,25905,4653,254,36690,21074,549,11088,9211,549,9835,2765,4583,
25361,12378,594,13.33,928.6,3992,-,8511,2175,8772,1431,510,12512,6593,107,3803,2623,107,3368,849,1072,
25362,41362,1774,57.16,723.6,13862,-,7660,7459,29687,4216,1270,39370,21257,356,11435,9270,356,9830,3002,3352,
25363,37044,1862,68.93,537.4,11639,-,10787,6746,24591,5683,1258,40009,21926,630,9580,11639,630,7983,4037,5107,
25364,9369,-311,127.14,73.7,2584,-,0,1481,5853,2035,216,8765,4766,425,2567,1768,424,1952,565,831,
25365,11840,-235,71.63,165.3,3107,-,0,1788,7215,2837,74,10580,5509,511,2580,2387,511,2020,681,1388,
25366,19839,936,49.65,399.6,5640,-,5755,3640,13025,3161,105,14679,5721,421,2571,2682,421,2008,802,1420,
25367,14392,-512,164.34,87.6,4530,-,0,2126,9203,3059,129,14023,7762,391,3202,4140,391,2689,1547,2174,
25381,12303,11,24.3,506.3,3601,-,0,1942,8173,2176,182,9307,4042,507,1606,1901,503,1213,579,1022,
25382,14328,1405,34.64,413.6,3881,-,0,3071,9031,2226,93,12269,5643,312,3477,1834,312,2931,494,978,
25383,23022,-110,117.63,195.7,6693,-,0,3613,14311,5095,228,21647,10740,689,4996,5016,689,4052,1372,2628,
25384,13370,-280,44.52,300.3,4029,-,0,2297,8977,2096,60,14517,9161,489,6336,2311,489,5767,661,1074,
25401,6326,-174,181.27,34.9,1732,-,0,1015,3734,1577,20,4924,2088,338,943,806,330,594,244,375,
25402,11735,627,16.28,720.8,3442,-,0,2023,7522,2190,187,10635,5234,187,2468,2554,187,1891,906,916,
25403,22705,70,31.12,729.6,6860,-,8988,3675,15145,3861,294,18622,7928,544,3798,3534,537,3066,1199,1686,
25421,5880,-123,40.89,143.8,1439,-,0,908,3466,1506,30,5512,2705,451,1206,1040,451,883,203,603,
25422,9070,-174,26.53,341.9,2358,-,0,1384,5702,1984,24,8936,5061,324,2948,1778,324,2467,403,692,
25423,8026,-50,25.04,320.5,2072,-,0,1264,4984,1778,50,6984,3472,250,1902,1317,248,1501,320,586,
25424,10966,1186,12.94,847.4,3702,-,0,1948,7338,1680,702,11998,6887,149,4074,2640,142,3569,1214,866,
25441,7132,-90,7.78,916.7,2125,-,0,1028,4642,1462,83,6547,3148,124,1169,1831,124,900,526,933,
25442,8169,-400,13.66,598,2191,-,0,1260,5285,1624,18,7141,3054,196,1761,1065,196,1111,276,513,
25443,8463,-453,135.93,62.3,2398,-,0,1256,5199,2008,42,8487,4664,227,2392,1999,227,2029,566,770,
25461,13421,387,53.11,252.7,3670,-,0,2251,8249,2921,182,12047,5399,379,2942,2045,378,2459,633,918,
25462,5959,-82,109.17,54.6,1679,-,0,988,3578,1392,13,5346,2400,125,1310,954,125,1027,292,391,
25463,12479,-41,42.78,291.7,3883,-,0,1948,7775,2756,84,11564,5363,374,1528,3355,365,1071,814,1577,
25464,9392,430,18.04,520.6,2658,-,0,1738,5795,1859,26,7936,3148,268,1378,1461,268,1090,518,638,
25481,12846,303,87.09,147.5,3484,-,0,2346,7741,2759,40,9938,3841,398,1896,1527,398,1481,396,801,
25482,5854,-153,9.45,619.5,1761,-,0,910,3765,1179,60,6309,2760,161,1478,1101,151,1140,340,446,
25483,8826,-197,29.08,303.5,2360,-,0,1401,5576,1848,18,6614,2700,319,1114,1260,293,876,388,615,
25484,7582,-132,16.98,446.5,1894,-,0,1177,4643,1762,7,6114,2742,287,1398,1049,254,1197,295,577,
25501,10366,-610,28.27,366.7,3080,-,0,1691,6651,2024,52,11363,7040,402,4256,2360,402,3816,725,863,
25502,9170,-458,88.44,103.7,2723,-,0,1420,5483,2267,53,9550,4241,188,1527,2498,187,940,748,1251,
25503,4218,-199,167.62,25.2,1267,-,0,662,2374,1182,12,3214,1263,330,272,655,330,131,217,312,
25504,4896,-129,67.05,73,1327,-,0,766,2934,1196,7,3673,1408,131,654,619,100,451,199,300,
25521,6210,-167,78.34,79.3,1873,-,0,916,3729,1564,60,5661,2828,258,1406,1160,228,1030,344,593,
25522,13921,731,122.74,113.4,4056,-,0,2141,8837,2935,66,14412,6636,423,1568,4635,403,931,1289,1710,
25523,2625,22,165.77,15.8,856,-,0,353,1498,774,31,2375,1097,118,332,646,117,205,164,368,
25524,14489,-135,48.47,298.9,4413,-,0,2337,8965,3180,203,13904,6628,558,2885,3157,511,1945,1467,1204,
25525,7138,126,63.2,112.9,2032,-,0,1076,4353,1709,51,6030,2741,263,1023,1449,262,541,373,832,
25526,11068,505,32.84,337,3310,-,0,1897,6979,2192,150,10045,5224,248,2996,1955,241,2473,607,826,
26101,126125,-953,94.92,1328.8,55514,-,117587,14995,86586,23520,2287,130388,48654,950,10669,35124,945,7139,13657,16291,
26102,84187,126,7.11,11840.6,39951,-,84187,8060,56852,18713,1331,101593,51623,62,11493,38908,62,9692,12664,17571,
26103,171556,-474,246.88,694.9,77826,-,154022,18930,117996,31778,4618,171428,68373,554,10584,55037,552,5666,17577,30343,
26104,95038,3976,7.38,12877.8,44798,-,95038,9670,64213,19511,1873,154759,106472,70,21816,82666,70,17517,35986,31106,
26105,44813,-3428,7.46,6007.1,21238,-,44513,3548,29833,11418,717,61962,31498,29,5698,25127,29,4555,11933,10966,
26106,71212,550,6.82,10441.6,34134,-,71212,6960,47521,16305,1202,137257,100615,102,15346,83760,100,12029,40271,25553,
26107,97820,-1085,15.78,6199,40508,-,96682,13151,67044,16326,6083,138129,87825,511,33490,52336,508,26637,20911,16255,
26108,195573,-2027,74.27,2633.3,80385,-,189890,25448,133690,31663,5393,180132,82583,785,30100,49479,781,23570,19450,20778,
26109,287909,1948,61.62,4672.3,115356,-,265572,41584,202823,43094,6440,270192,112040,1403,33196,74233,1399,21228,26715,31267,
26110,137624,520,28.78,4781.9,53741,-,130687,18348,97882,21101,1785,117820,49761,458,14841,32989,458,8192,12847,13619,
26111,155928,4810,59.2,2633.9,56876,-,139452,25202,111069,19534,3008,120966,41465,787,9558,29856,785,5069,10655,13901,
26201,68098,1337,264.24,257.7,24712,-,36682,11134,43365,13526,742,75215,40705,2309,13150,25113,2306,8404,9291,9420,
26202,94050,-734,342.11,274.9,34433,-,66578,14343,59649,20044,1091,93929,46550,2508,13560,30222,2233,7081,9644,11376,
26203,38881,-1100,347.11,112,13884,-,13303,5380,22540,10956,294,39093,20730,2618,8479,9517,2614,6532,3029,4525,
26204,189112,4282,67.55,2799.6,66373,-,183129,28174,134427,26202,2670,158072,64405,544,22408,40511,544,16434,13784,17817,
26205,23276,-1661,169.31,137.5,8706,-,8284,3247,13424,6589,154,24765,12722,1097,3210,8372,899,1421,2799,3722,
26206,94555,2157,224.9,420.4,30625,-,60548,15628,65442,13345,724,79869,32905,2074,11368,19040,2074,8034,7128,8567,
26207,84346,-1052,32.75,2575.5,28333,-,76010,11193,61446,11656,646,64247,24894,662,8326,15361,660,6058,5723,7005,
26208,53425,135,7.67,6965.4,19456,-,53142,7691,38272,7440,458,40851,15368,320,3927,10918,319,2486,3891,4371,
26209,77846,-851,19.18,4058.7,29126,-,77003,10744,56375,10705,485,70057,32422,454,14329,17400,453,12351,5312,8970,
26210,73682,-2097,24.38,3022.2,26146,-,67336,10539,53534,9565,562,57549,21128,741,6991,12647,741,4875,4587,5106,
26211,59577,6537,42.94,1387.4,22409,-,44621,8197,43703,7675,382,58216,19690,808,5300,13258,808,3707,4535,5809,
26303,15736,-143,5.97,2635.8,5744,-,14996,2159,11137,2423,151,13037,6147,65,3469,2558,65,3097,660,1173,
26322,17080,-1053,13.86,1232.3,5672,-,12662,2444,12272,2336,279,29250,21113,750,10750,9416,750,9329,3573,2673,
26343,9102,-336,18.01,505.4,3084,-,5597,1271,6125,1706,76,7550,2977,110,1570,1263,110,649,388,623,
26344,9840,718,58.26,168.9,2681,-,0,1679,6374,1787,50,9344,4876,447,2510,1908,447,2072,874,681,
26361,9122,-88,24.53,371.9,2649,-,0,1230,6035,1791,49,7183,3096,364,1097,1567,363,653,569,632,
26362,33683,7123,23.62,1426,11190,-,18912,5963,23742,3881,288,26441,8961,567,1829,6485,566,1017,1835,3314,
26363,16004,-662,36.97,432.9,4731,-,7492,1996,11346,2651,30,10225,3472,610,820,2002,609,473,597,1019,
26364,2056,-167,23.57,87.2,672,-,0,256,1254,546,3,1576,639,54,165,419,54,66,106,218,
26365,5457,-464,64.87,84.1,1571,-,0,675,3428,1354,11,4368,2037,719,536,773,719,253,218,383,
26366,26357,3666,25.66,1027.2,8307,-,5124,4389,18462,3493,151,20693,7338,482,1548,5203,482,667,1038,3194,
26367,3784,-240,64.21,58.9,1166,-,0,454,2400,930,19,2961,1275,395,146,734,395,42,77,548,
26381,6686,-394,217.68,30.7,2146,-,0,964,3684,2036,68,6456,2809,502,739,1555,502,402,339,868,
26382,5231,-247,340.47,15.4,1736,-,0,715,2789,1727,79,5088,2544,412,930,1193,411,592,256,718,
26401,16776,525,102.78,163.2,5805,-,7482,2523,10918,3335,154,17049,7282,749,2300,4126,749,1376,1083,2141,
26402,9391,-514,49.56,189.5,2811,-,0,1180,5782,2427,53,8941,4673,617,1503,2526,617,988,620,1504,
26403,8690,-308,74.09,117.3,2718,-,0,1360,5177,2153,54,8406,3983,610,1474,1877,610,1046,667,939,
26404,6219,12,123.5,50.4,2012,-,0,826,3630,1760,65,5793,2511,396,749,1282,396,462,240,863,
26405,5235,-242,109.73,47.7,1635,-,0,713,2915,1607,58,4656,2297,450,772,1053,450,492,252,607,
26406,4004,-306,119.25,33.6,1384,-,0,468,2064,1472,38,3588,1666,395,527,742,393,300,170,412,
26421,4448,-158,90.53,49.1,1444,-,0,532,2478,1438,21,3842,1919,597,619,697,597,400,147,384,
26422,4869,-329,100.99,48.2,1596,-,0,578,2583,1708,32,4066,1963,581,566,812,581,319,218,423,
26441,5705,-285,96.81,58.9,1869,-,0,774,2890,2041,14,5112,2068,445,635,987,445,342,281,513,
26461,7867,-321,59.05,133.2,2425,-,0,1202,4609,2056,31,6934,3644,307,1940,1396,307,1603,535,649,
26462,6648,-167,11.99,554.5,2136,-,0,1069,4049,1530,32,6679,3497,88,1627,1781,87,1161,476,1105,
26463,3112,-249,61.98,50.2,1056,-,0,421,1530,1161,6,2885,1406,394,204,808,246,124,94,598,
26464,11078,142,35.9,308.6,3459,-,0,1878,6542,2658,41,10221,4957,198,2468,2281,198,1994,915,993,
26481,13564,-462,67.45,201.1,4602,-,0,2251,8109,3204,109,16123,9174,527,3616,5028,527,2735,1997,2076,
26482,10805,389,68.93,156.8,3407,-,0,1909,6536,2360,82,9677,5136,505,2496,2127,505,1996,994,856,
26501,16056,-640,75.07,213.9,4966,-,7060,2590,9730,3736,45,15244,7878,549,3638,3683,441,2820,1246,1952,
26502,7164,-443,64.96,110.3,2375,-,0,1089,4020,2055,14,6435,3170,462,1196,1505,363,872,391,757,
26503,6132,7,80.38,76.3,1779,-,0,1037,3428,1667,19,5750,2876,400,1125,1348,400,741,221,962,
26521,11857,-481,145.04,81.7,3366,-,0,1770,6509,3578,27,10489,5089,1275,1637,2175,1206,1072,512,1329,
27102,97253,-792,6.05,16074.9,43223,-,97253,12390,70059,14780,1929,102795,52821,12,13671,37867,12,7737,14935,15394,
27103,55733,629,4.67,11934.3,25136,-,55733,6556,39010,10143,841,89325,61823,20,15132,46208,9,11028,22642,15564,
27104,65037,-3492,15.45,4209.5,27128,-,65037,8865,44748,11408,1022,73739,40588,21,16134,24112,15,10341,6992,8216,
