CODE,POPULATION,POP_INCREASE,AREA,DENSITY,HOUSE,HOU_INCREASE,DID_POPULATION,POP_U15,POP_O15,POP_O65,FOREIGNER,DAYTIME,WORKER,1ST_IND,2ND_IND,3RD_IND,IND_AGRI,IND_MANU,IND_SALE,IND_SERV,
dummy,,,,,,,,,,,,,,,,,,,,,
05406,6209,-305,96.53,64.3,1476,-,0,906,3644,1659,28,4902,2244,479,998,767,479,652,218,389,
05407,6615,-78,38.06,173.8,1682,-,0,875,4247,1493,1,6290,2585,327,1031,1227,296,704,350,719,
05408,6813,-551,322.53,21.1,1750,-,0,977,3865,1971,22,5830,2677,917,893,862,917,516,236,446,
05409,4860,-392,150.17,32.4,1314,-,0,616,2706,1538,16,4605,2464,660,1088,715,660,785,183,379,
05410,9794,-279,181.71,53.9,2461,-,0,1456,5699,2639,15,8069,3661,769,1742,1148,769,1016,288,643,
05421,6209,-137,35.16,176.6,1699,-,0,936,3695,1578,1,5757,2996,539,1200,1254,539,804,462,582,
05422,10897,-657,168.4,64.7,2936,-,0,1429,6362,3106,14,9590,4247,1106,1492,1648,1105,904,587,796,
05423,14676,-548,156.63,93.7,4618,-,0,1931,8941,3804,34,16127,8095,871,2591,4632,871,1374,1813,2062,
05424,7286,-203,39.06,186.5,2151,-,0,986,4318,1977,30,7340,3623,469,1226,1924,466,768,719,907,
05425,11870,-307,78.92,150.4,3032,-,0,1516,7063,3291,26,10405,5253,1387,1667,2198,1387,922,1069,858,
05426,12899,-548,672.06,19.2,4127,-,0,1539,8025,3335,37,12376,6798,969,2222,3607,966,1206,891,2194,
05427,9307,-308,247.74,37.6,2517,-,0,1124,5399,2784,21,8132,3600,677,988,1929,675,477,363,1274,
05428,4721,-269,98.85,47.8,1260,-,0,609,2727,1385,22,3819,1733,498,645,590,498,336,147,294,
05429,7905,-217,29.56,267.4,2067,-,0,1069,4868,1968,8,7049,3663,679,1848,1134,679,1236,270,639,
05430,5990,-284,264.95,22.6,1633,-,0,703,3422,1865,6,5022,2169,581,797,790,581,220,192,428,
05431,7802,-351,103.36,75.5,1932,-,0,1052,4692,2058,7,6914,3515,1111,1338,1065,1109,799,336,554,
05432,8540,-400,87.58,97.5,2118,-,0,1182,5175,2183,7,7305,3633,1082,1664,887,1082,1113,230,491,
05433,8381,-422,41.16,203.6,2028,-,0,1169,4941,2271,20,6551,2890,938,1101,844,938,595,256,410,
05441,9099,-417,74.21,122.6,2589,-,0,1222,5273,2604,21,9162,4411,966,1948,1494,965,1506,541,699,
05442,14941,-604,63.32,236,3845,-,0,2065,8830,4046,26,13412,6737,2357,2056,2309,2355,1418,889,1059,
05443,11300,-754,73.6,153.5,2948,-,0,1521,6684,3095,30,10318,4911,1502,1803,1605,1502,1158,522,781,
05444,8103,-268,102.23,79.3,2043,-,0,1080,4551,2472,11,7072,3332,738,1103,1489,738,680,400,833,
05445,14517,-186,37.8,384,4253,-,0,2107,8743,3667,39,13257,6904,1417,2500,2978,1417,1672,1479,1054,
05446,4659,-182,205.68,22.7,1230,-,0,601,2714,1344,19,3678,1602,504,502,595,504,237,137,318,
05447,5864,-244,26.18,224,1407,-,0,820,3521,1523,10,4859,2296,652,993,647,652,640,148,361,
05461,10845,-574,65.88,164.6,2828,-,0,1587,6302,2956,25,10014,5285,928,2873,1484,928,2409,575,627,
05462,9656,-688,306.02,31.6,2750,-,0,1228,5398,3030,11,9291,4252,855,1618,1779,854,974,663,858,
05463,19485,-822,230.75,84.4,5111,-,0,2863,11292,5330,70,17624,8082,1846,3308,2924,1838,2282,868,1570,
05464,3390,-178,203.57,16.7,880,-,0,428,1961,1001,6,2736,1168,282,385,501,276,185,83,320,
05465,3040,-143,218.62,13.9,747,-,0,411,1783,846,7,2653,1314,339,403,572,339,290,98,366,
06201,255369,881,381.34,669.7,90110,-,177763,37580,167751,49900,882,277995,145725,6840,34469,103958,6824,20004,39256,41514,
06202,95396,-196,548.74,173.8,32558,-,49834,14139,61233,20022,597,102641,54008,2397,23069,28513,2392,17894,10968,12289,
06203,100628,90,233.91,430.2,32825,-,60821,15354,62797,22408,401,106450,55314,3473,19601,32208,3276,13363,12185,14439,
06204,101311,81,175.79,576.3,33771,-,66992,15150,63768,22393,307,110513,59957,4454,20001,35485,4223,11977,13766,14195,
06205,42151,-745,223.08,189,13042,-,20387,6805,26252,9076,232,47760,25495,1940,8993,14531,1940,5582,5234,6465,
06206,43379,574,139.08,311.9,11723,-,18818,6930,26702,9747,230,43273,23115,2875,9528,10688,2875,6792,3965,4566,
06207,36886,-1161,240.95,153.1,10688,-,16737,5008,22482,9391,90,33440,16306,2423,4925,8934,2423,3515,2566,5203,
06208,29586,-920,196.83,150.3,7759,-,7259,4341,17040,8205,165,27579,13830,2864,5397,5566,2864,3663,1655,2509,
06209,31987,-740,214.69,149,9347,-,12068,4826,19358,7803,156,33452,18416,1602,8280,8528,1600,5813,3138,3740,
06210,63231,2605,113.01,559.5,19077,-,35150,10008,41228,11995,248,59779,32284,4104,11732,16428,4104,8511,6668,6553,
06211,44800,1592,207.17,216.2,12579,-,11934,7002,28442,9334,132,46408,27667,4063,11230,12370,4038,9222,3840,3995,
06212,22010,-1117,372.32,59.1,5562,-,5263,3105,12772,6133,112,21364,11438,3068,4058,4312,3055,2643,1523,2132,
06213,36191,-619,160.7,225.2,10388,-,13768,5577,21802,8810,184,34506,17711,2555,6293,8860,2547,4551,3523,3879,
06301,15512,155,61.36,252.8,4096,-,7063,2326,9366,3820,25,12113,4912,797,2080,2033,793,1557,708,1056,
06302,12573,183,31.23,402.6,3244,-,0,1909,7716,2948,36,9021,3789,957,1264,1566,957,788,557,717,
06321,21476,-454,52.38,410,5545,-,5738,3181,12833,5459,94,19815,10176,1520,4795,3858,1517,3277,1388,1896,
06322,7452,-756,393.23,19,1987,-,0,974,4091,2387,22,6501,3123,400,1208,1515,397,796,428,760,
06323,9337,-482,196.73,47.5,2420,-,0,1288,5169,2880,48,8039,4155,1471,1331,1353,1471,846,413,682,
06324,10477,-60,153.92,68.1,2688,-,0,1513,5931,3033,82,9182,4144,948,1546,1649,946,1034,543,814,
06341,9400,-549,79.59,118.1,2345,-,0,1306,5598,2496,67,8018,3990,958,1571,1460,958,776,431,705,
06361,7381,-284,161.79,45.6,1741,-,0,1209,4318,1854,48,6626,2999,559,1399,1041,555,816,281,517,
06362,11483,-691,330.27,34.8,2865,-,0,1737,6686,3060,42,10566,5090,775,2174,2141,770,886,618,1220,
06363,6996,-550,119.03,58.8,1712,-,0,1006,4057,1933,38,5635,2272,491,829,950,488,440,191,567,
06364,10592,-979,374.29,28.3,2811,-,0,1552,6193,2847,29,9386,4131,831,1650,1647,831,1064,514,834,
06365,4528,-335,211.59,21.4,1088,-,0,717,2587,1224,27,3936,1878,434,587,857,434,183,201,513,
06366,5829,-263,122.32,47.7,1329,-,0,886,3392,1551,35,5102,2513,930,867,713,930,411,170,390,
06367,6450,-509,261.25,24.7,1522,-,0,968,3741,1741,39,5438,2342,493,904,944,492,512,249,420,
06381,26807,-157,180.04,148.9,7091,-,5589,4176,16396,6235,144,24223,12972,2701,5637,4632,2701,4236,1738,2134,
06382,19688,-1076,166.46,118.3,4782,-,0,2696,11740,5252,55,17105,8091,1966,2791,3333,1965,1898,931,1876,
06401,10262,-453,737.55,13.9,3209,-,0,1486,5940,2833,15,10515,5460,406,2817,2237,402,1908,633,1188,
06402,17149,-557,157.74,108.7,4538,-,0,2584,9829,4736,101,15278,7230,1205,3335,2689,1205,2336,905,1308,
06403,9204,-334,329.6,27.9,2333,-,0,1325,5256,2623,46,8006,3874,850,1656,1367,846,1068,407,698,
06421,7014,-497,190.82,36.8,1778,-,0,1017,4013,1984,37,5713,2327,425,844,1057,421,374,286,511,
06422,18475,-265,58.44,316.1,4877,-,0,2768,11292,4402,21,16425,7553,1139,2861,3550,1136,1833,1180,1647,
06423,12294,-120,63.22,194.5,2945,-,0,1839,7325,3130,32,10898,5170,1235,1994,1939,1232,1464,615,960,
06424,9616,-372,109.61,87.7,2209,-,0,1494,5588,2534,6,8685,3888,1206,1276,1406,1206,800,317,861,
06425,8536,-206,80.18,106.5,1913,-,0,1407,5013,2116,8,7516,3722,916,1626,1179,915,986,396,587,
06426,7879,-309,33.21,237.2,1988,-,0,1176,4659,2044,17,7801,4363,711,1301,2350,711,822,652,804,
06427,5864,-445,569.17,10.3,1368,-,0,874,3308,1682,19,5105,2437,374,1015,1048,372,378,261,522,
06441,10608,-910,255.4,41.5,3122,-,0,1478,5980,3150,5,9459,4430,584,1460,2385,424,706,664,1220,
06461,18037,-858,208.41,86.5,4759,-,0,2528,10688,4821,42,15038,6856,1609,2211,3029,1568,1289,1076,1405,
06462,7395,-501,204.76,36.1,1940,-,0,1099,4261,2035,71,5913,2551,528,947,1075,525,542,323,523,
06463,5676,-187,42.92,132.2,1439,-,0,804,3268,1604,11,4876,2183,320,908,955,320,571,237,538,
06464,7232,-315,179.22,40.4,1936,-,0,1034,4239,1959,16,6036,2811,537,1257,1017,537,887,322,463,
07201,291121,5367,746.43,390,104553,-,182966,45653,192903,52558,1555,304944,154528,8961,41602,102586,8952,27105,33641,43637,
07202,118118,-1522,315.28,374.6,43347,-,93305,19291,75625,23165,452,128781,66449,2428,20779,42925,2428,13923,15919,18519,
07203,334824,7991,757.06,442.3,120229,-,225148,55484,227065,52131,1431,355555,180116,8649,50041,119562,8616,29055,46451,47877,
07204,360138,-460,1231.13,292.5,123864,-,172933,57205,232101,70745,1018,359828,168429,7683,59939,100492,6394,38082,35560,44569,
07205,47685,1141,117.67,405.2,16769,-,20356,8113,31167,8405,629,51613,26772,1272,9645,15820,1270,7167,5952,6609,
07206,48750,-1337,198.49,245.6,15695,-,22283,7439,31178,9907,83,50450,26028,1596,9200,15123,1595,6214,5105,6594,
07207,66747,2449,154.98,430.7,20185,-,27645,11324,43832,11591,360,63948,31914,4014,11335,16536,4003,8450,5970,6860,
07208,37495,-37,150.4,249.3,11418,-,12760,5864,21980,9651,109,39103,19200,2179,7320,9660,2178,5272,3622,4459,
07209,38842,-607,197.61,196.6,12021,-,8403,6161,24186,8495,95,38872,20155,2565,7632,9939,1538,5119,3837,4189,
07210,36233,267,129.71,279.3,10902,-,11721,6000,23057,7176,385,36227,18891,1707,7654,9518,1701,5953,3193,4521,
07301,13700,-521,42.97,318.8,3901,-,0,1944,8397,3359,20,12106,6175,1102,2835,2232,1102,2276,791,879,
07302,10857,153,9.22,1177.5,3373,-,0,1649,6828,2380,58,10372,4700,547,1734,2416,547,1406,875,1070,
07303,11198,-538,37.9,295.5,3141,-,0,1534,6978,2686,38,9625,5002,1127,1784,2085,1127,1378,750,1032,
07304,21385,-360,82.93,257.9,5704,-,5912,3220,13147,5018,69,18650,9119,2244,3929,2942,2244,2896,1198,1156,
07305,24891,-225,41.99,592.8,7321,-,10445,3931,16020,4940,90,23754,11964,1645,5130,5183,1645,3976,1671,2307,
07306,10031,-670,87.33,114.9,2715,-,0,1384,6023,2624,37,8182,4036,1250,1304,1478,1250,845,545,623,
07307,4653,-386,43.63,106.6,1248,-,0,629,2709,1315,17,3743,1779,589,710,479,589,501,145,211,
07308,17751,-1292,127.66,139,5306,-,0,2551,10606,4594,73,16804,7987,1166,3802,2994,1166,2900,1208,1219,
07309,6773,-169,21.31,317.8,1842,-,0,959,4058,1756,23,5585,2619,313,1462,842,313,1161,318,354,
07321,11752,-174,44.35,265,3063,-,0,1853,7396,2503,44,10070,5036,751,2377,1898,751,1526,777,641,
07322,8407,68,79.46,105.8,1965,-,0,1407,5195,1805,25,6847,3381,737,1349,1295,733,905,251,578,
07323,22280,470,39.54,563.5,6652,-,6226,3761,14386,4133,228,24289,13748,673,6436,6627,668,5309,2878,2133,
07324,9261,389,48.4,191.3,2028,-,0,1731,5523,2007,21,7782,3742,767,2206,768,767,1528,194,312,
07325,9585,-718,98.37,97.4,2298,-,0,1464,5581,2540,34,7927,3660,1062,1501,1096,1062,1052,319,541,
07326,8507,-567,72.22,117.8,1953,-,0,1236,4871,2400,53,6850,3069,756,1471,836,756,934,276,380,
07341,6451,-15,60.34,106.9,1524,-,0,1028,3917,1506,13,6084,2841,435,1527,863,435,1150,256,373,
07342,12743,365,31.25,407.8,3701,-,0,2193,8292,2169,61,12134,6103,1003,2939,2147,1002,2258,801,901,
07343,6211,-45,64.23,96.7,1453,-,0,1075,3850,1285,5,4751,2086,614,819,649,614,571,115,360,
07344,6889,-264,225.56,30.5,1626,-,0,1083,4127,1679,38,5586,2566,532,1062,969,528,715,206,611,
07361,13747,-469,350.34,39.2,4508,-,0,2186,7994,3567,55,13840,7156,821,2566,3768,813,1574,1176,1668,
07362,7579,-372,317.09,23.9,2223,-,0,1026,4146,2407,23,6890,3598,745,1496,1357,733,647,460,632,
07363,2380,-250,263.55,9,813,-,0,337,1288,755,13,2285,1232,222,343,665,215,105,112,453,
07364,757,30,390.5,1.9,279,-,0,109,471,177,1,801,531,18,44,468,16,19,63,363,
07365,1887,-154,153.13,12.3,628,-,0,213,959,715,23,1784,969,174,364,431,174,170,110,235,
07366,3081,-91,119.5,25.8,950,-,0,423,1606,1052,17,3368,1780,388,630,762,388,183,178,454,
07367,5557,-247,747.53,7.4,1972,-,0,667,2948,1942,14,5517,2921,465,1228,1228,461,339,327,642,
07381,7687,35,28.18,272.8,1787,-,0,1231,4432,2024,7,7185,3900,1330,1027,1542,1330,620,341,940,
07401,3633,-238,156.98,23.1,975,-,0,527,2001,1105,5,2861,1234,471,289,469,470,119,80,281,
07402,3644,-215,233.94,15.6,1095,-,0,521,2197,926,11,3620,2030,263,292,1475,261,127,220,1071,
07403,10612,-83,46.24,229.5,2939,-,0,1818,6168,2626,7,9153,4381,1088,1693,1584,1088,1294,690,609,
07404,4317,-438,156.21,27.6,1276,-,0,586,2248,1483,7,3755,1772,619,414,738,617,144,230,329,
07405,9075,-770,298.13,30.4,2927,-,0,1207,4614,3254,19,8605,4452,1212,1601,1636,1212,993,506,768,
07406,2514,-187,44.84,56.1,667,-,0,373,1352,789,9,1937,948,414,223,311,414,80,68,151,
07407,4109,-248,59.69,68.8,1155,-,0,616,2338,1155,7,4597,2744,378,1413,951,376,1229,207,564,
07408,18178,-696,395,46,5272,-,0,2823,10605,4750,65,16772,8171,1144,1906,5115,1135,938,1678,2625,
07421,19426,-657,91.65,212,5489,-,0,3141,11156,5129,19,18806,9435,1855,3302,4254,1852,1938,1670,1817,
07422,3601,-41,16.36,220.1,875,-,0,600,2020,981,4,2883,1418,583,398,437,583,351,128,189,
07423,4669,-467,176.07,26.5,1379,-,0,684,2478,1507,10,4245,2224,529,791,903,529,419,282,432,
07424,9610,-163,39.57,242.9,2504,-,0,1664,5675,2271,23,7647,3315,770,1238,1303,770,928,456,613,
07441,15564,-768,195.67,79.5,4213,-,0,2301,8777,4486,28,13453,5869,1575,1916,2371,1575,909,799,1145,
07442,6506,130,40.16,162,1893,-,0,1137,3775,1594,3,5297,2348,499,1001,845,499,776,345,354,
07443,4102,-229,40.54,101.2,986,-,0,594,2367,1141,9,2999,1280,582,253,445,582,120,92,277,
07444,2474,-200,90.83,27.2,847,-,0,271,1264,939,16,2498,1249,106,560,583,106,228,121,286,
07445,3204,-307,293.97,10.9,1211,-,0,289,1463,1452,15,3260,1363,146,541,675,145,142,166,353,
07446,1874,-151,209.34,9,737,-,0,166,845,863,4,1831,861,316,200,345,316,85,70,176,
07461,18642,722,192.32,96.9,5492,-,0,3382,12377,2882,92,18479,9775,732,4715,4310,713,3679,1343,2291,
07462,7464,-143,66.48,112.3,1835,-,0,1245,4510,1709,4,6138,2681,458,1229,993,457,836,259,550,
07463,6013,23,40.38,148.9,1485,-,0,1046,3680,1287,35,5127,2637,682,1139,812,682,862,255,398,
07464,6823,-101,35.4,192.7,1764,-,0,1196,4220,1407,33,7302,4264,590,2516,1154,590,2236,391,505,
07465,5274,146,18.91,278.9,1277,-,0,993,3269,1012,9,4708,2386,560,1240,586,560,975,159,261,
07466,18892,-183,60.37,312.9,5599,-,0,2924,12355,3610,39,18918,9692,1400,4014,4268,1400,2793,1361,2101,
07467,4886,-128,80.77,60.5,1182,-,0,849,2968,1069,19,3925,1708,267,906,535,267,673,122,269,
07481,16376,-171,159.82,102.5,4855,-,0,2837,10047,3492,160,17473,9198,822,4507,3864,822,3411,1496,1609,
07482,7062,-347,118.22,59.7,1933,-,0,1065,4001,1996,21,6516,3380,732,1630,1017,732,1203,372,443,
07483,11296,-447,211.6,53.4,3203,-,0,1859,6522,2915,98,10654,5180,1159,1754,2266,1157,1031,724,1137,
07484,4602,-355,131.3,35,1092,-,0,785,2576,1241,19,3911,1874,578,723,569,578,464,126,266,
07501,19914,-1112,115.71,172.1,5411,-,0,3144,12308,4462,31,20140,9784,1315,3789,4673,1314,2566,1543,2367,
07502,7680,87,46.56,164.9,1806,-,0,1306,4861,1513,16,7465,4373,837,2303,1232,837,1849,348,548,
07503,7910,-412,93.53,84.6,1999,-,0,1304,4985,1621,37,6751,3539,1139,1462,938,1139,928,301,473,
07504,7484,-141,37.43,199.9,2029,-,0,1258,4638,1588,14,6407,3156,506,1660,990,506,1361,359,424,
07505,6818,-530,163.47,41.7,1725,-,0,1074,3872,1872,24,6164,3187,679,1624,878,679,1195,297,337,
07521,19976,-148,72.76,274.5,5572,-,0,3167,12532,4277,64,17660,8046,1114,3625,3302,1114,2821,1103,1509,
07522,12555,-751,125.11,100.4,3532,-,0,2068,7512,2975,35,12503,6584,1119,2909,2551,1119,2254,993,1124,
07523,5457,-95,50.7,107.6,1477,-,0,945,3221,1289,31,4771,2472,586,1137,749,586,850,232,332,
07524,5791,-321,36.66,158,1492,-,0,959,3441,1391,28,4944,2372,488,1127,756,488,786,214,314,
07525,3337,-79,125.37,26.6,896,-,0,493,1890,954,19,2892,1501,588,332,574,585,135,138,288,
07526,6547,-431,84.41,77.6,1689,-,0,1092,3925,1530,23,5753,3093,896,1366,831,896,1072,265,382,
07527,23920,-151,161.16,148.4,6252,-,0,3952,14407,5561,168,21872,11220,2553,4396,4265,2553,2910,1725,1871,
07541,5813,46,58.39,99.6,1779,-,0,1022,3593,1198,22,5891,3160,146,1544,1468,144,875,283,793,
07542,8380,-96,103.45,81,2533,-,0,1476,5073,1831,20,8626,4695,301,2053,2332,289,1113,329,1172,
07543,16173,140,68.47,236.2,5473,-,0,2824,10438,2911,72,16134,8428,538,2758,5114,524,603,1533,2654,
07544,3384,-413,197.38,17.1,976,-,0,475,1895,1014,14,3159,1493,328,523,642,327,283,112,236,
07545,10803,147,78.7,137.3,3314,-,0,1927,6835,2041,21,14260,8814,498,3520,4783,466,830,631,2577,
07546,7647,-343,51.4,148.8,2373,-,0,1222,4736,1689,21,7403,3090,355,1240,1490,355,499,389,850,
07547,22609,-636,223.1,101.3,6838,-,0,3710,13981,4915,79,20594,9480,1366,3362,4734,1139,1783,1947,1913,
07548,1736,-95,84.23,20.6,453,-,0,274,952,510,10,1449,687,342,138,207,342,58,43,84,
07561,9017,-76,46.35,194.5,2386,-,0,1392,5535,2090,29,7816,3677,778,1382,1514,643,771,310,705,
07562,12740,-822,108.06,117.9,3318,-,0,1815,7755,3170,14,10759,5007,749,2221,2035,647,1437,672,1033,
07563,13756,-455,91.95,149.6,3634,-,0,2107,8275,3374,16,12960,5497,892,2521,2084,876,1733,745,1043,
07564,7093,-493,230.13,30.8,1757,-,0,1175,4130,1788,18,6350,3198,1183,1210,805,1183,607,187,387,
08201,246739,392,175.9,1402.7,96067,-,164587,38317,168589,39359,1880,289459,151392,4199,27368,118059,4153,11066,43760,46045,
08202,193353,-5891,153.43,1260.2,73018,-,168929,28851,132610,31874,1027,210137,104130,1541,44807,57542,1238,36407,17301,29379,
08203,134702,2459,81.83,1646.1,49207,-,88607,19796,94404,20472,1850,151957,78961,2282,21895,53791,2275,15259,19895,20281,
08204,58727,-366,21,2796.5,20341,-,41692,8694,40026,10007,273,50303,21209,398,5521,15206,398,3744,6997,4941,
08205,52568,-146,59.6,882,17250,-,29391,8086,35364,9113,440,52344,25820,1627,8722,15270,1627,6812,5661,5600,
08206,65034,-1028,86.25,754,20314,-,12929,10029,44099,10897,685,67938,36602,2237,14902,19161,2236,11930,7828,6870,
08207,52774,-1003,65.84,801.5,15835,-,16825,7658,35929,9187,896,48137,24248,2855,10218,11114,2851,7918,4754,4203,
08208,76923,7760,78.19,983.8,26186,-,39006,12828,54361,9657,606,69061,27850,1332,9232,16730,1332,6661,6886,6350,
08210,37008,893,61.05,606.2,11432,-,6620,6077,24429,6502,933,38069,20495,1601,8588,10187,1601,6792,3944,3697,
08211,42015,-668,79.68,527.3,12195,-,12785,5976,27834,8205,1176,44877,25097,1247,12875,10860,1247,10641,3869,4022,
08212,39680,135,109.5,362.4,12634,-,9753,6336,25085,8259,53,33546,13463,2202,3421,7813,2200,1910,2774,3486,
08214,34602,-1002,193.65,178.7,11820,-,15751,5158,22998,6443,133,32733,14900,876,5825,8174,876,4432,3060,3498,
08215,51593,-481,186.49,276.7,16672,-,0,8199,33065,10329,249,47142,21086,1767,9853,9438,1224,8030,3273,4431,
08216,30076,-261,131.61,228.5,9257,-,5851,4242,19419,6413,99,26956,13286,1478,4303,7437,1478,2777,3107,3091,
08217,82527,-1950,37.09,2225,29894,-,69266,10834,60925,10728,661,69279,28846,623,8947,18933,623,7032,6857,8116,
08218,43421,-904,90.72,478.6,12070,-,8479,6710,29318,7387,479,40967,22099,3153,9588,9275,3153,7432,3401,3422,
08219,73258,6920,58.89,1244,24763,-,53992,10599,53740,8917,869,56437,21587,1248,5637,14447,1248,3742,5614,6090,
08220,165978,9966,259.59,639.4,62517,-,64015,27504,117670,20804,4827,185983,97822,4818,18464,72530,4817,10712,18792,45045,
08221,151673,4923,99.03,1531.6,53476,-,85798,25840,105507,20326,758,147811,74116,2501,32139,39068,2370,26107,14333,16265,
08222,62287,1620,92.96,670,21539,-,15264,9953,43586,8738,517,68000,35773,1396,14520,19392,1172,8673,6205,7459,
08302,35296,-445,121.63,290.2,9930,-,0,5034,23191,7071,143,30351,14809,3673,4336,6699,3656,2307,2572,2862,
08303,19501,17,62.98,309.6,5550,-,0,3194,12903,3402,211,18354,9972,2008,2694,5222,2007,1779,1102,1291,
08304,25040,1212,61.9,404.5,7799,-,0,4018,16964,4054,582,23031,11954,1987,4455,5466,1987,3359,2249,1876,
08305,14823,-105,41.56,356.7,4151,-,0,1952,10038,2833,25,12779,6156,1063,2084,2982,1063,1335,853,1588,
08306,13459,1050,52.36,257,4077,-,0,2159,8471,2829,64,10503,4574,935,1294,2339,935,776,722,1261,
08307,7050,101,46.33,152.2,2108,-,0,1128,4163,1759,10,5551,2547,796,866,881,796,488,275,440,
08308,4428,-325,44.39,99.8,1366,-,0,572,2559,1297,7,3676,1837,467,534,821,466,246,240,441,
08309,19957,-489,23.19,860.6,6886,-,13868,2652,13107,4198,577,19547,10600,745,2874,6949,376,1833,1901,3926,
08321,35557,1606,58.71,605.6,11534,-,6474,5732,24449,5376,390,29951,13526,1080,4206,8194,1080,2838,2811,4176,
08322,16725,110,49.93,335,5120,-,0,2507,10889,3328,277,16227,8946,1067,4333,3521,1067,3409,1311,1287,
08323,2498,-123,63.04,39.6,635,-,0,388,1443,667,4,2115,1060,319,226,514,319,58,93,343,
08324,22739,-748,87.16,260.9,6223,-,0,3592,14322,4825,88,21845,9971,1002,3914,4997,1001,2879,2028,2258,
08341,34333,1606,37.44,917,12083,-,14891,5644,23995,4674,188,35899,19708,927,5995,12711,922,3771,2544,8560,
08342,45983,976,83.14,553.1,14563,-,0,6943,30720,8318,167,39845,18838,2972,5649,10061,2970,3607,3751,4549,
08343,9086,-85,14.66,619.8,2726,-,0,1427,5714,1945,33,6818,2638,409,772,1444,409,412,435,717,
08344,27126,683,82.84,327.5,8783,-,0,4300,17164,5662,337,26421,14575,2067,5711,6717,2066,4455,2650,2838,
08345,8048,-488,84.06,95.7,2619,-,0,1010,4644,2394,9,7287,3435,757,1268,1404,756,842,437,738,
08346,4612,-350,80.35,57.4,1369,-,0,579,2590,1443,17,3648,1593,336,668,589,336,421,172,251,
08347,4750,-117,56.74,83.7,1429,-,0,660,2595,1495,8,4351,2000,567,619,803,567,363,216,453,
08361,11336,619,61.64,183.9,3369,-,0,1784,6477,3075,14,8968,4169,1415,1400,1332,1415,882,380,743,
08362,6447,-278,80.92,79.7,2039,-,0,826,3447,2174,8,5181,2262,739,652,869,739,340,283,383,
08363,4406,-132,119.95,36.7,1332,-,0,612,2416,1378,12,3980,1793,429,624,739,425,446,239,380,
08364,23982,-1622,325.78,73.6,7499,-,0,3115,13465,7402,90,22470,11326,2612,3551,5161,2610,2146,1854,2388,
08381,13236,176,72.12,183.5,4241,-,0,2026,8914,2279,31,9998,3767,518,1437,1799,517,1046,426,1001,
08401,11637,241,53.8,216.3,2973,-,0,1774,7508,2355,148,10206,5878,3331,937,1596,3320,431,492,772,
08402,28225,-380,106.47,265.1,7731,-,0,4315,17993,5917,182,27333,13418,4628,2455,6263,4628,979,2286,2705,
08403,11053,197,43.63,253.3,3340,-,0,1457,6837,2759,51,9157,3757,1061,1365,1324,1015,781,497,505,
08406,48575,4102,78.96,615.2,17938,-,8958,8505,34842,5087,1149,56782,34016,787,13845,18601,770,8557,6097,6521,
08407,39051,353,68.28,571.9,12560,-,10925,6579,26546,5926,498,37264,18661,2815,7499,8217,2123,5646,2463,3690,
08421,16587,-699,60.38,274.7,4345,-,0,2297,10378,3912,151,15319,7496,1720,2624,3140,1664,1763,1107,1394,
08422,6103,-129,18.79,324.8,1707,-,0,861,3902,1340,26,5625,2852,241,1297,1311,235,836,472,613,
08423,25841,-60,43.88,588.9,8155,-,0,4334,17330,4177,313,22290,9980,595,3031,6199,586,1671,2736,2436,
08424,10938,18,54.7,200,2792,-,0,1624,6643,2663,201,9441,5110,2586,1096,1417,2576,613,417,642,
08425,13940,-244,51.25,272,3747,-,0,2140,8644,3152,140,13076,6514,1672,2248,2570,1584,1613,884,1197,
08441,20456,434,52.82,387.3,6537,-,0,3517,13686,3253,338,17445,7432,615,2503,4300,615,1626,1711,1646,
08442,18219,452,34.03,535.4,5987,-,0,2961,12460,2798,155,17554,9130,546,3323,5253,541,2718,854,3772,
08443,46922,1270,64.97,722.2,16035,-,23263,6879,33415,6624,384,43469,21546,1326,9150,10908,1326,7417,3257,5468,
08445,25836,-479,24.48,1055.4,8345,-,0,2996,19190,3650,342,19989,8779,641,3986,4076,641,3294,993,2569,
08446,10500,-30,29.74,353.1,2896,-,0,1635,6717,2140,218,8869,3900,425,1904,1561,423,1485,607,649,
08447,11502,-224,44.32,259.5,3066,-,0,1734,7278,2490,31,9503,4321,903,1890,1524,903,1340,534,638,
08448,7449,-422,34.11,218.4,1849,-,0,953,4649,1847,15,6814,3365,465,1423,1475,455,1021,413,797,
08449,12879,-350,61.45,209.6,3141,-,0,1665,8008,3206,79,12582,6308,779,2402,3112,778,1749,1322,1217,
08461,18569,-498,70.27,264.3,5089,-,0,2327,12050,4192,53,15222,7719,2102,2877,2681,1937,2185,726,1256,
08462,8865,136,15.33,578.3,2648,-,0,1246,6039,1547,79,9106,5225,539,2651,1995,529,2419,608,977,
08463,30551,-133,153.78,198.7,7727,-,0,4492,19078,6981,137,24551,10350,2683,3096,4376,2683,1766,1285,2400,
08464,26660,439,48.5,549.7,8922,-,12613,4378,18765,3497,385,21635,9547,1393,3194,4783,1392,2176,1684,1774,
08465,9404,-215,31.99,294,2531,-,0,1280,6129,1995,24,8667,4744,669,1518,2529,669,912,875,724,
08482,25569,-696,45.54,561.5,7701,-,0,3386,18136,4047,154,19097,7616,810,2855,3867,810,1757,1002,2104,
