ESTIMATE,CODE,CODE4,ELECTOR,S_VOTE,S_VALID_VOTE,H_VOTE,H_VALID_VOTE,H_JIMIN,H_KOMEI,H_RIKKEN,H_ISHIN,H_KYOSAN,H_KOKUMIN,H_REIWA,H_SHAMIN,H_NHK,H_OTHER
dummy,dummy,dummy,,,,,,,,,,,,,,,
,01601,0109,9751 ,6292 ,6170 ,6292 ,6087 ,2167 ,816 ,1558.113 ,414 ,479 ,164.886 ,215 ,106 ,80 ,87 
,01602,0109,3999 ,2961 ,2903 ,2961 ,2827 ,1034 ,357 ,718.529 ,165 ,221 ,71.470 ,131 ,49 ,40 ,40 
,01604,0109,4404 ,2966 ,2914 ,2966 ,2888 ,1044 ,399 ,692.857 ,227 ,208 ,83.142 ,123 ,41 ,29 ,41 
,01607,0109,10069 ,6843 ,6695 ,6841 ,6601 ,2334 ,803 ,1852.405 ,425 ,434 ,193.594 ,240 ,120 ,92 ,107 
,01608,0109,3629 ,2452 ,2401 ,2452 ,2353 ,894 ,357 ,649.846 ,126 ,123 ,43.153 ,67 ,25 ,35 ,33 
,01609,0109,3778 ,2701 ,2633 ,2701 ,2602 ,987 ,471 ,598.257 ,142 ,130 ,54.742 ,122 ,23 ,35 ,39 
,01610,0109,18446 ,11682 ,11463 ,11682 ,11357 ,4212 ,1360 ,2750.249 ,769 ,963 ,360.750 ,402 ,180 ,169 ,191 
,01631,0111,36506 ,22359 ,21951 ,22357 ,21647 ,7928 ,1827 ,6060.507 ,1593 ,1774 ,500.492 ,773 ,375 ,406 ,410 
,01632,0111,5011 ,3650 ,3586 ,3650 ,3470 ,1393 ,401 ,883.442 ,194 ,303 ,67.557 ,89 ,39 ,42 ,58 
,01633,0111,4138 ,2932 ,2891 ,2932 ,2828 ,1121 ,180 ,862.401 ,164 ,214 ,63.598 ,106 ,46 ,30 ,41 
,01634,0111,4313 ,3345 ,3262 ,3345 ,3132 ,1433 ,208 ,833.030 ,153 ,150 ,55.969 ,131 ,63 ,46 ,59 
,01635,0111,5029 ,3759 ,3683 ,3759 ,3603 ,1272 ,284 ,1098.291 ,238 ,233 ,98.708 ,172 ,102 ,34 ,71 
,01636,0111,7907 ,5320 ,5203 ,5319 ,5057 ,1972 ,512 ,1285.789 ,326 ,369 ,108.210 ,215 ,102 ,74 ,93 
,01637,0111,15139 ,10058 ,9880 ,10054 ,9688 ,3879 ,729 ,2516.398 ,651 ,920 ,216.601 ,343 ,147 ,128 ,158 
,01638,0111,3262 ,2484 ,2421 ,2484 ,2377 ,884 ,232 ,681.040 ,185 ,111 ,42.959 ,113 ,50 ,36 ,42 
,01639,0111,2660 ,2021 ,1989 ,2021 ,1966 ,816 ,134 ,527.248 ,185 ,104 ,46.751 ,54 ,45 ,23 ,31 
,01641,0111,4579 ,3208 ,3151 ,3207 ,3068 ,1401 ,280 ,754.778 ,204 ,141 ,69.221 ,97 ,47 ,32 ,42 
,01642,0111,5613 ,3847 ,3798 ,3846 ,3655 ,1687 ,364 ,726.349 ,176 ,421 ,47.650 ,106 ,43 ,39 ,45 
,01643,0111,22320 ,14973 ,14695 ,14972 ,14507 ,5176 ,1139 ,4187.200 ,903 ,1586 ,332.799 ,505 ,229 ,214 ,235 
,01644,0111,5683 ,3947 ,3889 ,3947 ,3812 ,1344 ,310 ,1284.281 ,264 ,218 ,72.718 ,158 ,80 ,48 ,33 
,01645,0111,2673 ,1999 ,1977 ,1999 ,1933 ,851 ,163 ,530.239 ,116 ,98 ,35.760 ,67 ,26 ,19 ,27 
,01646,0111,5846 ,4267 ,4203 ,4266 ,4087 ,1600 ,322 ,1290.179 ,312 ,184 ,64.820 ,148 ,89 ,31 ,46 
,01647,0111,5654 ,4282 ,4223 ,4280 ,4062 ,1305 ,369 ,1490.954 ,396 ,168 ,74.045 ,109 ,51 ,46 ,53 
,01648,0111,1988 ,1529 ,1508 ,1529 ,1466 ,496 ,78 ,451.485 ,222 ,83 ,28.514 ,45 ,29 ,18 ,15 
,01649,0111,3904 ,2829 ,2782 ,2829 ,2719 ,1091 ,306 ,787.094 ,164 ,148 ,44.905 ,80 ,46 ,25 ,27 
,01661,0107,16482 ,8985 ,8828 ,8985 ,8737 ,3218 ,1195 ,2037.900 ,698 ,725 ,155.099 ,318 ,117 ,149 ,124 
,01662,0107,7670 ,4900 ,4828 ,4899 ,4674 ,2053 ,587 ,827.095 ,432 ,377 ,75.904 ,167 ,55 ,44 ,56 
,01663,0107,4705 ,3237 ,3174 ,3237 ,3132 ,1442 ,423 ,506.204 ,294 ,190 ,54.795 ,104 ,47 ,27 ,44 
,01664,0107,6232 ,4290 ,4225 ,4290 ,4157 ,1572 ,428 ,1060.584 ,278 ,410 ,73.415 ,152 ,78 ,53 ,52 
,01665,0107,6033 ,4104 ,4022 ,4104 ,3965 ,1594 ,388 ,885.000 ,399 ,284 ,70.000 ,180 ,69 ,39 ,57 
,01667,0107,2107 ,1511 ,1493 ,1511 ,1474 ,606 ,186 ,296.480 ,116 ,110 ,29.519 ,64 ,22 ,19 ,25 
,01668,0107,6625 ,4125 ,4055 ,4125 ,3987 ,1549 ,640 ,931.911 ,253 ,259 ,71.088 ,153 ,54 ,28 ,48 
,01691,0107,11944 ,7796 ,7628 ,7795 ,7624 ,3506 ,760 ,1441.719 ,635 ,546 ,146.280 ,326 ,74 ,96 ,93 
,01692,0107,19291 ,10850 ,10463 ,10849 ,10595 ,4117 ,1239 ,2552.588 ,935 ,484 ,252.411 ,508 ,134 ,188 ,185 
,01693,0107,4212 ,2876 ,2818 ,2876 ,2742 ,1175 ,360 ,609.948 ,197 ,111 ,62.051 ,118 ,29 ,41 ,39 
,01694,0107,4018 ,2426 ,2369 ,2426 ,2362 ,933 ,501 ,420.419 ,198 ,98 ,43.580 ,94 ,28 ,22 ,24 
,02000,,1079309 ,571264 ,560702 ,571143 ,553264 ,239245 ,60974 ,131532.929 ,24295 ,43451 ,13935.032 ,18066 ,14873 ,6892 ,0 
,,0201,342174 ,177377 ,173664 ,177361 ,171889 ,71694 ,18125 ,41670.403 ,7539 ,16124 ,4290.584 ,5361 ,4961 ,2124 ,0 
,,0202,389510 ,208632 ,205012 ,208554 ,202821 ,91918 ,23126 ,47663.076 ,9232 ,11311 ,5320.911 ,6540 ,5113 ,2597 ,0 
,,0203,347625 ,185255 ,182026 ,185228 ,178554 ,75633 ,19723 ,42199.450 ,7524 ,16016 ,4323.537 ,6165 ,4799 ,2171 ,0 
,02201,0201,238676 ,119528 ,116846 ,119521 ,116367 ,45296 ,11628 ,29585.964 ,5659 ,12277 ,3031.035 ,3872 ,3501 ,1517 ,0 
,02202,0203,144373 ,75745 ,74225 ,75743 ,73556 ,29505 ,6627 ,17331.935 ,3689 ,8595 ,2069.064 ,2684 ,2050 ,1005 ,0 
,02203,0202,191658 ,107001 ,105414 ,106921 ,103913 ,45316 ,10698 ,25843.646 ,5161 ,6434 ,2938.353 ,3555 ,2609 ,1358 ,0 
,02204,0203,27994 ,14243 ,13986 ,14243 ,13766 ,5743 ,1981 ,2993.804 ,574 ,1165 ,307.195 ,476 ,374 ,152 ,0 
,02205,0203,46324 ,24338 ,23962 ,24331 ,23368 ,9563 ,2414 ,6504.208 ,966 ,1587 ,523.791 ,848 ,680 ,282 ,0 
,02206,0202,51435 ,25043 ,24468 ,25050 ,24569 ,10549 ,3296 ,5728.154 ,1151 ,1547 ,595.845 ,716 ,690 ,296 ,0 
,02207,0202,32059 ,17824 ,17372 ,17824 ,17116 ,9245 ,1721 ,2820.404 ,888 ,691 ,518.595 ,603 ,314 ,315 ,0 
,02208,0201,47792 ,26028 ,25485 ,26021 ,25189 ,12040 ,2548 ,5514.832 ,1041 ,1852 ,578.167 ,731 ,572 ,312 ,0 
,02209,0203,27245 ,14285 ,14096 ,14281 ,13677 ,6508 ,1456 ,3345.687 ,436 ,693 ,331.312 ,427 ,324 ,156 ,0 
,02210,0203,26376 ,14292 ,14023 ,14292 ,13667 ,6250 ,1654 ,2803.331 ,550 ,1147 ,275.668 ,474 ,369 ,144 ,0 
,02301,0201,9301 ,5323 ,5262 ,5322 ,5117 ,2334 ,577 ,1207.502 ,146 ,405 ,105.497 ,141 ,148 ,53 ,0 
,02303,0201,2303 ,1430 ,1382 ,1430 ,1399 ,478 ,307 ,360.093 ,25 ,139 ,12.906 ,24 ,46 ,7 ,0 
,02304,0201,2344 ,1269 ,1239 ,1269 ,1224 ,467 ,143 ,341.267 ,35 ,120 ,15.732 ,31 ,63 ,8 ,0 
,02307,0201,5175 ,3054 ,3012 ,3054 ,2895 ,1197 ,428 ,704.739 ,93 ,264 ,38.260 ,59 ,94 ,17 ,0 
,02321,0203,8414 ,4764 ,4691 ,4764 ,4545 ,2127 ,652 ,951.939 ,123 ,309 ,95.060 ,136 ,113 ,38 ,0 
,02323,0203,6956 ,4363 ,4286 ,4362 ,4163 ,1617 ,1079 ,789.100 ,86 ,236 ,94.900 ,99 ,122 ,40 ,0 
,02343,0203,1136 ,751 ,747 ,750 ,728 ,318 ,147 ,181.459 ,9 ,38 ,5.540 ,17 ,9 ,3 ,0 
,02361,0203,12584 ,7331 ,7262 ,7323 ,7076 ,3185 ,842 ,1355.525 ,275 ,769 ,182.474 ,225 ,137 ,105 ,0 
,02362,0203,8174 ,4718 ,4651 ,4717 ,4543 ,2154 ,612 ,915.044 ,156 ,323 ,93.955 ,116 ,127 ,46 ,0 
,02367,0203,6562 ,3901 ,3845 ,3901 ,3634 ,1578 ,506 ,820.006 ,127 ,266 ,57.993 ,141 ,102 ,36 ,0 
,02381,0203,11488 ,5849 ,5765 ,5848 ,5602 ,2666 ,573 ,1304.172 ,194 ,344 ,111.827 ,193 ,150 ,66 ,0 
,02384,0203,10724 ,5640 ,5520 ,5638 ,5397 ,2472 ,557 ,1317.508 ,178 ,340 ,118.491 ,210 ,143 ,61 ,0 
,02387,0203,9275 ,5035 ,4967 ,5035 ,4832 ,1947 ,623 ,1585.732 ,161 ,204 ,56.267 ,119 ,99 ,37 ,0 
,02401,0201,11186 ,6628 ,6555 ,6628 ,6305 ,2752 ,884 ,1506.857 ,190 ,341 ,131.142 ,205 ,226 ,69 ,0 
,02402,0202,13179 ,6395 ,6237 ,6393 ,6216 ,2870 ,713 ,1485.281 ,187 ,417 ,117.718 ,175 ,198 ,53 ,0 
,02405,0202,9136 ,4454 ,4367 ,4454 ,4342 ,2087 ,525 ,901.504 ,216 ,205 ,98.495 ,140 ,121 ,48 ,0 
,02406,0201,3816 ,2126 ,2085 ,2126 ,2057 ,904 ,262 ,364.177 ,48 ,314 ,46.822 ,42 ,57 ,19 ,0 
,02408,0202,14682 ,6940 ,6805 ,6939 ,6642 ,3391 ,789 ,1404.902 ,167 ,293 ,140.097 ,151 ,233 ,73 ,0 
,02411,0201,8664 ,4848 ,4783 ,4848 ,4480 ,2856 ,293 ,632.734 ,140 ,119 ,183.265 ,98 ,91 ,67 ,0 
,02412,0202,20851 ,11132 ,10925 ,11132 ,10925 ,5357 ,1330 ,2224.647 ,499 ,416 ,308.352 ,375 ,264 ,151 ,0 
,02423,0201,4330 ,2092 ,2054 ,2092 ,2018 ,996 ,309 ,398.181 ,56 ,90 ,39.818 ,48 ,70 ,11 ,0 
,02424,0201,5306 ,3019 ,2973 ,3018 ,2907 ,1533 ,440 ,529.085 ,64 ,108 ,84.914 ,71 ,44 ,33 ,0 
,02425,0201,1591 ,1004 ,982 ,1004 ,955 ,413 ,143 ,280.783 ,24 ,47 ,14.216 ,12 ,18 ,3 ,0 
,02426,0201,1690 ,1028 ,1006 ,1028 ,976 ,428 ,163 ,244.189 ,18 ,48 ,8.810 ,27 ,31 ,8 ,0 
,02441,0202,8401 ,4621 ,4543 ,4620 ,4495 ,2303 ,443 ,1103.594 ,141 ,169 ,85.405 ,123 ,88 ,39 ,0 
,02442,0202,14631 ,7451 ,7351 ,7450 ,7266 ,3371 ,758 ,1977.055 ,252 ,341 ,132.944 ,184 ,178 ,72 ,0 
,02443,0202,4626 ,2716 ,2676 ,2716 ,2616 ,1356 ,389 ,501.719 ,64 ,83 ,59.280 ,74 ,71 ,18 ,0 
,02445,0202,15335 ,7873 ,7784 ,7874 ,7743 ,3543 ,1024 ,1826.883 ,288 ,360 ,174.116 ,239 ,186 ,102 ,0 
,02446,0202,11422 ,5841 ,5756 ,5840 ,5675 ,2015 ,1120 ,1512.658 ,202 ,305 ,139.341 ,179 ,134 ,68 ,0 
,02450,0202,2095 ,1341 ,1314 ,1341 ,1303 ,515 ,320 ,332.629 ,16 ,50 ,12.370 ,26 ,27 ,4 ,0 
,03000,,1040116 ,628046 ,617484 ,627950 ,604899 ,214750 ,55728 ,176838.266 ,27617 ,48534 ,31413.702 ,22975 ,18554 ,8489 ,0 
,,0301,293290 ,172475 ,169983 ,172451 ,167851 ,54529 ,12534 ,51524.369 ,9249 ,16214 ,9488.628 ,7000 ,4830 ,2482 ,0 
,,0302,369709 ,222857 ,219405 ,222835 ,213371 ,88427 ,23112 ,56266.849 ,7651 ,14047 ,9401.129 ,7179 ,4584 ,2703 ,0 
,,0303,377117 ,232714 ,228096 ,232664 ,223677 ,71794 ,20082 ,69047.048 ,10717 ,18273 ,12523.945 ,8796 ,9140 ,3304 ,0 
,03201,0301,242427 ,141535 ,139398 ,141516 ,137779 ,43880 ,9966 ,42790.443 ,7913 ,13495 ,7814.556 ,5850 ,4019 ,2051 ,0 
,03202,0302,43466 ,26586 ,26274 ,26584 ,25279 ,10600 ,3068 ,6059.872 ,885 ,1534 ,1189.127 ,903 ,690 ,350 ,0 
,03203,0302,30244 ,19652 ,19388 ,19649 ,19004 ,7551 ,2154 ,4945.004 ,792 ,1411 ,972.995 ,643 ,323 ,212 ,0 
,03205,0303,80624 ,49821 ,48745 ,49815 ,47901 ,15765 ,4601 ,14255.585 ,2356 ,2796 ,2756.414 ,2014 ,2684 ,673 ,0 
,03206,0303,77850 ,47147 ,46178 ,47141 ,45512 ,15239 ,4042 ,13229.597 ,2318 ,3012 ,2682.402 ,1959 ,2289 ,741 ,0 
,03207,0302,28715 ,16577 ,16284 ,16571 ,15735 ,6595 ,1678 ,4095.716 ,507 ,1058 ,700.283 ,515 ,374 ,212 ,0 
,03208,0302,22417 ,13642 ,13457 ,13638 ,12927 ,5291 ,1327 ,3521.148 ,452 ,725 ,574.851 ,502 ,372 ,162 ,0 
,03209,0303,97007 ,57235 ,56259 ,57215 ,54792 ,18235 ,4886 ,16788.227 ,2373 ,5524 ,2712.772 ,1950 ,1568 ,755 ,0 
,03210,0302,16180 ,10868 ,10699 ,10869 ,10445 ,3930 ,776 ,2938.579 ,414 ,1172 ,534.420 ,369 ,189 ,122 ,0 
,03211,0302,27790 ,17151 ,16907 ,17157 ,16486 ,6374 ,1889 ,4765.965 ,650 ,906 ,752.034 ,558 ,380 ,211 ,0 
,03213,0302,22525 ,12411 ,12157 ,12409 ,11817 ,5217 ,1109 ,3157.275 ,455 ,709 ,438.724 ,314 ,269 ,148 ,0 
,03214,0302,21674 ,12094 ,11934 ,12088 ,11550 ,4989 ,1086 ,2993.450 ,415 ,901 ,431.550 ,356 ,231 ,147 ,0 
,03215,0303,97534 ,61922 ,60644 ,61904 ,59611 ,16950 ,4881 ,20293.701 ,3100 ,5871 ,3467.298 ,2295 ,1850 ,903 ,0 
,03216,0302,46131 ,26652 ,26108 ,26649 ,25853 ,9102 ,2599 ,7710.337 ,1268 ,1623 ,1330.662 ,1168 ,628 ,424 ,0 
,03301,0302,13891 ,8307 ,8155 ,8307 ,7972 ,2969 ,655 ,2611.690 ,291 ,486 ,385.309 ,291 ,199 ,84 ,0 
,03302,0302,5234 ,3013 ,2957 ,3013 ,2839 ,1492 ,245 ,693.278 ,57 ,116 ,93.721 ,74 ,45 ,23 ,0 
,03303,0302,11050 ,6423 ,6348 ,6421 ,6081 ,2584 ,558 ,1629.715 ,177 ,450 ,300.284 ,183 ,125 ,74 ,0 
,03321,0301,28116 ,16969 ,16764 ,16966 ,16511 ,5697 ,1328 ,4782.359 ,699 ,1686 ,968.640 ,639 ,463 ,248 ,0 
,03322,0301,22747 ,13971 ,13821 ,13969 ,13561 ,4952 ,1240 ,3951.567 ,637 ,1033 ,705.432 ,511 ,348 ,183 ,0 
,03366,0303,4793 ,3706 ,3640 ,3706 ,3481 ,1571 ,307 ,720.657 ,71 ,170 ,101.342 ,75 ,431 ,34 ,0 
,03381,0303,13043 ,8661 ,8482 ,8661 ,8351 ,2724 ,885 ,2562.074 ,330 ,522 ,565.925 ,380 ,244 ,138 ,0 
,03402,0303,6266 ,4222 ,4148 ,4222 ,4029 ,1310 ,480 ,1197.207 ,169 ,378 ,237.792 ,123 ,74 ,60 ,0 
,03441,0302,4524 ,3043 ,2974 ,3043 ,2911 ,1134 ,316 ,875.368 ,90 ,201 ,114.631 ,82 ,78 ,20 ,0 
,03461,0302,9789 ,5912 ,5845 ,5912 ,5716 ,2528 ,802 ,1280.649 ,181 ,330 ,273.350 ,184 ,84 ,53 ,0 
,03482,0302,13069 ,8572 ,8498 ,8572 ,8338 ,4366 ,1167 ,1442.658 ,216 ,441 ,246.341 ,257 ,100 ,102 ,0 
,03483,0302,7697 ,4711 ,4654 ,4710 ,4448 ,2095 ,389 ,1115.476 ,134 ,221 ,196.523 ,145 ,104 ,48 ,0 
,03484,0302,2739 ,1929 ,1888 ,1929 ,1794 ,969 ,176 ,392.541 ,39 ,104 ,36.458 ,46 ,12 ,19 ,0 
,03485,0302,2231 ,1603 ,1560 ,1603 ,1518 ,693 ,300 ,339.105 ,35 ,32 ,39.894 ,40 ,14 ,25 ,0 
,03501,0302,7606 ,4279 ,4200 ,4279 ,4074 ,1717 ,539 ,1011.709 ,92 ,396 ,121.290 ,78 ,54 ,65 ,0 
,03503,0302,3554 ,2357 ,2316 ,2357 ,2260 ,1013 ,326 ,513.979 ,59 ,135 ,107.020 ,55 ,37 ,14 ,0 
,03506,0302,4848 ,2814 ,2765 ,2814 ,2609 ,1218 ,217 ,684.915 ,49 ,271 ,48.084 ,67 ,30 ,24 ,0 
,03507,0302,14041 ,8102 ,8008 ,8102 ,7826 ,3425 ,1092 ,1856.325 ,216 ,550 ,317.674 ,182 ,95 ,92 ,0 
,03524,0302,10294 ,6159 ,6029 ,6159 ,5889 ,2575 ,644 ,1632.095 ,177 ,275 ,195.904 ,167 ,151 ,72 ,0 
,04000,,1925623 ,1075891 ,1053036 ,1075743 ,1045245 ,390966 ,119565 ,239032.646 ,104765 ,75796 ,40986.316 ,36756 ,23927 ,13451 ,0 
,,0401,439697 ,240085 ,234820 ,239791 ,233277 ,77343 ,23646 ,57605.236 ,29762 ,17692 ,10302.002 ,8651 ,4849 ,3426 ,0 
,,0402,455409 ,244176 ,237590 ,244156 ,237440 ,84078 ,26162 ,57777.904 ,25766 ,16162 ,10437.093 ,8949 ,4806 ,3302 ,0 
,,0403,286936 ,165600 ,162337 ,165804 ,160700 ,61483 ,20964 ,38237.471 ,13240 ,9807 ,5833.276 ,5530 ,3602 ,2004 ,0 
,,0404,237478 ,135714 ,132219 ,135717 ,132507 ,49093 ,17274 ,23289.549 ,16786 ,12554 ,4840.443 ,4453 ,2575 ,1642 ,0 
,,0405,252373 ,144723 ,142443 ,144699 ,139937 ,57504 ,16313 ,33765.615 ,8938 ,9231 ,4896.377 ,4610 ,3215 ,1464 ,0 
,,0406,253730 ,145593 ,143627 ,145576 ,141384 ,61465 ,15206 ,28356.871 ,10273 ,10350 ,4677.125 ,4563 ,4880 ,1613 ,0 
,04101,0401,247218 ,136887 ,133850 ,136845 ,133136 ,45223 ,12645 ,32349.914 ,17338 ,9749 ,5980.085 ,5118 ,2688 ,2045 ,0 
,04102,0402,160192 ,81271 ,78995 ,81266 ,78926 ,28268 ,10161 ,17439.632 ,8519 ,5196 ,3516.367 ,3074 ,1582 ,1170 ,0 
,04103,0402,115767 ,60251 ,58501 ,60242 ,58434 ,20726 ,6118 ,13614.155 ,6317 ,4284 ,2695.844 ,2526 ,1251 ,902 ,0 
,04104,,195920 ,104813 ,102477 ,104786 ,101931 ,32694 ,11198 ,25706.818 ,12646 ,8085 ,4399.181 ,3596 ,2200 ,1406 ,0 
TRUE,04104-1,0401,192479 ,103198 ,100970 ,102946 ,100141 ,32120 ,11001 ,25255.322 ,12424 ,7943 ,4321.917 ,3533 ,2161 ,1381 ,0 
TRUE,04104-3,0403,3441 ,1615 ,1507 ,1840 ,1790 ,574 ,197 ,451.496 ,222 ,142 ,77.264 ,63 ,39 ,25 ,0 
,04105,0402,179450 ,102654 ,100094 ,102648 ,100080 ,35084 ,9883 ,26724.117 ,10930 ,6682 ,4224.882 ,3349 ,1973 ,1230 ,0 
,04202,0405,120058 ,66000 ,65114 ,65981 ,63595 ,25758 ,7532 ,15675.723 ,4147 ,3972 ,2253.276 ,2227 ,1339 ,691 ,0 
,04203,0404,45843 ,25739 ,25132 ,25739 ,25406 ,8700 ,3423 ,4199.295 ,2968 ,3660 ,851.704 ,806 ,526 ,272 ,0 
,04205,0406,53256 ,31680 ,31298 ,31670 ,30488 ,14525 ,3071 ,5897.270 ,2056 ,1685 ,838.729 ,861 ,1195 ,359 ,0 
,04206,0403,28454 ,17161 ,16826 ,17158 ,16433 ,6222 ,2180 ,4188.595 ,1243 ,874 ,547.404 ,542 ,444 ,192 ,0 
,04207,0403,64843 ,36294 ,35564 ,36285 ,35337 ,12935 ,3979 ,8624.211 ,3529 ,2247 ,1476.788 ,1360 ,724 ,462 ,0 
,04208,0403,24049 ,13926 ,13712 ,13924 ,13404 ,5370 ,1572 ,3222.285 ,945 ,974 ,438.714 ,424 ,320 ,138 ,0 
,04209,0404,51872 ,29066 ,28241 ,29067 ,28130 ,10654 ,3631 ,4613.250 ,3392 ,3157 ,1009.749 ,898 ,431 ,344 ,0 
,04211,0403,36516 ,20860 ,20470 ,20858 ,20223 ,7461 ,2410 ,4858.365 ,1983 ,1195 ,858.634 ,752 ,417 ,288 ,0 
,04212,0406,65832 ,37341 ,36902 ,37339 ,36311 ,16142 ,4122 ,7471.894 ,2436 ,2296 ,1151.105 ,1188 ,1124 ,380 ,0 
,04213,0406,56782 ,34986 ,34517 ,34986 ,34169 ,14510 ,3599 ,7126.366 ,2301 ,2755 ,1092.633 ,1035 ,1443 ,307 ,0 
,04214,0405,33380 ,19195 ,18894 ,19193 ,18513 ,8150 ,2043 ,4290.565 ,1219 ,970 ,672.434 ,603 ,343 ,222 ,0 
,04215,,108000 ,59219 ,58247 ,59214 ,57440 ,22788 ,6612 ,11990.785 ,4550 ,4965 ,2198.213 ,2061 ,1542 ,733 ,0 
,04215-5,0405,30140 ,17633 ,17337 ,17633 ,17024 ,6500 ,2198 ,4129.444 ,1070 ,1351 ,603.555 ,582 ,424 ,166 ,0 
,04215-6,0406,77860 ,41586 ,40910 ,41581 ,40416 ,16288 ,4414 ,7861.341 ,3480 ,3614 ,1594.658 ,1479 ,1118 ,567 ,0 
,04216,0404,41846 ,25067 ,24506 ,25065 ,24553 ,9091 ,2750 ,4747.439 ,3628 ,1661 ,973.560 ,874 ,500 ,328 ,0 
,04301,0403,10003 ,6258 ,6162 ,6258 ,6133 ,2546 ,985 ,1261.322 ,416 ,352 ,160.677 ,191 ,150 ,71 ,0 
,04302,0403,1124 ,812 ,797 ,812 ,792 ,295 ,164 ,179.346 ,34 ,54 ,16.653 ,27 ,14 ,8 ,0 
,04321,0403,19831 ,11380 ,11191 ,11379 ,11141 ,4394 ,1269 ,2650.295 ,855 ,700 ,420.704 ,388 ,312 ,152 ,0 
,04322,0403,9136 ,5764 ,5657 ,5763 ,5644 ,2384 ,777 ,1279.473 ,352 ,332 ,150.526 ,180 ,134 ,55 ,0 
,04323,0403,31886 ,17669 ,17343 ,17667 ,17165 ,6468 ,2442 ,4101.651 ,1370 ,982 ,632.348 ,543 ,379 ,247 ,0 
,04324,0403,7408 ,4657 ,4533 ,4657 ,4379 ,1811 ,891 ,857.452 ,237 ,191 ,141.547 ,125 ,72 ,53 ,0 
,04341,0403,11139 ,6757 ,6589 ,6756 ,6576 ,2787 ,705 ,1538.123 ,425 ,518 ,215.876 ,192 ,134 ,61 ,0 
,04361,0403,28556 ,16140 ,15794 ,16140 ,15645 ,5978 ,2275 ,3674.648 ,1248 ,873 ,529.351 ,557 ,317 ,193 ,0 
,04362,0403,10550 ,6307 ,6192 ,6307 ,6038 ,2258 ,1118 ,1350.209 ,381 ,373 ,166.790 ,186 ,146 ,59 ,0 
,04401,0405,11945 ,7565 ,7388 ,7565 ,7381 ,2864 ,949 ,1673.875 ,516 ,681 ,239.125 ,203 ,174 ,81 ,0 
,04404,0404,15772 ,8666 ,8435 ,8668 ,8375 ,3252 ,1150 ,1327.331 ,978 ,879 ,274.668 ,272 ,142 ,100 ,0 
,04406,0404,29577 ,16964 ,16570 ,16966 ,16717 ,5956 ,1963 ,3258.957 ,2384 ,1403 ,643.042 ,557 ,320 ,232 ,0 
,04421,0404,23007 ,12762 ,12363 ,12762 ,12349 ,4890 ,1583 ,2054.462 ,1659 ,646 ,552.537 ,512 ,257 ,195 ,0 
,04422,0405,6734 ,3949 ,3885 ,3949 ,3856 ,1530 ,622 ,847.720 ,230 ,302 ,97.279 ,111 ,88 ,28 ,0 
,04424,0404,4705 ,2745 ,2640 ,2745 ,2679 ,1064 ,502 ,428.168 ,284 ,116 ,108.832 ,78 ,64 ,34 ,0 
,04444,0404,5586 ,3606 ,3531 ,3606 ,3433 ,1401 ,580 ,588.008 ,308 ,249 ,87.991 ,110 ,80 ,29 ,0 
,04445,0404,19270 ,11099 ,10801 ,11099 ,10865 ,4085 ,1692 ,2072.639 ,1185 ,783 ,338.360 ,346 ,255 ,108 ,0 
,04501,0405,13463 ,8016 ,7889 ,8016 ,7834 ,3255 ,761 ,2030.671 ,487 ,526 ,269.328 ,243 ,194 ,68 ,0 
,04505,0405,20666 ,12537 ,12286 ,12536 ,12243 ,4647 ,1096 ,3390.071 ,820 ,838 ,444.928 ,408 ,466 ,133 ,0 
,04581,0405,5315 ,3383 ,3328 ,3383 ,3315 ,1552 ,380 ,564.098 ,154 ,362 ,162.901 ,61 ,55 ,24 ,0 
,04606,0405,10672 ,6445 ,6322 ,6443 ,6176 ,3248 ,732 ,1163.448 ,295 ,229 ,153.551 ,172 ,132 ,51 ,0 
,05000,,840933 ,489800 ,478968 ,489753 ,473012 ,214554 ,51281 ,99571.849 ,26561 ,27864 ,24399.126 ,12760 ,11043 ,4978 ,0 
,,0501,261956 ,152408 ,150326 ,152394 ,148252 ,63050 ,13333 ,35095.668 ,9862 ,9396 ,8190.331 ,4370 ,3070 ,1885 ,0 
,,0502,258568 ,158330 ,155790 ,158321 ,152004 ,65281 ,19431 ,35540.478 ,7087 ,8005 ,7688.507 ,3669 ,3917 ,1385 ,0 
,,0503,320409 ,179062 ,172852 ,179038 ,172756 ,86223 ,18517 ,28935.703 ,9612 ,10463 ,8520.288 ,4721 ,4056 ,1708 ,0 
,05201,0501,261956 ,152408 ,150326 ,152394 ,148252 ,63050 ,13333 ,35095.668 ,9862 ,9396 ,8190.331 ,4370 ,3070 ,1885 ,0 
,05202,0502,44891 ,27148 ,26788 ,27147 ,26068 ,11236 ,2880 ,6074.952 ,1453 ,1427 ,1383.047 ,697 ,663 ,254 ,0 
,05203,0503,75401 ,39531 ,38213 ,39532 ,38179 ,18391 ,3582 ,7377.433 ,2179 ,2600 ,1797.566 ,1076 ,795 ,381 ,0 
,05204,0502,60818 ,37689 ,37108 ,37687 ,36320 ,15006 ,3961 ,9604.990 ,1741 ,1858 ,1804.009 ,765 ,1198 ,382 ,0 
,05206,0502,23434 ,14059 ,13854 ,14058 ,13566 ,5817 ,2182 ,2838.322 ,592 ,793 ,656.677 ,310 ,255 ,122 ,0 
