code,alias,name,yomi,ken,area,note,fullcode
00100,,札幌北,,北海道,札幌北区[新川・新琴似],,00100/00109
00109,00100,,,北海道,,,00109
00208,,篠路,,北海道,札幌北区[篠路]、当別町[石狩川以西],,00208/00280
00280,00208,,,北海道,,,00280
00300,,札幌白石,,北海道,札幌白石区,,00300/00308
00308,00300,,,北海道,,,00308
00400,,厚別,,北海道,札幌厚別区、札幌清田区,,00400/00408
00408,00400,,,北海道,,,00408
00500,,札幌南,,北海道,札幌南区[真駒内・石山],,00500/00508
00508,00500,,,北海道,,,00508
00600,,手稲,,北海道,札幌手稲区,,00600/00608
00608,00600,,,北海道,,,00608
00700,,丘珠,,北海道,札幌東区[丘珠・伏古],,00700/00708
00708,00700,,,北海道,,,00708
01000,,秋田中央,,秋田県,秋田市[秋田],,01000/01008/01009
01001,,追分,,秋田県,秋田市[新城・金足]、潟上市[追分],,01001
01002,,天王,,秋田県,潟上市[天王],,01002
01003,,船越,,秋田県,男鹿市[船越・脇本・五里合],,01003
01004,,若美,,秋田県,男鹿市[若美]、大潟村,,01004
01005,,男鹿,,秋田県,男鹿市[船川],,01005
01006,,北浦,,秋田県,男鹿市[北浦],,01006
01008,01000,,,秋田県,,,01008
01009,01000,,,秋田県,,,01009
01011,,太平,,秋田県,秋田市[太平],,01011
01012,,雄和,,秋田県,秋田市[雄和],,01012
01013,,大正寺,,秋田県,秋田市[大正寺],,01013
01014,,仁井田,,秋田県,秋田市[仁井田],,01014
01015,,下浜,,秋田県,秋田市[下浜],,01015
01016,,新屋,,秋田県,秋田市[新屋],,01016
01109,,土崎,,秋田県,秋田市[土崎],,01109
01200,,湯沢,,秋田県,湯沢市[湯沢],,01200/01208
01201,,稲川,,秋田県,湯沢市[稲川・皆瀬],,01201
01208,01200,,,秋田県,,,01208
01211,,西馬音内,,秋田県,羽後町[西馬音内],,01211
01212,,田代,,秋田県,羽後町[田代],,01212
01213,,仙道,,秋田県,羽後町[仙道],,01213
01300,,横手,,秋田県,横手市[横手],,01300/01308
01301,,平鹿,,秋田県,横手市[平鹿],,01301
01302,,雄物川,,秋田県,横手市[雄物川],,01302
01303,01304,,,秋田県,,,01303
01304,,館合,,秋田県,横手市[大雄・館合],,01303/01304
01305,,大森,,秋田県,横手市[大森],,01305
01308,01300,,,秋田県,,,01308
01400,,大曲,,秋田県,大仙市[大曲],,01400/01408
01401,,四ツ屋,,秋田県,大仙市[四ツ屋・横堀],,01401
01402,,中仙,,秋田県,大仙市[長野],,01402
01403,,角館,,秋田県,仙北市[角館],,01403
01405,,西明寺,,秋田県,仙北市[西明寺],,01405
01406,,桧木内,,秋田県,仙北市[桧木内],,01406
01407,,羽後豊川,,秋田県,大仙市[豊川・豊岡],,01407
01408,01400,,,秋田県,,,01408
01411,,神代,,秋田県,仙北市[神代],,01411
01412,,田沢湖,,秋田県,仙北市[田沢湖],,01412
01414,,角間川,,秋田県,大仙市[角間川],,01414
01500,,本荘,,秋田県,由利本荘市[本荘],,01500/01508
01502,,老方,,秋田県,由利本荘市[東由利],,01502
01503,,由利,,秋田県,由利本荘市[由利],,01503
01504,,矢島,,秋田県,由利本荘市[矢島],,01504
01505,,鳥海,,秋田県,由利本荘市[鳥海],,01505
01507,,笹子,,秋田県,由利本荘市[笹子],,01507
01508,01500,,,秋田県,,,01508
01600,,能代,,秋田県,能代市[能代],,01600/01608
01601,,東能代,,秋田県,能代市[能代南部],,01601
01608,01600,,,秋田県,,,01608
01700,,大館,,秋田県,大館市[大館・花矢],,01700/01708
01702,,小坂,,秋田県,小坂町[十和田湖を除く],,01702
01708,01700,,,秋田県,,,01708
01801,,象潟,,秋田県,にかほ市[象潟],,01801
01803,,金浦,,秋田県,にかほ市[金浦],,01803
01804,,仁賀保,,秋田県,にかほ市[仁賀保],,01804
01806,,西目,,秋田県,由利本荘市[西目],,01806
01807,,岩谷,,秋田県,由利本荘市[岩谷],,01807
01808,,新沢,,秋田県,由利本荘市[下川大内],,01808
01809,,中田代,,秋田県,由利本荘市[上川大内],,01809
01812,,亀田,,秋田県,由利本荘市[亀田],,01812
01813,,岩城,,秋田県,由利本荘市[岩城],,01813
01814,,大久保,,秋田県,潟上市[昭和],,01814
01815,,飯田川,,秋田県,潟上市[飯田川]、井川町,,01815
01816,,八郎潟,,秋田県,八郎潟町,,01816
01817,,五城目,,秋田県,五城目町[五城目],,01817
01818,,内川,,秋田県,五城目町[富津内],,01818
01821,,琴丘,,秋田県,三種町[琴丘],,01821
01823,,森岳,,秋田県,三種町[山本],,01823
01824,,八竜,,秋田県,三種町[八竜],,01824
01825,,峰浜,,秋田県,八峰町[峰浜],,01825
01826,,八森,,秋田県,八峰町[八森],,01826
01828,,常盤,,秋田県,能代市[常盤],,01828
01831,,二ツ井,,秋田県,能代市[二ツ井],,01831
01832,,藤琴,,秋田県,藤里町,,01832
01833,,鷹巣,,秋田県,北秋田市[鷹巣],,01833
01834,,七日市,,秋田県,北秋田市[七日市],,01834
01835,,早口,,秋田県,大館市[田代],,01835
01842,,合川,,秋田県,北秋田市[合川],,01842
01843,,米内沢,,秋田県,北秋田市[米内沢],,01843
01844,,上小阿仁,,秋田県,上小阿仁村,,01844
01845,,前田,,秋田県,北秋田市[前田],,01845
01846,,阿仁合,,秋田県,北秋田市[阿仁合],,01846
01847,,比立内,,秋田県,北秋田市[大阿仁],,01847
01851,,八幡平,,秋田県,鹿角市[八幡平],,01851
01852,,花輪,,秋田県,鹿角市[花輪・尾去沢],,01852
01853,,毛馬内,,秋田県,鹿角市[毛馬内],,01853
01854,,大湯,,秋田県,鹿角市[大湯],,01854
01855,,十和田湖,,青森県,十和田市[十和田湖畔]、秋田県小坂町[十和田湖],,01855
01856,,十二所,,秋田県,大館市[十二所],,01856
01857,,比内,,秋田県,大館市[扇田],,01857
01858,,大葛,,秋田県,大館市[大葛],,01858
01901,,院内,,秋田県,湯沢市[院内],,01901
01902,,横堀,,秋田県,湯沢市[横堀],,01902
01903,,秋ノ宮,,秋田県,湯沢市[秋ノ宮],,01903
01904,,須川,,秋田県,湯沢市[須川],,01904
01905,,十文字,,秋田県,横手市[十文字],,01905
01907,,増田,,秋田県,横手市[増田],,01907
01908,,東成瀬,,秋田県,東成瀬村,,01908
01911,,山内,,秋田県,横手市[山内],,01911
01912,,仙南,,秋田県,美郷町[飯詰],,01912
01913,,羽後金沢,,秋田県,美郷町[金沢],,01913
01914,,六郷,,秋田県,美郷町[六郷],,01914
01915,,千屋,,秋田県,美郷町[千畑],,01915
01916,,太田,,秋田県,大仙市[太田],,01916
01917,,神宮寺,,秋田県,大仙市[神岡],,01917
01918,,南楢岡,,秋田県,大仙市[南楢岡],,01918
01919,,外小友,,秋田県,大仙市[外小友],,01919
01921,,刈和野,,秋田県,大仙市[刈和野],,01921
01922,,大沢郷,,秋田県,大仙市[大沢郷],,01922
01923,,強首,,秋田県,大仙市[強首],,01923
01924,,協和,,秋田県,大仙市[協和],,01924
01925,,羽後荒川,,秋田県,大仙市[稲沢],,01925
01926,,和田,,秋田県,秋田市[和田],,01926
01927,,岩見三内,,秋田県,秋田市[岩見三内],,01927
02000,,盛岡中央,,岩手県,盛岡市[盛岡]、矢巾町[流通センター南],,02000/02008
02001,,盛岡北,,岩手県,盛岡市[厨川]、滝沢市,,02001/02006/02007
02002,,玉山,,岩手県,盛岡市[玉山],,02002
02003,,簗川,,岩手県,盛岡市[簗川],,02003
02004,,乙部,,岩手県,盛岡市[乙部],,02004
02005,,雫石,,岩手県,雫石町,,02005
02006,02001,,,岩手県,,,02006
02007,02001,,,岩手県,,,02007
02008,02000,,,岩手県,,,02008
02100,,一関,,岩手県,一関市[一関],,02100/02108/02109
02101,,厳美,,岩手県,一関市[厳美],,02101
02102,,舞川,,岩手県,一関市[舞川],,02102
02108,02100,,,岩手県,,,02108
02109,02100,,,岩手県,,,02109
02200,,大船渡,,岩手県,大船渡市[大船渡],,02200
02201,,三陸,,岩手県,大船渡市[越喜来・吉浜],,02201
02202,,綾里,,岩手県,大船渡市[綾里],,02202
02300,,水沢,,岩手県,奥州市[水沢],,02300/02308
02301,,羽田,,岩手県,奥州市[羽田・田原],,02301
02304,,胆沢,,岩手県,奥州市[胆沢],,02304
02308,02300,,,岩手県,,,02308
02311,,江刺,,岩手県,奥州市[江刺],,02311
02313,,野手崎,,岩手県,奥州市[梁川],,02313
02315,,米里,,岩手県,奥州市[米里],,02315
02317,,伊手,,岩手県,奥州市[藤里・伊手],,02317
02400,,北上,,岩手県,北上市[北上],,02400
02401,,二子,,岩手県,北上市[二子・更木],,02401
02402,,口内,,岩手県,北上市[福岡],,02402
02403,,横川目,,岩手県,北上市[和賀]、西和賀町[湯田ダム],,02403
02500,,花巻,,岩手県,花巻市[花巻],,02500
02501,,笹間,,岩手県,花巻市[笹間],,02501
02502,,大沢温泉,,岩手県,花巻市[大沢],,02502
02503,,花巻温泉,,岩手県,花巻市[花巻温泉],,02503
02600,,釜石,,岩手県,釜石市[釜石],,02600
02601,,唐丹,,岩手県,釜石市[唐丹],,02601
02603,,鵜住居,,岩手県,釜石市[鵜住居],,02603
02604,,栗橋,,岩手県,釜石市[栗橋],,02604
02700,,宮古,,岩手県,宮古市[宮古],,02700
02701,,重茂,,岩手県,宮古市[重茂],,02701
02702,,津軽石,,岩手県,宮古市[津軽石],,02702
02703,,田老,,岩手県,宮古市[田老],,02703
02704,,小本,,岩手県,岩泉町[小本],,02704
02705,,岩泉,,岩手県,岩泉町[岩泉],,02705
02706,,安家,,岩手県,岩泉町[安家],,02706
02800,,久慈,,岩手県,久慈市[久慈],,02800
02801,,東和,,岩手県,花巻市[東和],,02801
02803,,宮守,,岩手県,遠野市[宮守],,02803
02804,,小友,,岩手県,遠野市[小友],,02804
02805,,遠野,,岩手県,遠野市[遠野],,02805
02806,,附馬牛,,岩手県,遠野市[附馬牛],,02806
02807,,岩手上郷,,岩手県,遠野市[上郷],,02807
02811,,大槌,,岩手県,大槌町,,02811
02813,,山田,,岩手県,山田町,,02813
02821,,新里,,岩手県,宮古市[新里],,02821
02822,,岩手大川,,岩手県,岩泉町[大川],,02822
02823,,川井,,岩手県,宮古市[川井],,02823
02824,,小国,,岩手県,宮古市[小国],,02824
02825,,陸中川内,,岩手県,宮古市[川内],,02825
02826,,門馬,,岩手県,宮古市[門馬],,02826
02827,,薮川,,岩手県,盛岡市[薮川],,02827
02831,,石鳥谷,,岩手県,花巻市[石鳥谷],,02831
02832,,大迫,,岩手県,花巻市[大迫],,02832
02833,,紫波,,岩手県,紫波町[日詰],,02833
02834,,上平沢,,岩手県,紫波町[志和],,02834
02835,,赤沢,,岩手県,紫波町[赤沢],,02835
02836,,矢幅,,岩手県,矢巾町[流通センター南を除く],,02836
02841,,好摩,,岩手県,盛岡市[渋民・好摩],,02841
02842,,川口,,岩手県,岩手町[川口],,02842
02843,,沼宮内,,岩手県,岩手町[沼宮内],,02843
02844,,一方井,,岩手県,岩手町[一方井],,02844
02851,,奥中山,,岩手県,一戸町[奥中山]、葛巻町[吉ヶ沢],,02851
02852,,小鳥谷,,岩手県,一戸町[小鳥谷],,02852
02853,,一戸,,岩手県,一戸町[一戸],,02853
02854,,葛巻,,岩手県,葛巻町[吉ヶ沢を除く],,02854
02856,,小川,,岩手県,岩泉町[小川],,02856
02857,,金田一,,岩手県,二戸市[金田一],,02857
02861,,二戸,,岩手県,二戸市[二戸],,02861
02862,,晴山,,岩手県,軽米町[晴山],,02862
02863,,軽米,,岩手県,軽米町[軽米],,02863
02864,,小軽米,,岩手県,軽米町[小軽米],,02864
02865,,伊保内,,岩手県,九戸村[伊保内・江刺家],,02865
02866,,戸田,,岩手県,九戸村[戸田],,02866
02867,,御返地,,岩手県,二戸市[御返地],,02867
02868,,浄法寺,,岩手県,二戸市[浄法寺],,02868/02869
02869,02868,,,岩手県,,,02869
02871,,大更,,岩手県,八幡平市[大更],,02871
02873,,松尾,,岩手県,八幡平市[松尾],,02873
02874,,平舘,,岩手県,八幡平市[平舘],,02874
02875,,荒屋,,岩手県,八幡平市[荒沢],,02875
02876,,田山,,岩手県,八幡平市[田山],,02876
02878,,侍浜,,岩手県,久慈市[侍浜],,02878
02879,,種市,,岩手県,洋野町[種市],,02879
02881,,宇部,,岩手県,久慈市[宇部],,02881
02882,,野田,,岩手県,野田村,,02882
02883,,普代,,岩手県,普代村,,02883
02884,,田野畑,,岩手県,田野畑村,,02884
02885,,山根,,岩手県,久慈市[山根],,02885
02886,,陸中山形,,岩手県,久慈市[山形北部],,02886
02887,,関,,岩手県,久慈市[山形南部],,02887
02888,,大野,,岩手県,洋野町[大野],,02888
02901,,真滝,,岩手県,一関市[真滝],,02901
02902,,薄衣,,岩手県,一関市[川崎・弥栄],,02902
02903,,東山,,岩手県,一関市[東山],,02903
02904,,猿沢,,岩手県,一関市[猿沢],,02904
02905,,摺沢,,岩手県,一関市[摺沢],,02905
02906,,興田,,岩手県,一関市[興田],,02906
02907,,大原,,岩手県,一関市[大原],,02907
02908,,千厩,,岩手県,一関市[千厩],,02908
02911,,奥玉,,岩手県,一関市[奥玉],,02911
02912,,室根,,岩手県,一関市[室根],,02912
02922,,陸前高田,,岩手県,陸前高田市,,02922
02923,,住田,,岩手県,住田町[世田米],,02923
02925,,上有住,,岩手県,住田町[有住],,02925
02931,,花泉,,岩手県,一関市[花泉],,02931
02932,,涌津,,岩手県,一関市[油島],,02932
02933,,黄海,,岩手県,一関市[黄海],,02933
02934,,藤沢,,岩手県,一関市[藤沢],,02934
02935,,大津保,,岩手県,一関市[大津保],,02935
02941,,平泉,,岩手県,平泉町,,02941
02942,,前沢,,岩手県,奥州市[前沢],,02942
02943,,衣川,,岩手県,奥州市[衣川],,02943/02944
02944,02943,,,岩手県,,,02944
02945,,金ヶ崎,,岩手県,金ケ崎町,,02945
02955,,川尻,,岩手県,西和賀町[湯田],,02955
02956,,新町,,岩手県,西和賀町[沢内南部],,02956
02957,,川舟,,岩手県,西和賀町[沢内北部],,02957
03001,,荒川,,青森県,青森市[青森南部],,03001
03008,,青森中央,,青森県,青森市[青森・青森東部],,03008/03009
03009,03008,,,青森県,,,03009
03012,,後潟,,青森県,青森市[後潟]、蓬田村,,03012
03013,,蟹田,,青森県,外ヶ浜町[蟹田],,03013
03014,,陸奥平舘,,青森県,外ヶ浜町[平舘],,03014
03015,,今別,,青森県,今別町,,03015
03017,,三厩,,青森県,外ヶ浜町[三厩]、中泊町[小泊袰内],,03017
03100,,八戸,,青森県,八戸市[八戸・湊・是川],,03100/03108
03101,,南郷,,青森県,八戸市[中沢],,03101
03102,,島守,,青森県,八戸市[島守],,03102
03108,03100,,,青森県,,,03108
03300,,三沢,,青森県,三沢市[三沢]、六戸町[北部],,03300
03301,,三沢大津,,青森県,三沢市[西部・北部],,03301
03400,,十和田,,青森県,十和田市[三本木],,03400
03401,,大深内,,青森県,十和田市[大深内],,03401
03402,,四和,,青森県,十和田市[四和],,03402
03403,,奥瀬,,青森県,十和田市[十和田湖町(十和田湖畔を除く)],,03403
03500,,むつ,,青森県,むつ市[むつ]、東通村[田屋・目名],,03500
03501,,岩屋,,青森県,東通村[尻屋崎],,03501
03601,,平賀,,青森県,平川市[平賀],,03601
03602,,尾上,,青森県,平川市[尾上],,03602
03603,,黒石,,青森県,黒石市[黒石],,03603/03605
03604,,温湯,,青森県,黒石市[東部],,03604
03605,03603,,,青森県,,,03605
03612,,裾野,,青森県,弘前市[裾野],,03612
03613,,岩木,,青森県,弘前市[岩木],,03613
03614,,国吉,,青森県,弘前市[東目屋]、西目屋村,,03614
03615,,相馬,,青森県,弘前市[相馬],,03615
03680,,弘前,,青森県,弘前市[弘前],,03680/03681/03682/03683
03681,03680,,,青森県,,,03681
03682,03680,,,青森県,,,03682
03683,03680,,,青森県,,,03683
03700,,五所川原,,青森県,五所川原市[五所川原],,03700
03701,,稲垣,,青森県,つがる市[稲垣],,03701
03702,,金木,,青森県,五所川原市[金木],,03702
03703,,中里,,青森県,中泊町[中里],,03703
03704,,市浦,,青森県,五所川原市[市浦],,03704
03705,,小泊,,青森県,中泊町[小泊(袰内を除く)],,03705
03706,,七和,,青森県,五所川原市[長橋・七和],,03706
03800,,青森西,,青森県,青森市[青森西部],,03800
03801,,碇ヶ関,,青森県,平川市[碇ケ関],,03801
03802,,大鰐,,青森県,大鰐町,,03802
03811,,田舎館,,青森県,田舎館村,,03811
03812,,陸奥常盤,,青森県,藤崎町[常盤],,03812
03813,,浪岡,,青森県,青森市[浪岡],,03813
03822,,岩崎,,青森県,深浦町[岩崎],,03822
03823,,深浦,,青森県,深浦町[深浦],,03823
03824,,驫木,,青森県,深浦町[追良瀬],,03824
03825,,北金ヶ沢,,青森県,深浦町[大戸瀬],,03825
03827,,鯵ケ沢,,青森県,鰺ヶ沢町,,03827
03828,,森田,,青森県,つがる市[森田・越水],,03828
03831,,木造,,青森県,つがる市[木造・柏],,03831
03832,,出精,,青森県,つがる市[出精・館岡],,03832
03833,,車力,,青森県,つがる市[車力],,03833
03835,,鶴田,,青森県,鶴田町,,03835
03836,,板柳,,青森県,板柳町、弘前市[新和],,03836
03838,,藤崎,,青森県,藤崎町[藤崎]、弘前市[百田],,03838
03901,,三戸,,青森県,三戸町[三戸]、南部町[旧南部町],,03901
03902,,田子,,青森県,田子町[田子],,03902
03903,,陸奥上郷,,青森県,田子町[上郷],,03903
03904,,猿辺,,青森県,三戸町[猿辺],,03904
03905,,上名久井,,青森県,南部町[名久井],,03905
03906,,名川,,青森県,南部町[北川],,03906
03908,,福地,,青森県,南部町[福地],,03908
03911,,八戸西,,青森県,八戸市[長苗代],,03911
03912,,階上,,青森県,階上町,,03912
03915,,五戸,,青森県,五戸町[五戸],,03915
03917,,倉石,,青森県,五戸町[倉石],,03917
03918,,新郷,,青森県,新郷村,,03918
03921,,下田,,青森県,おいらせ町[下田],,03921
03922,,百石,,青森県,おいらせ町[百石]、八戸市[市川],,03922
03923,,六戸,,青森県,六戸町[南部]、五戸町[切谷内北田ノ沢],,03923
03924,,上北,,青森県,東北町[上北],,03924
03925,,七戸,,青森県,七戸町[七戸],,03925
03926,,乙供,,青森県,東北町[東北],,03926
03927,,天間林,,青森県,七戸町[天間林],,03927/03928
03928,03927,,,青森県,,,03928
03931,,野辺地,,青森県,野辺地町,,03931
03932,,平沼,,青森県,六ヶ所村[泊を除く],,03932
03933,,小湊,,青森県,平内町,,03933
03935,,野内,,青森県,青森市[野内],,03935
03941,,横浜,,青森県,横浜町,,03941
03942,,白糠,,青森県,東通村[東部],,03942
03943,,泊,,青森県,六ヶ所村[泊],,03943
03944,,大畑,,青森県,むつ市[大畑],,03944
03945,,風間浦,,青森県,風間浦村,,03945
03946,,大間,,青森県,大間町,,03946
03947,,佐井,,青森県,佐井村、むつ市[かわうち湖],,03947
03952,,陸奥川内,,青森県,むつ市[川内],,03952
03953,,脇野沢,,青森県,むつ市[脇野沢],,03953
04000,,函館中央,,北海道,函館市[函館],,04000
04102,,石崎,,北海道,函館市[石崎・釜谷],,04102
04103,,戸井,,北海道,函館市[戸井],,04103
04104,,尻岸内,,北海道,函館市[恵山西部],,04104
04105,,古武井,,北海道,函館市[恵山東部],,04105
04106,,椴法華,,北海道,函館市[椴法華],,04106
04108,,函館北,,北海道,函館市[亀田],,04108
04111,,七飯,,北海道,七飯町[七飯],,04111
04112,,北斗北,,北海道,北斗市[大野],,04112
04113,,大沼,,北海道,七飯町[大沼],,04113
04114,,鹿部,,北海道,鹿部町,,04114
04116,,南茅部,,北海道,函館市[南茅部],,04116
04209,,函館東,,北海道,函館市[湯の川],,04209
04300,,江差,,北海道,江差町,,04300
04301,,乙部,,北海道,乙部町[乙部],,04301
04302,,豊浜,,北海道,乙部町[豊浜],,04302
04303,,館平,,北海道,八雲町[熊石南部],,04303
04304,,熊石,,北海道,八雲町[熊石北部]、せたな町[長磯],,04304
04305,,久遠,,北海道,せたな町[大成],,04305
04311,,厚沢部,,北海道,厚沢部町[厚沢部],,04311
04312,,鶉,,北海道,厚沢部町[鶉],,04312
04313,,館,,北海道,厚沢部町[館],,04313
04314,,奥尻,,北海道,奥尻町[北部],,04314
04315,,青苗,,北海道,奥尻町[南部],,04315
04400,,倶知安,,北海道,倶知安町,,04400
04401,,京極,,北海道,京極町,,04401
04402,,喜茂別,,北海道,喜茂別町[喜茂別],,04402
04404,,鈴川,,北海道,喜茂別町[鈴川]、伊達市[愛地],,04404
04500,,岩内,,北海道,岩内町、共和町[梨野舞納],,04500
04501,,発足,,北海道,共和町[発足],,04501
04502,,後志泊,,北海道,泊村,,04502
04503,,神恵内,,北海道,神恵内村,,04503
04600,,余市,,北海道,余市町,,04600
04601,,古平,,北海道,古平町,,04601
04602,,美国,,北海道,積丹町[美国],,04602
04603,,野塚,,北海道,積丹町[積丹],,04603
04605,,赤井川,,北海道,赤井川村,,04605
04700,,小樽,,北海道,小樽市[小樽],,04700
04701,,朝里,,北海道,小樽市[朝里],,04701
04702,,銭函,,北海道,小樽市[銭函],,04702
04801,,黒松内,,北海道,黒松内町,,04801
04803,,磯谷,,北海道,寿都町[磯谷],,04803
04804,,寿都,,北海道,寿都町[寿都・歌棄],,04804
04806,,島牧,,北海道,島牧村,,04806
04812,,目名,,北海道,蘭越町[目名],,04812
04813,,蘭越,,北海道,蘭越町[蘭越],,04813
04815,,ニセコ,,北海道,ニセコ町,,04815
04816,,真狩,,北海道,真狩村,,04816
04817,,留寿都,,北海道,留寿都村,,04817
04821,,小沢,,北海道,共和町[小沢],,04821
04822,,前田,,北海道,共和町[前田],,04822
04823,,銀山,,北海道,仁木町[銀山],,04823
04824,,仁木,,北海道,仁木町[仁木],,04824
04825,,蘭島,,北海道,小樽市[忍路],,04825
04826,,塩谷,,北海道,小樽市[塩谷],,04826
04901,,北斗,,北海道,北斗市[上磯],,04901
04902,,茂辺地,,北海道,北斗市[茂別],,04902
04904,,木古内,,北海道,木古内町,,04904
04905,,湯ノ岱,,北海道,上ノ国町[湯ノ岱],,04905
04906,,上ノ国,,北海道,上ノ国町[上ノ国],,04906
04907,,檜山石崎,,北海道,上ノ国町[石崎],,04907
04911,,知内,,北海道,知内町[知内],,04911
04912,,湯ノ里,,北海道,知内町[湯ノ里],,04912
04913,,福島,,北海道,福島町[福島],,04913
04914,,吉岡,,北海道,福島町[吉岡],,04914
04915,,松前,,北海道,松前町[松前],,04915
04916,,静浦,,北海道,松前町[小島],,04916
04917,,江良,,北海道,松前町[江良],,04917
04921,,駒ヶ岳,,北海道,森町[駒ヶ岳],,04921
04922,,砂原,,北海道,森町[砂原],,04922
04923,,森,,北海道,森町[森],,04923
04924,,石倉,,北海道,森町[石倉],,04924
04925,,落部,,北海道,八雲町[落部],,04925
04926,,野田生,,北海道,八雲町[野田生],,04926
04931,,八雲,,北海道,八雲町[八雲],,04931
04933,,黒岩,,北海道,八雲町[山崎],,04933
04934,,国縫,,北海道,長万部町[国縫],,04934
04935,,長万部,,北海道,長万部町[長万部],,04935
04941,,花石,,北海道,今金町[美利河],,04941
04943,,今金,,北海道,今金町[今金],,04943
04944,,丹羽,,北海道,せたな町[丹羽],,04944
04945,,北桧山,,北海道,せたな町[北檜山・太櫓],,04945
04947,,若松,,北海道,せたな町[若松],,04947
04948,,瀬棚,,北海道,せたな町[瀬棚],,04948
04951,,静狩,,北海道,長万部町[静狩],,04951
04953,,大岸,,北海道,豊浦町[大岸・礼文],,04953
04954,,豊浦,,北海道,豊浦町[豊浦],,04954
04956,,虻田,,北海道,洞爺湖町[虻田],,04956
04957,,洞爺温泉,,北海道,洞爺湖町[洞爺湖南]、壮瞥町[洞爺湖温泉],,04957
04958,,洞爺,,北海道,洞爺湖町[洞爺湖北],,04958
05000,,東室蘭,,北海道,室蘭市[東室蘭・本輪西],,05000
05100,,室蘭,,北海道,室蘭市[室蘭],,05100
05200,,伊達,,北海道,伊達市[伊達],,05200
05201,,壮瞥,,北海道,壮瞥町[洞爺湖温泉を除く],,05201
05203,,大滝,,北海道,伊達市[大滝],,05203
05300,,苫小牧,,北海道,苫小牧市[苫小牧],,05300/05308
05308,05300,,,北海道,,,05308
05400,,鵡川,,北海道,むかわ町[鵡川],,05400
05401,,似湾,,北海道,むかわ町[穂別南部],,05401
05402,,穂別,,北海道,むかわ町[穂別],,05402
05403,,富内,,北海道,むかわ町[富内],,05403
05500,,富川,,北海道,日高町[富川],,05500
05501,,平取,,北海道,平取町[平取],,05501
05503,,貫気別,,北海道,平取町[荷負・貫気別],,05503
05504,,振内,,北海道,平取町[振内],,05504
05523,,日高,,北海道,日高町[日高],,05523
05600,,静内,,北海道,新ひだか町[静内],,05600
05601,,御園,,北海道,新ひだか町[静内北部],,05601
05700,,浦河,,北海道,浦河町[浦河],,05700
05701,,西舎,,北海道,浦河町[西舎],,05701
05800,,様似,,北海道,様似町、浦河町[鵜苫沢],,05800
05802,,えりも,,北海道,えりも町[幌泉],,05802
05803,,えりも岬,,北海道,えりも町[襟裳],,05803
05804,,庶野,,北海道,えりも町[庶野],,05804
05900,,登別,,北海道,登別市[幌別],,05900
05901,,有珠,,北海道,伊達市[有珠],,05901
05902,,黄金,,北海道,伊達市[黄金・稀府],,05902
05904,,登別駅前,,北海道,登別市[登別],,05904
05905,,登別温泉,,北海道,登別市[登別温泉],,05905
05906,,虎杖浜,,北海道,白老町[虎杖浜],,05906
05909,,白老,,北海道,白老町[白老],,05909
05912,,錦岡,,北海道,苫小牧市[樽前],,05912
05913,,沼ノ端,,北海道,苫小牧市[沼ノ端],,05913
05914,,遠浅,,北海道,安平町[遠浅],,05914
05915,,早来雪だるま,,北海道,安平町[早来],,05915
05916,,厚真,,北海道,厚真町[厚真],,05916
05917,,上厚真,,北海道,厚真町[上厚真],,05917
05919,,追分,,北海道,安平町[追分],,05919
05921,,門別,,北海道,日高町[門別],,05921
05922,,厚賀,,北海道,日高町[厚賀]、新冠町[共栄・東川],,05922
05923,,新和,,北海道,日高町[厚別川上流]、新冠町[美宇・里平],,05923
05924,,新冠,,北海道,新冠町[新冠],,05924
05925,,東静内,,北海道,新ひだか町[東静内・三石西端],,05925
05931,,三石,,北海道,新ひだか町[三石],,05931
05932,,本桐,,北海道,新ひだか町[鳧舞],,05932
05933,,歌笛,,北海道,新ひだか町[歌笛],,05933
05934,,荻伏,,北海道,浦河町[荻伏],,05934
06000,,札幌中央,,北海道,札幌中央区[駅南・大通]、札幌北区[駅北]、札幌東区[駅北],,06000/06008/06009
06008,06000,,,北海道,,,06008
06009,06000,,,北海道,,,06009
06102,,当別,,北海道,当別町[当別],,06102
06105,,月形,,北海道,月形町[雁里を除く],,06105
06106,,浦臼,,北海道,浦臼町,,06106
06111,,北広島,,北海道,北広島市[東部],,06111
06112,,北広島西,,北海道,北広島市[輪厚],,06112
06113,,島松,,北海道,恵庭市[島松],,06113
06114,,恵庭,,北海道,恵庭市[恵庭],,06114
06122,,藤野,,北海道,札幌南区[藤野・簾舞],,06122
06123,,定山渓,,北海道,札幌南区[定山渓],,06123
06131,,浜益,,北海道,石狩市[浜益],,06131
06132,,石狩,,北海道,石狩市[花川]、小樽市[新港],,06132
06133,,石狩北,,北海道,石狩市[親船・八幡],,06133
06134,,石狩高岡,,北海道,石狩市[聚富],,06134
06135,,望来,,北海道,石狩市[望来],,06135
06136,,厚田,,北海道,石狩市[厚田],,06136
06137,,太美,,北海道,当別町[太美],,06137
06200,,豊平,,北海道,札幌豊平区,,06200/06209
06209,06200,,,北海道,,,06209
06300,,札幌西,,北海道,札幌西区,,06300/06308
06308,06300,,,北海道,,,06308
06408,,山鼻,,北海道,札幌中央区[南部・円山],,06408/06409
06409,06408,,,北海道,,,06409
06500,,札幌東,,北海道,札幌東区[苗穂],,06500
06600,,千歳,,北海道,千歳市[千歳],,06600
