code,alias,name,yomi,ken,area,note,fullcode
31124,,潮来,いたこ,茨城県,潮来市,,31124
31131,,茨城,いばらき,茨城県,茨城町,,31131
31134,,常陸小川,ひたちおがわ,茨城県,小美玉市[小川・玉里],,31134
31135,,玉造,たまつくり,茨城県,行方市[玉造],,31135
31138,,麻生,あそう,茨城県,行方市[麻生],,31138
31141,,赤塚,あかつか,茨城県,水戸市[赤塚],,31141
31142,,飯富,いいとみ,茨城県,水戸市[飯富・国田],,31142
31143,,石塚,いしづか,茨城県,城里町[桂・常北],,31143
31144,,塩子,しおこ,茨城県,城里町[七会]、栃木県茂木町[桧山道木橋],,31144
31145,,野口,のぐち,茨城県,常陸大宮市[野口],,31145
31146,,御前山,ごぜんやま,茨城県,常陸大宮市[伊勢畑・長倉],,31146
31200,,ひたちなか,ひたちなか,茨城県,ひたちなか市[勝田],,31200
31300,,常陸太田,ひたちおおた,茨城県,常陸太田市[太田],,31300
31301,,久米,くめ,茨城県,常陸太田市[金砂郷],,31301
31302,,松平,まつだいら,茨城県,常陸太田市[山田・染和田],,31302
31303,,天下野,けがの,茨城県,常陸太田市[天下野・高倉],,31303
31400,,鹿嶋,かしま,茨城県,鹿嶋市[鹿嶋]、神栖市[居切の一部],,31400
31401,,神栖,かみす,茨城県,神栖市[神栖(居切の一部を除く)],,31401
31402,,若松,わかまつ,茨城県,神栖市[若松],,31402
31403,,矢田部,やたべ,茨城県,神栖市[矢田部],,31403
31404,,波崎,はさき,茨城県,神栖市[波崎],,31404
31500,,石岡,いしおか,茨城県,石岡市[石岡]、かすみがうら市[千代田],,31500
31501,,八郷,やさと,茨城県,石岡市[八郷],,31501
31600,,多賀,たが,茨城県,日立市[多賀],,31600
31700,,日立,ひたち,茨城県,日立市[日立],,31700
31800,,高萩,たかはぎ,茨城県,高萩市[高萩],,31800
31801,,若栗,わかぐり,茨城県,高萩市[高岡],,31801
31901,,羽鳥,はとり,茨城県,小美玉市[美野里],,31901
31902,,岩間,いわま,茨城県,笠間市[岩間],,31902
31903,,内原,うちはら,茨城県,水戸市[内原],,31903
31911,,東海,とうかい,茨城県,東海村,,31911
31912,,久慈浜,くじはま,茨城県,日立市[久慈],,31912
31913,,十王,じゅうおう,茨城県,日立市[十王],,31913
31914,,川尻,かわじり,茨城県,日立市[日高・豊浦],,31914
31915,,北茨城,きたいばらき,茨城県,北茨城市[華川・磯原・中郷],,31915
31917,,大津,おおつ,茨城県,北茨城市[平潟・大津・関南・関本],,31917
31921,,瓜連,うりづら,茨城県,那珂市[瓜連]、常陸大宮市[大宮南部],,31921
31922,,大宮,おおみや,茨城県,常陸大宮市[大宮北部],,31922
31924,,緒川,おがわ,茨城県,常陸大宮市[緒川],,31924
31925,,檜沢,ひざわ,茨城県,常陸大宮市[檜沢],,31925
31926,,美和,みわ,茨城県,常陸大宮市[嶐郷],,31926
31931,,山方,やまがた,茨城県,常陸大宮市[山方],,31931
31933,,上小川,かみおがわ,茨城県,大子町[上小川],,31933
31935,,大子,だいご,茨城県,大子町[大子],,31935
31937,,町付,まちつき,茨城県,大子町[黒沢],,31937
32000,,宇都宮中央,うつのみやちゅうおう,栃木県,宇都宮市[宇都宮西部],,32000/32008
32008,32000,,,栃木県,,,32008
32101,,宇都宮南,うつのみやみなみ,栃木県,宇都宮市[雀宮],,32101
32102,,壬生,みぶ,栃木県,壬生町,,32102
32103,,大谷,おおや,栃木県,宇都宮市[城山],,32103
32104,,上河内,かみかわち,栃木県,宇都宮市[上河内],,32104
32105,,南那須,みなみなす,栃木県,那須烏山市[南那須],,32105
32106,,烏山,からすやま,栃木県,那須烏山市[烏山],,32106
32109,,宇都宮東,うつのみやひがし,栃木県,宇都宮市[宇都宮東部],,32109
32111,,文挾,ふばさみ,栃木県,鹿沼市[板荷]、日光市[今市落合],,32111
32112,,今市,いまいち,栃木県,日光市[今市西部],集配局名「日光東」(32124に所在),32112
32113,,小来川,おころがわ,栃木県,日光市[小来川],,32113
32114,,日光,にっこう,栃木県,日光市[日光],,32114
32115,,足尾,あしお,栃木県,日光市[足尾],,32115
32116,,中禅寺,ちゅうぜんじ,栃木県,日光市[中禅寺],,32116
32121,,徳次郎,とくじら,栃木県,宇都宮市[北部],,32121
32123,,大沢,おおさわ,栃木県,日光市[今市東部],,32123
32124,,大桑,おおくわ,栃木県,日光市[今市北部],,32124
32125,,鬼怒川温泉,きぬがわおんせん,栃木県,日光市[鬼怒川]、塩谷町[上寺島の一部],,32125
32126,,川治,かわじ,栃木県,日光市[川治・湯西川],,32126
32127,,栗山,くりやま,栃木県,日光市[栗山],,32127
32128,,三依,みより,栃木県,日光市[三依],,32128
32132,,道場宿,どうじょうじゅく,栃木県,宇都宮市[清原],,32132
32133,,芳賀,はが,栃木県,芳賀町,,32133
32134,,市貝,いちかい,栃木県,市貝町,,32134
32135,,茂木,もてぎ,栃木県,茂木町[茂木],,32135
32136,,逆川,さかがわ,栃木県,茂木町[逆川],,32136
32137,,中川,なかがわ,栃木県,茂木町[中川],,32137
32141,,七井,なない,栃木県,益子町[七井],,32141
32142,,益子,ましこ,栃木県,益子町[益子],,32142
32143,,真岡,もおか,栃木県,真岡市[真岡],,32143
32144,,飯貝,いいがい,栃木県,真岡市[大内],,32144
32145,,久下田,くげた,栃木県,真岡市[二宮],,32145
32200,,鹿沼,かぬま,栃木県,鹿沼市[鹿沼],,32200
32201,,草久,くさぎゅう,栃木県,鹿沼市[西大芦],,32201
32202,,加園,かぞの,栃木県,鹿沼市[加蘇],,32202
32203,,粟野,あわの,栃木県,鹿沼市[粟野],,32203
32204,,粕尾,かすお,栃木県,鹿沼市[粕尾],,32204
32205,,楡木,にれぎ,栃木県,鹿沼市[南押原],,32205
32206,,金崎,かなさき,栃木県,栃木市[西方],,32206
32300,,小山,おやま,栃木県,小山市[小山],,32300/32308
32301,,延島,のぶしま,栃木県,小山市[絹]、下野市[吉田],,32301
32308,32300,,,栃木県,,,32308
32311,,藤岡,ふじおか,栃木県,栃木市[藤岡],,32311
32400,,大田原,おおたわら,栃木県,大田原市[大田原],,32400
32402,,黒羽,くろばね,栃木県,大田原市[黒羽],,32402
32404,,佐良土,さらど,栃木県,大田原市[湯津上],,32404
32405,,小川,おがわ,栃木県,那珂川町[小川],,32405
32406,,馬頭,ばとう,栃木県,那珂川町[馬頭],,32406
32500,,黒磯,くろいそ,栃木県,那須塩原市[黒磯]、那須町[高久甲],,32500
32501,,高林,たかばやし,栃木県,那須塩原市[高林],,32501
32503,,那須,なす,栃木県,那須町[高久乙],,32503
32600,,足利,あしかが,栃木県,足利市[足利],,32600/32608
32601,,足利西,あしかがにし,栃木県,足利市[坂西],,32601
32603,,福居,ふくい,栃木県,足利市[御厨],,32603
32608,32600,,,栃木県,,,32608
32700,,佐野,さの,栃木県,佐野市[佐野],,32700/32708
32701,,赤見,あかみ,栃木県,佐野市[赤見],,32701
32702,,飛駒,ひこま,栃木県,佐野市[飛駒],,32702
32703,,田沼,たぬま,栃木県,佐野市[田沼],,32703
32705,,葛生,くずう,栃木県,佐野市[葛生],,32705
32708,32700,,,栃木県,,,32708
32800,,栃木,とちぎ,栃木県,栃木市[栃木],,32800
32801,,吹上,ふきあげ,栃木県,栃木市[都賀・吹上],,32801
32802,,梅沢,うめざわ,栃木県,栃木市[寺尾]、鹿沼市[永野]、佐野市[仙波町(板東・松ヶ坂)],,32802
32901,,野木,のぎ,栃木県,野木町,,32901
32902,,間々田,ままだ,栃木県,小山市[間々田],,32902
32903,,部屋,へや,栃木県,栃木市[部屋],,32903
32904,,下野小金井,しもつけこがねい,栃木県,下野市[国分寺・薬師寺],,32904
32905,,石橋,いしばし,栃木県,下野市[石橋]、上三川町[明治],,32905
32906,,上三川,かみのかわ,栃木県,上三川町[上三川],,32906
32911,,河内,かわち,栃木県,宇都宮市[河内],,32911
32912,,高根沢,たかねざわ,栃木県,高根沢町,,32912
32913,,氏家,うじいえ,栃木県,さくら市[氏家],,32913
32914,,喜連川,きつれがわ,栃木県,さくら市[喜連川],,32914
32915,,片岡,かたおか,栃木県,矢板市[片岡],,32915
32921,,矢板,やいた,栃木県,矢板市[矢板],,32921
32922,,玉生,たまにゅう,栃木県,塩谷町[玉生],,32922
32923,,大宮,おおみや,栃木県,塩谷町[大宮],,32923
32924,,船生,ふにゅう,栃木県,塩谷町[船生],,32924
32925,,泉,いずみ,栃木県,矢板市[泉],,32925
32927,,西那須野,にしなすの,栃木県,那須塩原市[西那須野],,32927
32928,,関谷,せきや,栃木県,那須塩原市[箒根],,32928
32929,,塩原,しおばら,栃木県,那須塩原市[塩原],,32929
32931,,東那須野,ひがしなすの,栃木県,那須塩原市[東那須野],,32931
32932,,黒田原,くろだはら,栃木県,那須町[黒田原],,32932
32934,,伊王野,いおうの,栃木県,那須町[芦野・伊王野],,32934
32942,,富田,とみた,栃木県,足利市[富田],,32942
32943,,岩舟,いわふね,栃木県,栃木市[岩舟],,32943
32944,,大平,おおひら,栃木県,栃木市[大平],,32944
33000,,浦和,うらわ,埼玉県,さいたま浦和区、さいたま中央区[新都心],集配局なし,33000
33008,,大宮,おおみや,埼玉県,さいたま大宮区,,33008
33100,,大宮西,おおみやにし,埼玉県,さいたま西区、さいたま北区,,33100/33108
33108,33100,,,埼玉県,,,33108
33200,,川口,かわぐち,埼玉県,川口市[川口],,33200
33308,,川口北,かわぐちきた,埼玉県,川口市[北部],,33308
33400,,鳩ヶ谷,はとがや,埼玉県,川口市[鳩ヶ谷・安行],,33400
33500,,蕨,わらび,埼玉県,蕨市、戸田市,,33500
33600,,浦和南,うらわみなみ,埼玉県,さいたま南区、さいたま緑区,集配局名「さいたま中央」,33600/33609
33609,33600,,,埼玉県,,,33609
33700,,見沼,みぬま,埼玉県,さいたま見沼区,集配局名「美園」(33609に所在),33700
33800,,与野,よの,埼玉県,さいたま中央区[新都心を除く]、さいたま桜区,,33800/33808
33808,33800,,,埼玉県,,,33808
33900,,岩槻,いわつき,埼玉県,さいたま岩槻区,,33900
34000,,草加,そうか,埼玉県,草加市、八潮市,,34000/34008
34001,,幸手,さって,埼玉県,幸手市,,34001
34002,,鷲宮,わしのみや,埼玉県,久喜市[鷲宮],,34002
34008,34000,,,埼玉県,,,34008
34100,,三郷,みさと,埼玉県,三郷市,,34100
34200,,吉川,よしかわ,埼玉県,吉川市,,34200
34300,,新越谷,しんこしがや,埼玉県,越谷市,,34300/34308
34301,,松伏,まつぶし,埼玉県,松伏町,,34301
34308,34300,,,埼玉県,,,34308
34400,,春日部,かすかべ,埼玉県,春日部市[春日部],,34400
34401,,庄和,しょうわ,埼玉県,春日部市[庄和],,34401
34500,,杉戸,すぎと,埼玉県,杉戸町、宮代町,,34500/34508
34508,34500,,,埼玉県,,,34508
34600,,久喜,くき,埼玉県,久喜市[久喜],,34600
34601,,菖蒲,しょうぶ,埼玉県,久喜市[菖蒲],,34601
34700,,加須,かぞ,埼玉県,加須市[加須],,34700
34701,,騎西,きさい,埼玉県,加須市[騎西],,34701
34800,,羽生,はにゅう,埼玉県,羽生市,,34800
34901,,蓮田,はすだ,埼玉県,蓮田市,,34901
34902,,白岡,しらおか,埼玉県,白岡市,,34902
34911,,栗橋,くりはし,埼玉県,久喜市[栗橋]、加須市[大利根],,34911
34912,,北川辺,きたかわべ,埼玉県,加須市[北川辺]、栃木県栃木市[藤岡町下宮],,34912
35000,,川越,かわごえ,埼玉県,川越市[北東部],,35000/35008
35001,,川島,かわじま,埼玉県,川島町,,35001
35002,,坂戸,さかど,埼玉県,坂戸市、鶴ヶ島市,,35002/35022
35003,,鳩山,はとやま,埼玉県,鳩山町,,35003
35004,,越生,おごせ,埼玉県,越生町、毛呂山町,,35004
35008,35000,,,埼玉県,,,35008
35011,,川越西,かわごえにし,埼玉県,川越市[南西部],,35011
35012,,日高,ひだか,埼玉県,日高市,,35012
35013,,狭山,さやま,埼玉県,狭山市,,35013
35022,35002,,,埼玉県,,,35022
35100,,朝霞,あさか,埼玉県,朝霞市,,35100
35101,,和光,わこう,埼玉県,和光市,,35101
35200,,新座,にいざ,埼玉県,新座市,,35200
35300,,志木,しき,埼玉県,志木市,,35300
35400,,三芳,みよし,埼玉県,富士見市、三芳町,,35400
35500,,東松山,ひがしまつやま,埼玉県,東松山市、滑川町,,35500/35508
35501,,吉見,よしみ,埼玉県,吉見町,,35501
35502,,嵐山,らんざん,埼玉県,嵐山町,,35502
35503,,小川,おがわ,埼玉県,小川町、ときがわ町、東秩父村,,35503
35508,35500,,,埼玉県,,,35508
35600,,上福岡,かみふくおか,埼玉県,ふじみ野市,,35600
35700,,飯能,はんのう,埼玉県,飯能市[飯能],,35700
35701,,原市場,はらいちば,埼玉県,飯能市[原市場・名栗],,35701
35702,,吾野,あがの,埼玉県,飯能市[吾野],,35702
35800,,入間,いるま,埼玉県,入間市,,35800
35900,,所沢,ところざわ,埼玉県,所沢市[東部],,35900
35911,,所沢西,ところざわにし,埼玉県,所沢市[西部],,35911
36000,,熊谷,くまがや,埼玉県,熊谷市[熊谷],,36000/36008
36001,,吉岡,よしおか,埼玉県,熊谷市[江南・吉岡・市田],,36001
36002,,妻沼,めぬま,埼玉県,熊谷市[妻沼],,36002
36008,36000,,,埼玉県,,,36008
36100,,行田,ぎょうだ,埼玉県,行田市,,36100
36200,,上尾,あげお,埼玉県,上尾市、伊奈町,,36200/36208
36208,36200,,,埼玉県,,,36208
36300,,桶川,おけがわ,埼玉県,桶川市,,36300
36400,,北本,きたもと,埼玉県,北本市,,36400
36500,,鴻巣,こうのす,埼玉県,鴻巣市[鴻巣・川本],,36500
36600,,深谷,ふかや,埼玉県,深谷市[深谷],,36600/36608
36608,36600,,,埼玉県,,,36608
36700,,本庄,ほんじょう,埼玉県,本庄市[本庄],,36700
36701,,美里,みさと,埼玉県,美里町,,36701
36702,,児玉,こだま,埼玉県,本庄市[児玉]、神川町[神川],,36702
36703,,渡瀬,わたらせ,埼玉県,神川町[渡瀬・神泉],,36703
36800,,秩父,ちちぶ,埼玉県,秩父市[秩父]、横瀬町,,36800
36801,,小鹿野,おがの,埼玉県,小鹿野町[小鹿野],,36801
36802,,両神,りょうかみ,埼玉県,小鹿野町[両神],,36802
36901,,吹上,ふきあげ,埼玉県,鴻巣市[吹上]、熊谷市[吉見],,36901
36902,,岡部,おかべ,埼玉県,深谷市[岡部],,36902
36903,,上里,かみさと,埼玉県,上里町,,36903
36911,,川本,かわもと,埼玉県,深谷市[川本],,36911
36912,,寄居,よりい,埼玉県,寄居町、深谷市[花園],,36912
36913,,長瀞,ながとろ,埼玉県,長瀞町,,36913
36914,,皆野,みなの,埼玉県,皆野町[皆野],,36914
36915,,吉田,よしだ,埼玉県,秩父市[吉田(太田部を除く)],,36915
36916,,国神,くにがみ,埼玉県,皆野町[国神],,36916
36918,,影森,かげもり,埼玉県,秩父市[影森・荒川東部],,36918
36919,,荒川,あらかわ,埼玉県,秩父市[荒川西部・大滝],,36919
37000,,高崎,たかさき,群馬県,高崎市[高崎],,37000/37008
37001,,境,さかい,群馬県,伊勢崎市[境],,37001
37003,,木崎,きざき,群馬県,太田市[新田],,37003
37004,,尾島,おじま,群馬県,太田市[尾島],,37004
37005,,大泉,おおいずみ,群馬県,大泉町、千代田町[永楽],,37005
37006,,中野,なかの,群馬県,邑楽町,,37006
37007,,川俣,かわまた,群馬県,千代田町[富永]、明和町,,37007
37008,37000,,,群馬県,,,37008
37011,,玉村,たまむら,群馬県,玉村町,,37011
37012,,倉賀野,くらがの,群馬県,高崎市[倉賀野],,37012
37013,,新町,しんまち,群馬県,高崎市[新町],,37013
37014,,鬼石,おにし,群馬県,藤岡市[鬼石],,37014
37015,,万場,まんば,群馬県,神流町[万場]、埼玉県秩父市[吉田町太田部],,37015
37016,,中里,なかざと,群馬県,神流町[中里]、上野村,,37016
37021,,吉井,よしい,群馬県,高崎市[吉井],,37021
37022,,小幡,おばた,群馬県,甘楽町,,37022
37023,,富岡,とみおか,群馬県,富岡市[富岡],,37023
37024,,一ノ宮,いちのみや,群馬県,富岡市[一ノ宮・妙義高田],,37024
37026,,下仁田,しもにた,群馬県,下仁田町,,37026
37028,,磐戸,いわと,群馬県,南牧村,,37028
37031,,箕輪,みのわ,群馬県,高崎市[箕郷],,37031
37033,,室田,むろた,群馬県,高崎市[榛名]、東吾妻町[榛名湖畔],,37033
37034,,倉渕,くらぶち,群馬県,高崎市[倉渕],,37034
37035,,群馬,ぐんま,群馬県,高崎市[群馬]、前橋市[清里]、榛東村,,37035
37036,,吉岡,よしおか,群馬県,吉岡町,,37036
37100,,前橋中央,まえばしちゅうおう,群馬県,前橋市[前橋],,37100/37108
37101,,富士見,ふじみ,群馬県,前橋市[富士見・芳賀],,37101
37102,,大胡,おおご,群馬県,前橋市[大胡・宮城・粕川],,37102
37108,37100,,,群馬県,,,37108
37200,,伊勢崎,いせさき,群馬県,伊勢崎市[伊勢崎],,37200/37208
37208,37200,,,群馬県,,,37208
37300,,太田,おおた,群馬県,太田市[太田],,37300/37308
37308,37300,,,群馬県,,,37308
37400,,館林,たてばやし,群馬県,館林市,,37400
37401,,板倉,いたくら,群馬県,板倉町,,37401
37500,,藤岡,ふじおか,群馬県,藤岡市[藤岡],,37500
37600,,桐生,きりゅう,群馬県,桐生市[桐生],,37600
37601,,大間々,おおまま,群馬県,みどり市[大間々]、桐生市[新里・黒保根],,37601
37603,,花輪,はなわ,群馬県,みどり市[東],,37603
37606,,梅田,うめだ,群馬県,桐生市[梅田],,37606
37700,,渋川,しぶかわ,群馬県,渋川市[渋川・北橘],,37700
37701,,伊香保,いかほ,群馬県,渋川市[伊香保],,37701
37702,,子持,こもち,群馬県,渋川市[子持],,37702
37703,,箱島,はこしま,群馬県,渋川市[小野上]、東吾妻町[東],,37703
37704,,中之条,なかのじょう,群馬県,中之条町[中之条],,37704
37705,,沢渡,さわたり,群馬県,中之条町[沢渡],,37705
37706,,四万,しま,群馬県,中之条町[四万],,37706
37707,,高山,たかやま,群馬県,高山村,,37707
37708,,原町,はらまち,群馬県,東吾妻町[原町],,37708
37709,,大戸,おおど,群馬県,東吾妻町[坂上],,37709
37713,,長野原,ながのはら,群馬県,長野原町[長野原]、中之条町[日影],,37713
37714,,応桑,おうくわ,群馬県,長野原町[応桑]、嬬恋村[鎌原],,37714
37715,,三原,みはら,群馬県,嬬恋村[三原],,37715
37716,,大笹,おおざさ,群馬県,嬬恋村[大笹],,37716
37717,,草津,くさつ,群馬県,草津町、中之条町[六合],,37717
37800,,沼田,ぬまた,群馬県,沼田市[沼田],,37800
37801,,川場,かわば,群馬県,川場村、沼田市[白沢],,37801
37803,,追貝,おっかい,群馬県,沼田市[利根],,37803
37804,,片品,かたしな,群馬県,片品村,,37804
37901,,安中,あんなか,群馬県,安中市[安中],,37901
37902,,松井田,まついだ,群馬県,安中市[松井田]、富岡市[妙義],,37902
37903,,横川,よこかわ,群馬県,安中市[横川・坂本],,37903
37911,,赤城,あかぎ,群馬県,渋川市[赤城],,37911
37912,,久呂保,くろほ,群馬県,昭和村,,37912
37913,,月夜野,つきよの,群馬県,みなかみ町[月夜野],,37913
37914,,布施,ふせ,群馬県,みなかみ町[新治],,37914
37916,,水上,みなかみ,群馬県,みなかみ町[水上],,37916
37917,,湯檜曽,ゆびそ,群馬県,みなかみ町[湯檜曽],,37917
37921,,前橋東,まえばしひがし,群馬県,前橋市[南東部],,37921
37922,,国定,くにさだ,群馬県,伊勢崎市[赤堀・東],,37922
37923,,藪塚本町,やぶづかほんまち,群馬県,太田市[藪塚本町]、みどり市[笠懸],,37923
38008,,長野中央,ながのちゅうおう,長野県,長野市[長野],,38008/38009
38009,38008,,,長野県,,,38009
38100,,長野東,ながのひがし,長野県,長野市[東部],,38100
38101,,若穂,わかほ,長野県,長野市[若穂],,38101
38102,,小布施,おぶせ,長野県,小布施町,,38102
38104,,湯田中,ゆだなか,長野県,山ノ内町,,38104
38112,,松代,まつしろ,長野県,長野市[松代],,38112
38122,,長野南,ながのみなみ,長野県,長野市[川中島],,38122
38123,,信更,しんこう,長野県,長野市[信更],,38123
38124,,信州新町,しんしゅうしんまち,長野県,長野市[信州新町],,38124
38127,,大岡,おおおか,長野県,長野市[大岡],,38127
38131,,七二会,なにあい,長野県,長野市[七二会],,38131
38132,,中条,なかじょう,長野県,長野市[中条],,38132
38133,,高府,たかふ,長野県,小川村,,38133
38141,,戸隠,とがくし,長野県,長野市[戸隠],,38141
38143,,鬼無里,きなさ,長野県,長野市[鬼無里],,38143
38200,,須坂,すざか,長野県,須坂市[峰の原高原を除く]、高山村,,38200/38208
38208,38200,,,長野県,,,38208
38300,,信州中野,しんしゅうなかの,長野県,中野市[中野(田上牧の入を除く)],,38300
38400,,小諸,こもろ,長野県,小諸市、群馬県嬬恋村[高峰],,38400
38403,,臼田,うすだ,長野県,佐久市[臼田],,38403
38404,,田口,たぐち,長野県,佐久市[田口],,38404
38405,,海瀬,かいぜ,長野県,佐久穂町[海瀬・大日向],,38405
38406,,高野町,たかのまち,長野県,佐久市[青沼]、佐久穂町[高野町],,38406
38407,,八千穂,やちほ,長野県,佐久穂町[八千穂],,38407
38411,,小海,こうみ,長野県,小海町,,38411
38412,,南相木,みなみあいき,長野県,北相木村、南相木村,,38412
38413,,海ノ口,うみのくち,長野県,南牧村,,38413
38414,,川上,かわかみ,長野県,川上村,,38414
38421,,浅科,あさしな,長野県,佐久市[浅科],,38421
38422,,望月,もちづき,長野県,佐久市[望月]、立科町[茂田井],,38422
38423,,立科,たてしな,長野県,立科町[茂田井・白樺湖を除く],,38423
38500,,佐久,さく,長野県,佐久市[佐久],,38500
38600,,上田,うえだ,長野県,上田市[上田],,38600
38601,,大屋,おおや,長野県,上田市[大屋・豊里],,38601
38603,,西内,にしうち,長野県,上田市[西内],,38603
38604,,丸子,まるこ,長野県,上田市[丸子],,38604
38605,,武石,たけし,長野県,上田市[武石],,38605
38606,,長門,ながと,長野県,長和町[長門],,38606
38607,,小県和田,ちいさがたわだ,長野県,長和町[和田],,38607
38611,,川辺,かわべ,長野県,上田市[泉田・川辺],,38611
38612,,東塩田,ひがししおだ,長野県,上田市[東塩田],,38612
38613,,塩田,しおだ,長野県,上田市[中塩田],,38613
38614,,別所,べっしょ,長野県,上田市[別所・西塩田],,38614
38615,,浦里,うらさと,長野県,上田市[浦里・室賀],,38615
38616,,青木,あおき,長野県,青木村,,38616
38622,,真田,さなだ,長野県,上田市[真田]、須坂市[峰の原高原],,38622
38700,,千曲,ちくま,長野県,千曲市[更埴],,38700
38880,,篠ノ井,しののい,長野県,長野市[篠ノ井],,38880
38901,,軽井沢,かるいざわ,長野県,軽井沢町、群馬県安中市[峠],,38901
38902,,御代田,みよた,長野県,御代田町,,38902
38904,,北御牧,きたみまき,長野県,東御市[北御牧],,38904
38905,,東御,とうみ,長野県,東御市[東部町],,38905
38906,,坂城,さかき,長野県,坂城町,,38906
38908,,戸倉,とぐら,長野県,千曲市[戸倉・上山田],,38908
38911,,豊野,とよの,長野県,長野市[豊野],,38911
38912,,牟礼,むれ,長野県,飯綱町,,38912
38913,,信濃町,しなのまち,長野県,信濃町,,38913
38921,,豊井,とよい,長野県,中野市[豊田],,38921
38922,,飯山,いいやま,長野県,飯山市[南部]、新潟県妙高市[斑尾高原],,38922
38923,,木島平,きじまだいら,長野県,木島平村、飯山市[瑞穂]、中野市[田上牧の入],,38923
38924,,常盤,ときわ,長野県,飯山市[中部],,38924
38925,,野沢温泉,のざわおんせん,長野県,野沢温泉村[豊郷],,38925
38926,,桑名川,くわながわ,長野県,野沢温泉村[市川]、飯山市[岡山],,38926
38927,,平滝,ひらたき,長野県,栄村[秋山郷を除く],,38927
39002,,里山辺,さとやまべ,長野県,松本市[里山辺・入山辺],,39002
39003,,浅間温泉,あさまおんせん,長野県,松本市[本郷],,39003
39008,,松本,まつもと,長野県,松本市[松本],,39008
39011,,今井,いまい,長野県,松本市[今井]、朝日村,,39011
39012,,和田町,わだまち,長野県,松本市[和田・新村・神林],,39012
39013,,山形,やまがた,長野県,山形村,,39013
39014,,波田,はた,長野県,松本市[波田],,39014
39015,,島々,しましま,長野県,松本市[安曇],,39015
39016,,奈川,ながわ,長野県,松本市[奈川],,39016
39017,,梓川,あずさがわ,長野県,松本市[梓川],,39017
39100,,茅野,ちの,長野県,茅野市[茅野]、富士見町[入笠湖],,39100
39101,,原,はら,長野県,原村,,39101
39102,,豊平,とよひら,長野県,茅野市[豊平・湖東・泉野・米沢],,39102
39103,,北山,きたやま,長野県,茅野市[北山]、立科町[白樺湖],,39103
39200,,諏訪,すわ,長野県,諏訪市[湖南を除く],,39200
39201,,湖南,こなみ,長野県,諏訪市[湖南],,39201
39300,,下諏訪,しもすわ,長野県,下諏訪町,,39300
39400,,岡谷,おかや,長野県,岡谷市,,39400
39500,,飯田,いいだ,長野県,飯田市[飯田・上郷・座光寺・鼎・松尾],,39500/39508
39501,,伊賀良,いがら,長野県,飯田市[伊賀良],,39501
39502,,山本,やまもと,長野県,飯田市[山本],,39502
39503,,阿智,あち,長野県,阿智村[阿智],,39503
39504,,清内路,せいないじ,長野県,阿智村[清内路],,39504
39505,,浪合,なみあい,長野県,阿智村[浪合],,39505
39506,,平谷,ひらや,長野県,平谷村,,39506
39507,,根羽,ねば,長野県,根羽村,,39507
39508,39500,,,長野県,,,39508
39511,,喬木,たかぎ,長野県,喬木村,,39511
39600,,伊那,いな,長野県,伊那市[伊那・手良],,39600
39601,,美篶,みすず,長野県,伊那市[美篶],,39601
39602,,高遠,たかとお,長野県,伊那市[高遠・河南],,39602
39603,,長藤,おさふじ,長野県,伊那市[長藤],,39603
39604,,美和,みわ,長野県,伊那市[長谷],,39604
39606,,富県,とみがた,長野県,伊那市[富県],,39606
39700,,木曽福島,きそふくしま,長野県,木曽町[福島],,39700
39701,,三岳,みたけ,長野県,木曽町[三岳],,39701
39702,,王滝,おうたき,長野県,王滝村,,39702
39703,,開田,かいだ,長野県,木曽町[開田],,39703
39800,,大町,おおまち,長野県,大町市[大町],,39800
39900,,松本南,まつもとみなみ,長野県,松本市[平田・村井・寿・笹賀]、塩尻市[崖の湯],,39900
39901,,境,さかい,長野県,富士見町[境],,39901
39902,,富士見,ふじみ,長野県,富士見町[富士見],,39902
39904,,辰野,たつの,長野県,辰野町[辰野],,39904
39905,,川島,かわしま,長野県,辰野町[川島],,39905
39906,,小野,おの,長野県,辰野町[小野]、塩尻市[筑摩地],,39906
39907,,塩尻,しおじり,長野県,塩尻市[塩尻],,39907
39912,,平岡,ひらおか,長野県,天龍村、飯田市[南信濃万古],,39912
39913,,遠山,とおやま,長野県,飯田市[南信濃遠山],,39913
39914,,上村,かみむら,長野県,飯田市[南信濃木沢・上村],,39914
39915,,阿南町,あなんちょう,長野県,阿南町[阿南],,39915
39916,,旦開,あさげ,長野県,阿南町[和合・旦開]、売木村,,39916
39918,,泰阜,やすおか,長野県,泰阜村,,39918
39921,,下条,しもじょう,長野県,下條村,,39921
39922,,龍江,たつえ,長野県,飯田市[龍江・千代],,39922
39924,,天竜峡,てんりゅうきょう,長野県,飯田市[川路・三穂],,39924
39925,,竜丘,たつおか,長野県,飯田市[竜丘],,39925
39926,,下久堅,しもひさかた,長野県,飯田市[久堅],,39926
39931,,市田,いちだ,長野県,高森町,,39931
39932,,豊丘,とよおか,長野県,豊丘村[間沢川上流を除く],,39932
39933,,大島,おおしま,長野県,松川町、豊丘村[間沢川上流],,39933
39935,,大鹿,おおしか,長野県,大鹿村,,39935
39937,,飯島,いいじま,長野県,飯島町,,39937
39938,,中川,なかがわ,長野県,中川村,,39938
39941,,駒ヶ根,こまがね,長野県,駒ヶ根市[赤穂],,39941
39942,,中沢,なかざわ,長野県,駒ヶ根市[中沢],,39942
