CODE,POPULATION,AREA,OFFICE,WORKER,O_PRIVATE,O_1ST,O_2ND,O_3RD,W_PRIVATE,W_1ST,W_2ND,W_3RD,ADD_VALUE,SALES_EST,SALES_AGRI,SALES_MINI,SALES_CONS,SALES_MANU,SALES_SUPP,SALES_INFO,SALES_TRAN,SALES_SALE,SALES_FINA,SALES_REAL,SALES_RESE,SALES_ACCO,SALES_LIVI,SALES_EDUC,SALES_MEDI,SALES_COMP,SALES_OSERV,MANU_OFFICE,MANU_WORKER,MANU_SHIP,MANU_ADD,SHIP_FOOD,SHIP_TEXT,SHIP_WOOD,SHIP_PAPE,SHIP_CHEM,SHIP_PETR,SHIP_LEAT,SHIP_META,SHIP_MACH,SHIP_ELEC,SHIP_VEHI,SHIP_OMANU,SL_OFFICE,SL_WORKER,SL_SALES,WH_OFFICE,WH_WORKER,WH_SALES,RE_OFFICE,RE_WORKER,RE_SALES,RE_AREA
dummy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20208,42512,98.55,2064,17919,2022,22,480,1520,17919,274,5215,12430,79718,367727,3968,X,16072,145780,X,720,10267,96447,40570,1854,2439,5493,12934,987,18608,2838,8378,118,3641,14116837,4385273,825368,0,146705,90636,0,603186,0,696597,2264178,8439095,656670,0,386,3353,88835,99,840,48848,287,2513,39986,44318
20209,68271,667.93,3451,28422,3401,67,720,2614,28422,799,8178,19445,127996,567743,2773,535,41390,168838,2247,2564,11404,161326,68470,4287,9172,10494,34486,2474,20297,6810,20178,169,5639,15257884,6319484,2769017,0,1038373,522504,0,468388,115056,640164,5521092,1431246,1881501,30275,681,4485,120516,112,771,46411,569,3714,74105,107048
20210,32759,165.86,1798,16513,1772,23,370,1379,16513,444,6167,9902,77686,312232,6065,0,40343,136817,100,1331,4895,65964,12311,2260,3457,8780,6655,3881,12615,1922,4835,105,4692,13211491,5573732,652504,0,738010,0,89601,927518,79584,1201354,2119233,956331,2789021,381038,368,2609,59306,59,398,17843,309,2211,41463,63907
20211,43909,112.18,2085,18204,2058,95,464,1499,18204,1388,5849,10967,75221,310637,21389,X,22467,102711,0,X,4622,87900,13017,2535,1329,4637,16933,1146,19036,6141,6321,107,4330,9973509,4150216,1755562,0,33196,128706,0,493900,0,257311,1725027,4479635,0,803955,487,3206,77202,87,632,25406,400,2574,51795,77566
20212,28041,565.15,1593,12263,1564,23,332,1209,12263,457,3911,7895,51790,194859,1303,X,30045,74685,270,X,4770,45525,7889,1874,3033,7613,5862,872,4996,2775,3069,56,2278,7393688,2678551,769490,0,0,0,0,0,2329672,1179675,98398,1650832,0,0,276,1665,34916,39,175,8261,237,1490,26655,44958
20213,21438,202.43,1221,8337,1203,30,233,940,8337,366,2200,5771,29796,125295,2934,0,20901,34412,X,X,4356,40138,4668,407,666,3582,2237,370,8517,842,1075,31,962,3328071,924640,108640,0,20854,0,0,0,50242,0,0,0,0,34686,259,1447,34054,36,241,11835,223,1206,22218,33250
20214,55912,266.59,3045,25020,2985,22,780,2183,25020,103,10335,14582,95731,447916,610,0,31653,209837,211,664,7378,109301,12682,8872,2945,23568,17520,3495,9119,3030,7029,231,8120,20485832,8392407,1465291,0,301013,39781,301941,1169402,0,4745093,4205977,6150580,1321223,221500,472,2961,83513,97,503,30893,375,2458,52620,62161
20215,67135,289.98,2876,29993,2852,19,675,2158,29993,123,12472,17398,113445,1135139,820,X,38382,782082,X,3957,21854,164655,13554,6296,2022,10710,54192,5746,17260,2397,10976,189,10883,75226856,22063697,822514,0,160923,2237727,0,817507,854147,1134289,1221063,59231865,226505,4910715,596,4211,153261,125,1025,84477,471,3186,68783,82025
20217,99368,423.51,4788,40327,4730,35,1091,3604,40327,564,12294,27469,157953,690438,3701,X,64285,208827,X,2975,29410,209451,36042,8479,8640,15879,29246,4362,51043,6020,8291,285,8330,19336299,8686092,4543880,0,155989,1313504,757846,1014520,155046,621167,5140107,3103898,2231036,195159,957,6630,194309,172,1290,82162,785,5340,112147,142899
20218,60298,119.79,2708,23336,2692,31,652,2009,23336,441,8689,14206,97169,427360,2851,X,25411,193191,X,722,12268,116906,14008,3078,2209,11002,14272,1414,18903,3362,7642,214,6754,18718612,7278644,3558606,97379,0,95477,0,498024,87305,1468249,7884005,3178897,975074,27384,518,3495,100777,119,869,49379,399,2626,51399,69417
20219,30107,112.37,1313,12778,1272,24,397,851,12778,293,5743,6742,53888,246213,2472,0,13612,128012,X,X,17808,60251,2453,1172,1423,2582,4020,433,6163,1886,3721,105,3398,11941942,4214239,664413,0,24014,0,0,726940,186819,929201,644524,5095184,1453363,1267190,236,1773,56530,61,415,25575,175,1358,30954,29233
20220,95282,331.78,3816,36812,3763,50,816,2897,36812,577,12670,23565,160228,852158,3598,X,33477,457595,X,1284,16983,191813,16251,6634,17217,17001,33631,1145,39918,5749,9115,213,10825,45121128,13046725,6451706,43097,0,811782,0,1573554,206632,585157,22225419,9985804,2587322,67683,746,6208,178566,116,1213,84780,630,4995,93786,133304
20303,4713,114.2,295,1854,293,4,81,208,1854,58,495,1301,6157,28528,638,0,8904,1989,X,X,391,9293,X,133,178,1504,932,17,2534,223,551,14,142,176003,77442,-,-,-,-,-,-,-,-,-,-,-,-,62,351,8115,6,54,2819,56,297,5296,4633
20304,4607,209.61,174,927,171,12,38,121,927,99,148,680,4017,15857,1417,X,1634,214,X,0,1738,9166,X,X,X,582,48,12,241,440,256,2,8,X,X,-,-,-,-,-,-,-,-,-,-,-,-,39,219,7943,9,50,1731,30,169,6212,2851
20305,3408,133.09,144,1317,144,10,16,118,1317,183,138,996,4980,31561,1170,0,X,10238,0,0,941,13130,X,772,445,2133,14,236,736,350,75,2,87,X,X,-,-,-,-,-,-,-,-,-,-,-,-,22,171,8967,4,13,270,18,158,8697,2411
20306,1005,66.05,46,136,46,1,19,26,136,3,47,86,346,1492,-,X,379,25,0,0,X,706,0,X,X,65,125,0,X,X,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,102,0,0,0,5,9,102,X
20307,774,56.32,24,83,24,0,14,10,83,0,60,23,280,1398,-,0,410,115,0,0,0,101,X,0,0,X,X,0,-,X,X,2,14,X,X,-,-,-,-,-,-,-,-,-,-,-,-,4,8,91,0,0,0,4,8,91,0
20309,11186,188.15,505,2675,500,8,188,304,2675,84,1225,1366,8527,28973,1018,X,6450,7965,0,X,70,7077,X,540,755,600,656,8,2022,656,385,35,537,662923,335104,-,-,-,-,-,-,-,-,-,-,-,-,87,385,6632,11,48,1121,76,337,5511,7270
20321,18994,156.03,1721,12849,1643,8,160,1475,12849,101,985,11763,58230,191305,815,0,16793,4914,X,X,3677,66075,1839,15045,1053,59350,10418,698,3433,976,5986,15,155,459254,183826,-,-,-,-,-,-,-,-,-,-,-,-,409,2244,59620,23,130,4258,386,2114,55363,50725
20323,15184,58.79,583,5976,557,8,129,420,5976,110,3214,2652,33740,128820,1202,0,5250,87660,0,111,1568,22021,894,333,665,1569,1648,23,3383,1558,937,30,2838,8692571,1896802,-,-,-,-,-,-,-,-,-,-,-,-,89,603,17287,17,137,8017,72,466,9271,13918
20324,7265,66.87,377,3058,371,11,96,264,3058,128,963,1967,11489,35383,667,0,6478,8489,0,182,850,6454,385,366,2324,6617,420,127,1316,457,252,19,540,685958,359984,-,-,-,-,-,-,-,-,-,-,-,-,59,308,5601,10,55,1425,49,253,4176,4343
20349,4343,57.1,181,1132,180,5,72,103,1132,39,534,559,3927,13973,145,0,813,8535,0,X,1591,1732,X,6,99,166,40,40,691,X,40,20,329,723600,197023,-,-,-,-,-,-,-,-,-,-,-,-,24,73,1484,0,0,0,24,73,1484,1061
20350,6166,183.86,371,1931,367,10,115,242,1931,124,716,1091,4505,18490,1195,0,3144,5722,0,X,1489,3452,5,304,22,1079,318,6,861,X,214,26,378,521878,228415,-,-,-,-,-,-,-,-,-,-,-,-,53,197,3283,6,26,593,47,171,2689,1658
20361,20236,66.87,1056,8414,1037,0,288,749,8414,0,2630,5784,38819,102256,-,0,9832,26681,X,590,X,39343,2286,3010,1479,4655,2849,535,6635,536,2941,81,1772,2417570,1045226,-,-,-,-,-,-,-,-,-,-,-,-,216,1228,37197,46,266,17112,170,962,20085,22293
20362,14493,144.76,683,7570,672,17,212,443,7570,251,3775,3544,24857,104697,1219,X,5712,64307,0,159,824,16169,X,330,218,1799,1824,573,8409,1079,1006,65,3294,6262800,3394088,-,-,-,-,-,-,-,-,-,-,-,-,94,541,11893,21,93,2603,73,448,9290,11457
20363,7566,43.26,400,2004,395,9,134,252,2004,51,674,1279,6168,22123,442,0,4577,4425,0,X,961,7522,X,265,174,810,54,147,1395,334,786,21,274,405574,209852,-,-,-,-,-,-,-,-,-,-,-,-,37,165,3074,7,28,857,30,137,2217,1945
20382,19770,169.2,865,7640,863,3,295,565,7640,18,4315,3307,35017,147564,153,0,6809,89528,X,X,1152,32928,4017,150,844,1521,2434,768,3453,811,2334,93,3641,8722487,2918603,-,-,-,-,-,-,-,-,-,-,-,-,160,864,29180,24,121,16929,136,743,12251,14170
20383,25241,85.91,1081,11665,1068,8,395,665,11665,58,6066,5541,51916,260141,1149,0,9030,170201,0,X,13667,38916,4174,489,836,2720,9690,201,5994,X,2258,149,4846,16264424,6058387,-,-,-,-,-,-,-,-,-,-,-,-,192,1408,33293,27,168,6360,165,1240,26933,43221
20384,9530,86.96,432,3499,425,15,143,267,3499,227,1917,1355,12725,66012,1349,X,3278,49301,0,X,808,5562,554,307,307,644,248,21,1721,625,1121,44,1555,4898514,1584049,-,-,-,-,-,-,-,-,-,-,-,-,56,269,5011,7,35,1337,49,234,3674,4451
20385,15063,40.99,579,6324,572,7,176,389,6324,86,2478,3760,31774,165195,405,0,4569,91053,0,902,11692,39605,X,1120,1196,1190,4424,1457,3059,X,2237,56,2029,8982515,5605436,-,-,-,-,-,-,-,-,-,-,-,-,109,988,36363,40,304,20492,69,684,15871,11916
20386,4850,77.05,186,1323,186,11,68,107,1323,187,548,588,2876,11874,1204,X,2307,3690,X,X,14,2460,X,292,30,365,49,X,693,425,60,15,275,349960,134266,-,-,-,-,-,-,-,-,-,-,-,-,31,128,2343,4,10,86,27,118,2257,1881
20388,8821,54.5,411,4143,407,4,138,265,4143,72,2437,1634,19084,88653,719,0,2859,62749,0,X,972,15482,548,139,339,789,204,9,2689,X,749,49,2106,4452268,2520489,-,-,-,-,-,-,-,-,-,-,-,-,72,393,13037,10,104,8185,62,289,4852,4739
20402,13167,72.79,587,4776,578,6,194,378,4776,76,2451,2249,18763,62585,721,0,6009,31045,X,X,1759,13630,1234,296,207,717,597,49,4047,556,1528,60,1797,3047626,1382155,-,-,-,-,-,-,-,-,-,-,-,-,110,606,12119,19,103,3785,91,503,8335,7216
20403,13080,45.36,509,4733,498,6,138,354,4733,42,1791,2900,17546,82440,936,0,9205,21645,0,X,1451,32770,4140,969,251,887,3797,249,4818,X,697,42,1164,2136921,878140,-,-,-,-,-,-,-,-,-,-,-,-,95,757,28781,10,208,14523,85,549,14258,26375
20404,4962,123.07,254,1610,254,7,90,157,1610,44,584,982,5662,16831,219,110,2372,4181,X,0,X,4166,X,X,34,121,215,12,3984,522,409,8,322,398913,126145,-,-,-,-,-,-,-,-,-,-,-,-,57,237,3721,6,23,623,51,214,3099,2090
20407,6538,214.43,437,3348,435,7,122,306,3348,55,1181,2112,10781,38809,328,0,3802,16305,0,0,890,5214,528,35,15,6826,725,44,1881,555,1662,20,666,1563326,868320,-,-,-,-,-,-,-,-,-,-,-,-,77,307,4974,5,15,238,72,292,4735,3570
20409,484,77.37,45,204,45,2,7,36,204,9,29,166,353,1170,X,0,170,X,0,0,X,186,0,X,X,87,529,0,X,X,29,1,6,0,0,-,-,-,-,-,-,-,-,-,-,-,-,5,8,75,1,1,X,4,7,X,X
20410,970,89.97,68,401,68,3,16,49,401,46,158,197,862,3491,200,0,1134,1272,0,0,X,483,0,X,X,47,9,0,259,X,35,4,104,126348,49335,-,-,-,-,-,-,-,-,-,-,-,-,16,55,447,1,3,X,15,52,X,528
20411,3851,38.12,162,1142,160,4,55,101,1142,37,583,522,5503,22945,366,X,1577,16103,X,X,16,2824,0,170,29,330,308,14,775,225,101,11,474,1606446,596365,-,-,-,-,-,-,-,-,-,-,-,-,33,134,1985,3,10,127,30,124,1858,1648
20412,575,43.43,46,182,46,3,5,38,182,17,24,141,393,1052,50,0,X,346,0,X,0,96,0,0,0,356,11,X,57,X,22,2,20,X,X,-,-,-,-,-,-,-,-,-,-,-,-,9,17,82,1,1,X,8,16,X,0
20413,1365,109.44,83,444,83,3,22,58,444,49,135,260,2050,2878,246,X,1324,X,X,0,X,260,X,X,X,94,14,0,474,49,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,52,291,0,0,0,20,52,291,117
20414,1702,64.59,90,451,88,4,26,58,451,27,163,261,1428,3761,90,X,502,1619,0,0,433,385,X,X,X,97,13,X,420,X,25,3,91,X,X,-,-,-,-,-,-,-,-,-,-,-,-,21,51,321,1,1,X,20,50,X,230
20415,6310,66.61,299,1821,299,6,109,184,1821,72,768,981,5686,18234,312,0,2353,6521,0,X,X,4809,X,125,58,438,241,449,1207,286,628,17,484,603539,265461,-,-,-,-,-,-,-,-,-,-,-,-,51,233,4456,12,86,2043,39,147,2412,1022
20416,6592,76.79,240,2115,240,7,93,140,2115,101,1103,911,13381,34036,795,0,3293,19285,X,X,X,6222,361,589,116,158,47,3,1550,648,528,25,923,1902319,725665,-,-,-,-,-,-,-,-,-,-,-,-,40,245,5682,10,56,3005,30,189,2677,3948
20417,1023,248.28,76,358,76,1,17,58,358,11,150,197,949,3826,X,0,1976,691,0,0,X,413,0,0,X,203,X,0,57,X,27,4,36,60183,35690,-,-,-,-,-,-,-,-,-,-,-,-,16,43,357,1,7,X,15,36,X,295
20422,4670,168.42,318,2207,314,5,83,226,2207,87,752,1368,11017,27969,1105,X,3171,12714,X,0,1000,6603,X,166,43,542,194,6,1431,211,272,14,485,1212453,414022,-,-,-,-,-,-,-,-,-,-,-,-,76,257,5243,10,34,2454,66,223,2789,1977
20423,4313,215.93,321,1784,318,2,113,203,1784,42,791,951,5585,20761,X,X,3397,7212,X,0,878,2620,X,57,24,1649,60,6,434,407,99,33,544,660969,345076,-,-,-,-,-,-,-,-,-,-,-,-,69,226,2370,6,15,208,63,211,2163,1130
20425,2926,140.5,227,943,226,5,77,144,943,31,348,564,2967,11710,42,0,3565,1434,0,X,1090,1419,0,11,X,286,50,35,132,359,3280,8,92,128228,84185,-,-,-,-,-,-,-,-,-,-,-,-,44,126,1372,7,17,218,37,109,1153,599
20429,839,310.82,69,338,68,4,11,53,338,52,72,214,1246,5780,523,X,105,577,X,0,X,299,0,0,0,225,469,0,X,X,X,2,46,X,X,-,-,-,-,-,-,-,-,-,-,-,-,14,25,299,1,1,X,13,24,X,326
20430,3825,234.47,217,1818,217,7,72,138,1818,123,959,736,5733,46206,612,X,3554,31833,X,0,147,3132,X,X,28,166,52,4,348,316,96,22,781,3170862,688575,-,-,-,-,-,-,-,-,-,-,-,-,42,181,2611,3,14,647,39,167,1964,3279
20432,11826,476.03,863,5724,858,14,173,671,5724,125,1165,4434,22472,73188,911,X,10863,8346,X,1828,6980,16817,3468,638,457,2469,2783,177,7052,2542,1558,33,526,800785,408716,-,-,-,-,-,-,-,-,-,-,-,-,165,938,14706,16,53,2774,149,885,11933,11233
20446,2788,34.38,133,762,132,0,36,96,762,0,231,531,2197,8104,-,0,943,1816,0,0,X,1575,X,36,X,64,273,7,464,2659,51,7,114,173983,38253,-,-,-,-,-,-,-,-,-,-,-,-,24,89,1009,1,1,X,23,88,X,691
20448,1843,39.05,91,374,89,0,37,52,374,0,163,211,1090,3844,-,X,1980,890,0,0,X,175,0,X,X,20,11,0,163,141,308,3,39,67175,26515,-,-,-,-,-,-,-,-,-,-,-,-,14,56,164,2,4,X,12,52,X,259
20450,8395,24.98,304,2966,299,3,83,213,2966,22,512,2432,11455,55606,98,0,2476,5364,X,X,10426,25716,X,184,113,909,4244,65,968,4082,542,15,292,515297,181332,-,-,-,-,-,-,-,-,-,-,-,-,62,989,24652,11,215,11001,51,774,13651,32206
20451,4462,70.62,128,1224,127,2,44,81,1224,26,439,759,4795,203872,X,0,250,8924,X,0,2019,3456,0,X,169,112,9,2,718,X,32,10,213,870512,476983,-,-,-,-,-,-,-,-,-,-,-,-,17,81,1904,8,62,1681,9,19,224,X
20452,4730,99.47,176,915,174,4,53,117,915,57,281,577,2339,8236,825,0,2092,1760,0,0,167,2212,0,X,X,275,25,X,529,251,90,6,114,164361,90732,-,-,-,-,-,-,-,-,-,-,-,-,52,179,2068,10,24,405,42,155,1664,2318
20481,9926,40.16,428,3563,425,5,133,287,3563,39,1086,2438,11739,45346,109,X,2765,20700,0,X,466,10173,X,106,192,330,277,35,8758,295,507,28,737,2052741,803700,-,-,-,-,-,-,-,-,-,-,-,-,79,418,4717,2,3,X,77,415,X,8565
20482,9948,47.07,364,2349,358,4,121,233,2349,40,849,1460,8180,30929,146,X,1704,9273,X,0,X,8126,2637,53,209,500,3157,278,2362,244,2111,25,591,899647,460793,-,-,-,-,-,-,-,-,-,-,-,-,71,383,7804,11,53,1037,60,330,6767,6845
20485,8929,189.36,1137,5401,1117,7,94,1016,5401,80,598,4723,14655,45052,538,0,7185,2407,X,146,4781,9465,X,1343,205,12171,1633,399,1873,1427,611,8,146,233473,94734,-,-,-,-,-,-,-,-,-,-,-,-,94,521,8789,9,27,386,85,494,8403,12615
20486,2904,267.91,305,1540,300,0,42,258,1540,0,343,1197,5558,18250,-,0,6192,1520,0,0,1768,1806,X,X,22,5502,194,75,216,568,281,3,51,135066,81750,-,-,-,-,-,-,-,-,-,-,-,-,31,109,1549,2,11,X,29,98,X,2157
20521,14871,53.64,660,7942,658,10,308,340,7942,72,5839,2031,49568,230805,472,0,3329,198709,X,0,1987,19000,1989,326,277,520,451,105,2272,X,830,134,5326,19605538,7753958,-,-,-,-,-,-,-,-,-,-,-,-,91,512,14576,22,135,7905,69,377,6671,9787
20541,10702,19.12,493,3179,484,11,139,334,3179,79,949,2151,10164,35845,422,X,2869,8948,0,117,339,14530,X,165,125,1323,643,172,3743,X,528,35,491,738433,382493,-,-,-,-,-,-,-,-,-,-,-,-,112,716,11966,22,123,2743,90,593,9223,9269
20543,7033,98.56,301,2014,299,6,141,152,2014,48,1100,866,8026,34777,115,0,2973,23610,0,20,153,4323,X,X,27,1300,63,10,1255,804,63,38,754,2199840,1008941,-,-,-,-,-,-,-,-,-,-,-,-,36,199,4110,3,34,2276,33,165,1834,1963
20561,12429,265.9,844,4547,830,19,132,679,4547,168,585,3794,13247,42212,1547,0,4392,2123,X,X,3337,7007,1176,469,194,17601,564,143,1023,1950,658,11,148,142050,60564,-,-,-,-,-,-,-,-,-,-,-,-,124,442,6440,19,89,1596,105,353,4844,4758
20562,4658,99.32,224,1233,219,12,47,160,1233,95,371,767,3384,9746,562,0,1484,3187,0,X,338,2207,0,X,23,737,149,X,835,82,31,11,219,305750,156472,-,-,-,-,-,-,-,-,-,-,-,-,43,174,1943,2,7,X,41,167,X,3738
20563,3479,57.96,443,1702,440,5,38,397,1702,57,186,1459,3726,10868,224,0,1633,306,0,0,137,2708,0,X,97,4482,155,80,552,X,334,5,41,19463,10482,-,-,-,-,-,-,-,-,-,-,-,-,55,178,2432,6,24,831,49,154,1602,2919
20583,8469,149.3,520,3385,517,19,120,378,3385,193,1176,2016,10513,48409,2054,0,5318,24941,0,X,889,8095,X,242,93,3242,865,113,846,505,446,22,769,2435003,1247189,-,-,-,-,-,-,-,-,-,-,-,-,84,377,6842,11,69,2249,73,308,4593,5982
20588,2665,58.11,122,675,122,0,48,74,675,0,372,303,1709,7283,-,0,1671,3797,0,0,X,1051,0,X,10,X,16,0,171,295,25,11,240,373577,172476,-,-,-,-,-,-,-,-,-,-,-,-,33,126,934,1,3,X,32,123,X,2485
20590,11063,75,366,2317,362,7,100,255,2317,96,861,1360,7729,25504,426,0,3742,9045,0,X,282,7413,X,X,500,733,700,132,1330,576,287,13,550,881524,293101,-,-,-,-,-,-,-,-,-,-,-,-,75,330,5518,11,36,1125,64,294,4393,5053
20602,1953,271.66,106,602,106,4,27,75,602,57,134,411,1698,6037,971,0,1538,663,0,0,X,1411,X,0,X,350,71,0,55,74,61,2,24,X,X,-,-,-,-,-,-,-,-,-,-,-,-,19,86,1261,1,1,X,18,85,X,1003
21201,406735,203.6,21699,189438,21067,48,3292,17727,189438,693,28197,160548,817706,5673738,10848,X,370557,300622,X,64840,91358,1663552,1418441,97328,69101,80025,163451,50404,1160715,13460,118033,644,11439,24910778,9525914,6244527,1968668,1507214,2506003,932366,2529929,429527,4065449,3167339,138377,780538,557966,4395,36629,1493317,1481,14794,1033173,2914,21835,460144,494272
21202,159879,206.57,7930,77980,7719,24,1472,6223,77980,337,23606,54037,420143,1668314,5694,2143,158655,532694,7298,32198,88626,488869,107078,33168,25974,30259,48819,8171,56424,14403,27841,429,16316,50105768,21863282,3226551,1849380,406258,3125457,4128420,3533788,6275425,4286972,2627972,16047151,4366785,59916,1664,12848,454540,344,3357,263636,1320,9491,190905,240105
21203,89182,2177.61,6448,44511,6393,91,1283,5019,44511,800,10255,33456,171127,759085,11724,106,77029,161886,1239,2534,54242,249454,43361,8157,8933,43576,30057,3869,40661,11294,10963,227,5525,15363749,7440036,3048088,209859,2156335,792638,0,0,451037,175964,612457,0,65957,35288,1428,8006,226265,288,2054,105195,1140,5952,121070,129217
21204,110441,91.25,4974,41810,4898,6,1181,3711,41810,59,9815,31936,194179,936446,1080,814,55226,138707,0,3526,81729,271815,53307,13264,183126,13628,41852,4322,47014,3229,23808,298,5918,12759039,4783722,3874897,69645,27755,366593,454900,389952,4937992,145710,448722,149657,1296519,40378,1098,8038,227462,426,2700,110132,672,5338,117330,115247
21205,89153,472.33,5069,44408,5046,31,1783,3232,44408,157,19580,24671,193998,789892,2258,X,59341,404366,X,X,14910,189639,23995,5374,4603,12290,19286,7468,33299,4478,8193,603,16011,38647540,15801939,1935793,1850325,1482642,1066326,1234323,4569046,738682,13553652,6553327,115702,4484113,664863,946,6081,168957,197,1211,82647,749,4870,86310,116328
21206,78883,676.45,4086,35112,4047,42,1163,2842,35112,477,15844,18791,166428,695165,4761,900,50092,350456,9021,931,29450,154026,20367,4710,6763,10649,17315,2536,18201,7810,7177,301,12067,32962295,13193267,464890,86110,827375,2793053,1675134,3165625,273938,2725620,2185754,12610641,4354651,323366,780,4971,131253,134,959,48001,646,4012,83253,92933
21207,20760,117.01,1266,10026,1250,9,489,752,10026,122,5724,4180,37934,186261,983,0,8943,123735,0,X,3140,27959,X,252,623,1719,8138,244,4151,1015,994,176,4524,11591289,4715095,745630,37178,159119,1207913,0,1999177,238388,2484601,3393064,0,591038,0,215,1126,26511,35,144,6187,180,982,20324,21724
21208,38730,174.86,1860,14307,1832,16,471,1345,14307,203,4088,10016,52071,205966,3119,0,13379,64728,0,72,2574,68390,9457,1856,2498,4778,8564,4210,18558,727,3056,140,2837,6212802,3012017,1094540,0,0,393245,0,583696,1521695,0,420420,0,0,591797,397,2419,62978,99,559,23645,298,1860,39333,52987
21209,67337,53.66,2984,24284,2906,6,894,2006,24284,22,6937,17325,106647,400807,232,0,41019,77921,0,10253,49492,139808,11322,4021,10150,9104,20439,2583,13184,2634,8643,187,3815,6708716,2870880,221658,1605330,0,89001,498270,895970,0,469525,1186795,66005,1015915,63476,519,3790,126370,140,1132,70788,379,2658,55582,64248
21210,51073,504.24,2653,22577,2620,28,623,1969,22577,315,8488,13774,91150,364379,3075,308,25444,160594,2980,938,9630,90107,9895,3387,4890,10016,11660,924,14048,2503,13981,189,6533,15338328,6168652,512662,105415,174849,2706632,5201,3012834,1558863,3348772,357844,976560,1733993,29095,516,3301,79743,80,445,18839,436,2856,60904,60713
21211,55384,74.81,2467,24282,2431,12,541,1878,24282,142,8022,16118,133127,509008,1073,X,33476,232360,X,934,30676,95552,28742,5174,3648,13566,17718,3235,31072,2954,8641,153,6654,22695132,9196274,2409244,38681,1287735,0,0,367055,342643,4878520,10475956,984144,1001271,32666,458,3048,83674,86,479,26867,372,2569,56806,71190
21212,57827,116.02,3448,25494,3392,3,1201,2188,25494,29,10045,15420,103635,438594,124,X,26669,161893,X,1037,11936,159009,10908,6897,12753,7783,14277,1553,13042,1696,8775,350,7625,14998980,6236224,48625,0,0,1010214,209427,564117,6587521,1166152,2275669,0,955519,0,822,5083,138322,286,1870,71548,536,3213,66774,70077
21213,144690,87.81,5782,61123,5673,14,1431,4228,61123,135,23321,37667,267463,1472784,2025,807,72162,811042,2261,3256,44030,289230,21942,20866,16931,21447,43600,7137,38798,28014,49233,437,19788,78713863,26216009,5219247,1128148,1007132,538772,7390340,2837141,1883745,4539673,6085238,856031,46486541,513339,1104,8813,265564,192,1187,103821,912,7626,161743,204937
21214,98695,87.57,3583,43258,3487,12,684,2791,43258,103,14366,28789,193660,843570,1084,0,50155,436822,4100,1989,30038,158776,40573,7201,5773,12311,31199,7905,31736,4123,19785,183,13231,42980754,14878079,1056762,0,636529,5139322,0,984743,885561,5468453,11578725,2392236,14401495,123052,625,5175,137436,104,700,45976,521,4475,91460,147283
21215,27114,221.98,1366,10114,1353,33,597,723,10114,258,4812,5044,37842,148757,2026,X,15352,77651,0,X,1851,25724,X,586,599,1563,4191,237,10026,1132,2168,176,3325,7206185,2992931,859128,597192,882522,0,0,1688629,116220,1670071,575569,0,546846,100956,222,1502,22082,30,118,2279,192,1384,19804,31486
21216,54354,28.19,1895,17918,1874,11,420,1443,17918,114,5290,12514,79064,321760,771,X,26395,93678,X,X,15413,97591,9979,12344,1594,5705,25819,12304,9976,859,7825,125,3726,8872393,3766854,0,549741,113939,1222909,91724,636808,1224923,560358,1275901,544724,1534538,0,348,3256,88874,91,720,38415,257,2536,50458,78235
21217,24696,792.53,1414,9860,1398,27,330,1041,9860,231,4148,5481,46598,177865,2441,X,19018,80394,14738,X,5088,33089,4090,198,920,3180,3963,115,5100,1677,2380,66,2846,7796898,2529075,339200,0,503807,0,2340788,0,416473,3293944,176995,0,0,0,280,1228,28274,34,163,10357,246,1065,17916,17247
21218,33995,374.65,1454,13671,1422,32,358,1032,13671,266,5243,8162,59880,231803,1697,0,21259,82904,0,347,2872,65560,5179,2693,2741,4987,18879,2217,5673,964,13829,96,3758,7952330,3415298,1265160,296898,830663,0,666125,0,997746,555833,435906,0,558964,0,333,2773,60765,37,272,13952,296,2501,46813,80830
21219,42090,1030.75,2837,18606,2818,41,787,1990,18606,441,6759,11406,69487,253541,3555,270,45202,85576,200,714,5176,62879,10570,1689,2473,9520,6631,672,11412,4085,2918,169,3908,8013100,3500405,530068,199377,621814,24106,599329,344237,223676,1557362,2043022,576099,196092,103633,539,2600,52396,73,336,13268,466,2264,39129,37662
21220,33585,851.21,2220,15554,2212,29,533,1650,15554,326,4836,10392,61283,213112,2511,X,28933,61527,X,540,5614,56093,8569,2198,1059,18045,7126,168,11579,3235,5649,131,2846,5894869,2231383,217415,140541,1534301,97938,0,1611339,151470,183051,0,0,1255114,64214,451,2341,50941,63,372,14651,388,1969,36290,35686
21221,35206,112.03,1651,12945,1627,17,454,1156,12945,157,5389,7399,54952,256647,2667,0,12573,107849,0,X,3678,100232,X,406,599,3426,1798,455,9480,2167,2913,188,3789,9681904,3766895,792901,552910,280468,261617,0,1734213,808967,2650174,709199,329009,681864,53844,357,1784,34443,36,220,11833,321,1564,22610,36925
