CODE,POPULATION,POP_INCREASE,AREA,DENSITY,HOUSE,HOU_INCREASE,DID_POPULATION,POP_U15,POP_O15,POP_O65,FOREIGNER,DAYTIME,WORKER,1ST_IND,2ND_IND,3RD_IND,IND_AGRI,IND_MANU,IND_SALE,IND_ACCO,IND_MEDI
dummy,,,,,,,,,,,,,,,,,,,,,
10464,36054,-600,25.78,1398.5,14932,595,5463,3777,20898,9207,834,,,,,,,,,,
10521,14083,-932,41.86,336.4,5428,63,0,1361,7812,4735,257,,,,,,,,,,
10522,10882,-162,19.64,554.1,4089,175,0,1284,6202,3316,241,,,,,,,,,,
10523,10861,-457,21.73,499.8,4074,93,0,1257,6215,3374,337,,,,,,,,,,
10524,42089,887,18.03,2334.4,19043,973,36730,5097,26575,9464,7392,,,,,,,,,,
10525,25522,-904,31.11,820.4,9728,200,0,2824,14259,8241,634,,,,,,,,,,
11101,93499,6353,29.12,3210.8,38197,4326,71080,12023,54499,25567,923,,,,,,,,,,
11102,149242,5796,16.86,8851.8,66563,4807,149033,18747,94208,31773,2064,,,,,,,,,,
11103,117784,3920,12.8,9201.9,55188,1923,117490,14268,76221,26309,2359,,,,,,,,,,
11104,165049,3089,30.69,5377.9,70603,4937,152773,19820,97222,44281,2752,,,,,,,,,,
11105,103269,4507,8.39,12308.6,47770,4898,103269,12679,66441,21602,1697,,,,,,,,,,
11106,98661,751,18.64,5293,46374,3043,95598,11003,61240,22997,2408,,,,,,,,,,
11107,164822,10406,11.51,14319.9,74499,7363,164780,22560,104392,32908,2779,,,,,,,,,,
11108,191563,11411,13.82,13861.3,86081,8186,191531,25696,125479,36829,4522,,,,,,,,,,
11109,128321,11799,26.44,4853.3,50836,6361,119495,19366,78427,28460,1464,,,,,,,,,,
11110,111815,2014,49.17,2274,46364,3422,78368,12643,63082,34266,1877,,,,,,,,,,
11201,354571,3826,109.13,3249.1,153376,7661,287009,36460,181655,89061,5909,,,,,,,,,,
11202,194415,-4327,159.82,1216.5,80153,3149,109547,21814,113744,57262,3076,,,,,,,,,,
11203,594274,16162,61.95,9592.8,267141,21311,583102,72665,373347,137923,31592,,,,,,,,,,
11206,78617,-3496,67.49,1164.9,31876,861,47256,8240,44778,25010,1417,,,,,,,,,,
11207,59674,-3881,577.83,103.3,23922,-116,26257,6590,32459,20342,511,,,,,,,,,,
11208,342464,2078,72.11,4749.2,152652,6818,305336,33050,174266,87050,3865,,,,,,,,,,
11209,80361,-354,193.05,416.3,33563,1814,55074,8424,45590,25204,929,,,,,,,,,,
11210,111623,-606,133.3,837.4,44295,3261,41347,12547,64960,33283,2142,,,,,,,,,,
11211,78569,688,89.69,876,33033,2029,45115,8894,45696,22661,2403,,,,,,,,,,
11212,91791,354,65.35,1404.6,39797,2573,45947,10582,52871,25995,2454,,,,,,,,,,
11214,229792,-2917,66,3481.7,97638,3175,202390,21178,116707,68663,3442,,,,,,,,,,
11215,148699,-3706,48.99,3035.3,63776,1748,127285,15467,84070,47661,2327,,,,,,,,,,
11216,52862,-2012,58.64,901.5,21159,793,19453,5295,29391,15821,1210,,,,,,,,,,
11217,116828,-1244,67.44,1732.3,47499,2456,88704,13254,67954,34993,1611,,,,,,,,,,
11218,141268,-2543,138.37,1020.9,55854,2470,67067,16815,81390,40881,2611,,,,,,,,,,
11219,226940,1744,45.51,4986.6,96559,5160,207725,25395,127746,61216,3225,,,,,,,,,,
11221,248304,1270,27.46,9042.4,111923,6096,246259,29088,157501,61664,7147,,,,,,,,,,
11222,341621,4123,60.24,5671,142774,6314,311178,43497,210444,87123,6547,,,,,,,,,,
11223,74283,2023,5.11,14536.8,36827,2653,74283,7885,48527,17247,6293,,,,,,,,,,
11224,140899,4749,18.19,7746,64319,4887,140878,20025,93035,23065,5870,,,,,,,,,,
11225,145651,-2739,44.69,3259.1,61222,2218,122530,16610,85174,42924,2023,,,,,,,,,,
11227,141083,4784,18.34,7692.6,62663,3148,138466,19106,93817,27533,3578,,,,,,,,,,
11228,75346,2670,9.05,8325.5,32730,2123,74945,9897,46217,18689,1613,,,,,,,,,,
11229,83989,3163,11.04,7607.7,39889,2991,83546,11397,57416,15040,2215,,,,,,,,,,
11230,166017,3895,22.78,7287.8,73686,6436,156505,20924,98647,42180,2985,,,,,,,,,,
11231,74748,812,25.35,2948.6,30918,2233,62005,8611,43586,22126,764,,,,,,,,,,
11232,150582,-1729,82.41,1827.2,62578,3496,98566,16537,86097,46097,2655,,,,,,,,,,
11233,65201,-2208,19.82,3289.7,27403,558,52522,6593,37112,21183,514,,,,,,,,,,
11234,93363,6646,18.02,5181.1,42183,6420,90626,11335,58742,21283,3461,,,,,,,,,,
11235,111859,3757,19.77,5658,50979,3810,103613,13657,68450,27171,1998,,,,,,,,,,
11237,142145,5624,30.13,4717.7,60829,5541,131467,18162,83860,38602,4309,,,,,,,,,,
11238,61499,-881,27.28,2254.4,25474,931,42386,6739,34826,19902,606,,,,,,,,,,
11239,100275,-1404,41.02,2444.5,44555,1672,67890,11428,57702,29435,2296,,,,,,,,,,
11240,50066,-2458,33.93,1475.6,20851,283,25861,4917,27131,17633,979,,,,,,,,,,
11241,70117,-138,17.65,3972.6,30537,1879,58503,7872,41523,20241,1281,,,,,,,,,,
11242,54571,-1949,47.48,1149.3,22379,234,24833,6286,30041,17966,784,,,,,,,,,,
11243,71979,2241,31.66,2273.5,27901,2185,59702,10383,44153,17315,1558,,,,,,,,,,
11245,113597,2627,14.64,7759.4,49395,3589,106463,14377,68512,29317,2561,,,,,,,,,,
11246,52214,679,24.92,2095.3,20513,1330,37754,6495,30722,14597,535,,,,,,,,,,
11301,44841,399,14.79,3031.8,17812,1111,37553,6227,27222,10920,398,,,,,,,,,,
11324,38434,-22,15.33,2507.1,15035,707,29891,4634,22185,11530,717,,,,,,,,,,
11326,35366,-1909,34.07,1038,15764,198,19040,2960,19956,11594,523,,,,,,,,,,
11327,11029,-687,40.39,273.1,4587,60,0,933,6055,3984,124,,,,,,,,,,
11341,19732,1520,29.68,664.8,7650,865,6752,3063,11854,4611,476,,,,,,,,,,
11342,17889,-452,29.92,597.9,7421,453,11605,1665,10248,5868,569,,,,,,,,,,
11343,28524,-2654,60.36,472.6,11781,-226,5280,2287,15045,11093,269,,,,,,,,,,
11346,19378,-1410,41.63,465.5,7269,31,0,1804,10545,6970,333,,,,,,,,,,
11347,18192,-1439,38.64,470.8,6864,30,0,1526,10488,6146,154,,,,,,,,,,
11348,13560,-778,25.73,527,5399,90,6875,942,6383,6226,133,,,,,,,,,,
11349,10540,-952,55.9,188.6,4201,2,0,880,5568,4092,176,,,,,,,,,,
11361,7979,-540,49.36,161.6,3080,6,0,845,4403,2713,63,,,,,,,,,,
11362,9302,-831,63.74,145.9,3584,-78,0,936,4756,3578,62,,,,,,,,,,
11363,6807,-517,30.43,223.7,2605,-43,0,624,3481,2697,24,,,,,,,,,,
11365,10928,-1189,171.26,63.8,4170,-193,0,1038,5624,4248,100,,,,,,,,,,
11369,2709,-206,37.06,73.1,990,-38,0,173,1275,1261,9,,,,,,,,,,
11381,11039,-168,33.41,330.4,3854,242,0,1159,6121,3720,137,,,,,,,,,,
11383,13359,-371,47.4,281.8,5220,187,0,1354,7480,4381,346,,,,,,,,,,
11385,30343,-222,29.18,1039.9,11856,631,5872,3384,17011,8322,945,,,,,,,,,,
11408,32374,-1707,64.25,503.9,13287,353,0,3219,18169,10904,509,,,,,,,,,,
11442,34147,442,15.95,2140.9,14572,844,19334,3711,18897,10974,385,,,,,,,,,,
11464,43845,-1650,30.03,1460,17706,358,24228,4655,24567,14406,519,,,,,,,,,,
11465,28266,-1795,16.2,1744.8,10740,38,19492,3069,16785,8405,327,,,,,,,,,,
12101,211736,6509,44.72,4734.7,109336,14031,204864,21828,120893,45674,4314,,,,,,,,,,
12102,177328,-1872,34.19,5186.5,81123,3391,158033,18670,104457,48978,3886,,,,,,,,,,
12103,160582,-386,21.22,7567.5,74796,3462,156851,18578,92289,41775,3481,,,,,,,,,,
12104,146940,-3981,84.19,1745.3,64840,2145,117229,15618,82633,44694,3196,,,,,,,,,,
12105,129421,2573,66.25,1953.5,50996,4204,105952,18132,79840,29730,1346,,,,,,,,,,
12106,148944,226,21.2,7025.7,66891,2892,148944,18103,89775,39112,6919,,,,,,,,,,
12202,58431,-5984,84.2,694,25544,-690,27900,4470,31241,22053,2137,,,,,,,,,,
12203,496676,14944,57.45,8645.4,242970,14125,486306,57265,323110,103359,15899,,,,,,,,,,
12204,642907,20017,85.62,7508.8,289916,17484,617424,80576,396514,152773,16915,,,,,,,,,,
12205,45153,-2311,110.05,410.3,20272,126,14169,4121,21071,17734,284,,,,,,,,,,
12206,136166,2025,138.95,980,58387,3467,102312,17144,79146,37370,2266,,,,,,,,,,
12207,498232,14752,61.38,8117.2,231195,15568,487367,56850,305487,127595,15513,,,,,,,,,,
12208,152638,-945,103.55,1474.1,63581,3869,100881,17426,86231,47051,3163,,,,,,,,,,
12210,86782,-2906,99.92,868.5,37120,1094,32027,8635,47894,28774,1166,,,,,,,,,,
12211,132906,1716,213.84,621.5,60231,4769,87148,16794,81731,31352,5165,,,,,,,,,,
12212,168743,-3996,103.69,1627.4,70279,1583,136266,18589,94196,55000,3065,,,,,,,,,,
12213,58219,-2433,89.12,653.3,25403,289,13926,6040,33761,17163,1371,,,,,,,,,,
12215,63745,-2841,130.45,488.7,24299,949,5145,7170,36134,19843,1320,,,,,,,,,,
12216,176197,8288,20.97,8402.3,79423,7073,175993,22186,111019,40483,4034,,,,,,,,,,
12217,426468,12514,114.74,3716.8,188022,12331,390336,53333,251739,110212,7882,,,,,,,,,,
12218,16927,-2321,93.96,180.2,8192,-773,0,1145,8357,7290,165,,,,,,,,,,
12219,269524,-5132,368.17,732.1,117997,4479,174608,30046,154641,78661,5044,,,,,,,,,,
12220,199849,25476,35.32,5658.2,83115,12313,182632,31172,118860,46047,2745,,,,,,,,,,
12221,199498,6346,51.39,3882,85158,6800,183397,25580,122780,50490,5367,,,,,,,,,,
12222,130510,-1096,43.15,3024.6,56311,2222,112835,14296,74457,39879,1623,,,,,,,,,,
12223,32116,-1816,191.14,168,14578,125,0,2991,16205,12375,507,,,,,,,,,,
12224,109932,1015,21.08,5215,47146,3045,100480,12558,63683,31488,1488,,,,,,,,,,
12225,82206,-3827,318.81,257.9,35266,819,48154,8427,45829,26366,718,,,,,,,,,,
12226,42465,-3136,205.5,206.6,17830,196,5246,3665,21976,16118,453,,,,,,,,,,
12227,171362,7338,17.3,9905.3,80321,6092,171362,21564,116855,29971,3691,,,,,,,,,,
12228,93576,4331,34.52,2710.8,38456,3442,70102,12477,53027,27066,2054,,,,,,,,,,
12229,63883,2931,94.93,672.9,25430,2778,32431,8622,37221,17057,668,,,,,,,,,,
12230,67455,-3279,74.94,900.1,27942,868,8769,6273,39431,20912,2105,,,,,,,,,,
12231,102609,9939,123.79,828.9,38349,5759,67246,16789,61663,23698,1956,,,,,,,,,,
12232,62441,767,35.48,1759.9,24141,1416,44231,8616,36076,17101,1117,,,,,,,,,,
12233,49735,99,53.88,923.1,21885,1828,17754,5381,29894,14035,2751,,,,,,,,,,
12234,35831,-3202,230.12,155.7,14720,-341,0,3001,15867,16895,362,,,,,,,,,,
12235,35040,-2221,101.52,345.2,12883,171,0,3471,18984,12581,407,,,,,,,,,,
12236,72356,-5143,262.35,275.8,27572,278,8922,6637,38325,26659,841,,,,,,,,,,
12237,48444,-3778,146.77,330.1,19403,-51,0,4321,26518,17329,907,,,,,,,,,,
12238,35544,-3050,157.5,225.7,14484,-365,0,3162,17316,15065,443,,,,,,,,,,
12239,48129,-1055,58.08,828.7,19558,709,5142,5090,26858,15770,576,,,,,,,,,,
12322,20745,-210,19.01,1091.3,9375,405,12553,2009,11533,6810,445,,,,,,,,,,
12329,20127,-1101,32.51,619.1,8276,91,8675,1645,10633,7840,247,,,,,,,,,,
12342,5816,-317,19.9,292.3,2289,82,0,506,3227,2011,125,,,,,,,,,,
12347,13735,-989,72.8,188.7,5079,26,0,1242,7279,5097,401,,,,,,,,,,
12349,13228,-924,46.25,286,4611,49,0,1254,6748,5187,236,,,,,,,,,,
12403,14639,-1871,24.46,598.5,6181,-230,0,1111,7499,5920,290,,,,,,,,,,
12409,7033,-398,43.24,162.7,2513,60,0,605,3778,2629,186,,,,,,,,,,
12410,22075,-1687,67.01,329.4,8274,-159,0,2224,11549,8295,315,,,,,,,,,,
12421,11897,130,22.99,517.5,4984,499,0,1443,6378,3890,125,,,,,,,,,,
12422,6760,-462,35.59,189.9,2467,33,0,664,3250,2843,42,,,,,,,,,,
12423,13803,-556,28.25,488.6,5613,435,0,1275,7786,4740,88,,,,,,,,,,
12424,10305,-844,27.5,374.7,4137,-27,0,944,5176,4162,83,,,,,,,,,,
12426,6721,-616,47.11,142.7,2517,-74,0,492,3264,2960,70,,,,,,,,,,
12427,7198,-1008,65.51,109.9,2636,-153,0,515,3468,3215,26,,,,,,,,,,
12441,8885,-958,129.87,68.4,3401,-46,0,771,4213,3883,92,,,,,,,,,,
12443,6874,-441,24.85,276.6,3092,38,0,465,2817,3570,33,,,,,,,,,,
12463,6993,-1029,45.19,154.7,3034,-293,0,519,3109,3361,63,,,,,,,,,,
13101,66680,8274,11.66,5718.7,37011,3749,66680,8976,46517,10852,2724,,,,,,,,,,
13102,169179,27996,10.21,16569.9,92533,13261,169179,23086,121217,24683,7385,,,,,,,,,,
13103,260486,17203,20.37,12787.7,146160,15598,260486,34714,174886,42546,17409,,,,,,,,,,
13104,349385,15825,18.22,19175.9,222800,17811,349385,29202,223593,63185,27216,,,,,,,,,,
13105,240069,20345,11.29,21263.9,133661,12803,240069,28065,152818,42020,8457,,,,,,,,,,
13106,211444,13371,10.11,20914.3,124345,12228,211444,18648,142955,47510,14275,,,,,,,,,,
13107,272085,15811,13.77,19759.3,145768,14906,272085,28028,183630,60108,10767,,,,,,,,,,
13108,524310,26201,42.99,12196.1,264278,20570,524310,66472,341716,110002,28682,,,,,,,,,,
13109,422488,35633,22.84,18497.7,237641,25267,422488,47036,272685,79532,11897,,,,,,,,,,
13110,288088,10466,14.67,19637.9,155715,9553,288088,31547,196916,55811,8642,,,,,,,,,,
13111,748081,30999,61.86,12093.1,400164,29015,748081,77231,475656,161855,20358,,,,,,,,,,
13112,943664,40318,58.05,16256.1,492065,28433,943664,108940,638629,190042,22364,,,,,,,,,,
13113,243883,19350,15.11,16140.5,149967,14218,243883,22984,154258,41261,8704,,,,,,,,,,
13114,344880,16665,15.59,22121.9,208093,11961,344880,29123,231515,65878,15391,,,,,,,,,,
13115,591108,27111,34.06,17354.9,336339,24338,591108,58944,380639,117072,14107,,,,,,,,,,
13116,301599,10432,13.01,23182.1,183819,7443,301599,26489,211034,58539,25573,,,,,,,,,,
13117,355213,14137,20.61,17235,189700,11321,355213,36527,229948,87381,20368,,,,,,,,,,
13118,217475,5211,10.16,21405,112009,8908,217475,24470,141156,50411,16814,,,,,,,,,,
13119,584483,22567,32.22,18140.4,314446,23038,584483,60014,367976,132602,23049,,,,,,,,,,
13120,752608,30886,48.08,15653.2,374842,36855,752608,85920,478648,159298,18129,,,,,,,,,,
13121,695043,24921,53.25,13052.5,345346,34684,695043,75589,424335,170261,29791,,,,,,,,,,
13122,453093,10180,34.8,13019.9,215948,14568,453093,51556,285968,111893,19229,,,,,,,,,,
13123,697932,16634,49.9,13986.6,333200,24128,697932,86270,449387,145764,31840,,,,,,,,,,
13201,579355,1842,186.38,3108.5,267020,13664,525295,62867,344893,153504,11790,,,,,,,,,,
13202,183581,7286,24.36,7536.2,89727,6442,182834,21828,115971,45524,4221,,,,,,,,,,
13203,150149,5419,10.98,13674.8,78054,4032,150149,17232,95301,31725,2911,,,,,,,,,,
13204,195391,8455,16.42,11899.6,96389,6163,195391,23468,123039,41623,3411,,,,,,,,,,
13205,133535,-3846,103.31,1292.6,56523,2152,105591,13763,76704,42492,1858,,,,,,,,,,
13206,262790,2516,29.43,8929.3,123931,4362,262790,32986,165586,56764,4893,,,,,,,,,,
13207,113949,2410,17.34,6571.5,52163,3905,107357,13780,68947,30003,2669,,,,,,,,,,
13208,242614,13553,21.58,11242.5,120945,10364,242614,28754,153175,50414,3980,,,,,,,,,,
13209,431079,-1270,71.55,6024.9,192015,5303,409438,51174,253130,116470,6276,,,,,,,,,,
13210,126074,4678,11.3,11157,63182,3386,126074,14879,80498,25591,2456,,,,,,,,,,
13211,198739,8734,20.51,9689.9,91287,8399,198739,25072,121648,45060,4673,,,,,,,,,,
13212,190435,4152,27.55,6912.3,90404,5476,188621,22894,115015,45652,2989,,,,,,,,,,
13213,151815,1859,17.14,8857.4,68478,3874,151743,17720,90285,40749,2723,,,,,,,,,,
13214,129242,6500,11.46,11277.7,63962,4832,129242,15082,81431,27184,2257,,,,,,,,,,
13215,77130,3475,8.15,9463.8,38275,4213,75958,8448,48511,17748,1565,,,,,,,,,,
13218,56414,-1981,10.16,5552.6,28148,888,56412,5692,34800,15153,3080,,,,,,,,,,
13219,84772,4523,6.39,13266.4,42616,3158,84772,9736,52699,19961,1159,,,,,,,,,,
13220,83901,-1256,13.42,6251.9,36336,781,83156,10661,50007,22923,1071,,,,,,,,,,
13221,76208,1344,10.23,7449.5,35003,2634,73564,8710,44106,21482,1230,,,,,,,,,,
13222,115271,-1361,12.88,8949.6,51217,1315,115271,13735,67397,32745,2028,,,,,,,,,,
13223,70829,-400,15.32,4623.3,29978,1678,67104,9375,41663,18847,1472,,,,,,,,,,
13224,146951,320,21.01,6994.3,68415,2954,144468,16577,87607,42582,2366,,,,,,,,,,
13225,93151,5515,17.97,5183.7,39906,3373,87331,13130,58186,20087,1312,,,,,,,,,,
13227,54326,-1507,9.9,5487.5,23809,358,53551,6531,32849,14728,1313,,,,,,,,,,
13228,79292,-1662,73.47,1079.2,31887,1070,63819,9235,43149,23792,839,,,,,,,,,,
13229,207388,7376,15.75,13167.5,97018,7284,207388,24707,128947,48446,4566,,,,,,,,,,
13303,31765,-1680,16.85,1885.2,13017,-175,22061,3443,18609,9517,712,,,,,,,,,,
13305,16958,-488,28.07,604.1,6012,212,0,2235,8095,6538,75,,,,,,,,,,
13307,2003,-206,105.41,19,835,-4,0,131,806,1058,5,,,,,,,,,,
13308,4750,-484,225.53,21.1,1984,-61,0,337,1998,2410,48,,,,,,,,,,
13361,7102,-782,90.76,78.3,3712,-235,0,710,3679,2713,86,,,,,,,,,,
13362,327,-10,4.12,79.4,193,-1,0,50,197,80,5,,,,,,,,,,
13363,2441,-308,27.54,88.6,1163,-98,0,272,1202,967,11,,,,,,,,,,
13364,1855,-36,18.58,99.8,808,17,0,274,994,587,5,,,,,,,,,,
13381,2273,-209,55.26,41.1,1377,-106,0,225,1151,894,31,,,,,,,,,,
13382,323,-12,20.54,15.7,187,-7,0,60,205,58,10,,,,,,,,,,
13401,7042,-571,72.23,97.5,3767,-146,0,799,3415,2801,82,,,,,,,,,,
13402,169,-9,5.96,28.4,118,-7,0,21,117,31,0,,,,,,,,,,
13419X,0,0,4.81,0,0,0,0,0,0,0,0,,,,,,,,,,
13421,2929,-93,106.88,27.4,1469,-48,0,416,2099,413,23,,,,,,,,,,
14101,297437,12081,33.23,8950.9,145586,12772,297437,36803,190307,61321,12225,,,,,,,,,,
14102,247267,8301,23.72,10424.4,129183,9786,241938,26954,158506,52276,6441,,,,,,,,,,
14103,104935,6403,7.03,14926.7,57054,5176,104935,11437,70904,19860,4413,,,,,,,,,,
14104,151388,3076,21.44,7061,85108,6239,151388,14687,92756,34057,12708,,,,,,,,,,
14105,198157,3330,12.65,15664.6,103719,8191,198157,19082,120735,52098,9165,,,,,,,,,,
14106,207811,2318,21.93,9476.1,99126,6351,202942,22010,125592,53928,4975,,,,,,,,,,
14107,166731,502,19.05,8752.3,78731,4179,163226,18866,95645,45053,4083,,,,,,,,,,
14108,198939,-3290,30.96,6425.7,89869,2978,197689,21575,114166,58735,2795,,,,,,,,,,
14109,358530,14358,31.4,11418.2,175521,12002,353387,43403,233947,68932,6083,,,,,,,,,,
14110,283709,8426,35.79,7927,122053,8632,270765,36456,169787,72489,3878,,,,,,,,,,
14111,215248,-488,19.9,10816.5,95526,4519,213747,23477,126300,61517,2696,,,,,,,,,,
14112,245174,-1970,32.73,7490.8,107049,4321,237584,27724,140995,72746,2695,,,,,,,,,,
14113,183082,2716,25.51,7176.9,79411,4913,176179,23051,112148,44623,3767,,,,,,,,,,
14114,122623,-1937,17.17,7141.7,52414,1979,118102,14176,71781,34579,1705,,,,,,,,,,
14115,120194,-1977,18.52,6490,52592,1739,114266,13460,67310,37447,1075,,,,,,,,,,
14116,152378,-1647,23.58,6462.2,62847,2140,137329,17792,88790,44188,2252,,,,,,,,,,
14117,310756,1064,35.22,8823.3,132819,7475,303580,39002,197248,68106,3989,,,,,,,,,,
14118,213132,1381,27.87,7647.4,84473,4071,205969,31855,139392,38628,3122,,,,,,,,,,
14131,232965,9587,39.53,5893.4,123515,13747,232965,24813,147628,49709,13134,,,,,,,,,,
14132,171119,10229,10.01,17094.8,80088,4928,171119,22919,109665,36643,4844,,,,,,,,,,
14133,263683,16154,14.74,17888.9,134763,11216,263683,34069,183026,39332,5240,,,,,,,,,,
14134,234328,6187,16.36,14323.2,113791,5860,234328,29342,154646,43090,4685,,,,,,,,,,
14135,221734,7576,20.5,10816.3,113583,7111,221687,23445,147040,42661,4494,,,,,,,,,,
14136,233728,8134,18.61,12559.3,102317,7509,232758,31863,148225,47043,3385,,,,,,,,,,
14137,180705,5182,23.25,7772.3,79395,5244,170751,23039,111041,42673,2700,,,,,,,,,,
14151,170207,-3405,253.93,670.3,74962,3780,121888,18760,99493,47692,2935,,,,,,,,,,
14152,273875,3988,36.87,7428.1,124877,8638,267525,32538,166179,66752,5063,,,,,,,,,,
14153,281411,4131,38.11,7384.2,132931,9165,276428,31234,170188,70792,5336,,,,,,,,,,
14201,388078,-18508,100.82,3849.2,165473,-273,364104,40747,221918,124727,5081,,,,,,,,,,
14203,258422,195,67.82,3810.4,112191,4794,240517,29331,151095,72510,4715,,,,,,,,,,
14204,172710,-309,39.67,4353.7,75722,2687,166447,19587,98856,53378,1401,,,,,,,,,,
14205,436905,13011,69.56,6281,193204,13034,411445,56803,265260,106517,5198,,,,,,,,,,
14206,188856,-5230,113.6,1662.5,81864,2744,164884,20684,108355,56588,2312,,,,,,,,,,
14207,242389,3041,35.7,6789.6,102532,4581,228616,31061,144452,64882,1753,,,,,,,,,,
14208,57060,-365,17.28,3302.1,24869,766,54618,6386,31144,17948,491,,,,,,,,,,
14210,42069,-3220,32.05,1312.6,17210,-357,22376,3472,21264,17158,294,,,,,,,,,,
14211,162439,-4939,103.76,1565.5,70478,700,144282,17797,93225,48518,3254,,,,,,,,,,
14212,223705,-2009,93.84,2383.9,100360,4536,194615,26156,136825,57522,7283,,,,,,,,,,
14213,239169,6247,27.09,8828.7,110519,8499,237810,28937,146702,56696,6189,,,,,,,,,,
14214,101780,266,55.56,1831.9,45361,2273,79937,11659,61640,26579,2509,,,,,,,,,,
14215,136516,6326,26.59,5134.1,58339,4923,127325,17660,82979,33825,2431,,,,,,,,,,
14216,132325,3588,17.57,7531.3,60257,4347,124805,14957,80388,33638,2935,,,,,,,,,,
14217,40841,-2465,77.12,529.6,16285,40,31957,4492,22509,13440,335,,,,,,,,,,
14218,83913,-547,22.14,3790.1,34879,1523,73952,10852,48874,23186,3771,,,,,,,,,,
14301,31665,-431,17.04,1858.3,12932,352,23591,3955,17156,10071,234,,,,,,,,,,
14321,48348,412,13.34,3624.3,19862,1118,42867,6165,28431,13250,857,,,,,,,,,,
14341,31634,84,17.18,1841.3,12706,427,27912,3569,17192,10853,141,,,,,,,,,,
14342,27564,-814,9.08,3035.7,11552,369,24706,2828,14887,9682,174,,,,,,,,,,
14361,9300,-379,19.99,465.2,3436,77,0,839,4836,3303,329,,,,,,,,,,
14362,17129,96,14.38,1191.2,6683,505,13006,2019,10031,4963,120,,,,,,,,,,
14363,10836,-335,37.75,287,4572,166,8005,1030,6030,3651,80,,,,,,,,,,
14364,9761,-963,224.61,43.5,3936,33,0,821,5039,3873,73,,,,,,,,,,
14366,18329,1316,6.55,2798.3,6936,767,13692,2709,10804,4768,156,,,,,,,,,,
14382,11293,-493,92.86,121.6,6360,272,0,683,5940,4120,354,,,,,,,,,,
14383,6722,-611,7.05,953.5,2963,-105,0,446,3344,2923,56,,,,,,,,,,
14384,23426,-1600,40.97,571.8,10696,-67,15306,1749,11477,9961,273,,,,,,,,,,
14401,39869,-474,34.28,1163,17099,1032,24986,4231,23225,11947,2831,,,,,,,,,,
14402,3038,-176,71.24,42.6,1127,5,0,306,1600,1131,22,,,,,,,,,,
15101,72804,-3524,107.61,676.6,27418,348,38910,8148,40231,22508,469,,,,,,,,,,
15102,134446,-3131,38.62,3481.3,57491,1941,127886,15846,77848,38819,800,,,,,,,,,,
15103,180345,-3422,37.75,4777.4,90860,2354,179149,19565,107451,46509,1540,,,,,,,,,,
15104,67972,-934,75.42,901.2,24891,1214,38479,8711,38303,20495,342,,,,,,,,,,
15105,75069,-1774,95.38,787.1,28003,1105,47390,9030,41311,23887,249,,,,,,,,,,
15106,43437,-2248,100.91,430.5,14922,339,14552,4910,24371,13657,159,,,,,,,,,,
15107,160656,-2177,94,1709.1,69006,2146,135651,19165,91892,46131,876,,,,,,,,,,
15108,54546,-3672,176.57,308.9,18681,314,11551,5648,29580,18984,237,,,,,,,,,,
15202,266936,-8197,891.06,299.6,104489,4346,130872,31270,149389,83371,2091,,,,,,,,,,
15204,94642,-4550,431.97,219.1,34000,799,51561,10607,51991,31258,596,,,,,,,,,,
15205,81526,-5307,442.03,184.4,33904,344,35614,8633,44253,27398,779,,,,,,,,,,
15206,94927,-3684,533.11,178.1,35191,1005,49405,11067,52607,30646,574,,,,,,,,,,
15208,34096,-2402,155.19,219.7,12113,-52,10476,3823,17981,12092,172,,,,,,,,,,
15209,25441,-2411,133.72,190.3,9396,-238,15832,2407,13607,9356,89,,,,,,,,,,
15210,49820,-5097,590.39,84.4,18012,-586,15070,5255,24595,19838,276,,,,,,,,,,
15211,39237,-1371,77.91,503.6,14136,434,24852,4495,21682,12939,230,,,,,,,,,,
15212,57418,-5024,1174.17,48.9,21549,-589,15291,5520,29209,22619,312,,,,,,,,,,
15213,77201,-2583,110.94,695.9,28522,985,30059,8863,43797,24060,456,,,,,,,,,,
15216,40765,-3397,746.24,54.6,16442,-257,12592,4005,20213,16296,361,,,,,,,,,,
15217,30383,-2816,445.63,68.2,11306,-256,7912,3139,15826,11319,264,,,,,,,,,,
15218,47625,-3779,351.91,135.3,17021,76,20956,4857,25570,17143,472,,,,,,,,,,
15222,188047,-8940,973.89,193.1,72850,1835,87881,22044,102314,61460,1507,,,,,,,,,,
15223,40696,-2719,192.74,211.1,13484,94,11239,4501,22065,14011,240,,,,,,,,,,
15224,51492,-5763,855.68,60.2,21261,-1140,0,5143,24279,21927,200,,,,,,,,,,
15225,34483,-2869,946.76,36.4,12703,-130,0,3610,17816,12899,220,,,,,,,,,,
15226,54851,-3717,584.55,93.8,19576,150,5849,6561,29347,18391,689,,,,,,,,,,
15227,28509,-1689,264.89,107.6,10305,249,0,2968,15165,10262,190,,,,,,,,,,
15307,14259,219,37.58,379.4,4804,542,0,2073,8390,3716,277,,,,,,,,,,
15342,7705,-504,25.17,306.1,2605,21,0,925,4305,2471,20,,,,,,,,,,
15361,11227,-961,31.71,354.1,3990,-38,0,1019,5960,4228,39,,,,,,,,,,
15385,9965,-1715,952.89,10.5,4061,-421,0,673,4346,4944,36,,,,,,,,,,
15405,4113,-415,44.38,92.7,1535,-73,0,372,1936,1803,14,,,,,,,,,,
