CODE,POPULATION,POP_INCREASE,AREA,DENSITY,HOUSE,HOU_INCREASE,DID_POPULATION,POP_U15,POP_O15,POP_O65,FOREIGNER,DAYTIME,WORKER,1ST_IND,2ND_IND,3RD_IND,IND_AGRI,IND_MANU,IND_SALE,IND_ACCO,IND_MEDI
dummy,,,,,,,,,,,,,,,,,,,,,
15461,7767,-279,357.29,21.7,3583,128,0,678,4012,2958,111,,,,,,,,,,
15482,8989,-1040,170.21,52.8,3119,-209,0,882,4273,3767,103,,,,,,,,,,
15504,4380,-395,26.27,166.7,1595,-87,0,558,2379,1408,14,,,,,,,,,,
15581,5144,-688,299.61,17.2,1756,-90,0,467,2458,2219,22,,,,,,,,,,
15586,353,-17,9.78,36.1,170,-3,0,42,165,146,2,,,,,,,,,,
16201,413938,-4748,1241.74,333.4,171917,8055,246850,48134,235817,122767,6380,,,,,,,,,,
16202,166393,-5732,209.57,794,65586,1772,83714,16902,86993,54956,2986,,,,,,,,,,
16204,40535,-2400,200.61,202.1,15800,-55,12074,3923,21193,13906,384,,,,,,,,,,
16205,43950,-4042,230.54,190.6,15759,-337,9803,4022,22499,17391,424,,,,,,,,,,
16206,32349,-406,54.62,592.3,12115,416,6736,4047,18432,9744,387,,,,,,,,,,
16207,39638,-1353,426.31,93,15238,445,0,4645,21761,12517,315,,,,,,,,,,
16208,48154,-846,127.03,379.1,17147,927,5707,5911,27087,14593,709,,,,,,,,,,
16209,28983,-1416,134.07,216.2,9726,209,5319,2940,15086,10817,514,,,,,,,,,,
16210,47937,-3390,668.64,71.7,16483,-111,0,4979,24165,18753,811,,,,,,,,,,
16211,90742,-1566,109.44,829.1,33812,1697,44146,11269,51219,27743,2374,,,,,,,,,,
16321,3132,150,3.47,902.6,1051,141,0,528,1971,631,51,,,,,,,,,,
16322,19351,-1579,236.71,81.7,7256,-139,0,1852,10280,7199,217,,,,,,,,,,
16323,24792,-1525,307.29,80.7,9047,-112,0,2780,13698,8273,207,,,,,,,,,,
16342,23839,-1496,71.25,334.6,8699,71,0,2342,12621,8780,443,,,,,,,,,,
16343,11081,-1165,226.3,49,4353,-161,0,903,5230,4938,124,,,,,,,,,,
17201,463254,-2445,468.79,988.2,207520,7948,399221,56073,271778,121222,4798,,,,,,,,,,
17202,50300,-5025,318.29,158,20328,-527,10006,4997,25395,19370,643,,,,,,,,,,
17203,106216,-703,371.05,286.3,41312,3146,34682,13834,60584,30443,2271,,,,,,,,,,
17204,24608,-2608,426.32,57.7,10208,-441,7859,1807,11351,11327,173,,,,,,,,,,
17205,12929,-1696,247.2,52.3,5517,-344,0,926,5309,6673,75,,,,,,,,,,
17206,63220,-3966,305.87,206.7,25261,420,12777,6715,33589,22681,915,,,,,,,,,,
17207,20407,-1322,81.85,249.3,8046,-20,5663,1928,10189,8231,145,,,,,,,,,,
17209,34889,670,64.44,541.4,12528,924,0,4696,19657,10314,297,,,,,,,,,,
17210,110408,1121,754.93,146.2,40958,2519,37796,15154,63630,30899,1402,,,,,,,,,,
17211,48523,-358,84.14,576.7,18192,840,8733,6811,28783,12692,1134,,,,,,,,,,
17212,57238,2139,13.56,4221.1,26200,1441,50410,8322,35979,11203,473,,,,,,,,,,
17324,6135,-212,14.64,419.1,1915,62,0,1057,3630,1448,63,,,,,,,,,,
17361,36957,-11,110.59,334.2,13399,854,21895,5057,22675,9040,275,,,,,,,,,,
17365,26574,-413,20.33,1307.1,10802,356,21422,3305,15554,7081,320,,,,,,,,,,
17384,18630,-1792,246.76,75.5,7447,-46,0,1656,8605,8312,163,,,,,,,,,,
17386,12121,-1053,111.52,108.7,4428,-19,0,1081,6236,4795,173,,,,,,,,,,
17407,16540,-1031,89.45,184.9,6103,48,0,1968,8418,6147,179,,,,,,,,,,
17461,7890,-896,183.21,43.1,3288,-173,0,555,3400,3872,80,,,,,,,,,,
17463,15687,-1881,273.27,57.4,6458,-446,0,1154,6621,7910,106,,,,,,,,,,
18201,262328,-3576,536.41,489,104470,4598,184843,33046,148658,75805,3879,,,,,,,,,,
18202,64264,-1901,251.41,255.6,27849,1304,44610,8110,36222,18473,734,,,,,,,,,,
18204,28991,-679,233.11,124.4,12082,862,9850,3479,15326,9278,278,,,,,,,,,,
18205,31286,-1823,872.43,35.9,10868,170,12792,3346,16078,11680,469,,,,,,,,,,
18206,22150,-1975,253.88,87.2,7524,-179,9027,2468,11304,8275,277,,,,,,,,,,
18207,68302,18,84.59,807.4,23915,1580,27791,9599,39408,18757,787,,,,,,,,,,
18208,27524,-1205,116.98,235.3,9933,236,5121,2984,14873,9349,466,,,,,,,,,,
18209,80611,-913,230.7,349.4,29634,1745,27985,10151,45994,23740,4649,,,,,,,,,,
18210,88481,-1799,209.67,422,31067,1613,27691,11535,50701,25434,1409,,,,,,,,,,
18322,18965,-918,94.43,200.8,7285,9,5718,2127,10848,5640,236,,,,,,,,,,
18382,2423,-215,194.65,12.4,948,46,0,195,1150,1078,14,,,,,,,,,,
18404,10002,-797,343.69,29.1,3266,-87,0,1163,5072,3767,57,,,,,,,,,,
18423,20118,-1420,153.15,131.4,6581,21,0,2327,10595,7177,174,,,,,,,,,,
18442,9179,-735,152.35,60.2,3745,-154,0,997,4816,3294,70,,,,,,,,,,
18481,10326,-270,72.4,142.6,4500,309,0,1201,5571,3285,144,,,,,,,,,,
18483,7910,-415,212.19,37.3,3165,-57,0,1088,4241,2548,68,,,,,,,,,,
18501,14003,-1254,178.49,78.5,4830,-41,0,1728,7127,5104,85,,,,,,,,,,
19201,189591,-3534,212.47,892.3,87019,1962,149277,21391,108390,54487,4743,,,,,,,,,,
19202,46530,-2473,121.74,382.2,18337,246,23613,5088,26184,14006,437,,,,,,,,,,
19204,31016,-986,161.63,191.9,14044,579,8067,3133,18015,8772,517,,,,,,,,,,
19205,33435,-1706,289.8,115.4,13001,40,5445,3754,18013,11396,185,,,,,,,,,,
19206,22512,-2907,280.25,80.3,9254,-550,0,1657,11464,9093,170,,,,,,,,,,
19207,29067,-1613,143.69,202.3,11552,-121,0,3164,16909,8906,487,,,,,,,,,,
19208,69459,-1369,264.14,263,26059,924,0,9188,40547,19302,971,,,,,,,,,,
19209,44053,-1058,602.48,73.1,18893,485,0,4257,22112,17619,506,,,,,,,,,,
19210,75313,927,71.95,1046.7,31039,1576,52842,9721,42576,19088,965,,,,,,,,,,
19211,66947,-2612,201.92,331.6,26916,648,0,7915,37628,19870,874,,,,,,,,,,
19212,22669,-2136,170.57,132.9,9509,-152,6979,1834,12395,8254,319,,,,,,,,,,
19213,29237,-2434,264.11,110.7,11152,-237,0,3032,15440,10717,162,,,,,,,,,,
19214,31216,92,31.69,985,13552,763,8655,3512,17372,7548,1646,,,,,,,,,,
19346,14700,-978,75.18,195.5,5803,-83,0,1418,7372,5525,213,,,,,,,,,,
19364,1098,30,369.96,3,675,102,0,72,573,451,7,,,,,,,,,,
19365,10663,-2006,301.98,35.3,4588,-623,0,665,4898,5065,96,,,,,,,,,,
19366,7156,-911,200.87,35.6,2819,-187,0,568,3464,3124,59,,,,,,,,,,
19368,14219,-1070,112,127,5638,-34,0,1530,7635,4929,144,,,,,,,,,,
19384,20909,1404,9.08,2302.8,9117,894,0,3283,13097,3984,692,,,,,,,,,,
19422,1607,-136,79.68,20.2,613,22,0,146,847,614,9,,,,,,,,,,
19423,4041,-301,15.22,265.5,1484,6,0,443,2367,1231,29,,,,,,,,,,
19424,9237,269,25.05,368.7,3489,455,0,1377,6032,1809,238,,,,,,,,,,
19425,5179,-29,53.05,97.6,1969,114,0,606,2822,1731,121,,,,,,,,,,
19429,2824,-97,89.58,31.5,1056,20,0,329,1498,957,21,,,,,,,,,,
19430,26082,753,158.4,164.7,10653,1037,0,3439,15422,6860,373,,,,,,,,,,
19442,684,-42,52.78,13,339,2,0,68,306,310,8,,,,,,,,,,
19443,530,-33,101.3,5.2,283,-11,0,39,255,236,1,,,,,,,,,,
20201,372760,-4838,834.81,446.5,156975,6561,272005,42777,201890,108243,3094,,,,,,,,,,
20202,241145,-2148,978.47,246.5,104934,4761,149054,30107,139128,66647,3425,,,,,,,,,,
20203,154055,-2772,552.04,279.1,64296,1600,46284,18338,86410,47130,3148,,,,,,,,,,
20204,47790,-2338,85.1,561.6,19274,174,40225,5452,25609,16522,723,,,,,,,,,,
20205,98164,-3417,658.66,149,38903,1209,30370,12373,52701,31987,1995,,,,,,,,,,
20206,48729,-1411,109.17,446.4,20776,375,14381,5926,27232,15034,1075,,,,,,,,,,
20207,49559,-1166,149.67,331.1,18839,392,25732,6025,27198,16017,624,,,,,,,,,,
20208,40991,-1521,98.55,415.9,16831,169,0,4731,22257,13773,753,,,,,,,,,,
20209,66125,-2146,667.93,99,26238,7,9859,8183,36480,20663,1645,,,,,,,,,,
20210,32202,-557,165.86,194.2,12956,519,6415,3953,17956,9921,552,,,,,,,,,,
20211,42338,-1571,112.18,377.4,15799,503,11829,5086,23236,13670,546,,,,,,,,,,
20212,26029,-2012,565.15,46.1,10739,-87,0,2460,13174,9891,468,,,,,,,,,,
20213,19539,-1899,202.43,96.5,7251,-172,0,2003,10049,7445,191,,,,,,,,,,
20214,56400,488,266.59,211.6,23848,1547,11835,7050,31411,17059,907,,,,,,,,,,
20215,67241,106,289.98,231.9,27997,1647,38976,8360,39154,19155,1233,,,,,,,,,,
20217,98199,-1169,423.51,231.9,39924,1437,19098,12480,54115,30170,1109,,,,,,,,,,
20218,58852,-1446,119.79,491.3,22023,450,20091,6880,32027,19628,754,,,,,,,,,,
20219,30122,15,112.37,268.1,11260,256,0,3652,17120,9333,465,,,,,,,,,,
20220,94222,-1060,331.78,284,36491,1759,8490,11364,52221,29932,1092,,,,,,,,,,
20303,4353,-360,114.2,38.1,1788,-85,0,404,2095,1831,68,,,,,,,,,,
20304,4344,-263,209.61,20.7,1257,52,0,449,2697,1196,825,,,,,,,,,,
20305,3242,-166,133.09,24.4,1075,39,0,338,1894,996,452,,,,,,,,,,
20306,962,-43,66.05,14.6,406,-22,0,95,474,392,21,,,,,,,,,,
20307,752,-22,56.32,13.4,342,9,0,104,378,270,34,,,,,,,,,,
20309,10218,-968,188.15,54.3,3922,-92,0,1055,5188,3958,70,,,,,,,,,,
20321,19188,194,156.03,123,8586,339,0,2133,9991,6148,393,,,,,,,,,,
20323,15555,371,58.79,264.6,6711,593,0,1914,9036,4323,367,,,,,,,,,,
20324,6612,-653,66.87,98.9,2606,-76,0,624,3529,2441,107,,,,,,,,,,
20349,4121,-222,57.1,72.2,1553,-3,0,478,2018,1624,30,,,,,,,,,,
20350,5600,-566,183.86,30.5,2318,-98,0,524,2696,2380,48,,,,,,,,,,
20361,19155,-1081,66.87,286.5,7847,-99,15249,2056,9581,7360,234,,,,,,,,,,
20362,14084,-409,144.76,97.3,5610,214,0,1651,7229,5115,214,,,,,,,,,,
20363,7680,114,43.26,177.5,2895,222,0,979,4009,2667,116,,,,,,,,,,
20382,18555,-1215,169.2,109.7,7258,-85,0,2014,9499,6999,353,,,,,,,,,,
20383,24989,-252,85.91,290.9,9504,264,0,3043,13137,7168,743,,,,,,,,,,
20384,9004,-526,86.96,103.5,3391,66,0,1003,4671,3329,223,,,,,,,,,,
20385,15797,734,40.99,385.4,6445,606,0,2494,9492,3699,276,,,,,,,,,,
20386,4651,-199,77.05,60.4,1614,30,0,609,2365,1677,63,,,,,,,,,,
20388,8569,-252,54.5,157.2,3279,157,0,1190,4814,2543,272,,,,,,,,,,
20402,12530,-637,72.79,172.1,4428,73,0,1535,6667,4324,114,,,,,,,,,,
20403,12811,-269,45.36,282.4,4453,206,0,1785,6777,4162,158,,,,,,,,,,
20404,4299,-663,123.07,34.9,1611,-126,0,393,1926,1953,41,,,,,,,,,,
20407,6068,-470,214.43,28.3,2152,-36,0,794,3017,2257,127,,,,,,,,,,
20409,387,-97,77.37,5,196,-15,0,46,210,131,3,,,,,,,,,,
20410,852,-118,89.97,9.5,383,-33,0,57,348,447,15,,,,,,,,,,
20411,3545,-306,38.12,93,1160,1,0,467,1832,1246,36,,,,,,,,,,
20412,548,-27,43.43,12.6,279,9,0,57,219,260,7,,,,,,,,,,
20413,1178,-187,109.44,10.8,563,-88,0,72,374,732,11,,,,,,,,,,
20414,1542,-160,64.59,23.9,595,-44,0,188,704,650,26,,,,,,,,,,
20415,5973,-337,66.61,89.7,2036,7,0,803,3043,2126,57,,,,,,,,,,
20416,6426,-166,76.79,83.7,2122,68,0,877,3432,2117,119,,,,,,,,,,
20417,1023,0,248.28,4.1,532,57,0,98,460,465,12,,,,,,,,,,
20422,4131,-539,168.42,24.5,1785,-79,0,375,2003,1753,55,,,,,,,,,,
20423,3915,-398,215.93,18.1,1630,-83,0,414,1806,1683,29,,,,,,,,,,
20425,2692,-234,140.5,19.2,1013,-32,0,284,1240,1168,24,,,,,,,,,,
20429,715,-124,310.82,2.3,371,-27,0,41,365,308,13,,,,,,,,,,
20430,3439,-386,234.47,14.7,1477,-45,0,283,1673,1482,76,,,,,,,,,,
20432,10584,-1242,476.03,22.2,4680,-262,0,916,5090,4426,121,,,,,,,,,,
20446,2593,-195,34.38,75.4,971,-30,0,241,1189,1163,18,,,,,,,,,,
20448,1639,-204,39.05,42,665,-33,0,169,774,696,11,,,,,,,,,,
20450,8400,5,24.98,336.3,3012,287,0,1121,4830,2436,163,,,,,,,,,,
20451,4279,-183,70.62,60.6,1474,62,0,525,2379,1375,41,,,,,,,,,,
20452,4149,-581,99.47,41.7,1687,-93,0,314,1905,1930,28,,,,,,,,,,
20481,9382,-544,40.16,233.6,3543,25,0,926,4730,3708,120,,,,,,,,,,
20482,9599,-349,47.07,203.9,3577,80,0,1069,5188,3305,134,,,,,,,,,,
20485,8575,-354,189.36,45.3,3709,232,0,961,4726,2785,292,,,,,,,,,,
20486,2647,-257,267.91,9.9,1145,-50,0,269,1364,1014,61,,,,,,,,,,
20521,14004,-867,53.64,261.1,5461,-12,0,1530,7333,5018,377,,,,,,,,,,
20541,10660,-42,19.12,557.5,3680,152,0,1396,5504,3748,47,,,,,,,,,,
20543,6617,-416,98.56,67.1,2321,30,0,718,3458,2441,98,,,,,,,,,,
20561,11352,-1077,265.9,42.7,4419,-46,0,976,5580,4762,163,,,,,,,,,,
20562,4375,-283,99.32,44,1567,3,0,470,2074,1761,21,,,,,,,,,,
20563,3279,-200,57.96,56.6,1153,-6,0,375,1629,1257,32,,,,,,,,,,
20583,7739,-730,149.3,51.8,3062,-95,0,661,3661,3416,59,,,,,,,,,,
20588,2215,-450,58.11,38.1,965,-121,0,188,1010,1017,16,,,,,,,,,,
20590,10296,-767,75,137.3,3767,-2,0,1019,5094,4182,43,,,,,,,,,,
20602,1660,-293,271.66,6.1,692,-83,0,103,654,902,15,,,,,,,,,,
21201,402557,-4178,203.6,1977.2,173386,7943,304103,45760,219393,113093,6362,,,,,,,,,,
21202,158286,-1593,206.57,766.3,62277,2192,95817,20339,92709,43465,4934,,,,,,,,,,
21203,84419,-4763,2177.61,38.8,32748,78,34502,10547,45399,28093,706,,,,,,,,,,
21204,106732,-3709,91.25,1169.7,42656,1210,53785,12253,60458,33321,1870,,,,,,,,,,
21205,85283,-3870,472.33,180.6,33438,611,25199,10487,47961,25999,1952,,,,,,,,,,
21206,76570,-2313,676.45,113.2,29690,1252,7046,9113,41736,24980,1755,,,,,,,,,,
21207,19247,-1513,117.01,164.5,7452,-56,0,2112,10121,6973,486,,,,,,,,,,
21208,37150,-1580,174.86,212.5,14521,617,13116,4187,21105,11639,941,,,,,,,,,,
21209,65649,-1688,53.66,1223.4,24842,894,24774,8480,38380,18140,987,,,,,,,,,,
21210,47774,-3299,504.24,94.7,18158,52,5656,5499,25118,16856,818,,,,,,,,,,
21211,56689,1305,74.81,757.8,21880,1379,11211,8277,32868,12916,4642,,,,,,,,,,
21212,55348,-2479,116.02,477.1,21359,320,23040,6553,30878,17692,1640,,,,,,,,,,
21213,144521,-169,87.81,1645.8,57129,3659,87517,18832,83147,40954,2974,,,,,,,,,,
21214,99968,1273,87.57,1141.6,39996,2825,33761,12949,57717,27764,7335,,,,,,,,,,
21215,25280,-1834,221.98,113.9,9511,-129,0,2616,13520,9115,593,,,,,,,,,,
21216,56388,2034,28.19,2000.3,22502,1491,21483,8590,34645,11829,2158,,,,,,,,,,
21217,22538,-2158,792.53,28.4,8196,-313,5015,2393,11032,9102,122,,,,,,,,,,
21218,32928,-1067,374.65,87.9,11720,374,0,4187,18511,10038,576,,,,,,,,,,
21219,38997,-3093,1030.75,37.8,14562,-48,0,4575,19746,14612,493,,,,,,,,,,
21220,30428,-3157,851.21,35.7,11686,-454,0,3246,14670,12298,463,,,,,,,,,,
21221,32735,-2471,112.03,292.2,11600,87,0,3270,18152,11257,686,,,,,,,,,,
21302,25881,1259,7.91,3271.9,10585,1025,14934,3774,15941,5822,574,,,,,,,,,,
21303,22208,-542,10.3,2156.1,8595,404,13073,2740,13011,6210,321,,,,,,,,,,
21341,26882,-2147,72.29,371.9,9405,27,0,2848,14822,9162,438,,,,,,,,,,
21361,26402,-1154,57.09,462.5,9580,206,13027,3272,14765,8280,794,,,,,,,,,,
21362,6610,-809,49.28,134.1,2507,-118,0,584,3338,2649,139,,,,,,,,,,
21381,18585,-697,18.78,989.6,6810,238,6346,2177,10309,5973,363,,,,,,,,,,
21382,9654,-319,22.33,432.3,3439,301,0,1300,5753,2571,456,,,,,,,,,,
21383,14355,-397,18.16,790.5,5013,300,0,1875,8306,4111,275,,,,,,,,,,
21401,19529,-1974,803.44,24.3,7067,-202,0,1993,10003,7523,222,,,,,,,,,,
21403,22041,-1412,34.2,644.5,7547,181,0,2794,12579,6608,262,,,,,,,,,,
21404,23360,-987,38.8,602.1,8395,498,0,2976,13427,6911,520,,,,,,,,,,
21421,18139,-30,5.18,3501.7,7418,279,13094,2501,11063,4455,436,,,,,,,,,,
21501,8071,-131,12.87,627.1,3200,89,0,1046,4686,2254,503,,,,,,,,,,
21502,5626,62,16.82,334.5,1967,133,0,792,3016,1817,135,,,,,,,,,,
21503,9860,-337,41.16,239.6,3702,141,0,1239,5449,3158,200,,,,,,,,,,
21504,3402,-474,90.47,37.6,1312,-69,0,283,1551,1568,27,,,,,,,,,,
21505,10195,-832,128.79,79.2,3879,-13,0,999,5089,4097,139,,,,,,,,,,
21506,7412,-980,237.9,31.2,2872,-130,0,586,3355,3471,104,,,,,,,,,,
21507,2016,-245,87.09,23.1,780,-37,0,185,921,910,20,,,,,,,,,,
21521,17516,-595,56.69,309,6768,254,0,2090,9755,5565,529,,,,,,,,,,
21604,1511,-98,356.64,4.2,580,27,0,201,810,500,29,,,,,,,,,,
22101,249297,-4296,1073.75,232.2,105124,3451,214936,29111,139810,77416,2756,,,,,,,,,,
22102,213026,607,73.06,2915.8,96437,5806,204377,24659,127440,56905,4268,,,,,,,,,,
22103,231066,-7911,265.02,871.9,95860,2151,199667,24504,128647,75307,2740,,,,,,,,,,
22131,235240,-2203,44.34,5305.4,108259,2068,229224,28418,140830,61237,8218,,,,,,,,,,
22132,129356,801,46.29,2794.5,52387,2281,79734,17561,76244,33468,3075,,,,,,,,,,
22133,108160,-3193,114.71,942.9,39828,1098,52682,14077,62135,31556,2644,,,,,,,,,,
22134,99769,-1101,46.84,2130,40191,1932,59051,12600,58124,27257,4108,,,,,,,,,,
22135,92688,-879,295.54,313.6,34023,2006,17938,11798,51576,28530,1726,,,,,,,,,,
22136,98779,2879,66.5,1485.4,35421,2928,41271,14931,56439,26694,2247,,,,,,,,,,
22137,26726,-3566,943.84,28.3,10640,-791,0,2076,12336,12183,350,,,,,,,,,,
22203,189386,-6247,186.96,1013,83438,2640,162233,19162,107423,60488,4042,,,,,,,,,,
22205,34208,-3336,61.78,553.7,18440,-406,12289,1993,15252,16376,494,,,,,,,,,,
22206,107783,-2263,62.02,1737.9,46106,888,83728,13054,61582,31677,1192,,,,,,,,,,
22207,128105,-2665,389.08,329.3,51425,2421,75330,15768,73531,37925,1914,,,,,,,,,,
22208,65491,-2854,124.1,527.7,30820,342,25831,5503,30839,27965,494,,,,,,,,,,
22209,95719,-2393,315.7,303.2,35395,1085,52851,12022,53013,30176,1306,,,,,,,,,,
22210,245392,-3007,244.95,1001.8,97333,4752,200725,30431,143917,69314,4998,,,,,,,,,,
22211,166672,-538,163.45,1019.7,65059,3713,74115,21544,94843,47581,7346,,,,,,,,,,
22212,136845,-2617,70.31,1946.3,53243,2595,79375,16571,78621,40865,4355,,,,,,,,,,
22213,114954,352,265.69,432.7,43770,2720,32071,15655,66367,32043,4090,,,,,,,,,,
22214,141342,-2263,194.06,728.3,53974,1659,86656,18165,79594,42602,1618,,,,,,,,,,
22215,86614,-1464,194.9,444.4,33529,1919,39305,11327,52570,22176,2100,,,,,,,,,,
22216,87864,2075,108.33,811.1,34072,2619,18966,12764,52796,21310,4336,,,,,,,,,,
22219,20183,-2733,104.38,193.4,9641,-756,0,1684,9887,8535,173,,,,,,,,,,
22220,50911,-1826,138.12,368.6,20717,-75,20017,6853,30028,13667,712,,,,,,,,,,
22221,57885,-1904,86.56,668.7,23005,459,31583,6973,34646,16070,3284,,,,,,,,,,
22222,28190,-3127,363.97,77.5,11449,-709,0,2328,13861,11999,197,,,,,,,,,,
22223,31103,-1475,65.56,474.4,11500,155,0,3673,17564,9537,914,,,,,,,,,,
22224,47789,1026,94.19,507.4,17759,1664,11272,6711,27785,12864,3473,,,,,,,,,,
22225,46804,-1348,94.62,494.7,19085,408,24875,5328,25354,15750,554,,,,,,,,,,
22226,43502,-2045,111.69,389.5,15904,488,9118,5064,24348,13834,1968,,,,,,,,,,
22301,11488,-1136,77.81,147.6,5502,-118,0,774,5189,5516,140,,,,,,,,,,
22302,6870,-433,100.69,68.2,2936,17,0,644,3266,2960,44,,,,,,,,,,
22304,7877,-647,109.94,71.6,3314,-121,0,659,3339,3873,45,,,,,,,,,,
22305,6038,-799,85.19,70.9,2663,-169,0,463,2620,2948,21,,,,,,,,,,
22306,7090,-1144,105.54,67.2,3400,-273,0,435,2972,3654,88,,,,,,,,,,
22325,36794,-867,65.16,564.7,14780,463,22887,4286,20397,12069,282,,,,,,,,,,
22341,31710,-408,8.81,3599.3,12973,610,28665,4012,19101,8285,1154,,,,,,,,,,
22342,43336,1005,26.63,1627.3,17482,1055,39022,6880,26520,9556,401,,,,,,,,,,
22344,18568,-929,135.74,136.8,6442,11,0,2165,10794,5569,196,,,,,,,,,,
22424,28919,-174,20.73,1395,11265,1021,7530,3689,17590,7468,1555,,,,,,,,,,
22429,6206,-986,496.88,12.5,2639,-244,0,403,2727,3076,87,,,,,,,,,,
22461,17457,-1071,133.91,130.4,6242,109,0,2005,9341,6001,341,,,,,,,,,,
23101,165245,549,18.18,9089.4,86281,1253,165245,19283,101329,39379,5711,,,,,,,,,,
23102,84392,6349,7.71,10945.8,45762,4451,84392,9642,53876,17986,3364,,,,,,,,,,
23103,162956,-623,17.53,9295.8,79169,3741,162956,17222,98464,47154,5292,,,,,,,,,,
23104,151082,1984,17.93,8426.2,74257,4179,151082,16979,93632,35800,3740,,,,,,,,,,
23105,138599,5393,16.3,8503,74793,8754,138599,12848,83337,35868,4210,,,,,,,,,,
23106,93100,9897,9.38,9925.4,63159,9626,93100,5716,48598,15440,5254,,,,,,,,,,
23107,107599,429,10.94,9835.4,55059,-49,107599,13014,66597,25086,3461,,,,,,,,,,
23108,108332,2975,11.22,9655.3,51641,3012,108332,12066,57233,26996,1422,,,,,,,,,,
23109,66957,1062,8.2,8165.5,33791,1907,66957,6774,40539,17269,1940,,,,,,,,,,
23110,220728,447,32.02,6893.4,101148,5653,217817,25896,135275,54337,6367,,,,,,,,,,
23111,143715,-3030,45.69,3145.4,63885,2172,136046,16363,81593,39032,8293,,,,,,,,,,
23112,134510,-2425,18.46,7286.6,62606,1542,134510,14261,79069,40043,5662,,,,,,,,,,
23113,176587,3742,34.01,5192.2,74939,5252,160947,24936,99649,42753,3290,,,,,,,,,,
23114,248802,6980,37.91,6563,101566,6356,247325,37454,151029,56715,4990,,,,,,,,,,
23115,164755,675,19.45,8470.7,75958,2036,164585,22683,97071,35530,3327,,,,,,,,,,
23116,164817,2134,21.58,7637.5,78089,3721,163527,20347,101057,36766,3178,,,,,,,,,,
23201,371920,-2845,261.86,1420.3,151377,7155,276142,48558,221467,95757,16916,,,,,,,,,,
23202,384654,3603,387.2,993.4,156619,9201,299580,54174,234846,89678,10887,,,,,,,,,,
23203,380073,-795,113.82,3339.2,152075,9595,276660,48805,221207,102543,5774,,,,,,,,,,
23204,127792,-1254,111.4,1147.1,52273,1946,94830,15806,72686,38195,3971,,,,,,,,,,
23205,117884,976,47.42,2486,49006,2725,104191,15247,72492,28591,3862,,,,,,,,,,
23206,308681,2173,92.78,3327,131000,6709,267960,40928,182975,79532,6657,,,,,,,,,,
23207,184661,2225,161.14,1146,72220,4244,123059,25338,109442,48237,6115,,,,,,,,,,
23208,60942,-2489,25.09,2428.9,24258,425,29812,6588,35520,18299,1347,,,,,,,,,,
23209,72458,1112,36.68,1975.4,28277,1800,65484,9872,44522,17247,5045,,,,,,,,,,
23210,153834,4069,50.39,3052.9,67708,5232,125248,20887,96421,31028,4708,,,,,,,,,,
23211,422330,-212,918.32,459.9,176840,7242,246109,56365,261645,97411,15974,,,,,,,,,,
23212,187990,3850,86.05,2184.7,75310,4448,129121,27665,119010,39497,7101,,,,,,,,,,
23213,169046,1056,161.22,1048.5,62024,3073,85818,23576,100848,43373,8909,,,,,,,,,,
23214,79538,-1562,56.92,1397.4,30970,1020,54735,9583,45717,23404,3025,,,,,,,,,,
23215,73090,-1218,74.9,975.8,29453,1184,35638,8825,42172,21416,2218,,,,,,,,,,
23216,58710,2163,55.9,1050.3,24566,2060,40983,8495,34460,14737,1273,,,,,,,,,,
23217,98255,-104,30.2,3253.5,38697,1567,57758,11679,54529,26630,1544,,,,,,,,,,
23219,148831,-631,62.81,2369.5,62633,3250,117528,19321,91387,37160,9011,,,,,,,,,,
23220,134751,-2116,79.35,1698.2,52005,2019,55108,17241,79173,37287,3083,,,,,,,,,,
23221,44355,-2778,499.23,88.8,16633,179,8746,4732,23319,16032,885,,,,,,,,,,
23222,113787,1843,43.43,2620,49077,2706,103436,16453,69809,25005,1753,,,,,,,,,,
23223,93123,3966,33.66,2766.6,38310,2641,70900,14194,57143,19927,2611,,,,,,,,,,
23224,84364,-253,45.9,1838,34025,1016,56442,10966,49179,23461,1902,,,,,,,,,,
23225,72193,1692,16.31,4426.3,31694,2382,57028,9755,46716,14360,4729,,,,,,,,,,
23226,83144,2357,21.03,3953.6,33977,2171,79410,11404,49283,21475,1309,,,,,,,,,,
23227,46106,-130,13.11,3516.9,18239,555,43672,6997,29738,8896,3290,,,,,,,,,,
23228,47983,421,10.47,4582.9,21498,1108,42229,5890,28702,11995,2321,,,,,,,,,,
23229,69295,168,23.22,2984.3,29101,1597,58111,8577,41574,18123,3021,,,,,,,,,,
23230,91520,3543,34.91,2621.6,36460,2250,55888,13492,51836,18044,1396,,,,,,,,,,
23231,59360,-3004,191.12,310.6,21300,-340,11495,7422,33453,16698,1152,,,,,,,,,,
23232,60829,-2259,66.68,912.3,21718,587,13064,6865,34544,19192,838,,,,,,,,,,
23233,67352,25,17.35,3882,28929,1873,58154,8696,36320,15188,1201,,,,,,,,,,
23234,86385,2252,18.37,4702.5,36117,2375,76046,12192,52510,20797,1950,,,,,,,,,,
23235,43025,-244,49.11,876.1,17066,1016,23740,5294,25765,11260,1521,,,,,,,,,,
23236,61952,142,32.19,1924.6,24129,1577,38299,8981,40028,11234,2026,,,,,,,,,,
23237,86126,-772,27.49,3133,34041,851,71101,11511,51573,23031,2048,,,,,,,,,,
23238,60162,2564,21.55,2791.7,26304,1235,47492,10084,36234,9840,737,,,,,,,,,,
