CODE,ELECTOR,S_VOTE,S_VALID_VOTE,H_VOTE,H_VALID_VOTE,H_JIMIN,H_KOMEI,H_RIKKEN,H_ISHIN,H_KOKUMIN,H_KYOSAN,H_REIWA,H_SHAMIN,H_NHK,H_SANSEI,H_OTHER
dummy,,,,,,,,,,,,,,,,
10204,167990 ,69784 ,66923 ,69788,67707 ,25719.075 ,8312.052 ,8365.959 ,6768.088 ,4338.414 ,4459.342 ,3240.369 ,1414.012 ,1857.235 ,2601.000 ,631.435 
10205,177027 ,81830 ,77608 ,81829,79213 ,27789.562 ,11484.104 ,10203.460 ,7808.921 ,6851.669 ,3771.839 ,3791.778 ,1684.593 ,2067.133 ,2988.279 ,771.650 
10206,39321 ,18410 ,17595 ,18409,17668 ,7996.591 ,2025.000 ,1936.942 ,1426.153 ,796.060 ,1331.213 ,669.533 ,405.000 ,353.838 ,584.662 ,143.000 
10207,62056 ,30770 ,29443 ,30768,29769 ,11394.486 ,3809.277 ,3549.791 ,2984.333 ,1778.303 ,1834.518 ,1437.400 ,744.666 ,877.216 ,997.000 ,362.000 
10208,64381 ,29671 ,28052 ,29672,28484 ,11711.092 ,3071.484 ,3430.340 ,2647.263 ,1481.692 ,2057.668 ,1107.642 ,1107.868 ,615.901 ,932.964 ,320.074 
10209,54230 ,26372 ,25051 ,26370,25412 ,10267.699 ,3792.000 ,2891.649 ,2390.031 ,1188.016 ,1612.333 ,1090.267 ,544.000 ,578.000 ,804.000 ,254.000 
10210,39826 ,19750 ,18733 ,19748,18861 ,8767.561 ,1713.080 ,2376.929 ,1855.122 ,853.990 ,956.000 ,732.313 ,410.000 ,441.000 ,608.000 ,147.000 
10211,48334 ,24436 ,23261 ,24435,23423 ,10149.385 ,2451.375 ,2955.527 ,2200.222 ,969.442 ,1423.333 ,928.095 ,900.957 ,545.291 ,683.364 ,216.000 
10212,41607 ,18673 ,17829 ,18672,18132 ,6879.999 ,2406.000 ,2343.156 ,1813.000 ,1154.837 ,1037.688 ,828.000 ,371.000 ,472.310 ,654.000 ,172.005 
10344,12111 ,6380 ,6072 ,6379,6114 ,2751.594 ,689.000 ,580.680 ,639.000 ,285.319 ,281.000 ,286.404 ,132.000 ,167.000 ,227.000 ,75.000 
10345,17792 ,8920 ,8514 ,8921,8690 ,3498.811 ,1055.000 ,1027.960 ,888.019 ,556.943 ,468.000 ,370.166 ,206.095 ,234.000 ,297.000 ,88.000 
10366,957 ,761 ,727 ,761,737 ,394.000 ,150.000 ,52.552 ,40.000 ,17.447 ,31.000 ,14.000 ,14.000 ,5.000 ,12.000 ,7.000 
10367,1584 ,1279 ,1188 ,1279,1171 ,643.934 ,236.000 ,123.789 ,61.000 ,26.210 ,15.000 ,23.065 ,6.000 ,16.000 ,15.000 ,5.000 
10382,6218 ,3585 ,3401 ,3583,3390 ,1682.999 ,378.000 ,597.330 ,234.000 ,83.669 ,111.000 ,76.000 ,67.000 ,57.000 ,83.000 ,20.000 
10383,1558 ,1029 ,966 ,1027,965 ,607.000 ,116.000 ,106.315 ,33.000 ,12.684 ,26.000 ,23.000 ,10.000 ,9.000 ,19.000 ,3.000 
10384,10927 ,6233 ,5951 ,6232,5973 ,2878.913 ,654.000 ,686.355 ,552.999 ,196.644 ,299.000 ,250.086 ,125.000 ,127.000 ,160.000 ,43.000 
10421,13238 ,8553 ,8111 ,8549,8167 ,3725.778 ,1229.000 ,788.763 ,620.000 ,308.236 ,564.000 ,313.221 ,239.000 ,144.000 ,174.000 ,61.000 
10424,4684 ,2834 ,2672 ,2833,2696 ,1250.969 ,482.000 ,207.019 ,194.000 ,73.980 ,160.000 ,99.030 ,73.000 ,47.000 ,85.000 ,24.000 
10425,7984 ,4686 ,4417 ,4686,4545 ,2235.437 ,705.000 ,399.438 ,365.000 ,103.561 ,238.000 ,162.000 ,78.000 ,79.000 ,133.562 ,46.000 
10426,5239 ,2882 ,2687 ,2882,2688 ,1233.999 ,630.000 ,149.238 ,177.000 ,49.761 ,161.000 ,92.000 ,49.000 ,40.000 ,82.000 ,24.000 
10428,2916 ,1828 ,1758 ,1828,1748 ,848.000 ,271.000 ,164.785 ,123.000 ,73.214 ,82.000 ,60.000 ,31.000 ,31.000 ,51.000 ,13.000 
10429,11293 ,7148 ,6917 ,7146,6852 ,3271.447 ,864.000 ,907.213 ,490.000 ,236.756 ,353.111 ,235.105 ,202.000 ,88.000 ,142.333 ,62.030 
10443,3658 ,2136 ,1986 ,2136,2015 ,1092.849 ,239.000 ,209.615 ,104.040 ,61.344 ,111.000 ,65.149 ,32.000 ,27.000 ,63.000 ,10.000 
10444,2680 ,1697 ,1603 ,1697,1596 ,879.631 ,232.000 ,112.480 ,93.000 ,58.520 ,91.000 ,48.368 ,24.000 ,20.000 ,29.000 ,8.000 
10448,5651 ,2965 ,2839 ,2965,2876 ,1403.000 ,428.125 ,250.230 ,217.000 ,112.644 ,198.000 ,86.000 ,43.000 ,53.000 ,61.000 ,24.000 
10449,15599 ,8728 ,8320 ,8728,8384 ,3838.932 ,1103.000 ,856.288 ,681.999 ,315.711 ,610.333 ,338.066 ,205.000 ,143.666 ,240.000 ,51.000 
10464,30090 ,14510 ,13765 ,14509,14010 ,5034.091 ,1846.064 ,2336.761 ,1377.000 ,731.213 ,786.000 ,668.150 ,314.000 ,324.000 ,480.717 ,112.000 
10521,11921 ,6772 ,6458 ,6772,6525 ,3023.999 ,846.000 ,710.274 ,578.000 ,290.725 ,326.000 ,231.000 ,149.000 ,138.000 ,180.000 ,52.000 
10522,9154 ,5412 ,5192 ,5412,5250 ,1980.671 ,926.000 ,644.598 ,458.000 ,274.401 ,272.000 ,224.327 ,172.000 ,115.000 ,141.000 ,42.000 
10523,9156 ,4882 ,4625 ,4882,4707 ,2065.999 ,646.000 ,510.795 ,451.500 ,276.204 ,178.000 ,215.000 ,76.500 ,92.000 ,147.000 ,48.000 
10524,29051 ,14086 ,13368 ,14088,13704 ,4853.773 ,1967.000 ,1621.937 ,1358.431 ,1425.024 ,575.149 ,650.030 ,320.759 ,361.863 ,427.000 ,143.026 
10525,21644 ,11548 ,11126 ,11548,11137 ,4290.937 ,1579.000 ,1586.536 ,1038.999 ,704.463 ,511.000 ,441.061 ,230.000 ,333.000 ,308.000 ,114.000 
11000,6146072 ,3088514 ,3021306 ,3088184 ,3009654 ,968639.096 ,375250.448 ,411217.665 ,384661.066 ,181603.907 ,246299.458 ,163629.600 ,77033.308 ,67155.580 ,96195.181 ,37965.323 
11101,78230 ,38910 ,38200 ,38909 ,37986 ,11806.820 ,4583.000 ,7389.801 ,4063.000 ,2054.198 ,2791.057 ,1852.170 ,833.000 ,880.000 ,1253.950 ,479.000 
11102,124342 ,65918 ,64659 ,65914 ,64343 ,20521.341 ,5653.000 ,12423.823 ,8208.921 ,4331.176 ,4088.484 ,3322.248 ,1483.478 ,1406.551 ,2156.970 ,747.000 
11103,101518 ,54889 ,53808 ,54887 ,53538 ,17514.629 ,3783.000 ,10633.535 ,6899.118 ,3628.464 ,3459.000 ,2660.251 ,1229.000 ,1294.000 ,1852.000 ,585.000 
11104,137479 ,68339 ,67030 ,68332 ,66717 ,20122.657 ,8051.000 ,11113.189 ,8476.334 ,3749.810 ,5393.644 ,3566.250 ,1621.680 ,1452.428 ,2298.976 ,871.025 
11105,85780 ,47706 ,46773 ,47704 ,46712 ,15049.724 ,3535.000 ,8654.188 ,6158.093 ,3414.811 ,3389.333 ,2359.089 ,1140.000 ,1053.666 ,1510.000 ,448.090 
11106,80167 ,38828 ,38074 ,38827 ,37879 ,11228.762 ,4855.000 ,5222.735 ,5173.000 ,2301.264 ,3196.000 ,2151.237 ,1026.000 ,921.000 ,1259.000 ,545.000 
11107,137057 ,80487 ,78894 ,80453 ,78810 ,25786.243 ,4453.000 ,13348.822 ,12071.433 ,5920.177 ,5730.012 ,3905.000 ,2326.636 ,1661.000 ,2755.663 ,852.007 
11108,157433 ,84917 ,83284 ,84909 ,83096 ,26253.432 ,6892.000 ,11632.873 ,14158.723 ,5865.126 ,6291.013 ,4358.111 ,1926.419 ,1898.000 ,2900.241 ,920.054 
11109,106208 ,54597 ,53559 ,54596 ,53264 ,16527.175 ,5598.036 ,7469.573 ,7220.048 ,3597.389 ,4779.000 ,3080.115 ,1302.000 ,1152.000 ,1881.660 ,656.000 
11110,94646 ,43224 ,42228 ,43222 ,42140 ,13533.703 ,6093.000 ,5697.624 ,5017.166 ,2107.483 ,2923.009 ,2247.176 ,1699.833 ,926.000 ,1335.000 ,560.000 
11201,293488 ,144276 ,140378 ,144246 ,140355 ,43279.952 ,19079.183 ,19012.759 ,17991.633 ,8514.050 ,11514.587 ,7579.962 ,4050.534 ,3084.255 ,4452.927 ,1795.146 
11202,163736 ,78736 ,76881 ,78730 ,76583 ,26579.501 ,8356.018 ,12518.553 ,8600.430 ,4635.398 ,5093.067 ,3785.883 ,1978.895 ,1682.000 ,2424.517 ,928.727 
11203,484275 ,225068 ,219755 ,225043 ,219157 ,67898.388 ,30914.670 ,23645.280 ,30375.988 ,12546.310 ,19671.798 ,13190.558 ,4852.309 ,5647.674 ,7515.762 ,2898.247 
11206,67518 ,32981 ,32033 ,32981 ,32084 ,10748.660 ,5288.000 ,4425.510 ,3449.489 ,1716.389 ,2204.000 ,1671.322 ,732.625 ,587.000 ,867.000 ,394.000 
11207,51315 ,25136 ,24383 ,25133 ,24191 ,9474.122 ,3001.583 ,2903.302 ,2270.053 ,1062.697 ,1975.000 ,1205.215 ,866.000 ,429.416 ,666.606 ,337.000 
11208,290606 ,154952 ,151601 ,154944 ,151813 ,46762.957 ,17454.000 ,20625.397 ,19910.009 ,9331.253 ,14720.034 ,8754.919 ,4217.134 ,3089.000 ,5108.980 ,1839.306 
11209,67299 ,35726 ,35048 ,35724 ,34901 ,11386.328 ,4331.000 ,4374.544 ,4034.403 ,1685.455 ,3789.010 ,1985.540 ,916.714 ,637.833 ,1343.000 ,417.166 
11210,94400 ,42771 ,41879 ,42770 ,41613 ,14980.691 ,6822.007 ,5176.178 ,4269.123 ,1986.813 ,2761.013 ,2120.280 ,965.888 ,790.000 ,1209.000 ,532.000 
11211,64467 ,29783 ,28990 ,29783 ,28936 ,10377.854 ,3769.000 ,3413.011 ,3366.041 ,1560.988 ,2075.000 ,1502.101 ,840.000 ,644.000 ,976.000 ,412.000 
11212,75537 ,42151 ,40633 ,42148 ,40538 ,13669.540 ,4555.525 ,6602.164 ,4559.125 ,2054.755 ,3273.014 ,2229.458 ,1093.887 ,801.500 ,1119.985 ,579.038 
11214,198318 ,91934 ,89985 ,91915 ,89459 ,26562.590 ,14063.020 ,11310.591 ,11994.046 ,4648.100 ,7966.108 ,4656.360 ,2203.000 ,2269.000 ,2638.000 ,1148.176 
11215,127832 ,67775 ,66410 ,67759 ,66140 ,21547.339 ,8915.000 ,8856.879 ,8067.212 ,3898.098 ,5421.014 ,3637.346 ,1716.000 ,1347.000 ,1934.000 ,800.105 
11216,45262 ,20116 ,19712 ,20113 ,19583 ,7027.797 ,3052.000 ,2652.664 ,2071.000 ,964.327 ,1136.333 ,978.201 ,486.007 ,382.666 ,553.000 ,279.000 
11217,99897 ,52331 ,51336 ,52324 ,50946 ,17010.791 ,6005.000 ,8491.981 ,5791.026 ,3012.018 ,3805.047 ,2499.157 ,1413.000 ,955.000 ,1404.974 ,558.000 
11218,118547 ,52080 ,50817 ,52079 ,50553 ,17942.794 ,5850.062 ,6691.087 ,5525.000 ,2885.912 ,4060.038 ,2862.141 ,1365.000 ,1018.937 ,1619.988 ,732.033 
11219,193571 ,95967 ,94168 ,95969 ,93572 ,28442.634 ,11430.000 ,14747.092 ,11403.705 ,5853.907 ,8566.436 ,4815.240 ,2262.000 ,2066.000 ,2892.979 ,1092.000 
11221,208402 ,101333 ,98729 ,101327 ,98773 ,30576.796 ,13520.000 ,11692.719 ,14213.423 ,5719.251 ,7882.017 ,5901.202 ,2101.604 ,2603.000 ,3291.982 ,1271.000 
11222,286437 ,141603 ,138964 ,141583 ,138268 ,44151.372 ,18434.056 ,18866.151 ,19119.801 ,7746.311 ,9829.209 ,7758.205 ,3198.573 ,3181.277 ,4174.033 ,1809.000 
11223,59667 ,31789 ,31104 ,31784 ,31020 ,9642.616 ,3352.000 ,3631.806 ,4556.025 ,1942.193 ,3224.022 ,1761.627 ,739.000 ,753.000 ,1011.705 ,406.000 
11224,111308 ,54251 ,53310 ,54248 ,53103 ,16559.770 ,6160.533 ,5935.552 ,8038.418 ,3751.447 ,4235.000 ,3125.228 ,1182.580 ,1351.466 ,2054.000 ,709.000 
11225,123982 ,63982 ,62818 ,63971 ,62478 ,20954.835 ,8361.822 ,8217.458 ,7476.621 ,3312.594 ,5065.000 ,3517.067 ,1472.413 ,1192.183 ,2065.000 ,843.000 
11227,117434 ,63116 ,61623 ,63098 ,61304 ,20119.630 ,6630.000 ,7002.221 ,8457.000 ,5110.778 ,4285.225 ,3667.369 ,1622.000 ,1563.774 ,2041.000 ,805.000 
11228,63035 ,33427 ,32736 ,33422 ,32490 ,10618.847 ,3511.000 ,4108.481 ,4459.000 ,2484.518 ,2566.014 ,1724.136 ,852.000 ,727.000 ,1056.000 ,383.000 
11229,68793 ,37873 ,37016 ,37868 ,36938 ,12491.737 ,3275.000 ,4283.499 ,5198.300 ,3225.500 ,2822.000 ,2129.254 ,849.000 ,955.000 ,1256.705 ,452.000 
11230,137288 ,71315 ,70063 ,71312 ,69544 ,20103.099 ,10642.000 ,7753.026 ,8190.574 ,4632.988 ,7544.017 ,4213.296 ,1754.571 ,1672.000 ,2192.421 ,846.000 
11231,63632 ,32933 ,32237 ,32931 ,32117 ,10451.652 ,3755.000 ,5431.272 ,3771.999 ,1844.672 ,2320.016 ,1649.331 ,943.000 ,661.000 ,893.000 ,396.055 
11232,128157 ,63943 ,62708 ,63942 ,62664 ,21350.562 ,7795.000 ,8443.373 ,7645.358 ,3454.549 ,5343.449 ,2958.382 ,1887.695 ,1260.677 ,1730.948 ,794.000 
11233,56994 ,30297 ,29585 ,30297 ,29415 ,9221.746 ,3439.000 ,5344.194 ,3345.000 ,1658.805 ,2340.000 ,1461.252 ,766.000 ,566.000 ,930.000 ,343.000 
11234,75445 ,33604 ,32783 ,33603 ,32763 ,10251.780 ,5417.000 ,3003.079 ,4177.081 ,2209.920 ,2598.000 ,1914.511 ,604.000 ,893.000 ,1201.000 ,493.625 
11235,93583 ,47010 ,46162 ,47000 ,45778 ,14492.666 ,5671.000 ,5430.193 ,6069.000 ,2889.806 ,4284.000 ,2514.333 ,1095.000 ,1124.000 ,1575.000 ,633.000 
11237,116856 ,55332 ,54052 ,55324 ,53783 ,16219.746 ,7948.615 ,5405.875 ,6998.870 ,4453.104 ,4793.000 ,3048.146 ,1166.200 ,1405.439 ,1635.000 ,708.000 
11238,52728 ,25872 ,25391 ,25870 ,25270 ,8331.774 ,2813.000 ,3859.331 ,3256.065 ,1412.613 ,2247.000 ,1195.182 ,644.000 ,423.031 ,727.000 ,361.000 
11239,83214 ,39876 ,38934 ,39874 ,38916 ,12394.948 ,5491.600 ,5303.401 ,4567.458 ,2100.588 ,3147.000 ,2044.050 ,1339.551 ,873.400 ,1209.000 ,445.000 
11240,42608 ,21150 ,20655 ,21148 ,20522 ,7099.589 ,3476.000 ,2408.796 ,2355.482 ,1004.238 ,1429.000 ,1017.223 ,545.000 ,430.000 ,514.000 ,242.666 
11241,58908 ,31283 ,30546 ,31276 ,30519 ,9659.843 ,4040.000 ,4157.531 ,3856.019 ,1689.468 ,2461.000 ,1703.135 ,949.000 ,675.000 ,973.000 ,355.000 
11242,46371 ,24456 ,23969 ,24456 ,23762 ,7862.933 ,3245.000 ,3187.743 ,2609.000 ,1220.256 ,1961.850 ,1409.195 ,674.000 ,479.250 ,803.911 ,308.857 
11243,59259 ,29387 ,28694 ,29382 ,28538 ,9190.941 ,4034.000 ,3243.862 ,3584.000 ,1881.137 ,2457.161 ,1568.058 ,608.000 ,671.857 ,913.980 ,385.000 
11245,94177 ,48938 ,48065 ,48937 ,47872 ,15153.719 ,5880.700 ,5591.693 ,6320.000 ,3077.299 ,4946.082 ,2408.258 ,1142.000 ,1071.300 ,1649.943 ,631.000 
11246,44187 ,23082 ,22564 ,23080 ,22386 ,7667.715 ,2530.000 ,3345.888 ,2948.050 ,1423.111 ,1459.060 ,1113.233 ,559.000 ,455.000 ,600.939 ,284.000 
11301,36978 ,18062 ,17761 ,18062 ,17648 ,5512.999 ,2397.000 ,2670.778 ,2008.000 ,1050.221 ,1478.071 ,922.000 ,415.000 ,383.000 ,554.928 ,256.000 
11324,31519 ,17003 ,16685 ,16997 ,16578 ,5322.799 ,2376.018 ,1889.435 ,2067.166 ,919.545 ,1585.014 ,937.185 ,378.833 ,348.000 ,487.000 ,267.000 
11326,28615 ,14368 ,14025 ,14367 ,13940 ,4786.898 ,2300.000 ,1605.157 ,1461.000 ,607.842 ,968.000 ,742.100 ,523.000 ,335.000 ,424.000 ,187.000 
11327,9869 ,5516 ,5393 ,5516 ,5361 ,2015.999 ,635.000 ,658.085 ,546.000 ,237.914 ,483.000 ,283.000 ,188.000 ,99.000 ,150.000 ,65.000 
11341,15473 ,8254 ,8006 ,8254 ,7964 ,2787.921 ,901.000 ,1142.309 ,838.000 ,484.690 ,592.000 ,468.078 ,247.000 ,156.000 ,242.000 ,105.000 
11342,15040 ,8039 ,7858 ,8035 ,7760 ,2672.871 ,1005.000 ,1044.323 ,813.999 ,376.676 ,666.000 ,474.128 ,235.000 ,156.000 ,205.000 ,110.000 
11343,25428 ,13919 ,13600 ,13919 ,13500 ,4814.093 ,1657.000 ,2022.187 ,1378.750 ,635.812 ,1097.000 ,691.530 ,458.250 ,231.000 ,358.375 ,156.000 
11346,16732 ,8628 ,8400 ,8628 ,8278 ,3190.953 ,1247.000 ,1051.834 ,877.333 ,327.165 ,596.000 ,387.157 ,189.666 ,110.000 ,215.888 ,85.000 
11347,16254 ,8687 ,8443 ,8687 ,8426 ,3055.162 ,1290.000 ,1111.923 ,781.207 ,362.076 ,700.000 ,450.000 ,193.000 ,147.000 ,231.629 ,104.000 
11348,11938 ,7241 ,7057 ,7240 ,7019 ,2200.877 ,861.000 ,1101.156 ,842.000 ,309.843 ,683.000 ,382.122 ,275.000 ,113.000 ,180.000 ,71.000 
11349,9451 ,5184 ,5067 ,5185 ,4975 ,1900.859 ,724.000 ,581.406 ,506.999 ,212.593 ,366.000 ,286.140 ,126.000 ,92.000 ,123.000 ,56.000 
11361,6827 ,3643 ,3536 ,3643 ,3535 ,1455.000 ,474.000 ,463.909 ,322.000 ,150.090 ,214.000 ,185.000 ,93.000 ,59.000 ,75.000 ,44.000 
11362,8077 ,4468 ,4349 ,4467 ,4293 ,1846.303 ,404.000 ,452.008 ,398.000 ,156.991 ,473.000 ,201.271 ,143.000 ,59.000 ,117.424 ,42.000 
11363,5909 ,3033 ,2959 ,3032 ,2916 ,1131.905 ,276.000 ,434.151 ,278.000 ,137.848 ,274.000 ,124.094 ,92.000 ,56.000 ,76.000 ,36.000 
11365,9440 ,4925 ,4810 ,4923 ,4696 ,2105.924 ,658.000 ,472.716 ,359.000 ,188.283 ,392.000 ,215.074 ,100.000 ,54.000 ,107.000 ,44.000 
11369,2387 ,1587 ,1536 ,1586 ,1495 ,699.000 ,205.000 ,208.412 ,110.000 ,35.587 ,81.000 ,72.000 ,30.000 ,10.000 ,30.000 ,14.000 
11381,9356 ,4513 ,4339 ,4513 ,4328 ,1729.955 ,636.000 ,459.244 ,430.000 ,188.755 ,302.000 ,237.044 ,104.000 ,66.000 ,117.000 ,58.000 
11383,11062 ,5011 ,4812 ,5011 ,4805 ,1846.877 ,737.000 ,498.569 ,461.029 ,198.430 ,315.000 ,297.092 ,119.000 ,108.000 ,163.000 ,61.000 
11385,25239 ,11499 ,11224 ,11499 ,11164 ,4020.890 ,1595.000 ,1316.910 ,1340.044 ,536.889 ,751.200 ,547.063 ,295.000 ,285.000 ,332.000 ,144.000 
11408,28070 ,14219 ,13876 ,14219 ,13772 ,4730.847 ,2065.000 ,1754.617 ,1228.035 ,722.382 ,1352.000 ,715.116 ,368.000 ,288.000 ,382.000 ,166.000 
11442,28758 ,15273 ,14947 ,15273 ,14863 ,4723.724 ,2171.000 ,2143.705 ,1883.803 ,766.294 ,1098.000 ,715.137 ,446.333 ,287.000 ,427.000 ,201.000 
11464,37920 ,19001 ,18636 ,18995 ,18502 ,6186.632 ,2763.000 ,2323.532 ,2204.038 ,951.467 ,1501.000 ,978.135 ,494.000 ,403.000 ,451.192 ,246.000 
11465,24337 ,10991 ,10761 ,10986 ,10704 ,3295.868 ,2069.000 ,1131.000 ,1190.000 ,475.000 ,1021.000 ,542.131 ,279.000 ,247.000 ,316.000 ,138.000 
12000,5261370 ,2631296 ,2541320 ,2631086 ,2577327 ,919855.589 ,305978.962 ,343591.537 ,331023.711 ,168195.386 ,177867.202 ,106845.537 ,51145.329 ,60189.424 ,82774.597 ,29856.369 
12101,176214 ,86141 ,83610 ,86123 ,84343 ,30481.951 ,9440.000 ,11722.833 ,10196.047 ,6560.166 ,5076.311 ,3517.000 ,1614.000 ,2032.714 ,2781.973 ,920.000 
12102,149431 ,76120 ,74067 ,76111 ,74640 ,24881.835 ,9099.017 ,10080.336 ,9231.041 ,5187.623 ,6931.194 ,2940.000 ,1431.000 ,1658.700 ,2389.947 ,809.300 
12103,131482 ,68888 ,67001 ,68878 ,67529 ,23639.880 ,7147.017 ,10141.866 ,8561.772 ,4738.115 ,4825.000 ,2695.117 ,1433.227 ,1568.906 ,2061.000 ,717.093 
12104,124798 ,57794 ,55904 ,57786 ,56569 ,20638.059 ,7313.566 ,7781.330 ,6543.391 ,3123.669 ,4126.750 ,2286.350 ,1041.636 ,1319.349 ,1736.559 ,658.333 
12105,106740 ,54763 ,53386 ,54752 ,53809 ,19752.808 ,5705.000 ,7337.390 ,7027.843 ,3795.609 ,3597.000 ,2069.096 ,987.250 ,1125.000 ,1838.000 ,574.000 
12106,123659 ,71796 ,70362 ,71783 ,70366 ,24410.901 ,5639.000 ,11062.616 ,9825.781 ,5094.282 ,5159.127 ,2853.000 ,1748.285 ,1738.033 ,2128.970 ,706.000 
12202,49456 ,22470 ,21359 ,22470 ,21809 ,8913.623 ,3222.583 ,2853.410 ,2064.035 ,1020.663 ,1161.420 ,739.263 ,393.000 ,404.225 ,758.769 ,278.000 
12203,407834 ,203997 ,197416 ,203960 ,199910 ,67837.048 ,20681.594 ,22862.469 ,29426.022 ,15657.404 ,14892.296 ,9234.693 ,4284.418 ,5218.232 ,7244.000 ,2571.812 
12204,532345 ,266990 ,259235 ,266973 ,261803 ,85035.299 ,27400.218 ,39944.239 ,34618.233 ,18868.677 ,21668.470 ,11251.103 ,5122.369 ,6305.423 ,8716.898 ,2872.056 
12205,39206 ,17912 ,16994 ,17912 ,17452 ,6787.839 ,2503.561 ,2669.001 ,1753.032 ,814.768 ,991.000 ,647.124 ,347.000 ,315.057 ,438.000 ,185.608 
12206,112493 ,52053 ,49493 ,52051 ,50981 ,18989.725 ,7838.590 ,7208.745 ,5684.650 ,3037.254 ,2405.582 ,1910.208 ,734.000 ,1181.863 ,1450.000 ,540.375 
12207,414041 ,203004 ,196100 ,203000 ,199389 ,66155.797 ,24106.570 ,24750.803 ,27780.298 ,13295.154 ,15522.798 ,8978.330 ,4643.000 ,4904.663 ,6840.695 ,2410.878 
12208,128879 ,55073 ,52953 ,55075 ,53913 ,17964.912 ,7935.047 ,6498.366 ,6132.226 ,3842.391 ,3913.634 ,2372.186 ,1346.000 ,1517.805 ,1681.754 ,708.666 
12210,75513 ,35779 ,34180 ,35781 ,34983 ,13675.109 ,5136.040 ,4135.242 ,3865.362 ,1848.604 ,2088.142 ,1532.352 ,529.636 ,778.923 ,978.503 ,415.076 
12211,104862 ,48431 ,46492 ,48426 ,47380 ,18742.615 ,5279.000 ,5669.012 ,5931.747 ,2859.987 ,2489.049 ,2068.202 ,890.352 ,1221.904 ,1568.000 ,660.124 
12212,145940 ,78168 ,75718 ,78167 ,76785 ,26697.617 ,8257.051 ,11572.461 ,10360.142 ,4707.393 ,5394.545 ,3048.624 ,1919.091 ,1571.454 ,2428.611 ,828.000 
12213,48253 ,22309 ,21339 ,22309 ,21835 ,8427.244 ,3531.000 ,2275.740 ,2461.857 ,1022.252 ,1297.006 ,1039.637 ,369.200 ,472.000 ,705.000 ,234.057 
12215,53651 ,23492 ,22499 ,23490 ,22896 ,10118.932 ,3155.027 ,2779.480 ,2103.000 ,1141.491 ,911.476 ,819.066 ,261.000 ,524.923 ,826.000 ,255.600 
12216,144564 ,80543 ,78451 ,80523 ,78890 ,28042.691 ,7499.000 ,10610.230 ,11321.478 ,5781.769 ,5791.039 ,3124.728 ,1737.000 ,1762.000 ,2353.000 ,867.058 
12217,356501 ,182114 ,175858 ,182115 ,178676 ,59117.443 ,19506.658 ,24810.624 ,24779.927 ,12236.375 ,13504.000 ,7979.469 ,4127.000 ,4294.341 ,6148.000 ,2172.157 
12218,14668 ,6859 ,6450 ,6859 ,6625 ,3295.103 ,665.000 ,721.164 ,584.000 ,221.835 ,421.000 ,246.180 ,102.000 ,133.000 ,168.714 ,67.000 
12219,228823 ,107835 ,103476 ,107827 ,105210 ,39079.234 ,17202.705 ,13837.366 ,11755.809 ,6023.646 ,6051.053 ,3569.717 ,1477.371 ,2189.267 ,2905.727 ,1118.090 
12220,164364 ,90888 ,88360 ,90889 ,89224 ,31265.679 ,8025.000 ,11224.434 ,13188.089 ,6930.631 ,6711.081 ,3743.127 ,2110.000 ,2246.857 ,2813.953 ,965.142 
12221,166541 ,82559 ,80181 ,82554 ,81029 ,28749.942 ,9595.507 ,9994.708 ,11166.056 ,5316.291 ,5783.000 ,3435.000 ,1489.000 ,1949.492 ,2617.000 ,933.000 
12222,111874 ,61239 ,59198 ,61226 ,60099 ,20600.275 ,5749.867 ,9259.038 ,8030.022 ,3803.961 ,4465.065 ,2505.000 ,1602.000 ,1396.132 ,2001.633 ,686.000 
12223,27382 ,13420 ,12674 ,13419 ,13008 ,5791.153 ,1950.500 ,1551.612 ,1182.161 ,432.387 ,627.000 ,490.089 ,197.000 ,272.166 ,316.593 ,197.333 
12224,92829 ,46127 ,44532 ,46122 ,45136 ,14741.898 ,6517.684 ,6056.274 ,6278.564 ,2647.725 ,3120.000 ,1845.101 ,837.545 ,1107.315 ,1432.000 ,551.888 
12225,70586 ,36056 ,34310 ,36054 ,35212 ,13224.782 ,5830.000 ,5589.761 ,3494.849 ,1809.197 ,1622.182 ,1123.158 ,515.200 ,684.752 ,920.000 ,398.111 
12226,37321 ,17919 ,16908 ,17921 ,17424 ,7452.382 ,2694.700 ,2266.852 ,1474.306 ,886.147 ,923.077 ,582.053 ,210.250 ,341.233 ,413.492 ,179.500 
12227,139870 ,77137 ,75233 ,77134 ,75842 ,27286.856 ,6000.000 ,9153.976 ,12211.000 ,6207.023 ,4534.000 ,3336.142 ,1465.000 ,2085.000 ,2731.000 ,832.000 
12228,78344 ,38783 ,37599 ,38781 ,37999 ,13922.771 ,4043.631 ,5765.487 ,4632.000 ,2271.512 ,2504.020 ,1564.206 ,786.000 ,863.368 ,1145.000 ,501.000 
12229,53829 ,26359 ,25029 ,26356 ,25727 ,9513.402 ,3546.117 ,3320.606 ,3175.808 ,1817.371 ,1335.180 ,968.454 ,367.333 ,587.760 ,786.961 ,308.000 
12230,57417 ,24761 ,23681 ,24759 ,24180 ,8572.422 ,4978.680 ,2713.306 ,2407.753 ,1059.693 ,1453.305 ,1063.111 ,343.666 ,521.070 ,782.386 ,284.600 
