CODE,ELECTOR,S_VOTE,S_VALID_VOTE,H_VOTE,H_VALID_VOTE,H_JIMIN,H_KOMEI,H_RIKKEN,H_ISHIN,H_KOKUMIN,H_KYOSAN,H_REIWA,H_SHAMIN,H_NHK,H_SANSEI,H_OTHER
dummy,,,,,,,,,,,,,,,,
01000,4465577,2410392,2337653,2410133,2324349 ,809608.315 ,273557.726 ,500331.595 ,172373.071 ,90460.200 ,189624.992 ,97375.982 ,36305.163 ,58707.218 ,68632.363 ,27315.689 
01101,211267,115970,113115,115948,113021 ,37223.677 ,8436.000 ,22046.289 ,12018.100 ,6328.660 ,8852.257 ,5908.094 ,2366.000 ,3392.791 ,4883.126 ,1566.000 
01102,242202,125971,122413,125943,122565 ,37577.628 ,13994.019 ,25001.093 ,11415.824 ,6247.727 ,11252.657 ,5569.136 ,2164.437 ,3519.719 ,4205.956 ,1616.791 
01103,223943,111970,108861,111951,108857 ,33588.888 ,12788.008 ,20423.180 ,9864.842 ,5526.704 ,11589.455 ,5064.351 ,1670.368 ,3140.000 ,3772.380 ,1428.812 
01104,185171,92181,89675,92160,89647 ,27229.290 ,11729.386 ,17000.194 ,8090.382 ,4520.716 ,8200.835 ,4505.392 ,1356.636 ,2700.946 ,3113.711 ,1199.500 
01105,195780,105320,102476,105304,102422 ,33943.754 ,10706.246 ,20025.684 ,9624.105 ,5648.199 ,7849.178 ,5066.068 ,1729.000 ,2768.753 ,3677.000 ,1384.004 
01106,117614,68843,67085,68829,66746 ,23473.607 ,6878.000 ,13897.415 ,5717.192 ,2435.473 ,5525.586 ,2919.259 ,1121.000 ,1645.600 ,2284.932 ,847.928 
01107,187511,106227,103547,106180,103087 ,33573.849 ,9847.340 ,22105.266 ,9517.911 ,5300.667 ,8516.261 ,4792.959 ,1760.454 ,2755.659 ,3534.852 ,1381.772 
01108,109227,65413,63841,65423,63629 ,19525.168 ,6952.398 ,14778.506 ,5690.914 ,2967.343 ,5858.233 ,2642.418 ,1085.166 ,1585.536 ,1815.552 ,727.752 
01109,120307,68853,67037,68838,66727 ,20177.620 ,8318.963 ,15755.312 ,5896.078 ,2703.720 ,5442.356 ,2884.663 ,1145.000 ,1638.780 ,2012.497 ,752.000 
01110,94065,54163,52771,54159,52701 ,16719.581 ,6731.010 ,11300.955 ,4862.452 ,2389.933 ,4066.190 ,2065.385 ,786.000 ,1339.000 ,1731.930 ,708.555 
01202,217154,109051,106091,109049,105492 ,35050.834 ,13518.428 ,26458.039 ,6128.334 ,3278.551 ,8860.403 ,4336.879 ,1539.076 ,2700.687 ,2598.805 ,1021.949 
01203,97785,51953,50470,51954,50310 ,14170.684 ,7434.000 ,10797.774 ,4754.758 ,1380.046 ,6483.420 ,1860.546 ,688.500 ,1000.566 ,1294.933 ,444.761 
01204,283391,136825,132959,136810,132311 ,46735.632 ,15717.252 ,28465.731 ,8870.005 ,4627.099 ,11086.389 ,5539.395 ,2260.681 ,3799.009 ,3699.168 ,1510.617 
01205,69832,37095,36010,37093,35608 ,10436.365 ,4303.243 ,10136.198 ,2263.533 ,1331.894 ,2978.783 ,1402.580 ,739.668 ,834.985 ,830.941 ,349.800 
01206,141542,67490,65253,67485,64909 ,22014.728 ,10016.280 ,12812.187 ,4178.304 ,2113.769 ,5905.434 ,2772.911 ,1207.000 ,1530.820 ,1670.552 ,687.000 
01207,141297,71574,69777,71567,68165 ,24761.910 ,7083.778 ,14943.497 ,4650.671 ,2411.823 ,5392.294 ,3108.368 ,1058.120 ,1855.455 ,2157.742 ,741.330 
01208,98929,49490,48344,49490,47301 ,18481.155 ,4922.013 ,9482.911 ,3170.082 ,1665.090 ,3681.845 ,1844.150 ,779.900 ,1430.970 ,1357.248 ,485.625 
01209,6460,3902,3700,3902,3723 ,1108.000 ,857.000 ,852.829 ,179.000 ,80.170 ,342.200 ,104.000 ,51.000 ,63.000 ,61.800 ,24.000 
01210,68070,36017,34754,36018,34806 ,11336.128 ,4820.000 ,8541.772 ,2276.149 ,1194.227 ,2818.153 ,1317.238 ,543.000 ,768.000 ,799.325 ,392.000 
01211,29137,15837,15292,15833,15260 ,5856.709 ,1923.142 ,3059.265 ,929.046 ,496.734 ,1330.185 ,595.311 ,196.000 ,392.890 ,351.710 ,129.000 
01212,17332,9445,9033,9445,9037 ,3643.922 ,1460.000 ,1916.297 ,439.000 ,221.702 ,434.166 ,316.076 ,125.000 ,196.916 ,193.916 ,90.000 
01213,143693,66498,64526,66498,64574 ,18956.042 ,9569.966 ,12918.738 ,4715.950 ,3861.896 ,6504.628 ,2710.882 ,873.384 ,1846.805 ,1834.000 ,781.700 
01214,27723,14263,13726,14263,13660 ,5482.673 ,2076.066 ,2368.666 ,797.266 ,339.164 ,1018.271 ,491.137 ,168.750 ,344.000 ,411.000 ,163.000 
01215,17949,9989,9540,9988,9523 ,3546.722 ,1392.000 ,2095.450 ,548.444 ,182.549 ,767.769 ,344.164 ,145.666 ,186.545 ,219.684 ,94.000 
01216,11260,6595,6276,6595,6263 ,1969.949 ,1283.000 ,1428.635 ,293.000 ,135.364 ,539.000 ,183.050 ,65.000 ,131.000 ,174.000 ,61.000 
01217,102178,58013,56387,58010,56193 ,17664.311 ,6504.000 ,13450.004 ,4100.106 ,2360.995 ,4810.282 ,2539.481 ,969.000 ,1399.937 ,1684.824 ,710.050 
01218,8422,4866,4692,4865,4618 ,1398.399 ,921.000 ,1194.153 ,197.000 ,92.846 ,409.333 ,116.000 ,58.000 ,108.666 ,77.600 ,44.000 
01219,18080,9190,8851,9189,8755 ,3753.839 ,885.000 ,1833.104 ,533.000 ,242.632 ,540.546 ,366.000 ,111.000 ,193.875 ,195.000 ,101.000 
01220,15534,8857,8563,8857,8424 ,3094.295 ,968.000 ,2449.374 ,379.999 ,320.847 ,492.045 ,224.434 ,82.000 ,157.000 ,175.000 ,80.000 
01221,22970,13445,12959,13445,12902 ,5944.896 ,1097.000 ,2778.472 ,632.000 ,389.527 ,621.808 ,418.099 ,291.000 ,278.333 ,278.857 ,171.002 
01222,6980,4123,3937,4125,3925 ,1193.407 ,779.000 ,1015.823 ,178.000 ,82.176 ,282.153 ,134.000 ,64.000 ,77.000 ,82.437 ,37.000 
01223,20811,9780,9364,9779,9284 ,4202.873 ,868.000 ,1461.845 ,665.999 ,229.154 ,811.000 ,399.125 ,111.000 ,195.000 ,211.000 ,128.000 
01224,81973,41300,39799,41296,40044 ,18199.188 ,5099.000 ,5898.990 ,2811.777 ,1611.009 ,1749.037 ,1423.772 ,404.222 ,933.000 ,1357.000 ,557.000 
01225,33783,17660,17049,17661,17089 ,6000.639 ,2417.666 ,3827.952 ,1049.469 ,596.973 ,1191.119 ,623.304 ,271.000 ,492.333 ,433.966 ,184.571 
01226,14255,8533,8248,8534,8196 ,2355.962 ,1422.000 ,2478.805 ,437.000 ,213.188 ,511.285 ,245.000 ,107.000 ,191.750 ,146.000 ,88.005 
01227,2695,1728,1640,1728,1616 ,449.000 ,385.000 ,419.586 ,67.000 ,23.413 ,154.000 ,40.000 ,16.000 ,28.000 ,18.000 ,16.000 
01228,17346,9858,9510,9858,9401 ,3339.894 ,937.000 ,2594.369 ,510.422 ,218.630 ,794.135 ,347.149 ,130.000 ,205.000 ,237.644 ,86.750 
01229,17683,9086,8646,9086,8700 ,3504.473 ,934.000 ,2066.097 ,409.051 ,241.174 ,521.000 ,364.181 ,136.000 ,201.018 ,254.000 ,69.000 
01230,40041,20855,20160,20854,19979 ,6248.912 ,2736.000 ,5279.319 ,1254.999 ,639.669 ,1577.086 ,795.000 ,299.010 ,470.000 ,471.000 ,208.000 
01231,59203,33347,32129,33346,32384 ,14075.890 ,3694.000 ,5749.919 ,2254.514 ,1261.057 ,1751.358 ,1124.277 ,411.000 ,724.735 ,965.618 ,371.625 
01233,28437,15383,14827,15383,14753 ,4682.653 ,1928.469 ,3681.636 ,937.074 ,513.438 ,1298.264 ,557.081 ,263.000 ,331.571 ,388.805 ,171.000 
01234,49465,28392,27541,28390,27415 ,8538.784 ,3091.000 ,6563.857 ,2155.028 ,1038.110 ,2484.212 ,1094.428 ,461.125 ,696.818 ,927.629 ,364.000 
01235,49000,25650,24810,25649,24754 ,7679.319 ,3624.000 ,5410.863 ,1849.297 ,889.978 ,2205.255 ,1045.357 ,379.000 ,670.250 ,739.874 ,260.800 
01236,38077,18892,18334,18891,18100 ,6898.744 ,2010.000 ,4280.568 ,985.777 ,552.881 ,1328.090 ,737.030 ,226.000 ,471.888 ,426.888 ,182.123 
01303,13770,8186,7910,8187,7881 ,2968.763 ,916.000 ,1455.656 ,474.000 ,236.343 ,811.090 ,334.144 ,125.000 ,205.000 ,261.000 ,94.000 
01304,2517,1710,1680,1709,1647 ,915.760 ,119.000 ,255.789 ,68.000 ,33.925 ,110.285 ,56.240 ,20.000 ,27.000 ,31.000 ,10.000 
01331,5893,3544,3393,3544,3317 ,1569.824 ,578.000 ,695.731 ,123.000 ,43.268 ,92.111 ,68.062 ,12.000 ,50.750 ,48.000 ,36.250 
01332,3355,2002,1912,2002,1915 ,915.999 ,248.000 ,465.214 ,51.000 ,21.785 ,83.000 ,30.000 ,22.000 ,37.000 ,27.000 ,14.000 
01333,3545,2088,1984,2088,1965 ,915.000 ,298.000 ,416.816 ,26.000 ,109.183 ,71.000 ,37.000 ,9.000 ,39.000 ,33.000 ,10.000 
01334,3511,2117,2015,2117,1989 ,897.000 ,202.000 ,545.894 ,78.000 ,39.105 ,71.000 ,50.000 ,13.000 ,34.000 ,43.000 ,16.000 
01337,23923,12637,12237,12636,12058 ,4041.446 ,1365.333 ,3325.200 ,613.000 ,332.799 ,982.000 ,464.551 ,177.000 ,295.666 ,357.000 ,104.000 
01343,3173,1783,1728,1783,1685 ,784.000 ,174.000 ,384.529 ,68.000 ,24.470 ,96.000 ,45.000 ,17.000 ,22.000 ,47.000 ,21.000 
01345,12438,6679,6253,6679,6352 ,2632.813 ,693.000 ,1401.907 ,238.000 ,182.092 ,555.000 ,213.185 ,62.000 ,113.000 ,149.000 ,112.000 
01346,13201,7305,6975,7306,6928 ,2696.922 ,858.000 ,1909.199 ,249.999 ,155.800 ,391.000 ,188.076 ,56.000 ,138.000 ,138.000 ,146.000 
01347,4277,2685,2602,2685,2543 ,934.942 ,402.000 ,719.137 ,90.000 ,39.862 ,135.000 ,68.057 ,33.000 ,36.000 ,60.000 ,25.000 
01361,6537,3663,3503,3663,3449 ,1371.829 ,386.000 ,865.706 ,128.000 ,71.293 ,353.100 ,95.069 ,32.000 ,52.000 ,65.000 ,29.000 
01362,3961,2361,2233,2361,2182 ,1155.999 ,222.000 ,388.777 ,61.000 ,25.222 ,207.333 ,43.000 ,8.000 ,27.666 ,30.000 ,13.000 
01363,3129,2198,2065,2199,2070 ,1100.856 ,231.000 ,360.455 ,51.000 ,36.686 ,150.333 ,43.000 ,18.000 ,39.666 ,26.000 ,13.000 
01364,3032,2072,1975,2072,1971 ,945.000 ,239.000 ,301.333 ,46.000 ,35.666 ,290.000 ,37.000 ,11.000 ,37.000 ,18.000 ,10.000 
01367,2185,1531,1455,1531,1457 ,770.969 ,222.000 ,219.330 ,49.000 ,31.669 ,46.000 ,40.030 ,13.000 ,26.000 ,24.000 ,15.000 
01370,4350,2679,2551,2679,2541 ,1092.971 ,249.000 ,719.655 ,106.000 ,50.344 ,127.000 ,74.027 ,25.000 ,35.000 ,41.000 ,21.000 
01371,6572,4413,4190,4413,4157 ,1858.374 ,554.000 ,973.372 ,133.000 ,76.627 ,251.666 ,110.000 ,34.000 ,69.333 ,60.625 ,36.000 
01391,1212,786,744,773,744 ,333.933 ,124.000 ,168.302 ,20.000 ,19.697 ,21.000 ,22.065 ,7.000 ,7.000 ,12.000 ,7.000 
01392,2449,1515,1471,1515,1465 ,677.921 ,159.000 ,282.607 ,55.000 ,33.392 ,139.000 ,33.078 ,15.000 ,27.000 ,27.000 ,16.000 
01393,2274,1541,1488,1541,1480 ,610.931 ,126.000 ,338.989 ,49.000 ,17.010 ,203.000 ,52.068 ,13.000 ,26.000 ,30.000 ,14.000 
01394,3888,2750,2617,2749,2605 ,1064.882 ,253.000 ,599.196 ,168.000 ,46.803 ,193.000 ,107.116 ,21.000 ,48.000 ,77.000 ,27.000 
01395,3899,2450,2372,2450,2379 ,813.579 ,177.000 ,546.860 ,149.000 ,89.139 ,213.000 ,143.419 ,37.000 ,64.000 ,114.000 ,32.000 
01396,1660,1205,1158,1205,1132 ,457.828 ,107.000 ,256.000 ,104.000 ,23.000 ,33.000 ,54.171 ,21.000 ,21.000 ,39.000 ,16.000 
01397,1503,922,879,922,879 ,440.000 ,76.000 ,153.416 ,50.000 ,18.583 ,59.000 ,27.000 ,9.000 ,11.000 ,23.000 ,12.000 
01398,1789,1178,1123,1178,1117 ,398.000 ,161.000 ,295.790 ,43.000 ,24.209 ,51.000 ,58.000 ,14.000 ,25.000 ,33.000 ,14.000 
01399,2417,1694,1623,1694,1627 ,753.999 ,217.000 ,324.125 ,102.000 ,31.875 ,34.000 ,71.000 ,14.000 ,26.000 ,34.000 ,18.000 
01400,11901,7110,6873,7110,6826 ,2613.439 ,812.000 ,1348.967 ,474.000 ,227.032 ,449.000 ,308.560 ,80.000 ,180.000 ,263.000 ,70.000 
01401,4861,3106,3017,3106,2982 ,1275.999 ,384.000 ,657.747 ,125.000 ,229.251 ,106.000 ,64.000 ,12.000 ,45.000 ,63.000 ,20.000 
01402,10235,5828,5599,5828,5573 ,2185.905 ,1063.777 ,996.961 ,242.000 ,204.038 ,406.000 ,161.093 ,42.000 ,102.222 ,114.000 ,53.000 
01403,1346,959,928,959,912 ,406.000 ,205.000 ,116.857 ,30.000 ,51.142 ,42.666 ,21.000 ,7.000 ,19.333 ,7.000 ,5.000 
01404,713,542,520,542,514 ,286.000 ,64.000 ,93.152 ,9.000 ,13.847 ,12.000 ,7.000 ,5.000 ,8.000 ,10.000 ,5.000 
01405,1700,1010,952,1011,934 ,445.775 ,115.000 ,206.971 ,36.000 ,14.028 ,39.000 ,34.224 ,7.000 ,13.000 ,12.000 ,11.000 
01406,2478,1360,1306,1360,1275 ,561.737 ,148.000 ,226.589 ,80.000 ,19.610 ,105.250 ,43.060 ,14.000 ,25.750 ,23.000 ,28.000 
01407,2693,1671,1604,1671,1576 ,606.954 ,183.000 ,317.241 ,95.000 ,38.758 ,155.500 ,63.045 ,21.000 ,38.500 ,47.000 ,9.000 
01408,15608,8152,7860,8152,7705 ,2751.432 ,1039.031 ,1836.697 ,409.000 ,204.270 ,705.000 ,246.567 ,106.000 ,159.000 ,191.000 ,57.000 
01409,882,622,589,622,588 ,187.000 ,88.000 ,145.000 ,33.000 ,13.000 ,63.000 ,33.000 ,4.000 ,6.000 ,13.000 ,2.000 
01423,6494,3964,3816,3963,3806 ,1419.915 ,598.000 ,725.602 ,228.000 ,105.397 ,282.083 ,171.000 ,44.000 ,93.000 ,109.000 ,30.000 
01424,4494,2763,2650,2762,2608 ,847.999 ,378.000 ,736.908 ,121.000 ,79.091 ,215.000 ,95.000 ,22.000 ,46.000 ,35.000 ,32.000 
01425,2405,1427,1356,1427,1341 ,388.807 ,252.000 ,343.475 ,55.000 ,29.525 ,148.000 ,47.192 ,7.000 ,27.000 ,26.000 ,17.000 
01427,4293,2947,2804,2947,2786 ,1056.000 ,391.000 ,645.609 ,140.000 ,74.390 ,170.000 ,98.000 ,30.000 ,70.000 ,81.000 ,29.000 
01428,9035,5134,4869,5134,4928 ,2011.763 ,634.000 ,849.129 ,289.500 ,146.606 ,424.425 ,229.171 ,49.500 ,117.000 ,130.900 ,46.000 
01429,9898,6006,5714,6005,5749 ,2120.940 ,882.000 ,1250.645 ,333.000 ,160.354 ,423.285 ,193.060 ,58.000 ,129.714 ,132.000 ,65.000 
01430,2639,1750,1665,1750,1641 ,602.000 ,230.000 ,392.645 ,103.000 ,44.354 ,88.000 ,49.000 ,22.000 ,33.000 ,45.000 ,32.000 
01431,1475,943,908,943,913 ,411.000 ,111.000 ,184.857 ,37.000 ,28.142 ,54.000 ,31.000 ,16.000 ,8.000 ,12.000 ,19.000 
01432,5570,3597,3465,3598,3449 ,1405.999 ,476.968 ,747.582 ,165.000 ,85.448 ,199.000 ,106.000 ,46.000 ,86.000 ,93.000 ,38.000 
01433,2459,1656,1603,1656,1575 ,746.400 ,186.000 ,374.707 ,56.000 ,23.292 ,71.000 ,35.000 ,8.000 ,29.000 ,35.600 ,10.000 
01434,2049,1398,1352,1398,1329 ,643.200 ,153.000 ,252.256 ,57.000 ,22.743 ,69.400 ,48.000 ,9.000 ,27.600 ,35.800 ,11.000 
01436,1978,1379,1327,1379,1295 ,602.936 ,127.000 ,329.380 ,48.000 ,18.620 ,58.000 ,41.063 ,14.000 ,23.000 ,23.000 ,10.000 
01437,1514,1140,1108,1140,1090 ,435.999 ,96.000 ,337.522 ,45.000 ,26.477 ,50.000 ,29.000 ,11.000 ,21.000 ,32.000 ,6.000 
01438,2635,1858,1774,1858,1737 ,792.000 ,152.000 ,415.666 ,59.000 ,36.333 ,144.000 ,57.000 ,7.000 ,43.000 ,22.000 ,9.000 
01452,5719,3294,3197,3294,3157 ,1193.384 ,358.000 ,744.132 ,202.000 ,89.867 ,171.000 ,142.615 ,57.000 ,91.000 ,68.000 ,40.000 
01453,8219,4702,4577,4702,4550 ,1529.849 ,402.000 ,1142.106 ,379.000 ,153.893 ,292.000 ,223.150 ,98.000 ,131.000 ,151.000 ,48.000 
01454,5467,3070,2986,3070,2982 ,1085.679 ,427.000 ,629.947 ,141.000 ,81.052 ,252.000 ,125.320 ,42.000 ,58.000 ,80.000 ,60.000 
01455,3099,1968,1908,1968,1880 ,735.000 ,163.000 ,475.485 ,105.000 ,40.291 ,179.722 ,67.000 ,24.000 ,25.500 ,48.000 ,17.000 
01456,2292,1580,1513,1580,1492 ,633.922 ,198.000 ,339.737 ,78.000 ,29.262 ,63.000 ,54.076 ,16.000 ,23.000 ,38.000 ,18.000 
01457,2932,1947,1838,1942,1821 ,671.701 ,154.000 ,632.642 ,71.999 ,28.357 ,113.166 ,54.130 ,24.000 ,24.000 ,35.000 ,11.000 
01458,6756,3993,3847,3993,3871 ,1273.541 ,350.000 ,796.852 ,274.000 ,134.147 ,456.000 ,237.457 ,77.000 ,88.000 ,154.000 ,30.000 
01459,8425,4993,4850,4993,4790 ,1863.917 ,431.000 ,1046.732 ,312.000 ,144.267 ,372.375 ,242.081 ,78.000 ,121.625 ,131.000 ,45.000 
01460,8904,5133,4855,5133,4778 ,2650.766 ,356.000 ,724.752 ,246.000 ,134.247 ,189.000 ,167.232 ,26.000 ,139.000 ,112.000 ,33.000 
01461,4009,2471,2370,2471,2374 ,1142.857 ,208.000 ,419.959 ,114.000 ,52.040 ,169.000 ,109.142 ,23.000 ,51.000 ,52.000 ,33.000 
01462,2023,1363,1283,1363,1248 ,446.952 ,174.000 ,320.214 ,10.000 ,25.785 ,52.000 ,67.047 ,33.000 ,31.000 ,28.000 ,60.000 
01463,961,668,642,668,637 ,187.000 ,54.000 ,101.412 ,24.000 ,17.587 ,34.000 ,22.000 ,161.000 ,11.000 ,22.000 ,3.000 
01464,2724,1964,1866,1964,1882 ,702.880 ,321.000 ,479.640 ,65.000 ,41.360 ,121.000 ,53.119 ,26.000 ,29.000 ,28.000 ,15.000 
01465,2566,1663,1593,1663,1562 ,609.898 ,123.000 ,460.650 ,67.000 ,39.182 ,85.666 ,56.101 ,24.000 ,29.500 ,44.000 ,23.000 
01468,2664,1798,1718,1797,1708 ,713.999 ,187.000 ,418.835 ,78.000 ,42.164 ,55.000 ,76.000 ,31.000 ,38.000 ,43.000 ,24.000 
01469,3508,2264,2171,2262,2151 ,951.776 ,176.000 ,524.682 ,91.000 ,52.163 ,108.375 ,69.000 ,39.000 ,59.000 ,42.000 ,38.000 
01470,543,408,394,408,392 ,121.000 ,36.000 ,154.000 ,11.000 ,13.000 ,15.000 ,9.000 ,28.000 ,2.000 ,1.000 ,2.000 
01471,1236,878,848,878,841 ,324.000 ,175.000 ,209.592 ,25.000 ,23.407 ,18.000 ,21.000 ,16.000 ,13.000 ,13.000 ,3.000 
01472,1164,864,837,864,816 ,417.000 ,73.000 ,129.000 ,33.000 ,24.000 ,60.000 ,25.000 ,14.000 ,16.000 ,17.000 ,8.000 
01481,3462,2259,2170,2259,2127 ,857.000 ,387.000 ,448.649 ,92.000 ,31.350 ,122.000 ,86.000 ,12.000 ,37.000 ,37.000 ,17.000 
01482,2543,1875,1779,1875,1770 ,835.285 ,231.000 ,386.806 ,72.000 ,25.193 ,48.000 ,55.000 ,26.000 ,28.000 ,36.714 ,26.000 
01483,2492,1626,1553,1626,1535 ,707.999 ,182.000 ,336.851 ,69.000 ,28.148 ,75.000 ,63.000 ,16.000 ,19.000 ,25.000 ,13.000 
01484,5707,3627,3474,3627,3421 ,1351.959 ,469.000 ,851.500 ,155.000 ,74.665 ,131.000 ,129.184 ,70.000 ,58.000 ,78.687 ,52.000 
01485,980,770,746,770,728 ,385.891 ,73.000 ,148.180 ,18.000 ,13.819 ,26.000 ,23.108 ,10.000 ,7.000 ,15.000 ,8.000 
01486,2103,1424,1386,1424,1344 ,567.999 ,243.000 ,291.558 ,38.000 ,25.441 ,59.000 ,34.000 ,12.000 ,25.000 ,29.000 ,16.000 
01487,2484,1655,1578,1655,1572 ,726.999 ,226.000 ,304.500 ,113.000 ,27.500 ,41.000 ,49.000 ,16.000 ,19.000 ,27.000 ,21.000 
01511,2068,1377,1325,1377,1316 ,663.000 ,111.000 ,273.763 ,51.000 ,21.236 ,66.000 ,54.000 ,13.000 ,21.000 ,19.000 ,23.000 
01512,2987,1993,1914,1993,1867 ,811.961 ,237.000 ,401.696 ,58.000 ,60.303 ,116.000 ,56.037 ,38.000 ,40.000 ,32.000 ,16.000 
01513,1437,961,922,961,929 ,441.000 ,97.000 ,198.635 ,42.000 ,12.364 ,62.000 ,32.000 ,10.000 ,8.000 ,16.000 ,10.000 
01514,6570,3676,3541,3676,3523 ,1596.794 ,530.000 ,649.809 ,149.000 ,94.190 ,208.285 ,107.204 ,32.000 ,53.714 ,73.000 ,27.000 
01516,3235,1973,1895,1973,1881 ,861.961 ,158.944 ,387.679 ,76.000 ,45.375 ,145.000 ,66.038 ,36.000 ,36.000 ,51.000 ,16.000 
01517,2041,1431,1352,1431,1356 ,774.000 ,156.000 ,178.227 ,46.000 ,24.772 ,39.000 ,58.000 ,14.000 ,26.000 ,20.000 ,20.000 
01518,1694,1357,1266,1357,1286 ,582.000 ,308.000 ,162.481 ,42.000 ,20.518 ,48.000 ,43.000 ,13.000 ,19.000 ,29.000 ,16.000 
01519,2004,1635,1507,1635,1495 ,910.000 ,150.000 ,168.569 ,64.000 ,22.430 ,51.000 ,57.000 ,6.000 ,28.000 ,26.000 ,12.000 
01520,1879,1232,1184,1232,1183 ,619.500 ,121.000 ,136.706 ,62.000 ,46.093 ,68.200 ,49.000 ,15.000 ,20.000 ,27.500 ,18.000 
01543,16197,8798,8556,8798,8441 ,3938.785 ,798.000 ,1389.495 ,583.000 ,227.504 ,508.060 ,306.153 ,106.000 ,218.000 ,256.000 ,110.000 
01544,3862,2200,2136,2200,2061 ,840.234 ,167.000 ,510.313 ,102.000 ,36.686 ,212.000 ,57.765 ,41.000 ,35.000 ,37.000 ,21.000 
01545,9270,5292,5130,5292,5048 ,2000.825 ,583.000 ,1168.629 ,294.000 ,143.370 ,221.000 ,248.173 ,110.000 ,98.000 ,121.000 ,60.000 
01546,3325,2210,2152,2210,2105 ,988.970 ,153.000 ,517.263 ,105.000 ,44.736 ,83.142 ,72.028 ,27.000 ,37.000 ,47.857 ,27.000 
01547,3922,2269,2195,2269,2167 ,887.938 ,243.000 ,403.960 ,107.000 ,40.039 ,189.000 ,96.060 ,63.000 ,36.000 ,76.000 ,25.000 
01549,4044,2390,2338,2390,2286 ,995.000 ,201.000 ,476.049 ,139.000 ,44.950 ,179.000 ,88.000 ,29.000 ,51.000 ,52.000 ,31.000 
01550,2374,1662,1610,1662,1560 ,682.000 ,140.000 ,417.981 ,65.000 ,27.018 ,68.000 ,54.000 ,28.000 ,30.000 ,36.000 ,12.000 
01552,4084,2581,2489,2581,2458 ,1153.000 ,200.000 ,458.405 ,136.000 ,61.594 ,135.250 ,93.000 ,52.000 ,61.000 ,80.750 ,27.000 
01555,16429,9760,9451,9756,9325 ,4174.133 ,829.000 ,2122.209 ,486.285 ,222.618 ,530.212 ,302.000 ,202.000 ,179.000 ,206.535 ,71.000 
01559,7145,4501,4352,4501,4277 ,2099.641 ,439.000 ,794.680 ,270.000 ,88.320 ,157.000 ,164.358 ,52.000 ,78.000 ,94.000 ,40.000 
01560,2142,1500,1441,1500,1421 ,661.999 ,156.000 ,271.191 ,112.000 ,33.808 ,45.000 ,58.000 ,18.000 ,26.000 ,28.000 ,10.000 
01561,3076,1788,1725,1788,1693 ,816.000 ,131.000 ,375.700 ,79.000 ,43.300 ,63.000 ,92.000 ,22.000 ,33.000 ,26.000 ,12.000 
01562,905,669,629,669,628 ,275.958 ,83.000 ,90.824 ,36.000 ,19.175 ,41.000 ,26.041 ,12.000 ,19.000 ,11.000 ,14.000 
01563,3511,2056,1982,2056,1963 ,899.000 ,227.000 ,324.739 ,149.000 ,44.260 ,106.000 ,75.000 ,25.000 ,45.000 ,30.000 ,37.000 
01564,5809,3521,3437,3521,3379 ,1554.999 ,383.000 ,614.581 ,192.000 ,104.418 ,172.200 ,108.000 ,36.000 ,79.800 ,103.000 ,31.000 
01571,3168,1752,1689,1752,1683 ,681.962 ,168.000 ,292.363 ,89.000 ,26.636 ,172.000 ,86.037 ,34.000 ,36.000 ,69.000 ,28.000 
01575,2054,1292,1238,1292,1237 ,475.000 ,194.000 ,251.676 ,64.000 ,42.323 ,58.000 ,54.000 ,16.000 ,20.000 ,32.000 ,30.000 
01578,14334,7719,7330,7719,7281 ,2606.825 ,1163.000 ,1546.887 ,376.000 ,182.112 ,651.000 ,235.173 ,83.000 ,179.000 ,169.000 ,89.000 
01581,3699,2361,2279,2361,2239 ,850.916 ,223.000 ,448.962 ,133.000 ,115.037 ,218.000 ,90.083 ,29.000 ,40.000 ,60.000 ,31.000 
01584,7248,4186,4062,4186,4029 ,1382.576 ,641.000 ,857.087 ,229.000 ,75.912 ,389.700 ,174.222 ,62.000 ,76.500 ,92.000 ,49.000 
01585,6375,3827,3701,3829,3634 ,1369.913 ,396.000 ,858.700 ,193.000 ,98.299 ,307.000 ,111.085 ,61.000 ,72.000 ,123.000 ,43.000 
01586,6603,3921,3816,3921,3730 ,1446.842 ,464.000 ,843.299 ,180.000 ,95.825 ,364.000 ,133.032 ,33.000 ,62.000 ,83.000 ,24.000 
01601,9648,5600,5413,5600,5336 ,2114.963 ,613.000 ,1145.021 ,308.000 ,183.978 ,431.500 ,169.035 ,52.000 ,124.500 ,122.000 ,72.000 
01602,3967,2622,2542,2621,2489 ,982.000 ,305.000 ,528.280 ,139.000 ,65.719 ,199.000 ,98.000 ,21.000 ,62.000 ,52.000 ,35.000 
01604,4353,2677,2589,2677,2557 ,1011.000 ,320.000 ,492.212 ,159.000 ,91.787 ,177.222 ,104.000 ,37.000 ,66.777 ,64.000 ,34.000 
01607,9972,6041,5848,6041,5747 ,2115.999 ,679.000 ,1380.600 ,338.999 ,170.399 ,392.500 ,243.000 ,76.000 ,132.500 ,142.000 ,75.000 
01608,3593,2274,2197,2274,2171 ,928.000 ,319.000 ,512.579 ,88.000 ,31.420 ,108.000 ,77.000 ,16.000 ,34.000 ,29.000 ,27.000 
01609,3751,2545,2448,2545,2434 ,982.000 ,476.000 ,433.194 ,99.000 ,38.805 ,134.000 ,104.000 ,15.000 ,71.000 ,49.000 ,32.000 
