CODE,POPULATION,AREA,OFFICE,WORKER,O_PRIVATE,O_1ST,O_2ND,O_3RD,W_PRIVATE,W_1ST,W_2ND,W_3RD,ADD_VALUE,SALES_EST,SALES_AGRI,SALES_MINI,SALES_CONS,SALES_MANU,SALES_SUPP,SALES_INFO,SALES_TRAN,SALES_SALE,SALES_FINA,SALES_REAL,SALES_RESE,SALES_ACCO,SALES_LIVI,SALES_EDUC,SALES_MEDI,SALES_COMP,SALES_OSERV,MANU_OFFICE,MANU_WORKER,MANU_SHIP,MANU_ADD,SHIP_FOOD,SHIP_TEXT,SHIP_WOOD,SHIP_PAPE,SHIP_CHEM,SHIP_PETR,SHIP_LEAT,SHIP_META,SHIP_MACH,SHIP_ELEC,SHIP_VEHI,SHIP_OMANU,SL_OFFICE,SL_WORKER,SL_SALES,WH_OFFICE,WH_WORKER,WH_SALES,RE_OFFICE,RE_WORKER,RE_SALES,RE_AREA
08219,84651,58.92,2362,27054,2344,25,345,1974,26013,222,5287,20504,91664,438232,1949,0,41018,159522,18,2136,8773,124997,19335,6559,8927,8096,12101,4112,28845,2320,9523,58,3576,15578620,7285950,969604,0,0,4725232,1121658,2924359,0,531394,57764,2777041,0,0,498,4515,105817,72,515,20086,426,4000,85731,104583
08220,241656,283.72,8242,137279,8187,66,1311,6810,134932,630,18496,115806,757713,2538092,5347,X,206021,419411,2033,X,60549,667571,159147,82782,473166,34421,63189,63093,156648,2067,111137,193,10995,37601590,15744141,4226082,32370,2851678,1771671,3120353,175981,876048,4232234,12065546,2638764,872775,4550513,1794,17010,590694,442,3580,306560,1352,13430,284134,361346
08221,156581,99.97,5094,71066,5064,11,881,4172,69700,95,25570,44035,336738,1735058,861,0,88529,1012558,9336,16267,55945,355583,26414,21133,16169,21813,28082,6669,37949,4597,33151,192,20063,90282701,37033346,5201433,0,44231,3265808,0,915942,481651,978805,21651297,54286710,78859,561509,1136,10531,307221,217,1844,134686,919,8687,172535,240432
08222,66950,106.02,2344,33104,2328,10,531,1787,32478,251,12125,20102,153831,1006946,1546,1236,77434,541091,70699,1274,45993,139414,30809,8135,9165,6863,17510,4923,26834,2249,21770,56,5707,51757200,8472405,197412,0,1276518,88922,2048305,0,1579894,43842494,0,0,0,257733,487,4252,120690,114,840,59603,373,3412,61087,93575
08223,27604,71.4,1130,9411,1121,5,250,866,9086,53,2465,6568,39104,160449,553,234,12956,59593,41,0,6519,56675,4885,1245,2044,3325,2064,1358,4872,974,3109,47,1760,5892179,1833562,938232,0,0,1202842,0,1442847,0,658809,0,0,0,0,252,1952,49665,45,389,22020,207,1563,27645,37610
08224,68421,35.71,2160,24483,2150,4,330,1816,23963,34,5200,18729,107414,584304,94,0,31408,248091,3104,237,27157,174314,18336,14028,4490,13084,10257,4287,23286,1457,10673,62,3582,24373098,8581310,19295317,0,0,1083160,0,587432,0,396086,30543,252267,0,30930,377,3652,102785,57,263,29687,320,3389,73098,105622
08225,39267,348.45,1649,16448,1628,24,430,1174,15836,529,5900,9407,58223,293105,12399,594,17642,152094,1577,49,5385,60545,6751,1400,905,2845,9834,1160,16442,1388,2097,96,4064,14733756,8777950,6721493,0,345407,0,0,2353711,108528,949027,1651027,1163024,693521,367864,373,2592,51541,49,268,14345,324,2324,37196,54641
08226,53502,97.82,1843,18100,1828,13,423,1392,17583,103,4518,12962,67517,291087,285,0,26727,67736,3472,675,11756,91770,11070,3454,25407,3667,13342,1370,21009,3067,6280,66,2502,6264222,2311653,282431,0,0,0,0,67707,0,775824,260811,2822332,15126,1096013,384,2871,77168,62,459,30447,322,2412,46721,61806
08227,100753,205.3,4429,44762,4393,57,1150,3186,43340,596,15962,26782,198336,1000297,5668,116,59830,497734,15830,589,40533,220972,60724,7027,4679,7428,20338,3991,32993,9989,11855,268,14200,48432885,18445364,6067105,353428,713116,165933,1834661,17497145,3242761,6472303,7297506,3504320,481581,697870,907,6373,187591,203,1564,94054,704,4809,93537,109702
08228,52265,123.03,2481,24045,2465,38,854,1573,23565,426,10063,13076,103299,586970,7146,0,27484,385793,X,X,27635,92323,7742,2055,970,3684,7140,1111,14061,1620,8033,213,7482,37336555,16211659,4981064,57588,4998958,4839285,11101765,1192794,917417,6057031,2226687,383814,549881,0,461,2991,76618,98,731,37571,363,2260,39047,47437
08229,39039,205.81,1642,16741,1625,39,463,1123,16337,483,6088,9766,72132,349587,9300,X,18741,195872,1638,0,11770,62655,X,1349,408,2804,11997,451,13455,4797,8442,127,4072,16858936,6340833,3419140,35416,500548,1251807,690129,1150546,467132,7019472,727151,168952,158164,1002817,362,2439,53627,56,410,13748,306,2029,39878,58327
08230,40087,156.6,1451,15719,1438,34,370,1034,15326,239,5523,9564,72189,354415,2367,0,14927,197681,73,163,25287,84572,1651,3260,912,1766,3049,1431,10020,1258,6000,65,4662,19302537,6427685,986818,0,0,230984,0,1209118,1121399,4262431,3814341,0,0,6387556,254,2149,66340,72,682,35697,182,1467,30643,34273
08231,39122,180.06,1878,14794,1862,25,670,1167,14351,240,5630,8481,57597,227656,3750,177,14095,105038,X,X,9705,50984,2413,635,863,2261,4530,465,29010,1722,1817,154,4145,9946095,3474688,884397,0,0,101840,1252817,665756,1180508,2090379,332674,2550779,397035,0,394,2153,41631,82,493,13089,312,1660,28542,40680
08232,95454,146.97,4151,53803,4129,25,992,3112,52872,706,19784,32382,330347,2474909,11960,1248,150608,1490434,208334,1471,122700,280347,32585,21081,27583,15967,36094,1858,25487,1964,45186,189,14491,147637388,49027761,34870743,0,3727177,29635,93329166,2118684,2716898,5808805,367502,0,0,0,706,6373,244648,199,1731,145116,507,4642,99532,117092
08233,32185,222.48,1500,12278,1481,34,462,985,11813,309,4252,7252,38218,160775,3579,252,18975,58932,X,X,6803,49672,3370,790,1509,1833,3616,956,6567,1083,2822,77,2423,4972120,2044718,1334253,303658,0,0,0,155199,1139789,494051,365973,474830,33748,314222,320,1830,41267,58,391,16013,262,1439,25254,37460
08234,45953,207.6,1658,14244,1638,53,402,1183,13625,1048,3296,9281,46545,241503,23432,X,24625,53241,84,X,10195,82720,3662,3376,2048,2425,17185,716,10535,4332,2784,51,1500,5082703,2326734,3600727,298344,31165,0,0,196935,497837,317056,0,0,0,0,382,2606,65221,62,367,23788,320,2239,41433,62878
08235,49872,79.16,1428,19447,1414,20,353,1041,18867,139,6858,11870,107165,533011,1101,0,32640,317615,X,X,62296,83915,3353,5755,1687,2382,3970,2330,8428,1379,5402,77,4642,31445973,13451277,144438,0,700160,0,0,1701941,122669,1743349,26234256,0,0,27165,251,2057,73232,55,382,26885,196,1675,46347,50723
08236,48870,144.74,1786,24352,1763,51,459,1253,22394,981,8574,12839,107471,494714,22697,X,25926,232322,331,X,27832,130381,5082,8666,1197,1699,7044,1213,16419,427,13413,123,6981,22796575,8306041,10109161,0,1241016,495377,141487,5422227,394345,1813346,745269,435853,0,928061,357,3084,116162,89,905,71229,268,2179,44933,54356
08302,31401,121.58,1226,13944,1214,36,337,841,13513,424,3187,9902,58812,428002,10610,X,19888,64548,287,X,8153,280358,1168,2800,932,1329,2063,925,25942,1251,7741,50,2104,6013375,1949535,0,0,0,0,0,0,0,0,0,0,0,0,272,2959,269230,75,1233,228267,197,1726,40962,42567
08309,15715,23.89,836,8362,831,0,170,661,8102,0,1955,6147,30538,111807,0,0,8223,26434,X,X,9178,20415,1209,736,27495,5303,1203,1607,5335,535,3457,31,968,2080521,493734,0,0,0,0,0,0,0,0,0,0,0,0,206,1054,15990,44,245,5811,162,809,10179,13484
08310,18097,161.8,630,4778,618,13,195,410,4530,61,1524,2945,15294,57794,988,X,6526,26646,X,0,876,11326,605,79,1195,322,2331,177,4685,543,810,25,811,2565592,1117721,0,0,0,0,0,0,0,0,0,0,0,0,137,783,8869,19,57,510,118,726,8359,13509
08341,37891,38,1154,18503,1144,7,224,913,18138,85,3595,14458,111406,529498,195,0,35968,20408,185096,5996,21550,65648,7051,4163,133293,2758,13115,1654,19366,358,12878,41,1428,1760654,740232,0,0,0,0,0,0,0,0,0,0,0,0,198,1804,54186,40,337,21544,158,1467,32642,26625
08364,15736,325.76,923,6290,909,18,233,658,6003,148,1674,4181,17210,67321,3501,0,8913,14959,X,X,4300,17800,950,591,116,2158,1890,268,5912,691,1088,35,795,1417872,823678,0,0,0,0,0,0,0,0,0,0,0,0,241,1065,13447,19,96,1475,222,969,11973,21145
08442,14602,66.61,594,7479,588,17,114,457,7352,187,1965,5200,38540,131444,1518,X,5528,65670,X,792,3849,13433,853,618,1241,458,23701,X,5995,208,7262,24,1411,6413639,2942692,0,0,0,0,0,0,0,0,0,0,0,0,82,491,10379,14,66,2113,68,425,8266,5688
08443,48553,71.4,1506,21228,1495,26,305,1164,20778,194,7870,12714,108598,525411,1350,X,15549,370274,50,1440,15569,67574,X,4645,1413,6558,6641,3809,22232,1637,3721,82,7276,35997193,15033886,0,0,0,0,0,0,0,0,0,0,0,0,312,2641,57134,44,339,10618,268,2302,46516,59749
08447,8231,44.3,324,3273,316,10,120,186,3155,181,1403,1571,8515,36024,982,0,5911,18008,0,X,822,6750,X,424,111,109,619,X,1035,82,1150,41,880,1675098,638649,0,0,0,0,0,0,0,0,0,0,0,0,67,230,5322,15,54,3325,52,176,1997,2575
08521,21026,58.99,898,8016,892,19,342,531,7816,306,3302,4208,37780,195948,8965,0,12313,100731,X,X,12722,43038,X,1143,501,770,5284,660,3889,588,3190,63,2578,9683546,3539630,0,0,0,0,0,0,0,0,0,0,0,0,157,960,35708,35,236,17765,122,724,17942,12061
08542,8093,23.11,428,8177,421,5,177,239,8047,29,5539,2479,46240,303567,1606,0,7720,234123,X,0,26672,26832,X,308,390,436,26,331,1406,91,3348,53,5285,23094152,7143317,0,0,0,0,0,0,0,0,0,0,0,0,50,337,24241,13,81,19055,37,256,5186,1863
08546,24201,46.59,1295,11934,1285,12,379,894,11583,128,3791,7664,48519,212143,485,0,15871,99811,X,X,9627,53499,3613,2741,883,2234,2593,1046,15336,218,3994,84,2825,9647709,3746508,0,0,0,0,0,0,0,0,0,0,0,0,292,1718,44481,60,313,17246,232,1405,27235,38211
08564,15340,24.86,375,2631,369,5,83,281,2413,40,621,1752,8080,21323,250,0,3158,4810,0,X,503,6514,X,107,289,283,119,1122,2660,272,635,14,305,405706,219008,0,0,0,0,0,0,0,0,0,0,0,0,74,404,5043,8,46,876,66,358,4168,8388
09201,518757,416.85,20944,258380,20839,100,3111,17628,247214,1146,48502,197566,1172762,7916182,7056,605,515251,1881085,305163,98305,168320,2634492,479365,144935,97329,83476,113889,46188,1105667,15601,219455,511,31737,183994474,54407070,76587856,1226946,1253327,3774154,29416841,4748937,2084028,13846802,31003604,10005312,9016276,361260,4355,44500,2424044,1391,15409,1758884,2964,29091,665160,768270
09202,144746,177.76,6347,63463,6309,22,1771,4516,62190,212,19989,41989,237550,1021712,903,X,71188,359693,X,3978,42867,285236,50320,28813,7961,16396,25609,14920,70402,7358,20827,479,14599,33173831,12852786,4505897,1066615,633416,1433038,1196068,8161879,957402,4927318,3230603,1457160,5199290,243430,1289,9537,251340,287,2192,106205,1002,7345,145135,211203
09203,155549,331.5,6611,68271,6554,60,1643,4851,66117,684,23287,42146,269970,1850701,6226,2814,90468,1088637,1313,5117,92965,325212,48779,11058,7486,37745,34128,9492,53831,5268,30164,378,18910,106495501,45930589,21760847,86491,1840863,1425864,1248486,4802105,1696667,3945057,4697655,40969415,23075682,778239,1374,10113,287010,317,2398,139157,1057,7715,147853,178085
09204,116228,356.04,5940,57070,5900,27,1372,4501,55803,212,17973,37618,231485,1232974,1525,5531,95393,450025,551,1788,36796,448443,23730,17351,6471,16326,36575,7687,46032,5274,33477,389,13865,43276751,20249092,8394129,761331,501572,3652204,2051106,7408743,3950949,3726051,4662499,3099577,4437685,562606,1329,9322,319438,313,2229,174376,1016,7093,145062,169960
09205,94033,490.64,4390,45327,4338,42,1270,3026,43998,507,16567,26924,205034,900279,3979,X,55239,424897,X,2419,63449,218301,22905,7673,5236,10157,20614,1940,37119,4698,20347,386,13988,40614799,17701172,1613599,70016,3831007,363438,2453645,7540542,1418465,5886457,5187808,8164446,3232434,712547,865,6317,192014,221,1686,89944,644,4631,102070,116731
09206,77661,1449.83,4013,37470,3953,58,728,3167,36281,694,10199,25388,124643,639701,9526,X,39487,320479,X,631,17944,110057,16606,5826,2591,36795,14739,2523,29700,1405,17719,165,6991,31553568,8840817,3558749,0,512696,11367,13025089,393157,536853,6707942,340730,5774709,0,225485,792,4758,93694,106,469,18739,686,4289,74955,113787
09208,166666,171.75,6535,82053,6502,48,1153,5301,80397,447,21944,58006,380718,2202872,3612,X,135358,890859,X,17089,82149,695042,79672,43660,37743,23137,32339,14518,56262,2576,60822,276,17953,86177740,26627644,4802297,341381,384419,2307862,1059691,2479298,1108629,19234997,30097842,19877588,4179496,67500,1366,12996,485184,388,3148,280982,978,9848,204202,242648
09209,78190,167.34,2985,36326,2951,31,656,2264,35444,481,14735,20228,158763,926165,25910,792,42177,555825,5436,1966,26690,153792,23079,6823,5563,8587,17629,3994,30260,2014,15627,161,12476,54619355,14690280,3013030,41385,2817706,944312,0,4366781,1402616,29478705,1856338,529135,7270227,219722,569,4253,121650,92,523,41438,477,3730,80212,102656
09210,72087,354.36,2992,35726,2951,63,640,2248,34489,693,14373,19423,164475,1059502,11973,X,43558,580932,X,374,21108,290347,15071,4253,2937,9125,9818,9087,39778,3978,9607,141,12462,57155759,20619191,423667,244740,553496,16800,9806706,325769,564372,2572601,4667771,36194312,731493,84535,608,4361,109124,81,513,37207,527,3848,71917,115342
09211,31165,170.46,1267,13665,1250,24,230,996,12911,258,3082,9571,48169,204145,2471,X,14460,51000,X,89,6867,59245,27100,2723,1795,2837,5448,1793,15928,1532,10565,54,1986,4847529,1931277,850501,0,635814,27170,0,264912,75946,313731,1673553,0,299244,0,285,1888,55068,49,254,15025,236,1634,40043,58469
09213,115210,592.74,5034,51566,5009,58,892,4059,50504,627,13528,36349,237017,964706,20383,X,74115,333838,X,1723,26518,286707,34510,10812,10748,22260,38343,5315,52169,4508,28758,201,8821,29600024,12812250,4912036,323198,705854,33650,0,9808751,259704,1775939,1237632,1414289,8423797,171387,1122,8796,246664,195,1427,88823,927,7369,157841,229860
09214,44513,125.63,1465,18366,1450,33,309,1108,17618,295,5957,11366,88057,477376,5434,0,26388,296724,X,X,18532,77518,9421,3797,2104,5251,12149,1910,14306,870,2367,100,5213,25236597,9123481,7463420,13616,0,2671760,0,1660417,391562,1109729,1072879,275558,8468863,24945,335,2732,64209,34,242,8563,301,2490,55646,79438
09215,24875,174.35,1186,10021,1172,22,340,810,9654,105,3985,5564,34004,163734,3314,0,15785,93069,X,X,2302,29731,2547,663,543,1130,3874,511,8492,327,1032,97,2961,9076777,3143846,100173,185611,0,547502,0,459760,119002,221710,656499,3486066,2364718,373186,233,1276,23288,32,169,7897,201,1107,15391,23258
09216,59507,74.59,2051,25415,2040,30,403,1607,24781,282,6355,18144,122058,538341,3011,0,30039,172293,X,X,30554,175718,8911,10709,3527,4808,8866,2896,69995,2434,13968,96,4813,16936899,7142697,4197527,118200,0,981147,0,3555741,811409,629630,1392325,0,1351843,65392,385,3389,161045,97,839,113880,288,2550,47165,48932
09301,30806,54.39,1062,18152,1055,15,258,782,17841,150,8863,8828,66868,451767,840,0,27439,228068,X,X,41946,100394,2555,2293,2550,1798,7349,1149,13476,423,21156,56,7818,22641245,5354229,0,0,0,0,0,0,0,0,0,0,0,0,205,2188,89265,63,724,47608,142,1464,41658,59283
09342,21898,89.4,1001,6584,993,9,362,622,6398,117,1888,4393,17301,62057,1301,X,6434,17297,X,X,1900,20214,819,176,561,1573,2999,532,5737,173,1728,38,560,1470822,983322,0,0,0,0,0,0,0,0,0,0,0,0,183,1032,16134,16,129,2440,167,903,13694,33313
09343,11891,172.69,544,3747,535,10,130,395,3551,130,818,2603,9521,41799,4640,0,4267,8374,165,92,443,11069,512,329,871,492,6515,234,2723,154,918,22,430,794118,230283,0,0,0,0,0,0,0,0,0,0,0,0,126,574,8378,13,54,1718,113,520,6660,10838
09344,11262,64.25,409,5188,401,20,114,267,5073,279,2879,1915,44441,168214,7518,0,2199,139115,X,0,5787,8546,X,219,212,428,768,207,2077,100,874,27,2081,13120276,6527501,0,0,0,0,0,0,0,0,0,0,0,0,76,407,6904,8,46,3386,68,361,3519,8111
09345,14961,70.16,577,29272,566,16,133,417,29094,166,11713,17215,172332,463610,6323,0,12743,228386,0,X,16325,65737,2112,X,117938,5810,688,691,2865,134,3200,40,4407,22434429,7976843,0,0,0,0,0,0,0,0,0,0,0,0,99,888,63037,24,324,49610,75,564,13427,8759
09361,39474,61.06,1485,16768,1474,16,342,1116,16467,73,4935,11459,70417,292595,729,X,18709,93717,X,53,10486,74166,4065,1083,1532,3743,3264,11593,54219,1293,10187,87,3552,8990368,3252086,0,0,0,0,0,0,0,0,0,0,0,0,282,2243,61676,61,577,24733,221,1666,36943,29720
09364,24913,30.27,742,9335,736,5,186,545,9115,79,4208,4828,48272,231363,158,0,5763,165942,X,X,7238,20791,2485,532,1024,902,13044,380,9470,311,2787,57,3943,16529344,7261679,0,0,0,0,0,0,0,0,0,0,0,0,127,928,16793,28,161,5468,99,767,11325,13765
09384,10354,176.06,427,3484,418,9,136,273,3304,77,1497,1730,12158,54758,1319,0,5827,32803,X,0,2358,6915,X,X,25,315,1299,360,2584,371,443,33,1029,3177499,1387141,0,0,0,0,0,0,0,0,0,0,0,0,73,345,5402,9,35,1395,64,310,4007,5805
09386,29229,70.87,845,9875,835,16,172,647,9697,224,2535,6938,37236,102741,2000,0,10624,25552,434,588,2377,34693,3650,1559,2200,1539,4719,575,7348,795,4089,25,1502,2215921,1077632,0,0,0,0,0,0,0,0,0,0,0,0,141,945,30463,19,120,14042,122,825,16421,18403
09407,23956,372.34,1444,12432,1424,48,264,1112,12126,543,2459,9124,37550,153301,12007,X,11614,44747,X,X,14285,30066,689,2745,518,15229,5247,4809,5108,470,5720,44,1494,4340711,1910790,0,0,0,0,0,0,0,0,0,0,0,0,234,1304,23769,23,119,5397,211,1185,18372,28896
09411,15215,192.78,730,5866,716,13,208,495,5614,139,2154,3321,27242,89849,910,X,6756,52727,X,0,2092,14891,784,174,597,1222,1730,69,2954,2466,998,40,1540,5050855,2936451,0,0,0,0,0,0,0,0,0,0,0,0,161,863,11062,13,67,1259,148,796,9803,14083
10201,332149,311.59,15099,174590,14981,186,2567,12228,166458,2725,32377,131356,695867,4403405,30132,X,329025,517178,157231,46028,121115,1239957,X,77457,61890,38370,78356,33116,1119457,10702,100958,440,19447,48489354,15633048,15808407,250451,2133431,2726771,0,2895735,542370,8343113,3275810,3630009,8305103,343473,2932,26246,1107625,824,7691,730828,2108,18555,376797,463951
10202,372973,459.16,16616,185916,16533,77,2991,13465,181729,1379,43953,136397,958748,4466123,13360,X,412727,916703,191001,70037,134210,1809855,X,111001,61850,49800,92943,41409,199273,8150,112970,603,27496,87229331,43949571,22189257,121169,394824,3242741,24006337,2096298,966742,11147200,12491957,6760850,3105367,610304,3504,33447,1638268,1070,12335,1169436,2434,21112,468831,497360
10203,106445,274.45,5387,49653,5353,38,1506,3809,48556,473,15789,32294,159126,605319,18211,X,41897,223168,1498,20195,9676,158034,X,4832,7375,10374,7779,10506,39179,3530,18582,332,8165,17523293,5068286,754900,1327953,708538,340184,0,1219154,153021,2299547,2842212,3605697,2850095,247308,1044,6251,138122,190,976,48513,854,5275,89609,100261
10204,211850,139.44,8219,99549,8170,60,1980,6130,97714,472,33666,63576,396933,2172128,3558,X,95896,1075145,1562,6235,111498,590975,X,26291,18914,24933,41062,9883,71890,6629,46585,611,27880,100604886,43793663,20287004,458669,1826810,2597756,13077218,7797758,2056998,11528233,12665912,7231184,18074430,2509011,1618,14614,506605,340,3588,283386,1278,11026,223219,296559
10205,223014,175.54,9487,129361,9428,54,2274,7100,127417,620,51008,75789,635955,4130912,11569,0,201945,2323365,28071,17836,127121,949984,105720,54452,35261,40276,60993,15398,73625,9224,76072,687,46379,226935998,53808504,5931162,605266,671826,1476976,5137818,12650293,874197,18471240,9961704,11042652,159434039,678825,1809,16221,865510,534,4762,621680,1275,11459,243830,292452
10206,45337,443.46,2512,21234,2476,38,508,1930,20405,280,4664,15461,75243,324939,3893,X,37321,84396,14644,513,4156,94165,X,4112,1323,8143,13098,1454,28399,3111,8750,85,2462,7978163,2515555,1336977,0,3469042,19707,0,1229243,91901,614578,0,0,0,307158,559,3675,77860,83,614,21875,476,3061,55985,79839
10207,75309,60.97,3348,35548,3326,25,662,2639,33986,250,9524,24212,144893,708732,1597,0,47759,294777,3827,1081,46615,193590,21399,11998,2771,10717,16115,2708,30573,5015,18191,172,7800,28679003,11478787,11419296,130594,0,1735066,1854821,1988253,309999,1575818,3067521,152128,1823524,0,706,5347,163418,144,1094,76060,562,4253,87358,104252
10208,74581,240.27,3578,34021,3544,50,791,2703,32828,393,8204,24231,133437,626013,9180,1462,61305,204392,27401,479,12797,178752,20472,5100,7081,19865,15495,1796,45151,3065,12220,119,4704,18957102,7133281,4712136,0,236823,71175,5025182,297156,366045,5038498,541626,1966705,0,454412,657,5028,152055,135,1018,71000,522,4010,81054,105621
10209,63261,180.29,2657,28057,2632,25,679,1928,27394,211,10820,16363,107303,462200,1169,0,37664,240263,1920,745,16822,95443,12665,5646,3315,4930,9024,2945,19346,4925,5378,217,9189,23624796,9172688,515036,95257,1312620,518882,1227824,4098855,1028305,4396303,686548,3054115,5191925,1254340,521,3586,76853,82,482,18144,439,3104,58709,68166
10210,47446,122.85,2463,23744,2435,22,706,1707,23093,193,8848,14052,107310,504158,1204,X,30272,320494,X,480,4981,76109,15550,3421,2255,3831,9455,2612,18230,7477,7408,180,8135,31326619,9437620,2232530,0,90566,352035,0,723702,0,1010659,952097,11634299,11083143,517285,456,3058,67591,80,322,11536,376,2736,56055,68364
10211,54907,276.31,2153,23412,2130,25,554,1551,22734,332,8708,13694,210382,545520,4643,X,39917,347619,143,220,16865,74921,X,1333,2047,5991,11401,1895,18633,1692,7770,151,6897,32430561,14664016,140716,119281,0,504266,14907950,1328542,545776,4476405,3042485,5683605,776135,200764,397,2720,58262,47,334,13101,350,2386,45161,55599
10212,49648,208.42,2254,20180,2237,16,646,1575,19678,155,4797,14726,76924,306774,964,X,16438,76081,318,231,13387,107386,X,3383,950,4721,30102,3558,23081,1369,6550,126,3238,7059123,2533590,701511,290038,0,0,0,397286,339813,320489,1780064,899197,1345559,226172,469,3532,97630,68,570,39253,401,2962,58377,69787
10344,14216,27.92,466,5157,456,7,165,284,3821,49,1553,2219,13959,47937,1941,0,7130,20042,X,X,903,8415,378,203,296,227,1299,457,2906,X,550,38,944,1852296,681841,0,0,0,0,0,0,0,0,0,0,0,0,66,386,6844,17,52,1932,49,334,4912,4712
10345,21792,20.46,657,7287,651,1,157,493,7103,4,1903,5196,24850,108538,X,X,8217,25917,X,X,2627,53407,962,1370,302,2221,822,564,9317,X,1785,39,1242,2428334,1103174,0,0,0,0,0,0,0,0,0,0,0,0,149,1873,46363,23,170,8760,126,1703,37603,51831
10366,1128,181.85,129,728,124,7,29,88,687,120,112,455,994,2184,594,0,151,378,0,0,X,294,0,0,X,247,44,X,304,X,69,4,38,33102,8664,0,0,0,0,0,0,0,0,0,0,0,0,20,47,145,1,10,X,19,37,X,495
10367,1645,114.6,196,757,188,3,35,150,682,37,174,471,2425,7204,170,X,3050,180,0,X,X,1041,X,348,X,29,294,X,411,197,321,2,16,X,X,0,0,0,0,0,0,0,0,0,0,0,0,50,90,349,3,3,0,47,87,349,512
10382,6576,188.38,453,2913,444,9,145,290,2792,66,1081,1645,9511,37411,573,0,5334,18952,X,X,1120,5644,1753,52,172,433,663,X,1254,77,801,30,500,1531280,636385,0,0,0,0,0,0,0,0,0,0,0,0,83,369,4236,9,31,289,74,338,3947,6598
10383,1611,118.83,115,537,109,2,36,71,471,34,132,305,1324,4873,214,X,208,3150,0,0,X,524,X,X,X,38,12,X,575,X,48,3,37,304150,89019,0,0,0,0,0,0,0,0,0,0,0,0,20,50,11,3,5,0,17,45,11,65
10384,12491,58.61,645,4633,637,3,281,353,4534,12,2452,2070,20717,74130,66,0,4499,44972,0,0,4603,13516,517,541,475,338,622,39,2764,109,1069,74,1844,4315258,2076416,0,0,0,0,0,0,0,0,0,0,0,0,95,530,10578,17,51,2648,78,479,7929,13414
10421,15386,439.28,861,6674,840,16,154,670,6285,164,1023,5098,21429,63382,2117,0,7056,8386,X,X,1612,18118,4470,316,685,5233,2671,285,7119,2059,1807,23,518,789351,468775,0,0,0,0,0,0,0,0,0,0,0,0,173,890,14768,12,32,1037,161,858,13730,13536
10424,5095,133.85,449,3069,441,17,106,318,2903,177,460,2266,11163,40015,2086,0,11796,1838,X,X,1712,11422,1681,1394,544,1936,1511,58,2416,328,1032,5,51,177782,44697,0,0,0,0,0,0,0,0,0,0,0,0,66,471,9966,9,32,1382,57,439,8584,6726
10425,8850,337.58,590,3867,581,37,122,422,3734,189,518,3027,13421,49754,3297,X,7715,2899,X,0,3905,12887,976,1719,231,6795,874,13,651,5113,2391,7,100,243387,126713,0,0,0,0,0,0,0,0,0,0,0,0,91,431,11244,14,95,4076,77,336,7168,4496
10426,6049,49.75,634,4300,628,3,69,556,4149,4,216,3929,8817,42525,X,0,2284,126,X,0,605,6654,748,5911,223,18515,2573,119,1203,X,2946,2,11,X,X,0,0,0,0,0,0,0,0,0,0,0,0,108,475,4709,10,52,861,98,423,3848,5513
10428,3511,64.18,148,1715,145,9,40,96,1662,479,316,867,3852,16220,883,0,1347,9172,0,0,1617,1361,0,X,X,139,511,13,718,X,280,2,204,X,X,0,0,0,0,0,0,0,0,0,0,0,0,15,107,925,4,11,X,11,96,X,700
10429,12728,253.91,636,6175,620,20,163,437,5922,319,2110,3493,23212,104383,8884,X,8661,43515,1848,0,1471,26127,X,1543,686,996,1083,43,7162,584,1031,34,1725,4304273,1492152,0,0,0,0,0,0,0,0,0,0,0,0,132,952,23552,16,80,6201,116,872,17351,29620
10443,3993,391.76,349,2024,345,4,48,293,1888,35,409,1444,4123,15102,145,X,3739,3114,0,0,1196,2919,X,43,X,2243,139,X,686,184,116,9,194,306255,150637,0,0,0,0,0,0,0,0,0,0,0,0,37,143,2226,9,27,620,28,116,1606,1307
10444,3480,85.25,137,1848,133,9,29,95,1776,95,264,1417,5461,13721,710,0,1576,2681,0,0,X,2427,X,9,X,1101,261,146,4405,X,249,7,133,214911,128371,0,0,0,0,0,0,0,0,0,0,0,0,18,216,1448,1,0,X,17,216,X,1925
10448,6953,64.14,242,2949,238,31,63,144,2865,463,1034,1368,17108,83483,7527,0,1998,52438,0,0,992,16652,X,X,X,221,190,23,2227,464,556,14,966,5236516,1574028,0,0,0,0,0,0,0,0,0,0,0,0,45,309,13348,13,155,10214,32,154,3134,1984
10449,17195,781.08,1018,8679,1001,19,196,786,8388,105,2053,6230,27320,110154,931,0,11086,49921,X,0,3523,15452,X,635,791,14506,2017,554,5751,657,1384,38,1378,4966779,1918995,0,0,0,0,0,0,0,0,0,0,0,0,188,983,12865,22,109,2707,166,874,10158,20979
10464,36054,25.78,1184,15567,1177,13,295,869,15359,159,5700,9500,78366,349641,494,0,16200,139198,1203,583,22373,139474,2138,2658,2994,1044,3699,2438,9648,583,4915,79,5172,13260437,6654071,0,0,0,0,0,0,0,0,0,0,0,0,198,2186,125693,70,1076,106305,128,1110,19388,19341
10521,14083,41.86,594,6338,586,8,202,376,6194,82,3118,2994,26962,108117,530,X,7305,56430,65,X,4919,20358,2612,903,130,417,2174,3691,1889,490,6195,53,2293,5530707,2328202,0,0,0,0,0,0,0,0,0,0,0,0,119,980,17030,26,399,8305,93,581,8725,11691
