primkey,ken,shicho,gun,name,type,code6,code5,yomi,start,end,y,x,note,update
20319,北海道,石狩支庁,札幌市,中央区,政令区,010101,01101,ちゅうおうく,1972-04-01,2010-04-01,43.060752,141.351943,,2021-08-07
20320,北海道,石狩振興局,札幌市,中央区,政令区,010101,01101,ちゅうおうく,2010-04-01,0000-00-00,43.060752,141.351943,,2021-08-07
20321,北海道,石狩支庁,札幌市,北区,政令区,010102,01102,きたく,1972-04-01,2010-04-01,43.092068,141.340013,,2021-08-07
20322,北海道,石狩振興局,札幌市,北区,政令区,010102,01102,きたく,2010-04-01,0000-00-00,43.092068,141.340013,,2021-08-07
20323,北海道,石狩支庁,札幌市,東区,政令区,010103,01103,ひがしく,1972-04-01,2010-04-01,43.076678,141.365032,,2021-08-07
20324,北海道,石狩振興局,札幌市,東区,政令区,010103,01103,ひがしく,2010-04-01,0000-00-00,43.076678,141.365032,,2021-08-07
20325,北海道,石狩支庁,札幌市,白石区,政令区,010104,01104,しろいしく,1972-04-01,2010-04-01,43.050215,141.406832,,2021-08-07
20326,北海道,石狩振興局,札幌市,白石区,政令区,010104,01104,しろいしく,2010-04-01,0000-00-00,43.050215,141.406832,,2021-08-07
20327,北海道,石狩支庁,札幌市,豊平区,政令区,010105,01105,とよひらく,1972-04-01,2010-04-01,43.032463,141.378422,,2021-08-07
20328,北海道,石狩振興局,札幌市,豊平区,政令区,010105,01105,とよひらく,2010-04-01,0000-00-00,43.032463,141.378422,,2021-08-07
20329,北海道,石狩支庁,札幌市,南区,政令区,010106,01106,みなみく,1972-04-01,2010-04-01,42.991072,141.353102,,2021-08-07
20330,北海道,石狩振興局,札幌市,南区,政令区,010106,01106,みなみく,2010-04-01,0000-00-00,42.991072,141.353102,,2021-08-07
20331,北海道,石狩支庁,札幌市,西区,政令区,010107,01107,にしく,1972-04-01,2010-04-01,43.077117,141.300659,,2021-08-07
20332,北海道,石狩振興局,札幌市,西区,政令区,010107,01107,にしく,2010-04-01,0000-00-00,43.077117,141.300659,,2021-08-07
20333,北海道,石狩支庁,札幌市,厚別区,政令区,010108,01108,あつべつく,1989-11-06,2010-04-01,43.035725,141.476140,,2021-08-07
20334,北海道,石狩振興局,札幌市,厚別区,政令区,010108,01108,あつべつく,2010-04-01,0000-00-00,43.035725,141.476140,,2021-08-07
20335,北海道,石狩支庁,札幌市,手稲区,政令区,010109,01109,ていねく,1989-11-06,2010-04-01,43.119358,141.241479,,2021-08-07
20336,北海道,石狩振興局,札幌市,手稲区,政令区,010109,01109,ていねく,2010-04-01,0000-00-00,43.119358,141.241479,,2021-08-07
20337,北海道,石狩支庁,札幌市,清田区,政令区,010110,01110,きよたく,1997-11-04,2010-04-01,42.996911,141.443353,,2021-08-07
20338,北海道,石狩振興局,札幌市,清田区,政令区,010110,01110,きよたく,2010-04-01,0000-00-00,42.996911,141.443353,,2021-08-07
20339,北海道,札幌支庁,,札幌区,区(市),011001,,さっぽろく,1899-10-01,1922-08-01,43.060752,141.351943,,2021-08-07
20340,北海道,札幌支庁,,札幌市,市,011001,,さっぽろし,1922-08-01,1922-08-16,43.060752,141.351943,,2021-08-07
20341,北海道,石狩支庁,,札幌市,市,011001,01201,さっぽろし,1922-08-16,1972-04-01,43.060752,141.351943,,2021-08-07
20342,北海道,石狩支庁,,札幌市,市,011001,01100,さっぽろし,1972-04-01,2010-04-01,43.060752,141.351943,,2021-08-07
20343,北海道,石狩振興局,,札幌市,市,011001,01100,さっぽろし,2010-04-01,0000-00-00,43.060752,141.351943,,2021-08-07
20344,北海道,上川支庁,上川郡(石狩),旭川町,町,011002,,あさひかわちょう,1902-04-01,1914-04-01,43.771512,142.363114,,2021-08-07
20345,北海道,上川支庁,,旭川区,区(市),011002,,あさひかわく,1914-04-01,1922-08-01,43.771512,142.363114,,2021-08-07
20346,北海道,上川支庁,,旭川市,市,011002,01204,あさひかわし,1922-08-01,2010-04-01,43.771512,142.363114,,2021-08-07
20347,北海道,上川総合振興局,,旭川市,市,011002,01204,あさひかわし,2010-04-01,0000-00-00,43.771512,142.363114,,2021-08-07
20348,北海道,小樽支庁,,小樽区,区(市),011003,,おたるく,1899-10-01,1910-03-01,43.191019,140.996604,,2021-08-07
20349,北海道,後志支庁,,小樽区,区(市),011003,,おたるく,1910-03-01,1922-08-01,43.191019,140.996604,,2021-08-07
20350,北海道,後志支庁,,小樽市,市,011003,01203,おたるし,1922-08-01,2010-04-01,43.191019,140.996604,,2021-08-07
20351,北海道,後志総合振興局,,小樽市,市,011003,01203,おたるし,2010-04-01,0000-00-00,43.191019,140.996604,,2021-08-07
20352,北海道,函館支庁,,函館区,区(市),011004,,はこだてく,1899-10-01,1922-08-01,41.764670,140.719113,,2021-08-07
20353,北海道,函館支庁,,函館市,市,011004,,はこだてし,1922-08-01,1922-08-16,41.764670,140.719113,,2021-08-07
20354,北海道,渡島支庁,,函館市,市,011004,01202,はこだてし,1922-08-16,2010-04-01,41.764670,140.719113,,2021-08-07
20355,北海道,渡島総合振興局,,函館市,市,011004,01202,はこだてし,2010-04-01,0000-00-00,41.764670,140.719113,,2021-08-07
20356,北海道,室蘭支庁,室蘭郡,室蘭町,町,011005,,むろらんちょう,1900-07-01,1918-02-01,42.316940,140.970597,,2021-08-07
20357,北海道,室蘭支庁,,室蘭区,区(市),011005,,むろらんく,1918-02-01,1922-08-01,42.316940,140.970597,,2021-08-07
20358,北海道,室蘭支庁,,室蘭市,市,011005,,むろらんし,1922-08-01,1922-08-16,42.316940,140.970597,,2021-08-07
20359,北海道,胆振支庁,,室蘭市,市,011005,01205,むろらんし,1922-08-16,2010-04-01,42.316940,140.970597,,2021-08-07
20360,北海道,胆振総合振興局,,室蘭市,市,011005,01205,むろらんし,2010-04-01,0000-00-00,42.316940,140.970597,,2021-08-07
20361,北海道,釧路支庁,釧路郡,釧路町,町,011006,,くしろちょう,1900-07-01,1920-07-01,42.976725,144.377303,,2021-08-07
20362,北海道,釧路支庁,,釧路区,区(市),011006,,くしろく,1920-07-01,1922-08-01,42.976725,144.377303,,2021-08-07
20363,北海道,釧路支庁,,釧路市,市,011006,,くしろし,1922-08-01,1922-08-16,42.976725,144.377303,,2021-08-07
20364,北海道,釧路国支庁,,釧路市,市,011006,,くしろし,1922-08-16,1957-04-01,42.976725,144.377303,,2021-08-07
20365,北海道,釧路支庁,,釧路市,市,011006,01206,くしろし,1957-04-01,2005-10-11,42.976725,144.377303,,2021-08-07
20366,北海道,上川支庁,,士別市,市,011007,01220,しべつし,1954-07-01,2005-09-01,44.176156,142.396588,,2021-08-07
20367,北海道,網走支庁,,紋別市,市,011008,01219,もんべつし,1954-07-01,2010-04-01,44.351673,143.354759,,2021-08-07
20368,北海道,オホーツク総合振興局,,紋別市,市,011008,01219,もんべつし,2010-04-01,0000-00-00,44.351673,143.354759,,2021-08-07
20369,北海道,根室支庁,,根室市,市,011009,01223,ねむろし,1957-08-01,2010-04-01,43.332717,145.579276,,2021-08-07
20370,北海道,根室振興局,,根室市,市,011009,01223,ねむろし,2010-04-01,0000-00-00,43.332717,145.579276,,2021-08-07
20371,北海道,空知支庁,,深川市,市,011010,01228,ふかがわし,1963-05-01,2010-04-01,43.719924,142.043824,,2021-08-07
20372,北海道,空知総合振興局,,深川市,市,011010,01228,ふかがわし,2010-04-01,0000-00-00,43.719924,142.043824,,2021-08-07
20373,北海道,上川支庁,,富良野市,市,011011,01229,ふらのし,1966-05-01,2010-04-01,43.343922,142.387834,,2021-08-07
20374,北海道,上川総合振興局,,富良野市,市,011011,01229,ふらのし,2010-04-01,0000-00-00,43.343922,142.387834,,2021-08-07
20375,北海道,空知支庁,,滝川市,市,011012,01225,たきかわし,1971-04-01,2010-04-01,43.559232,141.907868,,2021-08-07
20376,北海道,空知総合振興局,,滝川市,市,011012,01225,たきかわし,2010-04-01,0000-00-00,43.559232,141.907868,,2021-08-07
20377,北海道,上川支庁,,士別市,市,011013,01220,しべつし,2005-09-01,2010-04-01,44.176156,142.396588,,2021-08-07
20378,北海道,上川総合振興局,,士別市,市,011013,01220,しべつし,2010-04-01,0000-00-00,44.176156,142.396588,,2021-08-07
20379,北海道,釧路支庁,,釧路市,市,011014,01206,くしろし,2005-10-11,2010-04-01,42.976725,144.377303,,2021-08-07
20380,北海道,釧路総合振興局,,釧路市,市,011014,01206,くしろし,2010-04-01,0000-00-00,42.976725,144.377303,,2021-08-07
20381,北海道,渡島支庁,,北斗市,市,011015,01236,ほくとし,2006-02-01,2010-04-01,41.822006,140.650277,,2021-08-07
20382,北海道,渡島総合振興局,,北斗市,市,011015,01236,ほくとし,2010-04-01,0000-00-00,41.822006,140.650277,,2021-08-07
20383,北海道,網走支庁,,北見市,市,011016,01208,きたみし,2006-03-05,2010-04-01,43.808595,143.889999,,2021-08-07
20384,北海道,オホーツク総合振興局,,北見市,市,011016,01208,きたみし,2010-04-01,0000-00-00,43.808595,143.889999,,2021-08-07
20385,北海道,上川支庁,,名寄市,市,011017,01221,なよろし,2006-03-27,2010-04-01,44.350599,142.460618,,2021-08-07
20386,北海道,上川総合振興局,,名寄市,市,011017,01221,なよろし,2010-04-01,0000-00-00,44.350599,142.460618,,2021-08-07
20387,北海道,札幌支庁,札幌郡,豊平村,村,011101,,とよひらむら,1902-04-01,1908-06-01,43.031459,141.394901,,2021-08-07
20388,北海道,札幌支庁,札幌郡,豊平町,町,011101,,とよひらちょう,1908-06-01,1922-08-16,43.031459,141.394901,,2021-08-07
20389,北海道,石狩支庁,札幌郡,豊平町,町,011101,,とよひらちょう,1922-08-16,1961-05-01,43.031459,141.394901,,2021-08-07
20390,北海道,札幌支庁,札幌郡,江別村,村,011102,,えべつむら,1906-04-01,1916-01-01,43.112059,141.554804,,2021-08-07
20391,北海道,札幌支庁,札幌郡,江別町,町,011102,,えべつちょう,1916-01-01,1922-08-16,43.112059,141.554804,,2021-08-07
20392,北海道,石狩支庁,札幌郡,江別町,町,011102,,えべつちょう,1922-08-16,1954-07-01,43.112059,141.554804,,2021-08-07
20393,北海道,石狩支庁,,江別市,市,011102,01217,えべつし,1954-07-01,2010-04-01,43.112059,141.554804,,2021-08-07
20394,北海道,石狩振興局,,江別市,市,011102,01217,えべつし,2010-04-01,0000-00-00,43.112059,141.554804,,2021-08-07
20395,北海道,札幌支庁,札幌郡,札幌村,村,011103,,さっぽろむら,1902-04-01,1922-08-16,43.080502,141.376576,,2021-08-07
20396,北海道,石狩支庁,札幌郡,札幌村,村,011103,,さっぽろむら,1922-08-16,1955-03-01,43.080502,141.376576,,2021-08-07
20397,北海道,札幌支庁,札幌郡,篠路村,村,011104,,しのろむら,1906-04-01,1922-08-16,43.143286,141.365333,,2021-08-07
20398,北海道,石狩支庁,札幌郡,篠路村,村,011104,,しのろむら,1922-08-16,1955-03-01,43.143286,141.365333,,2021-08-07
20399,北海道,札幌支庁,札幌郡,琴似村,村,011105,,ことにむら,1906-04-01,1922-08-16,43.077117,141.300659,,2021-08-07
20400,北海道,石狩支庁,札幌郡,琴似村,村,011105,,ことにむら,1922-08-16,1943-02-01,43.077117,141.300659,,2021-08-07
20401,北海道,石狩支庁,札幌郡,琴似町,町,011105,,ことにちょう,1943-02-01,1955-03-01,43.077117,141.300659,,2021-08-07
20402,北海道,札幌支庁,札幌郡,手稲村,村,011106,,ていねむら,1902-04-01,1922-08-16,43.119358,141.241479,,2021-08-07
20403,北海道,石狩支庁,札幌郡,手稲村,村,011106,,ていねむら,1922-08-16,1951-11-01,43.119358,141.241479,,2021-08-07
20404,北海道,石狩支庁,札幌郡,手稲町,町,011106,,ていねちょう,1951-11-01,1967-03-01,43.119358,141.241479,,2021-08-07
20405,北海道,札幌支庁,札幌郡,藻岩村,村,011107,,もいわむら,1906-04-01,1922-08-16,43.055076,141.319799,,2021-08-07
20406,北海道,石狩支庁,札幌郡,藻岩村,村,011107,,もいわむら,1922-08-16,1938-06-01,43.055076,141.319799,,2021-08-07
20407,北海道,石狩支庁,札幌郡,円山町,町,011107,,まるやまちょう,1938-06-01,1941-04-01,43.055076,141.319799,,2021-08-07
20408,北海道,札幌支庁,札幌郡,白石村,村,011108,,しろいしむら,1902-04-01,1922-08-16,43.050215,141.406832,,2021-08-07
20409,北海道,石狩支庁,札幌郡,白石村,村,011108,,しろいしむら,1922-08-16,1950-07-01,43.050215,141.406832,,2021-08-07
20410,北海道,札幌支庁,札幌郡,広島村,村,011109,,ひろしまむら,1902-04-01,1922-08-16,42.985453,141.565704,,2021-08-07
20411,北海道,石狩支庁,札幌郡,広島村,村,011109,,ひろしまむら,1922-08-16,1968-09-01,42.985453,141.565704,,2021-08-07
20412,北海道,石狩支庁,札幌郡,広島町,町,011109,01301,ひろしまちょう,1968-09-01,1996-09-01,42.985453,141.565704,,2021-08-07
20413,北海道,石狩支庁,,北広島市,市,011109,01234,きたひろしまし,1996-09-01,2010-04-01,42.985453,141.565704,,2021-08-07
20414,北海道,石狩振興局,,北広島市,市,011109,01234,きたひろしまし,2010-04-01,0000-00-00,42.985453,141.565704,,2021-08-07
20415,北海道,札幌支庁,石狩郡,石狩町,町,011110,,いしかりちょう,1907-04-01,1922-08-16,43.246469,141.353188,,2021-08-07
20416,北海道,石狩支庁,石狩郡,石狩町,町,011110,01302,いしかりちょう,1922-08-16,1996-09-01,43.246469,141.353188,,2021-08-07
20417,北海道,石狩支庁,,石狩市,市,011110,01235,いしかりし,1996-09-01,2010-04-01,43.246469,141.353188,,2021-08-07
20418,北海道,石狩振興局,,石狩市,市,011110,01235,いしかりし,2010-04-01,0000-00-00,43.246469,141.353188,,2021-08-07
20419,北海道,札幌支庁,石狩郡,石狩町,町,011110A,,いしかりちょう,1902-04-01,1907-04-01,43.246469,141.353188,,2021-08-07
20420,北海道,札幌支庁,石狩郡,花川村,村,011110B,,はなかわむら,1902-04-01,1907-04-01,43.174872,141.316838,,2021-08-07
20421,北海道,札幌支庁,石狩郡,当別村,村,011111,,とうべつむら,1902-04-01,1922-08-16,43.221737,141.516609,,2021-08-07
20422,北海道,石狩支庁,石狩郡,当別村,村,011111,,とうべつむら,1922-08-16,1947-07-01,43.221737,141.516609,,2021-08-07
20423,北海道,石狩支庁,石狩郡,当別町,町,011111,01303,とうべつちょう,1947-07-01,2010-04-01,43.221737,141.516609,,2021-08-07
20424,北海道,石狩振興局,石狩郡,当別町,町,011111,01303,とうべつちょう,2010-04-01,0000-00-00,43.221737,141.516609,,2021-08-07
20425,北海道,札幌支庁,石狩郡,新篠津村,村,011112,,しんしのつむら,1915-04-01,1922-08-16,43.224677,141.646514,,2021-08-07
20426,北海道,石狩支庁,石狩郡,新篠津村,村,011112,01304,しんしのつむら,1922-08-16,2010-04-01,43.224677,141.646514,,2021-08-07
20427,北海道,石狩振興局,石狩郡,新篠津村,村,011112,01304,しんしのつむら,2010-04-01,0000-00-00,43.224677,141.646514,,2021-08-07
20428,北海道,札幌支庁,厚田郡,厚田村,村,011113,,あつたむら,1907-04-01,1922-08-16,43.398796,141.432796,,2021-08-07
20429,北海道,石狩支庁,厚田郡,厚田村,村,011113,01305,あつたむら,1922-08-16,2005-10-01,43.398796,141.432796,,2021-08-07
20430,北海道,札幌支庁,厚田郡,厚田村,村,011113A,,あつたむら,1902-04-01,1907-04-01,43.398796,141.432796,,2021-08-07
20431,北海道,札幌支庁,厚田郡,望来村,村,011113B,,もうらいむら,1902-04-01,1907-04-01,43.313360,141.414900,,2021-08-07
20432,北海道,札幌支庁,浜益郡,浜益村,村,011114,,はまますむら,1907-04-01,1922-08-16,43.601387,141.385546,,2021-08-07
20433,北海道,石狩支庁,浜益郡,浜益村,村,011114,01306,はまますむら,1922-08-16,2005-10-01,43.601387,141.385546,,2021-08-07
20434,北海道,札幌支庁,浜益郡,浜益村,村,011114A,,はまますむら,1902-04-01,1907-04-01,43.601387,141.385546,,2021-08-07
20435,北海道,札幌支庁,浜益郡,黄金村,村,011114B,,こがねむら,1902-04-01,1907-04-01,43.579194,141.389065,,2021-08-07
20436,北海道,札幌支庁,千歳郡,恵庭村,村,011115,,えにわむら,1906-04-01,1922-08-16,42.882301,141.581368,,2021-08-07
20437,北海道,石狩支庁,千歳郡,恵庭村,村,011115,,えにわむら,1922-08-16,1951-04-01,42.882301,141.581368,,2021-08-07
20438,北海道,石狩支庁,千歳郡,恵庭町,町,011115,01307,えにわちょう,1951-04-01,1970-11-01,42.882301,141.581368,,2021-08-07
20439,北海道,石狩支庁,,恵庭市,市,011115,01231,えにわし,1970-11-01,2010-04-01,42.882301,141.581368,,2021-08-07
20440,北海道,石狩振興局,,恵庭市,市,011115,01231,えにわし,2010-04-01,0000-00-00,42.882301,141.581368,,2021-08-07
20441,北海道,札幌支庁,千歳郡,千歳村,村,011116,,ちとせむら,1915-04-01,1922-08-16,42.820667,141.652479,,2021-08-07
20442,北海道,石狩支庁,千歳郡,千歳村,村,011116,,ちとせむら,1922-08-16,1942-05-01,42.820667,141.652479,,2021-08-07
20443,北海道,石狩支庁,千歳郡,千歳町,町,011116,,ちとせちょう,1942-05-01,1958-07-01,42.820667,141.652479,,2021-08-07
20444,北海道,石狩支庁,,千歳市,市,011116,01224,ちとせし,1958-07-01,2010-04-01,42.820667,141.652479,,2021-08-07
20445,北海道,石狩振興局,,千歳市,市,011116,01224,ちとせし,2010-04-01,0000-00-00,42.820667,141.652479,,2021-08-07
20446,北海道,松前支庁,松前郡,福山町,町,011201,,ふくやまちょう,1900-07-01,1903-12-01,41.428650,140.110230,,2021-08-07
20447,北海道,函館支庁,松前郡,福山町,町,011201,,ふくやまちょう,1903-12-01,1922-08-16,41.428650,140.110230,,2021-08-07
20448,北海道,渡島支庁,松前郡,福山町,町,011201,,ふくやまちょう,1922-08-16,1940-07-01,41.428650,140.110230,,2021-08-07
20449,北海道,渡島支庁,松前郡,松前町,町,011201,,まつまえちょう,1940-07-01,1954-07-01,41.428650,140.110230,,2021-08-07
20450,北海道,松前支庁,松前郡,福島村,村,011202,,ふくしまむら,1900-07-01,1903-12-01,41.480210,140.255456,,2021-08-07
20451,北海道,函館支庁,松前郡,福島村,村,011202,,ふくしまむら,1903-12-01,1922-08-16,41.480210,140.255456,,2021-08-07
20452,北海道,渡島支庁,松前郡,福島村,村,011202,,ふくしまむら,1922-08-16,1944-02-11,41.480210,140.255456,,2021-08-07
20453,北海道,渡島支庁,松前郡,福島町,町,011202,,ふくしまちょう,1944-02-11,1955-01-01,41.480210,140.255456,,2021-08-07
20454,北海道,函館支庁,松前郡,吉岡村,村,011203,,よしおかむら,1906-04-01,1922-08-16,41.445670,140.234857,,2021-08-07
20455,北海道,渡島支庁,松前郡,吉岡村,村,011203,,よしおかむら,1922-08-16,1955-01-01,41.445670,140.234857,,2021-08-07
20456,北海道,函館支庁,松前郡,大島村,村,011204,,おおしまむら,1915-04-01,1922-08-16,41.547950,139.991741,,2021-08-07
20457,北海道,渡島支庁,松前郡,大島村,村,011204,,おおしまむら,1922-08-16,1954-07-01,41.547950,139.991741,,2021-08-07
20458,北海道,函館支庁,上磯郡,上磯村,村,011205,,かみいそむら,1900-07-01,1918-01-01,41.822006,140.650277,,2021-08-07
20459,北海道,函館支庁,上磯郡,上磯町,町,011205,,かみいそちょう,1918-01-01,1922-08-16,41.822006,140.650277,,2021-08-07
20460,北海道,渡島支庁,上磯郡,上磯町,町,011205,01335,かみいそちょう,1922-08-16,2006-02-01,41.822006,140.650277,,2021-08-07
20461,北海道,函館支庁,上磯郡,木古内村,村,011206,,きこないむら,1902-04-01,1922-08-16,41.676069,140.436945,,2021-08-07
20462,北海道,渡島支庁,上磯郡,木古内村,村,011206,,きこないむら,1922-08-16,1942-10-01,41.676069,140.436945,,2021-08-07
20463,北海道,渡島支庁,上磯郡,木古内町,町,011206,01334,きこないちょう,1942-10-01,2010-04-01,41.676069,140.436945,,2021-08-07
20464,北海道,渡島総合振興局,上磯郡,木古内町,町,011206,01334,きこないちょう,2010-04-01,0000-00-00,41.676069,140.436945,,2021-08-07
20465,北海道,函館支庁,上磯郡,茂別村,村,011207,,もべつむら,1906-04-01,1922-08-16,41.765438,140.602341,,2021-08-07
20466,北海道,渡島支庁,上磯郡,茂別村,村,011207,,もべつむら,1922-08-16,1955-04-01,41.765438,140.602341,,2021-08-07
20467,北海道,函館支庁,上磯郡,知内村,村,011208,,しりうちむら,1906-04-01,1922-08-16,41.598965,140.420809,,2021-08-07
20468,北海道,渡島支庁,上磯郡,知内村,村,011208,,しりうちむら,1922-08-16,1967-10-01,41.598965,140.420809,,2021-08-07
20469,北海道,渡島支庁,上磯郡,知内町,町,011208,01333,しりうちちょう,1967-10-01,2010-04-01,41.598965,140.420809,,2021-08-07
20470,北海道,渡島総合振興局,上磯郡,知内町,町,011208,01333,しりうちちょう,2010-04-01,0000-00-00,41.598965,140.420809,,2021-08-07
20471,北海道,函館支庁,亀田郡,大野村,村,011209,,おおのむら,1900-07-01,1922-08-16,41.884499,140.642080,,2021-08-07
20472,北海道,渡島支庁,亀田郡,大野村,村,011209,,おおのむら,1922-08-16,1957-01-01,41.884499,140.642080,,2021-08-07
20473,北海道,渡島支庁,亀田郡,大野町,町,011209,01336,おおのちょう,1957-01-01,2006-02-01,41.884499,140.642080,,2021-08-07
20474,北海道,函館支庁,亀田郡,七飯村,村,011210,,ななえむら,1902-04-01,1922-08-16,41.892582,140.691476,,2021-08-07
20475,北海道,渡島支庁,亀田郡,七飯村,村,011210,,ななえむら,1922-08-16,1957-01-01,41.892582,140.691476,,2021-08-07
20476,北海道,渡島支庁,亀田郡,七飯町,町,011210,01337,ななえちょう,1957-01-01,2010-04-01,41.892582,140.691476,,2021-08-07
20477,北海道,渡島総合振興局,亀田郡,七飯町,町,011210,01337,ななえちょう,2010-04-01,0000-00-00,41.892582,140.691476,,2021-08-07
20478,北海道,函館支庁,亀田郡,亀田村,村,011211,,かめだむら,1902-04-01,1922-08-16,41.813179,140.753403,,2021-08-07
20479,北海道,渡島支庁,亀田郡,亀田村,村,011211,,かめだむら,1922-08-16,1962-01-01,41.813179,140.753403,,2021-08-07
20480,北海道,渡島支庁,亀田郡,亀田町,町,011211,01338,かめだちょう,1962-01-01,1971-11-01,41.813179,140.753403,,2021-08-07
20481,北海道,渡島支庁,,亀田市,市,011211,01232,かめだし,1971-11-01,1973-12-01,41.813179,140.753403,,2021-08-07
20482,北海道,函館支庁,亀田郡,銭亀沢村,村,011212,,ぜにかめざわむら,1902-04-01,1922-08-16,41.760797,140.834169,,2021-08-07
20483,北海道,渡島支庁,亀田郡,銭亀沢村,村,011212,,ぜにかめざわむら,1922-08-16,1966-12-01,41.760797,140.834169,,2021-08-07
20484,北海道,函館支庁,亀田郡,戸井村,村,011213,,といむら,1902-04-01,1922-08-16,41.719936,141.009007,,2021-08-07
20485,北海道,渡島支庁,亀田郡,戸井村,村,011213,,といむら,1922-08-16,1968-10-01,41.719936,141.009007,,2021-08-07
20486,北海道,渡島支庁,亀田郡,戸井町,町,011213,01339,といちょう,1968-10-01,2004-12-01,41.719936,141.009007,,2021-08-07
20487,北海道,函館支庁,亀田郡,湯川村,村,011214,,ゆのかわむら,1902-04-01,1922-08-16,41.780097,140.789409,,2021-08-07
20488,北海道,渡島支庁,亀田郡,湯川村,村,011214,,ゆのかわむら,1922-08-16,1936-06-01,41.780097,140.789409,,2021-08-07
20489,北海道,渡島支庁,亀田郡,湯川町,町,011214,,ゆのかわちょう,1936-06-01,1939-04-01,41.780097,140.789409,,2021-08-07
20490,北海道,函館支庁,亀田郡,椴法華村,村,011215,,とどほっけむら,1919-04-01,1922-08-16,41.832048,141.144276,,2021-08-07
20491,北海道,渡島支庁,亀田郡,椴法華村,村,011215,01341,とどほっけむら,1922-08-16,2004-12-01,41.832048,141.144276,,2021-08-07
20492,北海道,函館支庁,亀田郡,尻岸内村,村,011216,,しりきしないむら,1906-04-01,1922-08-16,41.786081,141.107197,,2021-08-07
20493,北海道,渡島支庁,亀田郡,尻岸内村,村,011216,,しりきしないむら,1922-08-16,1964-11-01,41.786081,141.107197,,2021-08-07
20494,北海道,渡島支庁,亀田郡,尻岸内町,町,011216,01340,しりきしないちょう,1964-11-01,1985-04-01,41.786081,141.107197,,2021-08-07
20495,北海道,渡島支庁,亀田郡,恵山町,町,011216,01340,えさんちょう,1985-04-01,2004-12-01,41.786081,141.107197,,2021-08-07
20496,北海道,函館支庁,茅部郡,森村,村,011217,,もりむら,1902-04-01,1921-01-01,42.106326,140.577664,,2021-08-07
20497,北海道,函館支庁,茅部郡,森町,町,011217,,もりまち,1921-01-01,1922-08-16,42.106326,140.577664,,2021-08-07
20498,北海道,渡島支庁,茅部郡,森町,町,011217,01345,もりまち,1922-08-16,2005-04-01,42.106326,140.577664,,2021-08-07
20499,北海道,函館支庁,茅部郡,尾札部村,村,011218,,おさつべむら,1906-04-01,1922-08-16,41.892550,141.013856,,2021-08-07
20500,北海道,渡島支庁,茅部郡,尾札部村,村,011218,,おさつべむら,1922-08-16,1959-05-01,41.892550,141.013856,,2021-08-07
20501,北海道,函館支庁,茅部郡,臼尻村,村,011219,,うすじりむら,1906-04-01,1922-08-16,41.933492,140.944033,,2021-08-07
20502,北海道,渡島支庁,茅部郡,臼尻村,村,011219,,うすじりむら,1922-08-16,1959-05-01,41.933492,140.944033,,2021-08-07
20503,北海道,函館支庁,茅部郡,鹿部村,村,011220,,しかべむら,1906-04-01,1922-08-16,42.033660,140.819578,,2021-08-07
20504,北海道,渡島支庁,茅部郡,鹿部村,村,011220,01343,しかべむら,1922-08-16,1983-12-01,42.033660,140.819578,,2021-08-07
20505,北海道,渡島支庁,茅部郡,鹿部町,町,011220,01343,しかべちょう,1983-12-01,2010-04-01,42.033660,140.819578,,2021-08-07
20506,北海道,渡島総合振興局,茅部郡,鹿部町,町,011220,01343,しかべちょう,2010-04-01,0000-00-00,42.033660,140.819578,,2021-08-07
20507,北海道,函館支庁,茅部郡,砂原村,村,011221,,さわらむら,1906-04-01,1922-08-16,42.125522,140.672207,,2021-08-07
20508,北海道,渡島支庁,茅部郡,砂原村,村,011221,01344,さわらむら,1922-08-16,1970-09-01,42.125522,140.672207,,2021-08-07
20509,北海道,渡島支庁,茅部郡,砂原町,町,011221,01344,さわらちょう,1970-09-01,2005-04-01,42.125522,140.672207,,2021-08-07
20510,北海道,函館支庁,茅部郡,落部村,村,011222,,おとしべむら,1915-04-01,1922-08-16,42.189276,140.425701,,2021-08-07
20511,北海道,渡島支庁,茅部郡,落部村,村,011222,,おとしべむら,1922-08-16,1957-04-01,42.189276,140.425701,,2021-08-07
20512,北海道,函館支庁,山越郡,八雲村,村,011223,,やくもむら,1902-04-01,1919-01-01,42.255570,140.272365,,2021-08-07
20513,北海道,函館支庁,山越郡,八雲町,町,011223,,やくもちょう,1919-01-01,1922-08-16,42.255570,140.272365,,2021-08-07
20514,北海道,渡島支庁,山越郡,八雲町,町,011223,01346,やくもちょう,1922-08-16,2005-10-01,42.255570,140.272365,,2021-08-07
20515,北海道,函館支庁,山越郡,長万部村,村,011224,,おしゃまんべむら,1906-04-01,1922-08-16,42.514104,140.378108,,2021-08-07
20516,北海道,渡島支庁,山越郡,長万部村,村,011224,,おしゃまんべむら,1922-08-16,1943-02-11,42.514104,140.378108,,2021-08-07
20517,北海道,渡島支庁,山越郡,長万部町,町,011224,01347,おしゃまんべちょう,1943-02-11,2010-04-01,42.514104,140.378108,,2021-08-07
20518,北海道,渡島総合振興局,山越郡,長万部町,町,011224,01347,おしゃまんべちょう,2010-04-01,0000-00-00,42.514104,140.378108,,2021-08-07
20519,北海道,渡島支庁,松前郡,大沢村,村,011225,,おおさわむら,1923-04-01,1954-07-01,41.429648,140.145507,,2021-08-07
20520,北海道,渡島支庁,松前郡,小島村,村,011226,,こじまむら,1923-04-01,1954-07-01,41.447889,140.043969,,2021-08-07
