primkey,ken,shicho,gun,name,type,code6,code5,yomi,start,end,y,x,note,update
4149,群馬県,,西群馬郡,岩鼻村,村,101203,,いわはなむら,1889-04-01,1896-04-01,36.300289,139.070327,,2020-03-09
4150,群馬県,,群馬郡,岩鼻村,村,101203,,いわはなむら,1896-04-01,1957-08-01,36.300289,139.070327,,2020-03-09
4151,群馬県,,西群馬郡,大類村,村,101204,,おおるいむら,1889-04-01,1896-04-01,36.325118,139.042861,,2020-03-09
4152,群馬県,,群馬郡,大類村,村,101204,,おおるいむら,1896-04-01,1956-09-30,36.325118,139.042861,,2020-03-09
4153,群馬県,,西群馬郡,滝川村,村,101205,,たきがわむら,1889-04-01,1896-04-01,36.313189,139.081657,,2020-03-09
4154,群馬県,,群馬郡,滝川村,村,101205,,たきがわむら,1896-04-01,1956-09-30,36.313189,139.081657,,2020-03-09
4155,群馬県,,西群馬郡,京ヶ島村,村,101206,,きょうがしまむら,1889-04-01,1896-04-01,36.339777,139.062517,,2020-03-09
4156,群馬県,,群馬郡,京ヶ島村,村,101206,,きょうがしまむら,1896-04-01,1956-09-30,36.339777,139.062517,,2020-03-09
4157,群馬県,,西群馬郡,東村,村,101207,,あずまむら,1889-04-01,1896-04-01,36.367323,139.052217,,2020-03-09
4158,群馬県,,群馬郡,東村,村,101207,,あずまむら,1896-04-01,1954-04-01,36.367323,139.052217,,2020-03-09
4159,群馬県,,西群馬郡,元総社村,村,101208,,もとそうじゃむら,1889-04-01,1896-04-01,36.386120,139.037025,,2020-03-09
4160,群馬県,,群馬郡,元総社村,村,101208,,もとそうじゃむら,1896-04-01,1954-04-01,36.386120,139.037025,,2020-03-09
4161,群馬県,,西群馬郡,新高尾村,村,101209,,しんたかおむら,1889-04-01,1896-04-01,36.365492,139.034107,,2020-03-09
4162,群馬県,,群馬郡,新高尾村,村,101209,,しんたかおむら,1896-04-01,1955-01-20,36.365492,139.034107,,2020-03-09
4163,群馬県,,西群馬郡,中川村,村,101210,,なかがわむら,1889-04-01,1896-04-01,36.362900,139.015396,,2020-03-09
4164,群馬県,,群馬郡,中川村,村,101210,,なかがわむら,1896-04-01,1955-01-20,36.362900,139.015396,,2020-03-09
4165,群馬県,,西群馬郡,塚沢村,村,101211,,つかさわむら,1889-04-01,1896-04-01,36.341160,139.016683,,2020-03-09
4166,群馬県,,群馬郡,塚沢村,村,101211,,つかさわむら,1896-04-01,1927-04-01,36.341160,139.016683,,2020-03-09
4167,群馬県,,西群馬郡,六郷村,村,101212,,ろくごうむら,1889-04-01,1896-04-01,36.352359,138.987844,,2020-03-09
4168,群馬県,,群馬郡,六郷村,村,101212,,ろくごうむら,1896-04-01,1951-04-01,36.352359,138.987844,,2020-03-09
4169,群馬県,,西群馬郡,長野村,村,101213,,ながのむら,1889-04-01,1896-04-01,36.364732,138.972051,,2020-03-09
4170,群馬県,,群馬郡,長野村,村,101213,,ながのむら,1896-04-01,1955-08-01,36.364732,138.972051,,2020-03-09
4171,群馬県,,西群馬郡,久留馬村,村,101214,,くるまむら,1889-04-01,1896-04-01,36.368567,138.930037,,2020-03-09
4172,群馬県,,群馬郡,久留馬村,村,101214,,くるまむら,1896-04-01,1955-03-01,36.368567,138.930037,,2020-03-09
4173,群馬県,,西群馬郡,室田村,村,101215,,むろだむら,1889-04-01,1896-04-01,36.385118,138.884976,,2020-03-09
4174,群馬県,,群馬郡,室田村,村,101215,,むろだむら,1896-04-01,1905-04-01,36.385118,138.884976,,2020-03-09
4175,群馬県,,群馬郡,室田町,町,101215,,むろだまち,1905-04-01,1955-02-01,36.385118,138.884976,,2020-03-09
4176,群馬県,,西群馬郡,倉田村,村,101216,,くらたむら,1889-04-01,1896-04-01,36.422871,138.794210,,2020-03-09
4177,群馬県,,群馬郡,倉田村,村,101216,,くらたむら,1896-04-01,1955-02-01,36.422871,138.794210,,2020-03-09
4178,群馬県,,西群馬郡,車郷村,村,101217,,くるまさとむら,1889-04-01,1896-04-01,36.388400,138.948405,,2020-03-09
4179,群馬県,,群馬郡,車郷村,村,101217,,くるまさとむら,1896-04-01,1955-04-01,36.388400,138.948405,,2020-03-09
4180,群馬県,,西群馬郡,箕輪村,村,101218,,みのわむら,1889-04-01,1896-04-01,36.395689,138.956301,,2020-03-09
4181,群馬県,,群馬郡,箕輪村,村,101218,,みのわむら,1896-04-01,1921-04-01,36.395689,138.956301,,2020-03-09
4182,群馬県,,群馬郡,箕輪町,町,101218,,みのわまち,1921-04-01,1955-04-01,36.395689,138.956301,,2020-03-09
4183,群馬県,,西群馬郡,相馬村,村,101219,,そうまむら,1889-04-01,1896-04-01,36.415619,138.968232,,2020-03-09
4184,群馬県,,群馬郡,相馬村,村,101219,,そうまむら,1896-04-01,1957-03-30,36.415619,138.968232,,2020-03-09
4185,群馬県,,西群馬郡,上郊村,村,101220,,かみさとむら,1889-04-01,1896-04-01,36.388988,138.984110,,2020-03-09
4186,群馬県,,群馬郡,上郊村,村,101220,,かみさとむら,1896-04-01,1957-04-01,36.388988,138.984110,,2020-03-09
4187,群馬県,,西群馬郡,堤ヶ岡村,村,101221,,つつみがおかむら,1889-04-01,1896-04-01,36.380212,139.002306,,2020-03-09
4188,群馬県,,群馬郡,堤ヶ岡村,村,101221,,つつみがおかむら,1896-04-01,1955-04-01,36.380212,139.002306,,2020-03-09
4189,群馬県,,西群馬郡,国府村,村,101222,,こくふむら,1889-04-01,1896-04-01,36.393168,139.016297,,2020-03-09
4190,群馬県,,群馬郡,国府村,村,101222,,こくふむら,1896-04-01,1955-04-01,36.393168,139.016297,,2020-03-09
4191,群馬県,,西群馬郡,総社町,町,101223,,そうじゃまち,1889-04-01,1896-04-01,36.410266,139.039900,,2020-03-09
4192,群馬県,,群馬郡,総社町,町,101223,,そうじゃまち,1896-04-01,1954-04-01,36.410266,139.039900,,2020-03-09
4193,群馬県,,西群馬郡,金古町,町,101224,,かねこまち,1889-04-01,1896-04-01,36.407848,139.001963,,2020-03-09
4194,群馬県,,群馬郡,金古町,町,101224,,かねこまち,1896-04-01,1955-04-01,36.407848,139.001963,,2020-03-09
4195,群馬県,,西群馬郡,清里村,村,101225,,きよさとむら,1889-04-01,1896-04-01,36.417933,139.013894,,2020-03-09
4196,群馬県,,群馬郡,清里村,村,101225,,きよさとむら,1896-04-01,1955-01-20,36.417933,139.013894,,2020-03-09
4197,群馬県,,西群馬郡,駒寄村,村,101226,,こまよせむら,1889-04-01,1896-04-01,36.439859,139.024279,,2020-03-09
4198,群馬県,,群馬郡,駒寄村,村,101226,,こまよせむら,1896-04-01,1949-10-01,36.439859,139.024279,,2020-03-09
4199,群馬県,,北群馬郡,駒寄村,村,101226,,こまよせむら,1949-10-01,1955-04-01,36.439859,139.024279,,2020-03-09
4200,群馬県,,西群馬郡,古巻村,村,101227,,ふるまきむら,1889-04-01,1896-04-01,36.463539,139.015825,,2020-03-09
4201,群馬県,,群馬郡,古巻村,村,101227,,ふるまきむら,1896-04-01,1949-10-01,36.463539,139.015825,,2020-03-09
4202,群馬県,,北群馬郡,古巻村,村,101227,,ふるまきむら,1949-10-01,1954-04-01,36.463539,139.015825,,2020-03-09
4203,群馬県,,西群馬郡,明治村,村,101228,,めいじむら,1889-04-01,1896-04-01,36.447523,139.006040,,2020-03-09
4204,群馬県,,群馬郡,明治村,村,101228,,めいじむら,1896-04-01,1949-10-01,36.447523,139.006040,,2020-03-09
4205,群馬県,,北群馬郡,明治村,村,101228,,めいじむら,1949-10-01,1955-04-01,36.447523,139.006040,,2020-03-09
4206,群馬県,,西群馬郡,桃井村,村,101229,,もものいむら,1889-04-01,1896-04-01,36.439962,138.979518,,2020-03-09
4207,群馬県,,群馬郡,桃井村,村,101229,,もものいむら,1896-04-01,1949-10-01,36.439962,138.979518,,2020-03-09
4208,群馬県,,北群馬郡,桃井村,村,101229,,もものいむら,1949-10-01,1957-03-30,36.439962,138.979518,,2020-03-09
4209,群馬県,,西群馬郡,豊秋村,村,101230,,とよあきむら,1889-04-01,1896-04-01,36.486488,139.001491,,2020-03-09
4210,群馬県,,群馬郡,豊秋村,村,101230,,とよあきむら,1896-04-01,1949-10-01,36.486488,139.001491,,2020-03-09
4211,群馬県,,北群馬郡,豊秋村,村,101230,,とよあきむら,1949-10-01,1954-04-01,36.486488,139.001491,,2020-03-09
4212,群馬県,,西群馬郡,渋川町,町,101231,,しぶかわまち,1889-04-01,1896-04-01,36.493768,139.002779,,2020-03-09
4213,群馬県,,群馬郡,渋川町,町,101231,,しぶかわまち,1896-04-01,1949-10-01,36.493768,139.002779,,2020-03-09
4214,群馬県,,北群馬郡,渋川町,町,101231,,しぶかわまち,1949-10-01,1954-04-01,36.493768,139.002779,,2020-03-09
4215,群馬県,,西群馬郡,伊香保町,町,101232,,いかほまち,1889-04-01,1896-04-01,36.501944,138.923900,,2020-03-09
4216,群馬県,,群馬郡,伊香保町,町,101232,,いかほまち,1896-04-01,1949-10-01,36.501944,138.923900,,2020-03-09
4217,群馬県,,北群馬郡,伊香保町,町,101232,10343,いかほまち,1949-10-01,2006-02-20,36.501944,138.923900,,2020-03-09
4218,群馬県,,西群馬郡,金島村,村,101233,,かなしまむら,1889-04-01,1896-04-01,36.519432,138.987029,,2020-03-09
4219,群馬県,,群馬郡,金島村,村,101233,,かなしまむら,1896-04-01,1949-10-01,36.519432,138.987029,,2020-03-09
4220,群馬県,,北群馬郡,金島村,村,101233,,かなしまむら,1949-10-01,1954-04-01,36.519432,138.987029,,2020-03-09
4221,群馬県,,西群馬郡,長尾村,村,101234,,ながおむら,1889-04-01,1896-04-01,36.528140,138.990955,,2020-03-09
4222,群馬県,,群馬郡,長尾村,村,101234,,ながおむら,1896-04-01,1949-10-01,36.528140,138.990955,,2020-03-09
4223,群馬県,,北群馬郡,長尾村,村,101234,,ながおむら,1949-10-01,1960-09-01,36.528140,138.990955,,2020-03-09
4224,群馬県,,西群馬郡,白郷井村,村,101235,,しろさといむら,1889-04-01,1896-04-01,36.549914,139.029343,,2020-03-09
4225,群馬県,,群馬郡,白郷井村,村,101235,,しろさといむら,1896-04-01,1949-10-01,36.549914,139.029343,,2020-03-09
4226,群馬県,,北群馬郡,白郷井村,村,101235,,しろさといむら,1949-10-01,1960-09-01,36.549914,139.029343,,2020-03-09
4227,群馬県,,西群馬郡,小野上村,村,101236,,おのがみむら,1889-04-01,1896-04-01,36.548363,138.936303,,2020-03-09
4228,群馬県,,群馬郡,小野上村,村,101236,,おのがみむら,1896-04-01,1949-10-01,36.548363,138.936303,,2020-03-09
4229,群馬県,,北群馬郡,小野上村,村,101236,10342,おのがみむら,1949-10-01,2006-02-20,36.548363,138.936303,,2020-03-09
4230,群馬県,,片岡郡,片岡村,村,101237,,かたおかむら,1889-04-01,1896-04-01,36.314157,138.998272,,2020-03-09
4231,群馬県,,群馬郡,片岡村,村,101237,,かたおかむら,1896-04-01,1927-04-01,36.314157,138.998272,,2020-03-09
4232,群馬県,,群馬郡,榛名町,町,101238,10321,はるなまち,1955-02-01,2006-10-01,36.385118,138.884976,,2020-03-09
4233,群馬県,,群馬郡,倉淵村,村,101239,10322,くらぶちむら,1955-02-01,1996-07-01,36.422871,138.794210,,2021-09-15
4234,群馬県,,群馬郡,倉渕村,村,101239,10322,くらぶちむら,1996-07-01,2006-01-23,36.422871,138.794210,,2020-03-09
4235,群馬県,,群馬郡,群馬町,町,101240,10324,ぐんままち,1955-04-01,2006-01-23,36.395862,138.998444,,2020-03-09
4236,群馬県,,群馬郡,箕郷町,町,101241,10323,みさとまち,1955-04-01,2006-01-23,36.395689,138.956301,,2020-03-09
4237,群馬県,,群馬郡,群南村,村,101242,,ぐんなんむら,1956-09-30,1965-09-01,36.320934,139.069211,,2020-03-09
4238,群馬県,,緑野郡,藤岡町,町,101301,,ふじおかまち,1889-04-01,1896-04-01,36.247734,139.077065,,2020-03-09
4239,群馬県,,多野郡,藤岡町,町,101301,,ふじおかまち,1896-04-01,1954-04-01,36.247734,139.077065,,2020-03-09
4240,群馬県,,緑野郡,神流村,村,101302,,かんなむら,1889-04-01,1896-04-01,36.256317,139.095261,,2020-03-09
4241,群馬県,,多野郡,神流村,村,101302,,かんなむら,1896-04-01,1954-04-01,36.256317,139.095261,,2020-03-09
4242,群馬県,,緑野郡,新町,町,101303,,しんまち,1889-04-01,1896-04-01,36.274621,139.112685,,2020-03-09
4243,群馬県,,多野郡,新町,町,101303,10361,しんまち,1896-04-01,2006-01-23,36.274621,139.112685,,2020-03-09
4244,群馬県,,緑野郡,小野村,村,101304,,おのむら,1889-04-01,1896-04-01,36.278081,139.077580,,2020-03-09
4245,群馬県,,多野郡,小野村,村,101304,,おのむら,1896-04-01,1954-04-01,36.278081,139.077580,,2020-03-09
4246,群馬県,,緑野郡,八幡村,村,101305,,やわたむら,1889-04-01,1896-04-01,36.277666,139.040544,,2020-03-09
4247,群馬県,,多野郡,八幡村,村,101305,,やわたむら,1896-04-01,1956-09-30,36.277666,139.040544,,2020-03-09
4248,群馬県,,緑野郡,美土里村,村,101306,,みどりむら,1889-04-01,1896-04-01,36.256282,139.053762,,2020-03-09
4249,群馬県,,多野郡,美土里村,村,101306,,みどりむら,1896-04-01,1954-04-01,36.256282,139.053762,,2020-03-09
4250,群馬県,,緑野郡,平井村,村,101307,,ひらいむら,1889-04-01,1896-04-01,36.239289,139.035308,,2020-03-09
4251,群馬県,,多野郡,平井村,村,101307,,ひらいむら,1896-04-01,1955-03-01,36.239289,139.035308,,2020-03-09
4252,群馬県,,緑野郡,美九里村,村,101308,,みくりむら,1889-04-01,1896-04-01,36.208373,139.060671,,2020-03-09
4253,群馬県,,多野郡,美九里村,村,101308,,みくりむら,1896-04-01,1954-04-01,36.208373,139.060671,,2020-03-09
4254,群馬県,,緑野郡,鬼石町,町,101309,,おにしまち,1889-04-01,1896-04-01,36.156865,139.057410,,2020-03-09
4255,群馬県,,多野郡,鬼石町,町,101309,,おにしまち,1896-04-01,1954-10-01,36.156865,139.057410,,2020-03-09
4256,群馬県,,緑野郡,三波川村,村,101310,,さんばがわむら,1889-04-01,1896-04-01,36.164037,138.999259,,2020-03-09
4257,群馬県,,多野郡,三波川村,村,101310,,さんばがわむら,1896-04-01,1954-10-01,36.164037,138.999259,,2020-03-09
4258,群馬県,,多胡郡,吉井町,町,101311,,よしいまち,1889-04-01,1896-04-01,36.253583,138.985054,,2020-03-09
4259,群馬県,,多野郡,吉井町,町,101311,,よしいまち,1896-04-01,1955-01-15,36.253583,138.985054,,2020-03-09
4260,群馬県,,多胡郡,多胡村,村,101312,,たごむら,1889-04-01,1896-04-01,36.235239,138.975527,,2020-03-09
4261,群馬県,,多野郡,多胡村,村,101312,,たごむら,1896-04-01,1955-01-15,36.235239,138.975527,,2020-03-09
4262,群馬県,,多胡郡,入野村,村,101313,,いりのむら,1889-04-01,1896-04-01,36.255037,139.014280,,2020-03-09
4263,群馬県,,多野郡,入野村,村,101313,,いりのむら,1896-04-01,1955-01-15,36.255037,139.014280,,2020-03-09
4264,群馬県,,多胡郡,日野村,村,101314,,ひのむら,1889-04-01,1896-04-01,36.208373,139.017026,,2020-03-09
4265,群馬県,,多野郡,日野村,村,101314,,ひのむら,1896-04-01,1955-03-01,36.208373,139.017026,,2020-03-09
4266,群馬県,,南甘楽郡,美原村,村,101315,,みはらむら,1889-04-01,1896-04-01,36.135171,139.014409,,2020-03-09
4267,群馬県,,多野郡,美原村,村,101315,,みはらむら,1896-04-01,1954-10-01,36.135171,139.014409,,2020-03-09
4268,群馬県,,南甘楽郡,神川村,村,101316,,かみかわむら,1889-04-01,1896-04-01,36.115309,138.914459,,2020-03-09
4269,群馬県,,多野郡,神川村,村,101316,,かみかわむら,1896-04-01,1926-04-01,36.115309,138.914459,,2020-03-09
4270,群馬県,,多野郡,万場町,町,101316,10364,まんばまち,1926-04-01,2003-04-01,36.115309,138.914459,,2020-03-09
4271,群馬県,,南甘楽郡,中里村,村,101317,,なかさとむら,1889-04-01,1896-04-01,36.092008,138.826697,,2020-03-09
4272,群馬県,,多野郡,中里村,村,101317,10365,なかさとむら,1896-04-01,2003-04-01,36.092008,138.826697,,2020-03-09
4273,群馬県,,南甘楽郡,上野村,村,101318,,うえのむら,1889-04-01,1896-04-01,36.082818,138.776014,,2020-03-09
4274,群馬県,,多野郡,上野村,村,101318,10366,うえのむら,1896-04-01,0000-00-00,36.082818,138.776014,,2020-03-09
4275,群馬県,,多野郡,鬼石町,町,101319,10362,おにしまち,1954-10-01,2006-01-01,36.156865,139.057410,,2020-03-09
4276,群馬県,,多野郡,吉井町,町,101320,10363,よしいまち,1955-01-15,2009-06-01,36.253583,138.985054,,2020-03-09
4277,群馬県,,多野郡,神流町,町,101321,10367,かんなまち,2003-04-01,0000-00-00,36.115309,138.914459,,2020-03-09
4278,群馬県,,北甘楽郡,富岡町,町,101401,,とみおかまち,1889-04-01,1950-04-01,36.257528,138.890898,,2020-03-09
4279,群馬県,,甘楽郡,富岡町,町,101401,,とみおかまち,1950-04-01,1954-04-01,36.257528,138.890898,,2020-03-09
4280,群馬県,,,富岡市,市,101401,10210,とみおかし,1954-04-01,2006-03-27,36.257528,138.890898,,2020-03-09
4281,群馬県,,北甘楽郡,黒岩村,村,101402,,くろいわむら,1889-04-01,1950-04-01,36.265383,138.875792,,2020-03-09
4282,群馬県,,甘楽郡,黒岩村,村,101402,,くろいわむら,1950-04-01,1954-04-01,36.265383,138.875792,,2020-03-09
4283,群馬県,,北甘楽郡,一ノ宮町,町,101403,,いちのみやまち,1889-04-01,1950-04-01,36.250780,138.856781,,2020-03-09
4284,群馬県,,甘楽郡,一ノ宮町,町,101403,,いちのみやまち,1950-04-01,1954-04-01,36.250780,138.856781,,2020-03-09
4285,群馬県,,北甘楽郡,丹生村,村,101404,,にゅうむら,1889-04-01,1950-04-01,36.260677,138.823864,,2020-03-09
4286,群馬県,,甘楽郡,丹生村,村,101404,,にゅうむら,1950-04-01,1960-04-01,36.260677,138.823864,,2020-03-09
4287,群馬県,,北甘楽郡,高田村,村,101405,,たかたむら,1889-04-01,1950-04-01,36.278635,138.826396,,2020-03-09
4288,群馬県,,甘楽郡,高田村,村,101405,,たかたむら,1950-04-01,1955-03-20,36.278635,138.826396,,2020-03-09
4289,群馬県,,北甘楽郡,妙義町,町,101406,,みょうぎまち,1889-04-01,1950-04-01,36.287664,138.778975,,2020-03-09
4290,群馬県,,甘楽郡,妙義町,町,101406,,みょうぎまち,1950-04-01,1955-03-20,36.287664,138.778975,,2020-03-09
4291,群馬県,,北甘楽郡,坂牧村,村,101407,,さかまきむら,1889-04-01,1890-03-01,36.230185,138.759964,,2020-03-09
4292,群馬県,,北甘楽郡,小坂村,村,101407,,おさかむら,1890-03-01,1950-04-01,36.230185,138.759964,,2020-03-09
4293,群馬県,,甘楽郡,小坂村,村,101407,,おさかむら,1950-04-01,1955-03-10,36.230185,138.759964,,2020-03-09
4294,群馬県,,北甘楽郡,西牧村,村,101408,,さいもくむら,1889-04-01,1950-04-01,36.243408,138.709366,,2020-03-09
4295,群馬県,,甘楽郡,西牧村,村,101408,,さいもくむら,1950-04-01,1955-03-10,36.243408,138.709366,,2020-03-09
4296,群馬県,,北甘楽郡,尾沢村,村,101409,,おざわむら,1889-04-01,1950-04-01,36.161335,138.658597,,2020-03-09
4297,群馬県,,甘楽郡,尾沢村,村,101409,,おざわむら,1950-04-01,1955-03-15,36.161335,138.658597,,2020-03-09
4298,群馬県,,北甘楽郡,月形村,村,101410,,つきがたむら,1889-04-01,1950-04-01,36.157974,138.710268,,2020-03-09
4299,群馬県,,甘楽郡,月形村,村,101410,,つきがたむら,1950-04-01,1955-03-15,36.157974,138.710268,,2020-03-09
4300,群馬県,,北甘楽郡,磐戸村,村,101411,,いわどむら,1889-04-01,1950-04-01,36.168888,138.728850,,2020-03-09
4301,群馬県,,甘楽郡,磐戸村,村,101411,,いわどむら,1950-04-01,1955-03-15,36.168888,138.728850,,2020-03-09
4302,群馬県,,北甘楽郡,青倉村,村,101412,,あおくらむら,1889-04-01,1950-04-01,36.203871,138.775542,,2020-03-09
4303,群馬県,,甘楽郡,青倉村,村,101412,,あおくらむら,1950-04-01,1955-03-10,36.203871,138.775542,,2020-03-09
4304,群馬県,,北甘楽郡,下仁田町,町,101413,,しもにたまち,1889-04-01,1950-04-01,36.211351,138.783824,,2020-03-09
4305,群馬県,,甘楽郡,下仁田町,町,101413,,しもにたまち,1950-04-01,1955-03-10,36.211351,138.783824,,2020-03-09
4306,群馬県,,北甘楽郡,馬山村,村,101414,,まやまむら,1889-04-01,1950-04-01,36.227173,138.807728,,2020-03-09
4307,群馬県,,甘楽郡,馬山村,村,101414,,まやまむら,1950-04-01,1955-03-10,36.227173,138.807728,,2020-03-09
4308,群馬県,,北甘楽郡,吉田村,村,101415,,よしだむら,1889-04-01,1950-04-01,36.237697,138.813779,,2020-03-09
4309,群馬県,,甘楽郡,吉田村,村,101415,,よしだむら,1950-04-01,1955-04-01,36.237697,138.813779,,2020-03-09
4310,群馬県,,北甘楽郡,高瀬村,村,101416,,たかせむら,1889-04-01,1950-04-01,36.247215,138.879869,,2020-03-09
4311,群馬県,,甘楽郡,高瀬村,村,101416,,たかせむら,1950-04-01,1954-04-01,36.247215,138.879869,,2020-03-09
4312,群馬県,,北甘楽郡,額部村,村,101417,,ぬかべむら,1889-04-01,1950-04-01,36.233370,138.871844,,2020-03-09
4313,群馬県,,甘楽郡,額部村,村,101417,,ぬかべむら,1950-04-01,1954-04-01,36.233370,138.871844,,2020-03-09
4314,群馬県,,北甘楽郡,秋畑村,村,101418,,あきはたむら,1889-04-01,1950-04-01,36.195698,138.884461,,2020-03-09
4315,群馬県,,甘楽郡,秋畑村,村,101418,,あきはたむら,1950-04-01,1955-03-16,36.195698,138.884461,,2020-03-09
4316,群馬県,,北甘楽郡,小幡村,村,101419,,おばたむら,1889-04-01,1925-05-10,36.232158,138.919694,,2020-03-09
4317,群馬県,,北甘楽郡,小幡町,町,101419,,おばたまち,1925-05-10,1950-04-01,36.232158,138.919694,,2020-03-09
4318,群馬県,,甘楽郡,小幡町,町,101419,,おばたまち,1950-04-01,1955-03-16,36.232158,138.919694,,2020-03-09
4319,群馬県,,北甘楽郡,福島町,町,101420,,ふくしままち,1889-04-01,1950-04-01,36.254483,138.924329,,2020-03-09
4320,群馬県,,甘楽郡,福島町,町,101420,,ふくしままち,1950-04-01,1959-02-01,36.254483,138.924329,,2020-03-09
4321,群馬県,,北甘楽郡,新屋村,村,101421,,にいやむら,1889-04-01,1950-04-01,36.248461,138.941410,,2020-03-09
4322,群馬県,,甘楽郡,新屋村,村,101421,,にいやむら,1950-04-01,1959-02-01,36.248461,138.941410,,2020-03-09
4323,群馬県,,北甘楽郡,岩平村,村,101422,,いわだいらむら,1889-04-01,1950-04-01,36.274552,138.967116,,2020-03-09
4324,群馬県,,甘楽郡,岩平村,村,101422,,いわだいらむら,1950-04-01,1955-01-15,36.274552,138.967116,,2020-03-09
4325,群馬県,,北甘楽郡,小野村,村,101423,,おのむら,1889-04-01,1950-04-01,36.285692,138.919265,,2020-03-09
4326,群馬県,,甘楽郡,小野村,村,101423,,おのむら,1950-04-01,1954-04-01,36.285692,138.919265,,2020-03-09
4327,群馬県,,甘楽郡,下仁田町,町,101424,10382,しもにたまち,1955-03-10,0000-00-00,36.211351,138.783824,,2020-03-09
4328,群馬県,,甘楽郡,南牧村,村,101425,10383,なんもくむら,1955-03-15,0000-00-00,36.157974,138.710268,,2020-03-09
4329,群馬県,,甘楽郡,小幡町,町,101426,,おばたまち,1955-03-16,1959-02-01,36.232158,138.919694,,2020-03-09
4330,群馬県,,甘楽郡,妙義町,町,101427,10381,みょうぎまち,1955-03-20,2006-03-27,36.286349,138.815410,,2020-03-09
4331,群馬県,,甘楽郡,甘楽町,町,101428,10384,かんらまち,1959-02-01,0000-00-00,36.243096,138.922570,,2020-03-09
4332,群馬県,,碓氷郡,安中町,町,101501,,あんなかまち,1889-04-01,1955-03-01,36.328334,138.898623,,2020-03-09
4333,群馬県,,碓氷郡,原市町,町,101502,,はらいちまち,1889-04-01,1955-03-01,36.314399,138.860900,,2020-03-09
4334,群馬県,,碓氷郡,松井田町,町,101503,,まついだまち,1889-04-01,1954-05-03,36.314019,138.800175,,2020-03-09
4335,群馬県,,碓氷郡,臼井村,村,101504,,うすいむら,1889-04-01,1890-03-01,36.327815,138.754170,,2020-03-09
4336,群馬県,,碓氷郡,臼井町,町,101504,,うすいまち,1890-03-01,1954-05-03,36.327815,138.754170,,2020-03-09
4337,群馬県,,碓氷郡,坂本町,町,101505,,さかもとまち,1889-04-01,1954-05-03,36.346517,138.719580,,2020-03-09
4338,群馬県,,碓氷郡,西横野村,村,101506,,にしよこのむら,1889-04-01,1954-05-03,36.300185,138.816054,,2020-03-09
4339,群馬県,,碓氷郡,磯部村,村,101507,,いそべむら,1889-04-01,1936-07-01,36.303471,138.859828,,2020-03-09
4340,群馬県,,碓氷郡,磯部町,町,101507,,いそべまち,1936-07-01,1955-03-01,36.303471,138.859828,,2020-03-09
4341,群馬県,,碓氷郡,東横野村,村,101508,,ひがしよこのむら,1889-04-01,1955-03-01,36.297487,138.877165,,2020-03-09
4342,群馬県,,碓氷郡,岩野谷村,村,101509,,いわのやむら,1889-04-01,1955-03-01,36.328956,138.927891,,2020-03-09
4343,群馬県,,碓氷郡,板鼻町,町,101510,,いたはなまち,1889-04-01,1955-03-01,36.337703,138.930552,,2020-03-09
4344,群馬県,,碓氷郡,川間村,村,101511,,かわまむら,1889-04-01,1889-12-22,36.338532,138.953512,,2020-03-09
4345,群馬県,,碓氷郡,八幡村,村,101511,,やわたむら,1889-12-22,1955-01-20,36.338532,138.953512,,2020-03-09
4346,群馬県,,碓氷郡,豊岡村,村,101512,,とよおかむら,1889-04-01,1955-01-20,36.334107,138.977716,,2020-03-09
4347,群馬県,,碓氷郡,里見村,村,101513,,さとみむら,1889-04-01,1955-02-01,36.375064,138.895061,,2020-03-09
4348,群馬県,,碓氷郡,秋間村,村,101514,,あきまむら,1889-04-01,1955-03-01,36.353880,138.856266,,2020-03-09
4349,群馬県,,碓氷郡,後閑村,村,101515,,ごかんむら,1889-04-01,1955-03-01,36.331411,138.833692,,2020-03-09
4350,群馬県,,碓氷郡,九十九村,村,101516,,つくもむら,1889-04-01,1954-05-03,36.323631,138.816869,,2020-03-09
4351,群馬県,,碓氷郡,細野村,村,101517,,ほそのむら,1889-04-01,1954-05-03,36.346448,138.776529,,2020-03-09
4352,群馬県,,碓氷郡,烏淵村,村,101518,,うぶちむら,1889-04-01,1955-02-01,36.431469,138.779275,,2020-03-09
4353,群馬県,,碓氷郡,松井田町,町,101519,10401,まついだまち,1954-05-03,2006-03-18,36.314019,138.800175,,2020-03-09
4354,群馬県,,碓氷郡,安中町,町,101520,,あんなかまち,1955-03-01,1958-11-01,36.328334,138.898623,,2020-03-09
4355,群馬県,,,安中市,市,101520,10211,あんなかし,1958-11-01,2006-03-18,36.328334,138.898623,,2020-03-09
4356,群馬県,,吾妻郡,中之条町,町,101601,,なかのじょうまち,1889-04-01,1955-04-15,36.588104,138.841159,,2020-03-09
4357,群馬県,,吾妻郡,東村,村,101602,10422,あづまむら,1889-04-01,2006-03-27,36.552017,138.905489,,2020-03-09
4358,群馬県,,吾妻郡,太田村,村,101603,,おおたむら,1889-04-01,1955-03-01,36.573767,138.862531,,2020-03-09
4359,群馬県,,吾妻郡,原町,町,101604,,はらまち,1889-04-01,1955-03-01,36.572630,138.828070,,2020-03-09
4360,群馬県,,吾妻郡,岩島村,村,101605,,いわしまむら,1889-04-01,1955-03-01,36.556878,138.770993,,2020-03-09
4361,群馬県,,吾妻郡,坂上村,村,101606,,さかうえむら,1889-04-01,1955-03-01,36.514500,138.775413,,2020-03-09
