CODE,POPULATION,POP_INCREASE,AREA,DENSITY,HOUSE,HOU_INCREASE,DID_POPULATION,POP_U15,POP_O15,POP_O65,FOREIGNER,DAYTIME,WORKER,1ST_IND,2ND_IND,3RD_IND,IND_AGRI,IND_FISH,IND_MINI,IND_CONS,IND_MANU,IND_SUPP,IND_INFO,IND_TRAN,IND_SALE,IND_FINA,IND_REAL,IND_ACCO,IND_MEDI,IND_EDUC,IND_COMP,IND_OSERV,IND_GOVE,IND_OTHER
dummy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20209,62869,585,207.64,302.8,22069,-,12502,9838,38842,14185,1967,64346,33750,3336,11185,19120,3334,2,10,3021,8154,145,271,996,5109,740,129,1472,2682,1268,696,4597,1015,109
20210,34417,79,165.92,207.4,12035,-,8019,5188,20837,8103,596,35163,19167,1598,7380,10159,1595,3,2,1858,5520,65,65,451,2717,321,68,1090,1990,797,251,1956,388,30
20211,46788,-1057,112.06,417.5,14591,-,12915,7031,28743,11014,404,46512,26479,6992,7065,12260,6992,0,7,2203,4855,55,114,388,4056,353,74,784,2178,856,460,2217,725,162
20212,29798,-1213,464.84,64.1,10439,-,7535,4095,17880,7820,482,29642,15444,1611,4636,9098,1607,4,11,1985,2640,241,96,548,2202,226,57,1292,1163,535,344,1787,607,99
20213,24960,-1460,202.32,123.4,7802,-,5436,3473,14192,7273,187,25112,14000,3525,3294,7044,3525,0,5,1590,1699,74,37,327,1906,125,24,637,1266,527,530,1152,439,137
20214,57099,2258,266.4,214.3,21529,-,12507,8424,37015,11634,1006,55727,29500,2731,11465,15109,2726,5,2,2341,9122,67,129,634,3404,335,312,2795,1963,944,459,3526,541,195
20215,68346,599,290.13,235.6,24860,-,34086,10053,44148,14145,1634,66480,35671,3765,13516,18363,3762,3,3,2519,10994,198,399,1871,5206,284,196,1483,2349,1476,535,3662,704,27
20217,100462,446,423.99,236.9,35362,-,20504,15164,60881,24416,1134,100973,49804,6026,16181,27436,6006,20,25,4903,11253,205,324,1162,7707,745,304,2466,5192,1921,867,5112,1431,161
20218,64022,-527,119.84,534.2,21251,-,21037,9131,39607,15284,891,58471,28545,3230,10544,14570,3230,0,11,2250,8283,21,108,983,4120,367,103,2032,2227,995,477,2490,647,201
20219,31271,324,112.3,278.5,10212,-,5780,4653,19438,7180,589,29199,15195,2485,5502,7169,2485,0,20,1095,4387,24,46,965,2143,95,42,589,990,428,231,1338,278,39
20220,96266,3402,331.82,290.1,32743,-,8672,13832,60213,22216,1713,88768,45971,5922,16800,22676,5859,63,66,3788,12946,129,198,1508,6577,438,194,2236,4089,1293,714,4340,960,573
20303,5663,-298,114.19,49.6,1921,-,0,725,3060,1878,77,5796,2896,721,663,1500,720,1,0,412,251,1,0,77,403,19,4,186,262,118,95,233,102,12
20304,4759,-149,209.61,22.7,1268,-,0,802,2805,1152,211,4780,3093,2161,126,803,2161,0,9,108,9,1,2,68,156,8,4,72,86,78,129,139,60,3
20305,3494,-46,133.1,26.3,993,-,0,520,2047,927,141,3714,2477,1285,116,1068,1285,0,0,57,59,0,5,37,153,5,17,254,110,65,140,242,40,8
20306,1151,-433,66.03,17.4,426,-,0,162,535,454,13,1035,527,245,80,200,245,0,0,74,6,4,0,9,29,0,1,17,19,18,34,33,36,2
20307,942,-83,56.26,16.7,355,-,0,127,449,366,9,777,365,169,76,120,169,0,0,55,21,1,0,1,14,0,1,10,19,20,8,14,32,0
20309,12980,-642,188.13,69,4120,-,0,1814,7358,3808,97,10717,4719,1099,1581,2039,1095,4,21,605,955,9,7,35,525,20,5,164,492,175,154,309,144,0
20321,17144,963,156.05,109.9,6752,-,0,2414,10888,3842,134,20401,12447,415,1565,10435,415,0,0,1315,250,32,69,350,2302,73,506,3680,603,338,104,2089,289,32
20323,14124,712,58.78,240.3,5076,-,0,2222,9076,2826,501,13313,7272,933,3455,2866,933,0,0,523,2932,5,17,174,726,46,40,336,473,156,115,648,130,18
20324,8237,-372,66.82,123.3,2724,-,0,1109,4894,2234,101,7474,4036,1151,1024,1854,1149,2,0,328,696,4,18,68,343,18,20,507,198,134,102,352,90,7
20341,24541,-1009,105.7,232.2,8196,-,5893,3365,14380,6794,481,25545,13539,1100,6188,6142,1100,0,4,846,5338,33,57,264,1313,127,18,558,1850,338,188,1105,291,109
20345,11310,-143,181.9,62.2,3534,-,0,1601,6921,2788,85,9159,4266,1052,1049,2153,1052,0,2,276,771,20,6,80,357,22,3,418,380,204,129,387,147,12
20346,4120,-74,87.67,47,1322,-,0,545,2407,1168,51,3624,1832,404,632,784,403,1,0,175,457,2,2,57,175,7,3,89,148,94,49,106,52,12
20349,4774,-163,57.09,83.6,1569,-,0,591,2686,1497,47,4092,1832,333,817,673,333,0,0,109,708,3,8,77,105,6,2,74,149,63,47,93,46,9
20350,7304,-503,183.95,39.7,2507,-,0,903,4070,2331,41,6335,3071,601,954,1510,596,5,4,316,634,1,6,47,189,6,14,250,431,87,90,234,155,6
20361,22863,-1067,66.9,341.7,8662,-,19392,2897,13864,6098,428,21480,10350,237,4171,5897,233,4,2,691,3478,144,86,244,1607,119,48,654,1071,424,87,1188,225,45
20362,15528,136,144.65,107.3,5499,-,0,2023,9223,4231,185,17064,10388,1450,4881,4047,1450,0,25,695,4161,11,56,204,724,36,34,400,715,434,180,1080,173,10
20363,7456,249,43.25,172.4,2401,-,0,1033,4552,1871,62,6135,3457,1487,709,1253,1487,0,0,276,433,4,13,66,228,15,18,227,163,136,69,216,98,8
20381,6820,-220,139.36,48.9,2323,-,0,805,3574,2441,39,6047,2571,505,724,1338,505,0,4,254,466,12,8,27,340,26,2,105,231,154,99,220,114,4
20382,21801,-606,169.02,129,7309,-,5117,2926,13007,5797,405,19902,9587,857,4756,3952,856,1,0,653,4103,18,29,161,1018,93,16,325,741,368,174,791,218,22
20383,26276,615,86.12,305.1,9129,-,6481,3910,16993,5373,1784,25755,14391,1293,8055,5021,1293,0,0,854,7201,30,46,429,1464,130,44,379,670,353,143,1126,207,22
20384,10570,-325,86.94,121.6,3294,-,0,1391,6363,2816,579,9741,5661,1149,2917,1587,1147,2,11,413,2493,7,8,107,439,33,5,132,274,110,87,251,134,8
20385,13620,216,40.9,333,5026,-,0,2202,9005,2413,372,13043,6724,642,2731,3312,641,1,0,501,2230,10,67,558,1011,44,24,193,370,332,94,515,94,39
20386,5263,-212,77.05,68.3,1531,-,0,763,3050,1450,47,4216,2171,820,649,699,819,1,10,274,365,5,4,21,143,10,2,61,141,72,58,103,79,3
20387,2099,-129,320.81,6.5,651,-,0,224,1052,823,2,1881,854,125,181,547,125,0,5,81,95,11,4,18,77,0,1,65,184,30,35,51,71,1
20388,8968,276,54.52,164.5,2939,-,0,1528,5456,1982,129,8824,4908,433,2719,1747,430,3,1,299,2419,5,19,37,467,30,7,140,301,119,62,490,70,9
20402,14117,47,72.9,193.6,4199,-,0,2239,8240,3638,92,12989,7059,2049,2493,2503,2049,0,2,628,1863,14,24,185,680,50,4,180,553,217,136,369,91,14
20403,12976,448,45.26,286.7,3895,-,0,1960,7655,3361,105,11719,6575,1578,2137,2845,1578,0,2,585,1550,10,20,144,997,62,8,181,543,168,120,474,118,15
20404,5972,-260,123.35,48.4,1906,-,0,688,2983,2301,41,6002,2694,436,836,1421,435,1,8,267,561,4,2,34,255,16,0,68,553,138,115,141,95,1
20406,777,-4,44.16,17.6,270,-,0,105,405,267,3,631,244,47,60,136,47,0,0,20,40,0,0,1,30,1,0,19,12,23,14,10,26,1
20407,6003,-180,113.07,53.1,1792,-,0,906,3417,1680,153,6289,3591,649,1053,1885,641,8,0,222,831,2,1,37,286,23,1,688,311,128,94,249,65,4
20408,768,-25,57.24,13.4,285,-,0,119,414,235,2,759,417,56,37,322,56,0,0,23,14,1,0,4,38,0,2,91,28,28,15,96,19,2
20409,688,-24,77.4,8.9,277,-,0,84,361,243,2,698,308,41,57,210,41,0,0,27,30,1,0,4,17,0,0,28,14,22,19,71,34,0
20410,1253,-127,89.95,13.9,465,-,0,140,579,534,5,1174,596,114,206,275,111,3,0,90,116,0,0,6,60,1,1,22,20,30,51,52,32,1
20411,4210,135,37.66,111.8,1158,-,0,735,2266,1209,33,3748,1919,597,676,641,596,1,2,174,500,0,1,13,136,2,0,109,116,41,50,133,40,5
20412,735,-6,43.55,16.9,312,-,0,85,331,319,11,721,416,156,58,200,155,1,5,7,46,1,1,4,21,0,0,44,20,28,12,46,23,2
20413,2002,-237,109.53,18.3,830,-,0,128,895,979,37,1880,854,134,303,417,134,0,14,139,150,29,0,12,55,5,2,37,91,39,39,59,49,0
20414,2062,-175,64.54,31.9,708,-,0,277,1020,765,41,1720,727,157,219,351,151,6,0,83,136,2,0,15,30,0,0,19,100,60,32,35,58,0
20415,6912,-177,66.62,103.8,2033,-,0,948,3984,1978,68,5812,2854,809,760,1281,807,2,0,252,508,4,18,41,384,13,1,69,234,211,95,153,58,4
20416,7068,-153,76.85,92,1986,-,0,1081,3946,2041,103,5840,2967,989,1036,937,989,0,2,337,697,5,3,52,228,14,1,35,218,78,82,154,67,5
20417,1356,-166,248.35,5.5,566,-,0,122,581,653,8,1336,760,232,223,302,228,4,25,117,81,1,0,10,49,1,0,57,44,31,38,38,33,3
20421,7599,-563,149.97,50.7,3052,-,0,984,4387,2228,123,8759,4633,206,953,3473,206,0,1,504,448,51,38,216,767,113,7,381,512,286,149,632,321,1
20422,5770,-606,168.47,34.2,2111,-,0,683,3169,1918,98,5618,2785,294,993,1498,293,1,0,385,608,91,4,128,334,23,1,213,256,67,58,229,94,0
20423,5238,-449,215.96,24.3,1893,-,0,604,2803,1831,30,5184,2581,330,932,1315,325,5,5,271,656,11,3,67,241,17,17,353,160,139,82,135,90,4
20425,3361,-235,140.46,23.9,1116,-,0,366,1866,1129,36,2789,1223,118,495,609,118,0,1,262,232,5,2,22,138,0,1,78,125,40,47,82,69,1
20426,2580,-120,56.63,45.6,936,-,0,325,1464,791,21,2404,1282,126,322,834,126,0,17,162,143,2,0,36,134,2,7,209,72,36,69,191,76,0
20427,1922,-79,149.54,12.9,701,-,0,208,995,719,21,1821,943,228,212,501,224,4,0,101,111,1,0,4,66,1,4,139,78,33,35,97,43,2
20428,1799,-204,119.92,15,636,-,0,183,979,637,19,1629,805,117,171,514,117,0,9,114,48,6,1,33,44,1,5,98,97,32,24,126,47,3
20429,1097,-108,310.86,3.5,426,-,0,141,605,351,7,1105,587,131,105,351,131,0,2,47,56,7,0,3,41,0,1,119,40,30,28,34,48,0
20430,4457,-313,234.45,19,1574,-,0,582,2393,1482,34,4158,2021,234,983,804,230,4,21,218,744,20,3,47,186,3,1,127,105,63,50,136,63,0
20444,2076,-154,32.32,64.2,700,-,0,217,1169,690,34,1670,850,258,287,302,258,0,0,100,187,0,2,13,67,1,1,24,61,39,19,35,40,3
20445,2111,-93,29.77,70.9,734,-,0,216,1210,685,14,1567,728,260,198,270,260,0,0,56,142,1,1,8,54,0,0,23,55,23,19,41,45,0
20446,3204,-143,34.38,93.2,1057,-,0,351,1640,1213,23,2803,1456,483,314,657,483,0,0,123,191,0,5,24,134,7,4,44,155,49,65,93,77,2
20447,1515,-100,37.41,40.5,488,-,0,205,800,510,9,1154,502,229,95,177,229,0,0,28,67,2,1,5,23,0,0,25,29,20,12,22,38,1
20448,2160,-256,38.97,55.4,759,-,0,227,1133,800,13,1788,774,192,313,266,192,0,2,158,153,0,1,21,44,1,1,19,53,30,30,36,30,3
20449,14914,482,59.42,251,4816,-,0,2337,9511,3055,186,11569,5091,1084,1262,2709,1084,0,0,571,691,79,20,184,550,49,18,133,739,216,88,524,109,36
20450,8195,489,24.94,328.6,2411,-,0,1315,5140,1697,49,6713,3808,999,647,2141,999,0,0,325,322,3,26,410,846,8,3,145,215,67,73,265,80,21
20451,4875,-33,70.63,69,1406,-,0,829,2894,1152,34,4071,1773,630,390,739,628,2,0,117,273,28,3,191,157,1,3,24,85,86,38,72,51,14
20481,10630,-28,40.18,264.6,3399,-,0,1307,6377,2946,86,9535,4407,668,1370,2334,662,6,1,345,1024,7,7,63,622,40,6,76,808,272,78,257,98,35
20482,10072,371,47.08,213.9,3210,-,0,1541,6108,2423,163,7769,3376,701,985,1680,701,0,5,326,654,8,8,54,437,42,3,140,359,128,61,339,101,10
20483,1112,-145,33.94,32.8,371,-,0,186,561,365,4,1013,487,131,171,184,131,0,0,68,103,2,0,3,18,0,0,33,29,34,11,16,38,1
20484,1235,-47,66.21,18.7,430,-,0,208,645,382,3,1016,454,124,109,221,124,0,0,79,30,0,4,2,22,0,1,54,39,28,16,22,33,0
20485,9500,8,189.37,50.2,3542,-,0,1374,6095,2031,65,9430,5345,478,743,4114,476,2,11,566,166,32,26,290,680,52,58,1682,284,162,115,619,114,10
20486,3920,-356,267.91,14.6,1379,-,0,470,2225,1225,26,3773,2040,357,474,1201,357,0,1,393,80,8,3,51,115,9,1,581,54,107,66,135,71,8
20521,16463,-367,53.64,306.9,5542,-,0,2248,10220,3995,518,17134,9570,879,5986,2660,878,1,1,501,5484,7,11,206,742,74,12,122,385,216,85,683,117,45
20541,11477,17,19.07,601.8,3412,-,0,1637,7064,2776,43,9243,4935,1583,1206,2131,1583,0,6,327,873,1,14,61,743,31,2,212,487,148,70,260,102,15
20543,7654,-122,98.5,77.7,2269,-,0,1090,4734,1827,37,5851,2941,946,1021,969,946,0,9,313,699,5,4,14,189,4,3,217,191,70,45,137,90,5
20561,14704,-1196,265.93,55.3,4656,-,0,1823,8471,4410,91,13044,7239,1953,790,4461,1940,13,0,584,206,9,36,318,620,56,30,1945,365,161,196,533,192,35
20562,5312,-201,99.31,53.5,1600,-,0,703,2958,1651,28,4698,2390,930,530,920,926,4,0,254,276,4,4,30,170,2,7,128,178,122,72,117,86,10
20563,4259,-351,57.95,73.5,1283,-,0,537,2419,1303,10,3754,1909,369,226,1313,368,1,0,147,79,0,7,26,194,1,4,562,151,64,65,157,82,1
20581,5535,-558,70.73,78.3,2049,-,0,523,2762,2250,29,5270,2757,718,800,1235,718,0,17,322,461,48,6,57,290,16,4,100,314,109,80,118,93,4
20583,9927,-464,149.27,66.5,3284,-,0,1113,5813,3001,72,8905,4667,878,1419,2340,870,8,0,507,912,10,21,88,471,29,17,530,322,166,122,441,123,30
20588,3371,-249,58.07,58.1,1234,-,0,326,1670,1375,13,2756,1329,522,334,473,522,0,0,155,179,2,0,19,134,2,1,34,75,38,48,64,56,0
20589,2525,-361,33.29,75.8,973,-,0,218,1181,1126,3,2323,1034,344,237,446,344,0,0,47,190,0,1,9,93,4,1,20,104,71,38,38,67,7
20590,12504,-558,75.31,166,3776,-,0,1573,7514,3417,68,9709,4956,2013,991,1925,2012,1,0,368,623,4,14,57,384,22,6,143,502,184,98,339,172,27
20602,2488,-150,271.51,9.2,895,-,0,264,1195,1029,20,2273,1303,568,204,524,568,0,2,119,83,0,4,22,109,0,0,83,58,50,63,46,89,7
21201,399931,-2820,195.12,2049.7,149098,-,291805,55901,260121,83809,5865,415614,208050,3971,45548,156846,3964,7,34,19941,25573,1048,4087,6648,45804,8951,2606,13320,20510,10519,1883,33586,7884,1685
21202,151030,784,79.75,1893.8,53296,-,92923,22459,98992,29459,4502,159259,81701,1366,27591,51974,1354,12,81,6539,20971,335,1738,4225,14679,2920,577,3846,6762,3345,719,10954,1874,770
21203,96231,-792,2177.67,44.2,32174,-,41042,14189,59050,22982,531,98515,54457,5744,13118,35531,5710,34,31,6557,6530,213,315,1855,9815,1177,328,5734,4566,2024,1117,6736,1651,64
21204,103821,-314,77.79,1334.6,35317,-,61988,15442,69677,18549,931,89499,40753,255,10471,29610,255,0,33,3198,7240,202,297,2137,9640,1291,328,2248,4112,1949,448,5460,1498,417
21205,92597,536,472.84,195.8,31227,-,26707,13525,60545,18481,1522,91175,46172,1125,21681,23189,1114,11,10,3926,17745,128,72,1185,6885,718,161,1894,3405,2107,689,4869,1076,177
21206,84080,-924,676.38,124.3,27522,-,8231,12100,50751,21229,652,82963,42121,2746,17932,21381,2737,9,51,4112,13769,131,154,1253,6394,515,121,1806,3342,1585,837,4163,1080,62
21207,23390,-1272,117.05,199.8,7508,-,5646,2921,14603,5866,289,22742,11932,286,6475,5131,272,14,4,885,5586,17,38,265,1336,153,14,400,742,392,168,1244,362,40
21208,42065,-233,175,240.4,13703,-,7572,5960,26426,9657,681,39241,17299,595,5279,11348,595,0,4,1381,3894,45,71,434,3053,263,52,1006,1701,910,233,3230,350,77
21209,66730,2017,53.64,1244,21730,-,20526,10301,44460,11909,802,58145,27661,959,10175,15996,954,5,2,3106,7067,37,289,1501,4661,361,161,1417,2277,1009,271,3455,557,531
21210,55761,-1513,504.19,110.6,18136,-,5893,7745,33220,14681,515,53523,26893,1990,10104,14690,1989,1,33,2361,7710,53,65,773,4095,416,123,1499,1843,963,519,3412,929,109
21211,52133,2070,74.81,696.9,18129,-,10623,8091,34740,9302,3687,54963,29993,1132,10548,18091,1132,0,11,2421,8116,296,117,984,4163,520,147,1429,2578,1109,358,5597,793,222
21212,62102,-1181,116.01,535.3,20284,-,31396,8331,38964,14802,1114,57652,28451,217,12023,16029,217,0,18,2133,9872,44,91,1069,6014,388,111,1073,2410,1065,317,3000,447,182
21213,144174,2409,87.77,1642.6,49081,-,88815,21752,96906,25516,2718,130110,61049,1269,25194,34062,1268,1,55,4667,20472,188,342,2132,9163,804,331,2851,3992,2338,538,8051,3332,524
21214,97686,4223,87.6,1115.1,33500,-,34134,14604,67776,15298,4541,88079,42746,945,16277,25153,945,0,8,2798,13471,147,190,1835,6556,615,253,2024,2899,1808,391,7670,765,371
21215,30316,-635,222.04,136.5,9470,-,0,4148,19489,6679,326,25731,12090,600,5992,5472,597,3,18,1456,4518,15,24,262,1436,127,21,342,1188,502,217,1011,327,26
21216,50009,3445,28.18,1774.6,18226,-,16245,8162,34088,6789,1248,41090,18101,777,6754,10422,772,5,11,1863,4880,16,24,1306,3198,322,122,780,1159,836,146,2106,407,148
21217,28902,-1519,792.31,36.5,9196,-,11109,3859,16386,8657,151,27595,13721,1311,5743,6660,1277,34,32,2057,3654,71,31,422,1536,149,24,689,1057,452,389,1352,488,7
21218,34603,703,374.57,92.4,10561,-,0,5114,22516,6973,426,32924,15814,1733,6284,7705,1725,8,18,1706,4560,19,30,368,2503,118,38,753,967,770,194,1503,442,92
21219,47495,-1882,1030.79,46.1,14862,-,0,6752,26507,14236,291,46634,22621,1366,8385,12811,1341,25,17,3407,4961,67,67,658,3195,325,76,1538,2125,925,650,2335,850,59
21220,38494,-1608,851.06,45.2,12797,-,0,5213,21809,11469,432,38397,19929,1127,6361,12427,1100,27,14,2563,3784,193,39,459,2858,264,44,2634,1802,662,515,2311,646,14
21221,39453,-1751,112.31,351.3,11315,-,0,5505,25919,8027,433,33235,16187,1833,6488,7792,1822,11,15,1383,5090,31,22,594,2417,227,30,628,1258,581,269,1290,445,74
21302,22776,639,7.9,2883,8247,-,10255,3676,15788,3312,387,23362,13479,280,4105,9039,280,0,0,1034,3071,11,80,1273,3836,153,104,689,402,317,95,1895,184,55
21303,22696,377,10.36,2190.7,7540,-,12993,3268,14809,4619,257,21115,9594,136,3450,5984,136,0,0,629,2821,13,23,461,1822,112,69,276,1293,351,150,1090,324,24
21304,13436,1102,7.77,1729.2,4900,-,0,2193,9135,2102,200,17463,9445,163,2079,7125,163,0,0,491,1588,7,97,1188,2849,100,52,555,534,427,16,1066,234,78
21341,32550,-706,72.14,451.2,9428,-,0,4564,21245,6736,306,27754,12632,709,5619,6260,708,1,8,1421,4190,13,16,430,1991,158,33,586,1046,510,175,1058,244,44
21342,6423,-498,123.38,52.1,1848,-,0,828,3672,1923,38,5456,2275,123,1100,1051,123,0,6,273,821,1,3,42,188,8,0,88,156,85,70,310,100,1
21361,28895,-40,57.14,505.7,9035,-,13466,4193,18748,5954,865,25143,11668,442,6151,5018,442,0,6,902,5243,13,18,464,1246,100,33,289,1063,398,155,994,245,57
21362,8618,-492,49.29,174.8,2753,-,0,1078,5271,2269,99,8057,4003,69,2089,1836,69,0,0,333,1756,13,1,89,435,35,7,175,475,139,46,325,96,9
21381,20830,80,18.77,1109.7,6597,-,6687,3050,13837,3941,429,17470,8248,530,4560,3130,530,0,29,583,3948,6,11,288,852,81,28,242,449,242,102,736,93,28
21382,9419,278,22.36,421.2,2527,-,0,1531,6145,1743,111,8485,4439,256,2111,2052,255,1,1,455,1655,4,7,322,841,12,9,71,190,93,69,356,78,20
21383,15263,178,18.19,839.1,4770,-,0,2356,10244,2663,138,15942,9446,439,5561,3417,439,0,0,783,4778,10,83,377,1008,76,21,199,378,197,64,891,113,29
21384,4617,-43,3.39,1361.9,1524,-,0,634,2853,1130,44,3603,1082,56,273,752,46,10,0,105,168,0,4,21,202,28,2,52,124,92,43,136,48,1
21401,26192,-1261,803.68,32.6,8427,-,0,3279,16010,6903,141,24290,12231,877,5417,5888,870,7,59,2630,2728,60,13,277,1234,144,10,444,1072,450,339,1369,476,49
21403,23788,717,34.18,696,6894,-,6142,3994,15510,4284,213,19999,9497,1056,4127,4250,1056,0,43,1001,3083,8,17,248,1449,78,22,308,601,373,101,863,182,64
21404,24559,739,38.79,633.1,7168,-,5488,4131,15644,4784,227,21036,9203,632,4391,4126,625,7,23,934,3434,11,17,169,1159,96,22,232,798,385,94,939,204,54
21421,17547,297,5.17,3394,6374,-,12165,3079,11793,2675,376,14591,6191,150,1563,4466,150,0,2,608,953,8,41,125,1542,164,55,489,476,363,158,745,300,12
21501,8552,-301,12.89,663.5,3052,-,0,1134,6060,1358,469,8048,4070,174,2223,1648,174,0,1,272,1950,5,4,233,312,9,20,113,141,199,21,501,90,25
21502,5710,-125,16.82,339.5,1667,-,0,762,3656,1292,58,4881,2476,233,1404,826,233,0,0,219,1185,4,0,31,175,2,7,61,180,68,41,182,75,13
21503,10838,-175,41.18,263.2,3353,-,0,1605,6601,2632,165,9357,4541,246,2284,2001,245,1,10,432,1842,33,10,104,561,68,5,115,355,132,48,450,120,10
21504,4870,-364,90.47,53.8,1513,-,0,562,2671,1637,16,4177,1781,160,889,728,160,0,1,283,605,4,0,21,228,5,0,56,111,69,49,99,86,4
21505,12935,-697,128.81,100.4,4052,-,0,1600,7448,3887,55,10954,4665,286,2197,2169,286,0,6,395,1796,17,9,40,584,40,7,133,321,219,112,521,166,13
21506,10545,-737,237.89,44.3,3207,-,0,1370,5478,3697,51,10032,4774,621,2081,2068,615,6,6,1032,1043,6,3,61,500,36,4,154,453,186,189,358,118,4
21507,2854,-126,87.11,32.8,903,-,0,394,1439,1021,31,2728,1437,220,667,549,219,1,0,259,408,2,2,5,171,1,2,28,108,37,89,42,62,1
21521,19272,-381,56.61,340.4,6007,-,0,2634,12432,4159,248,16071,6671,292,3211,3134,292,0,3,643,2565,13,5,87,686,42,18,204,429,345,75,983,247,34
21541,11055,-550,13.45,821.9,3751,-,0,1536,6972,2547,196,9387,4645,27,2922,1687,27,0,10,313,2599,12,0,129,744,30,14,67,172,105,26,263,125,9
21604,1983,-168,356.55,5.6,783,-,0,320,1177,486,16,2108,1423,37,517,869,33,4,8,408,101,22,0,65,153,7,12,276,40,73,42,114,65,0
22101,262764,422,1073.32,244.8,98702,-,215490,34516,170262,57947,2006,290425,152358,4801,27234,117943,4785,16,56,13552,13626,668,4058,5386,35848,6966,2222,8574,13670,6945,1425,24161,8020,2380
22102,208055,689,72.89,2854.4,81548,-,196413,29154,139730,39168,2069,212082,112632,2642,32517,75616,2502,140,27,11931,20559,646,4233,5400,24555,2300,1391,5098,7368,4892,963,17233,1537,1857
22103,230067,-6738,227.84,1009.8,83823,-,198342,30179,149472,50147,1837,224703,115089,4653,39023,70178,4373,280,1,11359,27663,486,1183,9400,20223,3009,908,4761,7683,3957,1101,15471,1996,1235
22202,804032,17726,1511.17,532.1,289521,-,471949,116137,524774,160086,22669,806370,426446,20528,149791,249714,19629,899,120,35399,114272,1166,5272,19932,76000,8356,4060,19833,32356,17573,4172,51520,9474,6413
22203,208005,-3554,187.1,1111.7,79151,-,170655,28224,136574,43202,2834,225199,120078,3322,37304,78917,2687,635,4,10139,27161,646,3793,5304,22664,3825,1383,6477,8039,4843,857,18096,2990,535
22205,41202,-1734,61.56,669.3,19628,-,27502,3848,23785,13105,225,42721,22824,361,2379,19979,255,106,0,1834,545,158,130,1061,3439,248,909,6174,2397,769,206,3785,703,105
22206,112241,1722,62.13,1806.6,43479,-,87305,15875,74879,21419,1211,108048,50624,1448,15460,33371,1445,3,0,4887,10573,354,1192,2446,8258,1047,748,3039,4064,2332,534,8205,1152,345
22207,121779,1557,314.81,386.8,41196,-,63030,18181,80697,22901,1272,114562,56157,2265,23742,29897,2207,58,13,5100,18629,83,172,1746,8862,896,258,2251,4192,2111,558,7613,1155,253
22208,72441,721,124.13,583.6,29962,-,33141,8975,43198,19740,309,69775,32654,877,5247,26313,636,241,15,3871,1361,183,225,1184,6175,625,837,6564,2837,1335,417,5163,768,217
22209,96078,-6,195.4,491.7,30592,-,53194,13646,61009,21423,932,90582,46843,4152,18067,24461,4146,6,124,4313,13630,236,194,1934,7163,794,207,1415,3049,1661,478,6138,1192,163
22210,236474,2287,214.1,1104.5,81462,-,191233,36924,156838,42699,3556,239110,126200,3064,51880,70315,3043,21,9,10775,41096,437,822,9621,20444,2287,909,4866,8073,4144,922,15558,2232,941
22211,170899,4897,164.08,1041.6,57918,-,61666,24287,114313,32295,7079,171302,94802,5545,47109,41218,5345,200,51,5297,41761,186,484,4025,10650,1204,428,2452,5160,2853,919,10947,1910,930
22212,120109,1861,45.98,2612.2,40468,-,75929,17374,78380,24354,1892,106892,52415,2196,18279,31761,1451,745,9,4291,13979,202,310,2786,9971,950,408,3041,4207,1715,659,6527,985,179
22213,117857,3529,265.63,443.7,38691,-,28409,17103,77345,23404,3975,117460,67027,6127,28664,31992,6121,6,16,5016,23632,295,332,2798,8581,978,265,2553,3808,2134,711,8472,1065,244
22214,129248,754,140.74,918.3,43275,-,81165,18761,84648,25764,984,118127,56977,2916,18878,34669,2910,6,2,5202,13674,207,183,2456,10826,1233,450,2262,4695,2641,735,7560,1421,514
22215,85976,3443,194.63,441.7,29431,-,28997,13640,57482,14818,1918,84959,47126,1532,13700,31584,1532,0,2,3071,10627,86,139,2226,7023,640,334,3011,3449,1491,466,8363,4356,310
22216,82991,4259,108.56,764.5,28340,-,14390,12777,55917,14291,2734,81870,44607,2974,18105,23288,2971,3,2,2953,15150,43,86,3681,6497,508,232,1610,2530,1516,457,5522,606,240
22219,26557,-1241,104.7,253.6,10917,-,7452,3037,15922,7597,154,27524,13482,726,1797,10944,394,332,0,1468,329,108,77,491,2977,258,122,2397,1119,578,351,1780,686,15
22220,53062,380,138.39,383.4,19516,-,18697,8213,36395,8453,729,54927,31628,861,12717,17940,853,8,0,2023,10694,36,203,1643,3237,305,157,991,1414,1041,207,8264,442,110
22221,44057,346,55.08,799.9,15430,-,20504,6509,29903,7571,2245,50351,31752,1579,20669,9338,1424,155,0,989,19680,18,81,1161,2343,201,92,746,1016,563,229,2507,381,166
22222,36627,-1954,363.97,100.6,12736,-,0,4513,21860,10254,132,33846,16876,1519,3306,11941,1473,46,20,1659,1627,42,47,495,2569,207,86,2888,1948,622,293,2322,422,110
22223,35272,-787,65.85,535.6,10950,-,0,5351,22587,7330,1149,33424,19233,2623,7168,9323,2234,389,33,2669,4466,715,47,618,2285,161,41,962,1108,483,226,2174,503,119
22224,47502,466,94.24,504.1,14698,-,8545,7010,31007,9457,2925,45184,24743,3787,10521,10073,3787,0,3,1337,9181,19,14,796,2709,200,73,602,1507,852,434,2351,516,362
