CODE,POPULATION,POP_INCREASE,AREA,DENSITY,HOUSE,HOU_INCREASE,DID_POPULATION,POP_U15,POP_O15,POP_O65,FOREIGNER,DAYTIME,WORKER,1ST_IND,2ND_IND,3RD_IND,IND_AGRI,IND_FISH,IND_MINI,IND_CONS,IND_MANU,IND_SUPP,IND_INFO,IND_TRAN,IND_SALE,IND_FINA,IND_REAL,IND_ACCO,IND_MEDI,IND_EDUC,IND_COMP,IND_OSERV,IND_GOVE,IND_OTHER
dummy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01101,202801,21418,46.42,4368.8,108435,-,200393,21175,144204,35156,1189,390438,268741,446,22273,238840,420,26,59,15629,6585,2418,20726,5985,57910,15672,8404,25033,19148,7860,2478,57579,15627,7182
01102,272877,12763,63.48,4298.6,120810,-,254692,34665,191809,46357,1127,257035,99414,545,17631,77542,539,6,12,13928,3691,269,3084,3892,20182,2080,2137,5460,10570,9307,879,16331,3351,3696
01103,253996,5046,57.13,4445.9,113457,-,248145,32787,179911,41129,858,235844,100245,439,22251,74139,438,1,3,15032,7216,325,2133,7497,24355,1158,1851,3897,9673,3606,929,15529,3186,3416
01104,201307,4084,34.58,5821.5,96021,-,197396,24257,144430,32567,441,197648,92535,267,20488,68492,267,0,3,13070,7415,126,1884,10707,22688,1449,1748,3304,8517,2305,635,13993,1136,3288
01105,209428,4728,46.35,4518.4,101340,-,208705,24344,149055,36026,852,184847,66532,214,10086,53608,185,29,9,7328,2749,332,2400,2647,14401,1313,2018,3717,7707,3913,585,12536,2039,2624
01106,153021,-3766,657.23,232.8,64120,-,132778,18414,103066,31541,516,128940,43844,503,5155,36631,501,2,247,4014,894,223,482,1830,7338,586,803,3346,6197,3120,498,6285,5923,1555
01107,207329,7944,74.93,2767,89793,-,204898,26284,143531,37510,424,183528,74889,217,16801,54987,216,1,7,7527,9267,185,839,6124,17278,1259,1476,3020,8513,2895,587,10763,2048,2884
01108,129720,2002,24.38,5320.8,51837,-,127846,17330,89092,23010,374,115493,43940,176,5592,36987,175,1,1,3332,2259,238,2308,4719,9761,885,757,2259,5070,2532,566,6731,1161,1185
01109,137601,1595,56.92,2417.4,51412,-,132463,18263,94941,24328,218,109322,35673,209,6636,27542,207,2,13,3612,3011,98,165,2994,7598,431,407,1650,5695,2378,344,4750,1032,1286
01110,112783,2681,59.7,1889.2,40142,-,105046,16567,78439,17777,385,90851,30505,240,5571,24344,239,1,2,3849,1720,48,247,2502,7821,412,402,1677,4013,1874,137,4590,621,350
01202,294264,-11047,677.82,434.1,128411,-,251552,34369,189327,70459,547,303878,137432,5251,24570,104723,1006,4245,26,13571,10973,726,2062,8410,28029,3706,1469,9925,16245,6004,1471,19680,6996,2888
01203,142161,-8526,243.14,584.7,60400,-,122971,15082,88088,38984,348,143387,62831,872,12786,46425,334,538,10,4381,8395,419,306,4169,12917,1500,509,4412,7801,2743,691,8471,2487,2748
01204,355004,-4532,747.6,474.9,150384,-,326780,44177,228860,78781,479,354162,163397,4403,31434,125170,4398,5,32,18505,12897,768,2357,8974,35220,4402,1944,8851,20808,7054,1649,24666,8477,2390
01205,98372,-4906,80.65,1219.7,45266,-,80623,11314,61786,25272,230,106546,48895,303,14004,34266,77,226,1,6062,7941,410,706,3164,8477,1224,324,2278,5551,2095,360,7811,1866,322
01206,181516,-10223,222.1,817.3,78230,-,165175,23561,119848,38103,294,182338,80843,1478,16207,60875,443,1035,585,8598,7024,523,897,6121,16638,2599,794,4981,8522,3354,885,11994,3567,2283
01207,170580,-2450,618.94,275.6,73629,-,154044,23868,114343,32364,409,177579,88304,3528,16614,66111,3511,17,66,10470,6078,282,1452,4580,19495,2479,826,5151,9248,3570,881,13276,4871,2051
01208,110715,-1325,421.08,262.9,48358,-,85202,14942,73159,22593,272,110029,50636,1932,10016,37611,1931,1,37,6075,3904,314,1020,2875,11439,1427,487,2858,5302,2273,517,7332,1767,1077
01209,13001,-1790,763.2,17,6275,-,0,1022,6819,5160,6,13262,5926,755,1350,3811,755,0,0,607,743,47,5,220,792,48,20,310,609,269,146,987,358,10
01210,83202,-1827,204.74,406.4,33671,-,56492,10455,53660,19087,98,79536,33526,1945,5735,25193,1945,0,1,3459,2275,153,247,1668,7029,793,291,1576,3964,1458,585,5290,2139,653
01211,42045,-1350,470.92,89.3,17982,-,29703,5508,28119,8418,215,43106,20913,2231,4149,14231,1497,734,8,2144,1997,57,118,967,3113,447,120,1590,1905,982,375,3056,1501,302
01212,26826,-1499,297.44,90.2,11666,-,21382,3400,17205,6221,69,27301,13910,400,3430,10022,314,86,20,1842,1568,82,71,818,2150,317,54,691,1332,454,203,2180,1670,58
01213,172758,672,561.48,307.7,72845,-,136983,24575,116949,31234,341,172885,79339,974,20778,56107,821,153,88,10492,10198,484,908,8765,14470,1714,693,4129,7532,2736,378,12188,2110,1480
01214,41592,-2182,760.8,54.7,17820,-,34011,5393,27568,8631,249,41781,21652,1770,4991,14726,583,1187,4,2533,2454,73,120,1366,3811,468,104,1344,1609,869,481,2925,1556,165
01215,29083,-2100,277.61,104.8,11894,-,13092,3178,17528,8377,75,28692,12246,1854,2600,7680,1854,0,16,1457,1127,54,35,502,1506,154,52,496,1712,684,273,1308,904,112
01216,18899,-2127,865.02,21.8,8222,-,9286,1910,10566,6423,53,18457,7417,870,1935,4604,869,1,50,642,1243,30,14,228,1099,126,16,430,948,297,143,817,456,8
01217,125601,1724,187.57,669.6,50425,-,111684,17374,85743,22481,241,112327,36568,1533,7561,25808,1528,5,6,3717,3838,178,186,2338,7059,483,379,1544,3642,3225,487,5151,1136,1666
01218,14401,-1352,129.88,110.9,6202,-,7444,1390,8023,4988,10,14490,5944,228,1945,3768,228,0,24,577,1344,21,11,224,692,75,13,169,970,204,83,944,362,3
01219,26632,-1844,830.7,32.1,11670,-,18031,3351,16678,6594,278,26759,13314,1154,3598,8517,589,565,37,1249,2312,78,65,702,2330,344,64,704,1128,568,312,1635,587,45
01220,23411,-1580,1119.29,20.9,9398,-,12864,2890,13756,6763,44,23386,11536,2337,2306,6806,2335,2,17,1386,903,39,34,448,1702,220,29,512,1131,488,343,1369,491,87
01221,26590,-1170,314.62,84.5,11241,-,20258,3481,16901,6206,128,27092,13488,1135,1773,10564,1135,0,12,1004,757,118,38,655,2289,309,51,756,1636,582,204,1599,2327,16
01222,11927,-1634,302.64,39.4,5422,-,0,975,6383,4569,9,12263,4969,372,1446,3107,370,2,34,465,947,37,1,134,910,32,12,197,684,169,100,615,216,44
01223,31202,-1948,412.66,75.6,12173,-,18276,4310,19867,7025,224,31479,16607,3438,4099,8738,404,3034,10,1114,2975,62,55,549,2343,352,52,735,990,526,478,1368,1228,332
01223X,0,0,99.94,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01224,91437,2540,594.95,153.7,35983,-,71940,14373,63554,13461,251,96531,50803,1614,9916,38728,1583,31,16,3266,6634,178,155,4180,7294,617,542,2947,3088,1511,404,6860,10952,545
01225,45562,-1299,115.82,393.4,19314,-,33564,5813,28843,10906,76,45724,20480,1214,3543,15657,1214,0,15,2559,969,109,105,1132,4094,576,115,1137,2535,873,254,3110,1617,66
01226,20068,-1004,78.69,255,8348,-,10100,2412,12040,5616,25,20593,9397,553,2178,6652,553,0,33,1228,917,134,10,582,1860,121,34,446,1293,337,174,1320,341,14
01227,5221,-720,55.99,93.2,2335,-,0,446,2854,1921,9,4697,1458,15,321,1122,15,0,33,209,79,6,5,48,185,11,3,92,283,101,28,236,124,0
01228,25838,-1741,529.23,48.8,10554,-,11811,2789,15142,7905,34,26388,12545,2489,1917,8125,2489,0,33,1065,819,64,20,490,1834,189,39,548,1767,563,351,1752,508,14
01229,25076,-1036,600.97,41.7,9989,-,14535,3568,15338,6168,48,25911,13394,2888,1769,8652,2888,0,28,1211,530,41,27,745,2065,187,40,1120,1395,580,408,1592,452,85
01230,53135,-1626,212.11,250.5,21511,-,40306,6509,33561,13065,55,45994,16571,248,3323,12981,152,96,8,2140,1175,71,35,779,3076,198,80,2017,1989,844,173,2655,1064,19
01231,67614,2375,294.87,229.3,25662,-,58772,10211,45556,11847,144,63123,26987,1360,6882,18223,1337,23,11,2120,4751,82,71,1380,3693,327,156,1067,2309,1315,373,3337,4113,522
01233,35223,181,170.25,206.9,14354,-,22000,4468,21406,9349,33,33263,14071,1667,2468,9730,1415,252,25,1428,1015,103,39,423,2538,297,78,716,2177,648,254,1941,516,206
01234,60677,2946,118.54,511.9,22362,-,50813,8572,40553,11032,88,56817,23605,824,4819,17433,823,1,10,2137,2672,67,156,3509,4198,181,129,647,2360,1384,230,3944,628,529
01235,60104,370,721.86,83.3,21925,-,43048,8284,40225,11591,64,61230,29643,1554,8436,18860,1246,308,21,3737,4678,92,84,3951,5621,219,128,699,2111,970,370,3789,826,793
01303,19982,-796,422.71,47.3,7579,-,7427,2919,13001,4052,26,18681,7468,1595,1502,4305,1594,1,18,985,499,27,10,204,849,52,46,303,615,565,208,956,470,66
01304,3737,-203,78.24,47.8,1158,-,0,478,2251,1008,2,3807,2091,918,233,933,918,0,0,197,36,0,1,28,123,4,4,64,216,145,100,155,93,7
01331,10121,-987,293.09,34.5,4203,-,0,1152,5781,3188,18,9427,3984,642,1185,2152,91,551,0,380,805,5,5,98,525,51,6,162,303,147,107,328,415,5
01332,5897,-898,187.23,31.5,2340,-,0,607,3456,1834,11,5484,2218,359,787,1071,40,319,1,262,524,16,0,29,289,13,0,66,142,102,62,219,133,1
01333,5447,-385,196.66,27.7,2050,-,0,751,3242,1454,2,5444,2604,683,822,1093,495,188,3,367,452,81,12,35,170,18,3,67,110,104,95,281,117,6
01334,6024,-641,221.88,27.1,2465,-,0,618,3384,2022,25,5642,2252,279,528,1444,170,109,0,332,196,8,2,103,402,35,3,111,291,81,53,188,167,1
01335,37258,1481,262.41,142,14122,-,27753,5895,24224,7139,35,32861,13586,793,3987,8733,580,213,44,1706,2237,16,35,1048,3030,145,61,536,1100,492,171,1653,446,73
01336,10798,-229,134.88,80.1,3657,-,0,1672,6811,2315,4,10301,5045,1230,1190,2613,1226,4,11,440,739,7,17,321,798,37,0,127,346,189,114,501,156,12
01337,28424,70,216.61,131.2,10363,-,12144,3975,17524,6925,29,24176,9238,1515,2188,5386,1508,7,3,847,1338,52,17,531,1214,45,53,536,1009,433,173,1013,310,149
01343,4919,12,110.55,44.5,1646,-,0,696,3106,1117,4,4847,2349,883,500,965,17,866,1,115,384,2,4,30,190,11,3,147,152,71,52,220,83,1
01345,19149,-1084,368.27,52,7363,-,5045,2491,11736,4922,198,19418,9702,2182,3072,4436,863,1319,6,1000,2066,26,8,339,1071,157,7,409,683,277,190,866,403,12
01346,20131,-1307,955.98,21.1,8004,-,8165,2715,12546,4867,34,20171,9975,1922,2115,5909,853,1069,14,1266,835,56,9,317,1375,147,21,505,1132,436,273,954,684,29
01347,7003,-1029,310.76,22.5,3026,-,0,704,3944,2355,6,7065,3184,565,705,1913,201,364,37,292,376,6,3,151,465,38,2,293,195,137,96,341,186,1
01361,10131,-828,109.57,92.5,4291,-,6476,1285,6167,2679,10,10999,5182,381,916,3883,248,133,22,672,222,35,9,200,793,179,9,261,784,251,95,710,557,2
01362,6417,-735,547.58,11.7,2446,-,0,865,3664,1888,20,5770,2129,459,659,1009,326,133,10,386,263,4,1,24,230,14,2,74,150,113,65,157,175,2
01363,4775,-330,460.42,10.4,1914,-,0,541,2717,1517,20,4755,2526,890,432,1204,889,1,1,280,151,2,1,70,232,24,0,75,175,103,211,185,126,0
01364,4816,-327,162.55,29.6,1903,-,0,593,2776,1447,3,4273,1654,286,444,924,182,104,5,273,166,2,1,20,264,12,0,81,143,66,77,125,133,0
01367,3643,-278,142.98,25.5,1551,-,0,469,2175,999,6,3691,1900,234,440,1226,38,196,3,379,58,12,1,82,181,13,2,180,120,94,41,168,332,0
01370,6466,-440,568.14,11.4,2470,-,0,781,3740,1945,12,6334,3309,1027,543,1739,1027,0,1,381,161,10,3,111,397,33,3,117,284,176,153,320,132,0
01371,10748,-1094,638.63,16.8,4436,-,0,1243,5910,3595,9,10842,5023,1234,1012,2775,912,322,26,787,199,30,3,127,536,40,7,209,519,256,268,490,290,2
01391,1996,-228,437.26,4.6,808,-,0,221,1072,703,0,1911,849,243,199,407,68,175,0,113,86,3,0,9,66,3,0,40,101,30,43,44,68,0
01392,3744,-370,95.37,39.3,1642,-,0,376,2157,1211,34,3827,1776,210,519,1046,44,166,7,233,279,6,3,62,217,19,0,47,256,72,59,164,141,1
01393,3457,-151,345.47,10,1387,-,0,453,1918,1086,4,3450,1603,266,256,1079,266,0,2,169,85,10,0,15,172,8,1,50,399,104,45,170,105,2
01394,5802,-413,449.68,12.9,2242,-,0,767,3279,1756,8,5542,2668,808,394,1463,799,9,16,345,33,3,0,62,315,25,8,155,295,129,100,238,133,3
01395,4669,116,197.13,23.7,1896,-,0,613,2898,1158,10,4630,2473,545,213,1712,545,0,7,166,40,5,3,103,249,15,10,653,106,100,53,314,101,3
01396,2354,-182,114.43,20.6,884,-,0,294,1414,646,1,2370,1338,623,85,628,622,1,0,66,19,5,1,56,108,5,1,49,82,56,58,110,97,2
01397,2165,-62,119.92,18.1,934,-,0,270,1411,484,24,2617,1824,435,130,1257,435,0,0,90,40,0,0,44,150,7,3,473,77,58,52,316,77,2
01398,2707,-136,189.51,14.3,1233,-,0,255,1651,801,9,2650,1414,329,291,789,329,0,4,169,118,0,2,55,196,9,3,86,127,59,43,125,84,5
01399,3583,78,231.61,15.5,1463,-,0,409,2144,1030,7,3682,2135,423,670,1039,423,0,6,460,204,10,0,112,202,10,4,82,184,41,91,212,91,3
01400,16176,-8,261.24,61.9,7043,-,11352,2226,10760,3190,113,16773,8967,937,1125,6902,936,1,0,797,328,99,26,315,1498,124,69,888,883,301,254,1371,1074,3
01401,7112,-137,304.96,23.3,2962,-,0,990,4381,1741,9,6606,3437,1097,747,1593,1097,0,0,571,176,37,3,145,387,9,5,88,139,104,114,438,124,0
01402,15744,-982,70.63,222.9,6853,-,13843,2113,9472,4159,36,15303,6829,240,2242,4344,80,160,3,1396,843,38,10,262,1151,187,15,531,609,258,89,888,306,3
01403,2185,145,82.35,26.5,1036,-,0,276,1213,696,4,3309,2182,88,863,1227,3,85,2,808,53,348,3,12,93,1,3,74,107,33,25,451,77,4
01404,1319,-6,147.71,8.9,612,-,0,108,697,514,0,1288,631,124,174,333,4,120,0,159,15,0,0,2,60,0,0,36,89,22,17,54,53,0
01405,2860,-289,238.2,12,1253,-,0,275,1516,1069,1,2648,1325,410,139,776,89,321,0,109,30,0,0,12,132,3,0,224,56,55,60,110,124,0
01406,4021,-297,188.41,21.3,1679,-,0,355,2352,1314,38,3991,2084,305,814,964,46,259,5,264,545,7,0,93,193,22,2,61,175,68,75,153,115,1
01407,3967,-144,167.93,23.6,1499,-,0,459,2289,1219,44,4076,2170,1057,188,874,1057,0,6,110,72,5,1,59,155,7,0,36,233,98,77,96,107,51
01408,22734,-951,140.6,161.7,9310,-,11216,2722,13617,6394,32,21749,9755,1517,1841,6372,1287,230,5,861,975,56,11,309,1877,210,35,439,1183,460,209,1132,451,25
01409,1310,-202,280.11,4.7,606,-,0,159,815,336,1,1505,990,285,78,625,285,0,0,61,17,5,0,14,41,0,2,245,29,34,23,175,57,2
01421,3618,-317,96.49,37.5,1112,-,0,438,2085,1095,2,3308,1765,1096,138,529,1096,0,0,136,2,3,0,22,71,0,0,32,119,37,63,84,98,2
01422,6857,-481,179.87,38.1,2539,-,0,665,3837,2355,10,7221,3960,1058,1232,1655,1058,0,14,268,950,8,2,260,281,11,5,60,324,73,68,428,135,15
01423,9564,-228,81.49,117.4,3130,-,0,1529,6108,1927,44,8021,3544,987,690,1847,987,0,0,377,313,1,5,190,292,12,2,125,344,254,118,363,141,20
01424,6836,-473,88.05,77.6,2751,-,0,802,3939,2095,9,7009,3346,502,1307,1532,502,0,15,516,776,78,1,99,267,15,4,107,291,85,68,392,125,5
01425,4770,-401,39.91,119.5,2203,-,0,455,2510,1805,11,4292,1158,24,449,683,24,0,8,171,270,11,0,54,151,7,2,48,125,40,26,128,91,2
01427,6477,-433,133.86,48.4,2387,-,0,781,3730,1966,12,6601,3647,1227,701,1703,1227,0,14,243,444,6,3,96,375,17,4,133,167,95,99,579,129,16
01428,12401,-51,168.36,73.7,4404,-,0,1573,7594,3234,15,12089,6611,2198,891,3493,2198,0,8,622,261,28,5,197,726,55,4,234,540,178,163,977,386,29
01429,14352,-495,203.84,70.4,5698,-,7106,1714,8489,4149,16,14690,7421,1408,1944,4040,1408,0,17,752,1175,32,10,227,1107,102,11,225,725,221,176,897,307,29
01430,4785,-359,151.05,31.7,1535,-,0,464,2955,1366,12,5144,2338,693,307,1331,693,0,3,224,80,3,0,21,206,13,3,93,317,117,82,218,258,7
01431,2417,-226,101.08,23.9,947,-,0,259,1345,813,6,2373,1321,624,212,484,624,0,1,83,128,2,1,15,61,6,0,36,78,32,63,105,85,1
01432,7684,-383,495.62,15.5,2789,-,0,959,4468,2257,3,7080,3354,1085,593,1672,1085,0,14,493,86,10,2,114,232,8,3,79,411,131,128,403,151,4
01433,3943,-289,48.55,81.2,1468,-,0,420,2258,1265,2,3849,1980,654,530,796,654,0,3,244,283,6,1,45,196,10,0,40,109,64,77,178,70,0
01434,3003,-265,47.26,63.5,1115,-,0,327,1664,1012,1,2794,1425,583,218,622,583,0,0,175,43,0,0,51,90,9,0,64,108,36,85,105,74,2
01436,3316,-285,190.91,17.4,1121,-,0,422,1877,1017,3,3278,1554,630,116,807,630,0,1,104,11,0,0,53,104,6,0,44,205,138,53,118,86,1
01437,2376,-186,158.82,15,822,-,0,281,1314,781,0,2355,1298,624,197,477,624,0,0,168,29,1,0,9,116,5,0,50,75,31,42,82,66,0
01438,4041,-332,283.21,14.3,1527,-,0,470,2286,1285,1,4031,2130,611,409,1109,611,0,8,259,142,10,0,38,179,10,2,94,197,85,118,170,206,1
01439,1952,-265,767.03,2.5,830,-,0,195,1118,638,5,2004,1092,358,142,591,357,1,1,106,35,3,0,5,74,4,1,63,112,84,53,107,85,1
01452,7261,96,139.44,52.1,2591,-,0,1037,4402,1822,14,6407,2970,963,427,1559,963,0,0,236,191,6,1,213,203,7,11,29,295,187,120,332,155,21
01453,9194,1067,68.64,133.9,3127,-,0,1717,5678,1799,9,7823,3504,931,548,1977,931,0,1,296,251,6,10,131,490,18,15,114,302,174,128,432,157,48
01454,7473,-170,204.95,36.5,2784,-,0,893,4215,2365,13,6593,3166,1162,561,1433,1160,2,6,261,294,6,3,102,352,11,4,69,224,84,114,310,154,10
01455,4340,-236,87.29,49.7,1625,-,0,455,2474,1411,2,3760,1894,812,206,872,808,4,4,109,93,0,1,57,187,7,1,91,128,56,57,191,96,4
01456,3739,-326,249.71,15,1458,-,0,404,2081,1254,32,3728,1892,654,420,818,654,0,2,214,204,1,1,36,131,6,0,29,124,73,93,225,99,0
01457,5176,-542,1049.24,4.9,2666,-,0,496,3045,1633,43,5650,3268,298,550,2415,288,10,4,483,63,22,0,141,315,10,4,814,183,99,84,536,207,5
01458,7701,30,247.06,31.2,2927,-,0,1032,4709,1960,11,7875,3941,969,1022,1938,968,1,3,366,653,12,9,83,333,10,3,302,237,291,120,392,146,12
01459,11628,-274,677.16,17.2,4342,-,5204,1381,6694,3553,31,11526,5960,2019,892,3044,2019,0,3,443,446,13,7,232,635,40,3,486,451,253,213,516,195,5
01460,12352,-457,237.18,52.1,4540,-,7314,1762,7857,2733,20,12189,6834,1324,967,4524,1324,0,1,454,512,11,4,93,629,44,11,458,403,220,86,398,2167,19
01461,5707,-126,108.7,52.5,2035,-,0,844,3285,1578,3,5381,2945,1385,247,1304,1385,0,10,158,79,3,1,34,365,5,3,156,140,95,83,284,135,9
01462,2947,-289,665.52,4.4,1220,-,0,385,1752,810,6,3028,1606,419,289,896,418,1,36,149,104,4,0,45,118,3,1,81,201,61,59,206,117,2
01463,1819,-54,571.31,3.2,1051,-,0,205,1299,315,9,2032,1414,84,426,901,84,0,1,380,45,3,0,30,52,4,1,399,42,48,20,199,103,3
01464,4238,-472,224.83,18.8,1646,-,0,458,2303,1477,6,4180,2224,888,348,987,888,0,12,233,103,5,0,57,227,11,0,59,209,59,76,192,92,1
01465,3952,-206,131.2,30.1,1422,-,0,434,2316,1202,1,3821,2098,962,292,842,962,0,0,192,100,7,3,41,146,8,0,67,184,68,97,119,102,2
01467,5038,-530,220.61,22.8,1828,-,0,583,2781,1674,10,4776,2418,1122,287,1007,1122,0,0,203,84,7,16,33,206,13,0,45,151,103,154,139,140,2
01468,4146,-267,644.2,6.4,1771,-,0,411,2353,1382,15,4152,1984,430,508,1046,430,0,2,270,236,10,1,50,191,11,1,82,174,69,122,203,132,0
01469,5512,-528,672.14,8.2,2218,-,0,631,3175,1706,11,5507,2809,722,389,1698,719,3,1,295,93,6,0,93,316,20,1,115,277,225,122,363,160,0
01470,1070,-264,275.64,3.9,457,-,0,108,690,272,2,1056,495,69,62,364,69,0,0,52,10,2,0,27,35,7,0,44,34,70,29,56,60,0
01471,2106,-358,594.87,3.5,950,-,0,244,1199,663,3,2134,1095,224,270,599,224,0,8,221,41,2,3,21,82,15,1,48,91,68,51,132,85,2
01481,5708,-459,369.68,15.4,2389,-,0,574,3123,2011,75,5504,2604,705,790,1098,293,412,4,273,513,14,1,64,238,18,2,96,150,126,73,161,155,11
01482,4272,-294,627.29,6.8,1659,-,0,428,2516,1328,15,4139,2030,730,373,926,466,264,7,292,74,6,3,38,134,13,2,69,163,191,66,129,112,1
01483,4202,-443,454.53,9.2,1689,-,0,483,2338,1381,7,4139,2062,828,343,889,579,249,0,250,93,11,4,30,142,15,3,87,149,85,125,131,107,2
01484,8740,-624,472.49,18.5,3698,-,5196,970,5066,2704,9,8846,4340,821,763,2756,421,400,31,467,265,31,7,209,708,65,2,270,420,194,114,525,211,0
01485,1511,-253,280.04,5.4,633,-,0,174,848,489,2,1471,740,273,113,354,208,65,0,90,23,3,0,7,43,4,0,36,68,48,37,48,60,0
01486,3421,-262,590.86,5.8,1405,-,0,426,1943,1052,38,3406,1797,516,392,886,384,132,17,311,64,10,3,63,161,11,2,65,110,58,103,212,88,3
01487,4030,-512,353.31,11.4,1674,-,0,510,2464,1056,21,4120,2234,600,403,1231,513,87,5,351,47,17,2,61,205,24,0,98,183,108,110,290,133,0
01488,2784,-51,574.27,4.8,1192,-,0,354,1797,633,29,2836,1633,342,298,992,342,0,21,164,113,24,0,67,124,8,1,64,170,78,117,261,78,1
01511,2940,-40,590,5,1221,-,0,442,1874,624,99,3033,1835,559,608,668,226,333,0,182,426,9,2,33,91,7,0,48,121,57,115,99,86,0
01512,4582,-375,401.56,11.4,1960,-,0,600,2876,1106,62,4717,2498,430,657,1411,255,175,9,317,331,24,5,102,233,68,1,120,207,124,115,267,145,0
01513,2289,-229,398.55,5.7,927,-,0,261,1361,667,2,2233,1041,203,152,686,201,2,0,114,38,4,0,22,96,5,0,41,173,72,65,122,86,0
01514,7534,-439,509.16,14.8,3012,-,0,1066,4649,1819,77,7556,3990,956,1132,1897,294,662,4,418,710,14,5,150,533,36,2,119,234,153,106,379,166,5
01515,2281,-255,606.51,3.8,1009,-,0,307,1328,646,2,2213,1082,217,206,659,216,1,4,191,11,4,0,20,96,12,1,42,152,61,64,116,91,0
01516,4850,-370,520.67,9.3,1937,-,0,647,3009,1194,17,4784,2550,620,454,1473,607,13,3,345,106,7,2,86,325,26,1,152,211,109,163,280,111,3
01517,3410,-446,81.33,41.9,1481,-,0,386,1998,1026,11,3472,2304,830,333,1140,1,829,0,214,119,16,0,84,167,13,0,275,107,121,70,173,114,1
01518,2951,-466,76.49,38.6,1327,-,0,300,1656,995,2,3056,1758,592,293,871,0,592,15,221,57,10,3,59,137,9,1,113,157,96,59,135,92,2
01519,3239,-297,105.69,30.6,1429,-,0,353,1803,1083,8,3212,2041,645,411,984,4,641,4,288,119,3,2,55,199,8,0,257,128,58,45,144,85,1
01541,2677,-192,184.38,14.5,962,-,0,370,1574,733,4,2701,1487,573,226,687,567,6,1,85,140,1,0,61,98,8,2,42,101,60,92,131,91,1
01542,5715,-362,159.24,35.9,2052,-,0,831,3383,1501,8,5940,3295,1226,416,1642,1201,25,0,300,116,5,8,227,292,61,12,91,169,130,112,365,170,11
01543,22819,-1086,438.36,52.1,8883,-,15473,3031,14289,5498,39,21841,10805,1642,2207,6909,1642,0,4,1083,1120,55,54,555,1778,206,16,505,879,294,292,936,1339,47
01544,6222,-567,716.6,8.7,2500,-,0,713,3418,2091,8,6378,3131,705,1032,1391,703,2,1,198,833,6,7,103,323,27,8,94,184,116,95,266,162,3
01545,13431,-635,736.98,18.2,5703,-,6548,1684,8563,3184,50,13776,7768,1532,1677,4552,1033,499,20,688,969,26,10,485,1044,95,14,979,440,275,205,750,229,7
01546,5025,-412,402.73,12.5,1869,-,0,665,2884,1476,4,4847,2425,906,484,1034,903,3,12,180,292,3,1,19,220,18,2,106,163,101,85,215,101,1
01547,5753,-373,287.04,20,2140,-,0,691,3379,1683,11,5570,2950,1301,281,1366,1296,5,0,196,85,4,3,106,322,32,2,100,240,132,108,189,128,2
01548,5469,-67,163.5,33.4,1833,-,0,800,3290,1379,5,5879,2996,828,340,1812,828,0,1,247,92,3,11,150,625,16,6,90,241,100,92,355,123,16
01549,5981,-336,190.89,31.3,2039,-,0,759,3592,1630,11,5731,3076,1244,471,1357,1244,0,3,212,256,5,3,220,297,12,0,50,133,110,92,325,110,4
01550,3699,-411,527.54,7,1455,-,0,402,2030,1252,4,3708,1802,574,222,990,573,1,1,123,98,6,6,51,203,8,0,44,231,115,81,141,104,16
01551,8400,-956,564.69,14.9,3365,-,0,822,4842,2736,14,8316,3932,610,829,2490,610,0,9,430,390,9,14,225,629,36,2,384,317,146,91,468,169,3
01552,6393,-273,404.99,15.8,2564,-,0,772,3746,1875,162,6629,3656,1114,1029,1506,718,396,4,376,649,10,1,133,304,19,0,108,258,143,155,250,125,7
01553,4781,-412,278.29,17.2,1779,-,0,684,2822,1275,53,4945,2820,1131,442,1242,557,574,0,95,347,0,0,75,214,14,1,127,187,103,187,198,136,5
01555,23648,-1196,1332.32,17.7,9866,-,11536,3075,13967,6597,41,23262,10487,964,2021,7472,960,4,19,1229,773,48,23,294,1604,232,36,493,1420,525,214,1147,1436,30
01558,5841,-322,161.39,36.2,2335,-,0,746,3298,1797,91,5748,2721,535,865,1316,531,4,0,383,482,5,4,70,339,22,4,65,207,116,93,274,117,5
01559,4917,-343,344.35,14.3,1790,-,0,718,2817,1382,50,5285,3123,1280,845,998,634,646,5,266,574,5,0,78,213,27,2,40,109,69,141,202,112,0
01560,3366,-433,766.89,4.4,1478,-,0,341,1805,1220,9,3364,1539,338,319,882,338,0,1,223,95,8,1,31,186,11,3,59,212,89,50,126,106,0
01561,4589,-376,362.41,12.7,1929,-,0,607,2801,1181,83,4646,2571,606,824,1141,394,212,1,292,531,11,0,53,264,51,0,56,132,103,126,225,120,0
01562,1224,-90,308.12,4,531,-,0,130,711,383,10,1210,599,102,128,369,101,1,0,79,49,1,1,2,49,5,0,32,125,39,26,36,53,0
01563,5507,-271,637.06,8.6,2354,-,0,656,3452,1399,219,5575,3151,764,1101,1281,392,372,4,332,765,13,0,45,294,28,2,128,174,104,123,251,119,5
01571,4771,-515,233.54,20.4,2009,-,0,536,2703,1532,14,4461,2037,568,386,1081,329,239,1,307,78,8,0,43,204,8,5,57,323,110,57,160,106,2
01572,9189,837,66.85,137.5,4054,-,0,1037,5472,2680,17,9511,4839,287,960,3569,153,134,0,480,480,30,2,206,589,47,25,1188,612,142,70,500,158,23
