CODE,POPULATION,HOUSE,POP_INCREASE,HOU_INCREASE,AREA,POP_U15,POP_O15,POP_O65
dummy,,,,,,,,
15403,5957,2072,-497,-1,20.05,639,3148,2164
15404,3676,1213,-431,-51,31.86,347,1868,1459
15406,8694,2885,-1007,-100,58.16,720,4578,3388
15421,809,358,-193,-40,39.83,37,325,447
15441,4087,1336,-390,-48,50.03,394,2049,1644
15502,4742,1743,-726,-104,86.15,330,2210,2200
15204,75958,28434,-2877,815,75.83,8598,42225,24350
15362,8505,2594,-959,-78,311,854,4278,3373
15363,10179,2972,-714,62,45.22,1155,5488,3535
15205,75424,31520,-4384,550,319.29,8169,41514,24515
15501,1187,531,-317,-137,64.63,33,405,749
15505,4915,1853,-606,-69,56.63,431,2334,2134
15206,74126,28595,-2336,960,433.59,8765,41726,23059
15306,8546,2698,-370,29,35.95,985,4394,3142
15308,5683,1839,-436,9,36.58,569,3011,2103
15309,6572,2059,-542,7,26.7,748,3476,2342
15208,34096,12113,-2402,-52,155.19,3823,17981,12092
15209,25441,9396,-2411,-238,133.72,2407,13607,9356
15210,34646,12627,-3094,-261,212.77,3899,17669,12947
15481,5873,1997,-708,-77,73.55,546,2842,2485
15483,4659,1518,-540,-70,128.97,473,2246,1940
15523,2816,1145,-408,-95,90.47,233,1171,1412
15524,1826,725,-347,-83,86.31,104,667,1054
15211,39237,14136,-1371,434,77.91,4495,21682,12939
15212,26024,10565,-1985,-373,142.12,2660,13654,9655
15582,9585,3564,-646,51,36.71,997,5142,3441
15583,8133,2621,-649,-39,82.18,815,4135,3177
15584,8604,2814,-1013,-47,629.32,728,4179,3697
15585,5072,1985,-731,-181,283.91,320,2099,2649
15213,41315,15650,-1016,705,39.27,4678,23618,12658
15343,13046,4486,-736,51,39.61,1431,7080,4506
15344,22840,8386,-831,229,32,2754,13099,6896
15216,25491,10499,-1797,14,466.62,2555,12899,9814
15562,7733,2888,-809,-114,150.49,690,3696,3339
15563,7541,3055,-791,-157,129.13,760,3618,3143
15217,22846,8421,-1778,-53,176.16,2565,12303,7901
15545,4159,1642,-606,-136,128.57,317,1871,1969
15547,3378,1243,-432,-67,140.78,257,1652,1449
15218,32200,11557,-2057,140,98.8,3481,17670,11003
15322,15425,5464,-1722,-64,253.07,1376,7900,6140
15222,129454,52215,-3437,1988,249.3,16231,72383,38736
15521,2069,863,-422,-97,70.23,111,864,1087
15522,3111,1051,-355,-48,50.64,336,1504,1270
15525,1289,513,-324,-69,71.64,83,484,722
15526,1629,643,-372,-74,61.35,97,685,847
15541,8901,3196,-936,-120,85.39,886,4348,3657
15542,9096,3295,-379,167,16.32,967,4979,3106
15543,9176,3221,-91,304,38.3,1067,5401,2675
15544,3669,1279,-565,-74,76.61,277,1803,1587
15546,3390,1237,-477,-51,43.56,266,1639,1477
15548,6248,2026,-583,-53,66.51,684,3214,2346
15549,2453,820,-327,-6,37.54,247,1261,945
15550,5218,1686,-407,2,39.3,587,2696,1922
15561,2344,805,-265,-34,65.94,205,1053,1083
15301,8932,2900,-712,17,40.91,919,4734,3230
15302,6821,2100,-281,96,25.56,816,3762,2232
15303,18059,6255,-950,32,38.75,2160,9982,5859
15304,6884,2229,-776,-51,87.5,606,3587,2690
15219,11572,4880,-1535,-303,233.37,1061,5340,5169
15601,5809,2532,-980,-277,192.31,447,2442,2918
15602,8308,3777,-480,-69,47.69,973,4465,2786
15603,6172,2590,-393,-45,54.33,813,3259,2047
15604,3396,1348,-366,-63,63.31,337,1545,1512
15605,4034,1577,-354,-91,66.41,429,1837,1768
15606,4443,1680,-609,-87,67.09,445,2044,1954
15607,2583,1063,-381,-77,25.95,196,1156,1231
15608,3063,1064,-340,-83,52.21,269,1294,1500
15609,2112,750,-325,-45,52.21,173,897,1042
15442,7229,2473,-712,-50,69,775,3651,2794
15443,10647,4123,-519,105,30.04,1176,5642,3740
15444,5565,2165,-293,13,350.08,673,3019,1821
15445,6878,2312,-637,-16,105.64,732,3600,2539
15446,3072,1167,-443,-97,120.03,198,1443,1430
15447,1092,463,-265,-85,272.14,56,461,575
15462,16762,5743,-1169,83,190.12,1975,8664,6060
15463,24746,9028,-1613,45,263.79,2952,13353,8111
15464,13343,4805,-935,22,130.91,1634,7330,4220
15310,23755,8812,-1101,308,84.58,2531,12926,8184
15311,4754,1493,-588,-59,180.6,437,2239,2078
15307,14259,4804,219,542,37.58,2073,8390,3716
15342,7705,2605,-504,21,25.17,925,4305,2471
15361,11227,3990,-961,-38,31.71,1019,5960,4228
15381,3441,1496,-546,-125,84.19,225,1618,1596
15382,1590,702,-356,-112,257.69,95,542,953
15383,2063,816,-429,-82,361.13,132,934,997
15384,2871,1047,-384,-102,249.87,221,1252,1398
15405,4113,1535,-415,-73,44.38,372,1936,1803
15461,7767,3583,-279,128,357.29,678,4012,2958
15482,8989,3119,-1040,-209,170.21,882,4273,3767
15504,4380,1595,-395,-87,26.27,558,2379,1408
15581,5144,1756,-688,-90,299.61,467,2458,2219
15586,353,170,-17,-3,9.78,42,165,146
16000,1034814,403989,-31514,12818,4247.58,115177,568052,333008
16201,321666,138691,-1582,6701,208.81,36875,183127,94941
16301,21000,7683,-582,287,74.66,2329,11950,6603
16302,9321,3416,-979,-84,572.32,921,5199,3180
16361,18673,6591,-1151,112,236.86,1919,9985,6681
16362,40803,14709,25,1119,68.04,5861,24307,10365
16363,1297,400,-315,-28,40.92,133,675,489
16364,1178,427,-164,-52,40.24,96,574,508
16202,154218,61261,-5096,1645,150.55,15644,80517,50777
16422,12175,4325,-636,127,58.76,1258,6476,4179
16204,40535,15800,-2400,-55,200.61,3923,21193,13906
16205,43950,15759,-4042,-337,230.54,4022,22499,17391
16206,32349,12115,-406,416,54.62,4047,18432,9744
16207,34945,13351,-735,566,86.76,4216,19409,10664
16341,4693,1887,-618,-121,339.58,429,2352,1853
16208,42606,15223,-347,942,96.22,5379,24259,12419
16405,5548,1924,-499,-15,30.74,532,2828,2174
16209,28983,9726,-1416,209,134.07,2940,15086,10817
16401,8071,2771,-521,10,64.99,764,3841,3460
16402,847,305,-133,-25,94.06,91,381,375
16403,585,193,-54,-8,94.77,56,275,254
16404,465,232,-72,-6,177.58,28,228,209
16406,7855,2745,-686,-14,26.2,778,3876,3193
16407,1076,326,-105,-6,11.5,108,497,471
16408,13011,4332,-647,-24,31.71,1583,6993,4417
16421,16027,5579,-1172,-38,168.05,1571,8074,6374
16203,31685,11828,-1566,183,32.36,3427,17316,10775
16381,33919,13432,294,1063,41.22,4438,19768,9422
16382,12443,4147,-275,155,21.77,1640,6874,3907
16383,1719,579,-142,-5,5.8,169,989,561
16384,10976,3826,123,301,7.96,1595,6272,3078
16321,3132,1051,150,141,3.47,528,1971,631
16322,19351,7256,-1579,-139,236.71,1852,10280,7199
16323,24792,9047,-1525,-112,307.29,2780,13698,8273
16342,23839,8699,-1496,71,71.25,2342,12621,8780
16343,11081,4353,-1165,-161,226.3,903,5230,4938
17000,1132526,469910,-21482,16542,4186.21,137096,641383,333660
17201,463254,207520,-2445,7948,468.79,56073,271778,121222
17202,38191,15906,-3565,-306,143.97,3889,19792,13976
17401,4523,1653,-501,-73,28.4,442,2232,1847
17403,5115,1907,-705,-118,98.75,443,2281,2389
17405,2471,862,-254,-30,46.73,223,1090,1158
17203,106216,41312,-703,3146,371.05,13834,60584,30443
17204,19686,7895,-1791,-178,268.67,1594,9811,8171
17422,4922,2313,-817,-263,157.54,213,1540,3156
17205,12929,5517,-1696,-344,247.2,926,5309,6673
17206,56172,22359,-3241,476,151.6,6029,30080,19840
17301,7048,2902,-725,-56,154.39,686,3509,2841
17207,20407,8046,-1322,-20,81.85,1928,10189,8231
17362,9855,3512,-228,151,26.4,1145,5099,3564
17363,12411,4528,655,543,6.39,1810,7148,3376
17364,12623,4488,243,230,31.97,1741,7410,3374
17208,70626,26566,1350,1822,59.93,9860,41377,18851
17342,11923,4423,-501,88,9.12,1516,6846,3526
17343,22699,8012,880,663,35.64,3359,12954,6243
17345,917,355,-44,14,74.42,93,508,315
17346,941,367,-116,-10,142.89,68,372,494
17347,2272,770,-236,-25,74.15,193,1120,959
17348,362,185,-56,-3,137.14,21,156,184
17349,668,280,-156,-30,221.88,44,297,327
17321,15756,5765,-115,344,13.57,2078,9267,4348
17322,17078,6135,-80,351,13.15,2546,10072,4392
17323,15689,6292,-163,145,57.13,2187,9444,3952
17212,57238,26200,2139,1441,13.56,8322,35979,11203
17324,6135,1915,-212,62,14.64,1057,3630,1448
17361,36957,13399,-11,854,110.59,5057,22675,9040
17365,26574,10802,-413,356,20.33,3305,15554,7081
17382,6088,2608,-988,-168,123.47,306,2299,3478
17384,12542,4839,-804,122,123.08,1350,6306,4834
17383,5337,1998,-441,-3,58.26,502,2733,2093
17385,6784,2430,-612,-16,53.42,579,3503,2702
17402,5031,1824,-151,56,27,661,2657,1711
17404,7521,2792,-448,23,47.58,923,3854,2740
17406,3988,1487,-432,-31,14.78,384,1907,1696
17461,7890,3288,-896,-173,183.21,555,3400,3872
17423,7410,3175,-840,-216,115.46,576,3064,3769
17424,3124,1128,-353,-70,104.14,238,1267,1618
17441,5153,2155,-688,-160,53.81,340,2290,2523
18000,766863,291662,-19877,11975,4190.52,95544,427984,232684
18201,248707,100000,-2263,4658,340.6,31659,141764,70486
18302,3656,1234,-441,-9,137.73,314,1711,1631
18424,1054,429,-198,-48,15.35,66,459,529
18426,8911,2807,-674,-3,42.49,1007,4724,3159
18202,64264,27849,-1901,1304,251.41,8110,36222,18473
18204,28991,12082,-679,862,233.11,3479,15326,9278
18205,30695,10491,-1943,10,539.92,3318,15752,11458
18342,591,377,120,160,332.38,28,326,222
18206,22150,7524,-1975,-179,253.88,2468,11304,8275
18207,68302,23915,18,1580,84.59,9599,39408,18757
18362,11259,4229,-589,-13,37.91,1137,5943,3955
18363,16265,5704,-616,249,79.08,1847,8930,5394
18203,69778,26118,-41,1704,185.32,8954,40293,19813
18381,10833,3516,-872,41,45.43,1197,5701,3927
18361,20176,7420,-881,195,46.42,2337,11028,6633
18364,30728,10718,-1078,417,107.36,3905,17871,8607
18365,25152,9094,556,888,24.43,3571,14827,6473
18366,12425,3835,-396,113,31.7,1722,6975,3721
18321,10927,4581,-233,-2,18.59,1347,6559,2689
18322,5266,1827,-454,3,50.4,525,2899,1827
18323,2772,877,-231,8,25.35,255,1390,1124
18382,2423,948,-215,46,194.65,195,1150,1078
18401,5075,1496,-231,44,53.06,679,2658,1738
18402,3433,1216,-403,-102,241.3,373,1705,1355
18403,1494,554,-163,-29,49.48,111,709,674
18421,8569,2689,-404,93,45.47,1087,4756,2711
18422,3448,1046,-160,11,33.06,436,1845,1167
18423,4038,1543,-504,-68,35.08,368,1946,1721
18425,4063,1303,-352,-15,39.22,436,2048,1578
18442,9179,3745,-735,-154,152.35,997,4816,3294
18481,10326,4500,-270,309,72.4,1201,5571,3285
18462,2165,829,-148,-14,143.83,242,1048,875
18482,5745,2336,-267,-43,68.09,846,3193,1673
18441,7132,2555,-680,-18,96.57,852,3535,2712
18461,6871,2275,-574,-23,82.08,876,3592,2392
19000,809974,338853,-24956,7877,4465.27,91629,453633,245884
19201,184532,85153,-3384,1937,171.88,20856,105628,52758
19326,4851,1763,-117,34,21.02,520,2676,1622
19341-1,208,103,-33,-9,19.51,15,86,107
19202,46530,18337,-2473,246,121.74,5088,26184,14006
19204,31016,14044,-986,579,161.63,3133,18015,8772
19205,28630,11047,-1108,118,53.11,3421,15715,9246
19302,4096,1650,-447,-55,101.85,299,1943,1837
19303,709,304,-151,-23,134.91,34,355,313
19206,22512,9254,-2907,-550,280.25,1657,11464,9093
19207,29067,11552,-1613,-121,143.69,3164,16909,8906
19386,6981,2685,-177,105,8.04,921,4154,1863
19387,18884,7168,-525,262,39.14,2382,11043,5331
19388,227,109,-101,-29,147.74,18,113,96
19389,13041,4705,223,319,10.28,2093,7970,2911
19390,18290,6747,-373,160,42.57,2319,10313,5606
19391,12036,4645,-416,107,16.29,1455,6954,3495
19402,4231,1675,-187,12,28.1,404,2168,1659
19403,5520,2339,-388,-85,174.26,541,2848,2128
19404,8776,3739,-294,79,64.66,921,4443,3389
19405,8727,3758,-170,93,40.86,794,4368,3549
19406,4730,2132,109,142,63.07,492,2288,1945
19407,5747,2560,72,196,33.14,590,2951,2190
19408,3412,1494,-102,32,138.02,241,1609,1561
19409,2910,1196,-98,16,60.78,274,1437,1198
19381,39297,16692,-150,618,12.8,4812,21968,10354
19382,19281,8085,152,397,40.28,2471,10795,4987
19401,16735,6262,925,561,18.86,2438,9813,3747
19301,7374,2980,-23,112,13.77,929,4020,2159
19321,26480,11735,-915,326,14.92,2964,15324,7211
19322,11166,4174,-483,101,58.37,1462,6214,3441
19323,9814,3665,-507,93,30.62,1151,5389,3149
19324,7768,2695,-371,30,25.63,993,4352,2330
19325,4069,1514,-228,16,21.46,403,2247,1399
19327,276,153,-85,-30,37.15,13,82,181
19421,1461,533,-216,-32,45.14,110,745,605
19441,21208,8976,-1920,-120,125.51,1724,11650,7649
19203,20427,7972,-1695,-169,184.74,2077,10800,7509
19304,7814,2770,-556,-25,35.88,864,4152,2791
19305,996,410,-183,-43,43.39,91,488,417
19328,3160,1212,-178,22,13.5,318,1702,1008
19383,11789,5559,355,428,8.22,1454,6601,2344
19385,16267,6781,-85,313,10.09,1740,9069,4196
19342,3648,1317,-40,37,29.47,391,1910,1252
19343,8446,3400,-597,-60,32.32,804,4247,3116
19344,2606,1086,-341,-60,13.28,223,1215,1157
19364,1098,675,30,102,369.96,72,573,451
19345,2828,1308,-637,-189,127.51,111,1156,1559
19363,2679,1179,-581,-188,43.37,167,1196,1314
19365,5156,2101,-788,-246,131.12,387,2546,2192
19366,4377,1713,-565,-120,112.34,358,2125,1894
19367,2779,1106,-346,-67,88.29,210,1339,1230
19361,11178,4445,-673,38,65.17,1263,6103,3696
19362,3041,1193,-397,-72,46.81,267,1532,1233
19384,20909,9117,1404,894,9.08,3283,13097,3984
19422,1607,613,-136,22,79.68,146,847,614
19423,4041,1484,-301,6,15.22,443,2367,1231
19424,9237,3489,269,455,25.05,1377,6032,1809
19425,5179,1969,-29,114,53.05,606,2822,1731
19429,2824,1056,-97,20,89.58,329,1498,957
19341-2,894,387,-94,-21,65.21,65,440,386
19426,21089,8744,823,977,60.89,2782,12662,5296
19427,2735,1019,60,73,4.26,415,1618,693
19428,1364,503,-36,8,28.15,177,702,485
19442,684,339,-42,2,52.78,68,306,310
19443,530,283,-33,-11,101.3,39,255,236
20000,2048011,832097,-50793,24989,13561.56,242873,1118429,646942
20201,353819,149462,-2266,7233,404.35,41171,193404,99750
20502,823,428,-137,-45,45.86,35,279,495
20581,3540,1543,-595,-176,70.73,172,1469,1871
20582,8790,3031,-819,-154,19.9,1059,4486,3009
20586,3055,1267,-444,-108,132.76,203,1291,1519
20587,1128,546,-265,-99,134.99,45,379,694
20589,1605,698,-312,-90,33.29,92,582,905
20202,207575,92360,-652,4597,265.87,25792,120792,55950
20443,4093,1594,-536,-62,90.25,286,1909,1883
20449,15071,5591,-203,255,59.42,2096,8378,4512
20463,562,271,-117,-28,117.65,28,233,300
20464,1632,876,-304,-163,401.5,98,923,582
20465,12212,4242,-336,162,42.4,1807,6893,3420
20203,120466,51428,-726,1791,176.73,14622,68725,35104
20341,21091,8172,-1153,-89,105.7,2305,11101,7542
20345,9339,3469,-579,-60,181.9,1087,4988,3247
20346,3159,1227,-314,-42,87.67,324,1596,1237
20204,47790,19274,-2338,174,85.1,5452,25609,16522
20205,96615,38157,-3078,1329,325.35,12283,52187,31049
20418,351,178,-62,-20,126.51,23,121,207
20419,1198,568,-277,-100,206.9,67,393,731
20206,48729,20776,-1411,375,109.17,5926,27232,15034
20207,49559,18839,-1166,392,149.67,6025,27198,16017
20208,40991,16831,-1521,169,98.55,4731,22257,13773
20209,59332,23649,-1559,117,207.64,7458,33424,17689
20381,5175,2008,-468,-101,139.36,578,2385,2175
20387,1618,581,-119,-9,320.81,147,671,799
20210,32202,12956,-557,519,165.86,3953,17956,9921
20211,38498,14562,-1170,568,77.32,4777,21372,12003
20601,3840,1237,-401,-65,34.74,309,1864,1667
20212,24423,10076,-1835,-42,464.84,2262,12376,9305
20483,755,308,-93,-18,33.94,110,363,277
20484,851,355,-84,-27,66.21,88,435,309
20213,19539,7251,-1899,-172,202.43,2003,10049,7445
20214,56400,23848,488,1547,266.59,7050,31411,17059
20215,65002,27087,373,1691,172.31,8218,38175,18041
20424,2239,910,-267,-44,117.82,142,979,1114
20217,71668,29669,797,1652,192.62,9671,40592,20115
20301,12832,5008,-866,-123,83.21,1354,6606,4777
20322,8069,3055,-759,-85,128.64,807,3996,3244
20325,5630,2192,-341,-7,19.52,648,2921,2034
20216,36439,13312,-698,352,78.99,4511,20132,11662
20501,5568,2165,-221,-10,15.62,415,2677,2423
20522,16845,6546,-527,108,25.23,1954,9218,5543
20326,4690,1733,-276,-9,25.75,471,2443,1775
20343,25432,9527,291,265,86.55,3181,14677,7558
20441,7659,2856,-626,-66,42.12,738,3841,3052
20461,27362,11015,-162,480,39.11,3366,15342,8303
20462,32529,12797,49,846,145.42,3912,17882,10523
20466,18026,6631,-17,371,40.21,2286,10213,5449
20467,8646,3192,-304,128,64.96,1062,4943,2605
20303,4353,1788,-360,-85,114.2,404,2095,1831
20304,4344,1257,-263,52,209.61,449,2697,1196
20305,3242,1075,-166,39,133.09,338,1894,996
20306,962,406,-43,-22,66.05,95,474,392
20307,752,342,-22,9,56.32,104,378,270
20302,6745,2561,-606,-68,122.11,722,3421,2590
20308,3473,1361,-362,-24,66.02,333,1767,1368
20321,19188,8586,194,339,156.03,2133,9991,6148
20323,15555,6711,371,593,58.79,1914,9036,4323
20324,6612,2606,-653,-76,66.87,624,3529,2441
20349,4121,1553,-222,-3,57.1,478,2018,1624
20342,4011,1662,-295,-42,96.14,415,1941,1655
20347,1589,656,-271,-56,87.81,109,755,725
20361,19155,7847,-1081,-99,66.87,2056,9581,7360
20362,14084,5610,-409,214,144.76,1651,7229,5115
20363,7680,2895,114,222,43.26,979,4009,2667
20382,18555,7258,-1215,-85,169.2,2014,9499,6999
20383,24989,9504,-252,264,85.91,3043,13137,7168
20384,9004,3391,-526,66,86.96,1003,4671,3329
20385,15797,6445,734,606,40.99,2494,9492,3699
20386,4651,1614,-199,30,77.05,609,2365,1677
20388,8569,3279,-252,157,54.5,1190,4814,2543
20402,12530,4428,-637,73,72.79,1535,6667,4324
20403,12811,4453,-269,206,45.36,1785,6777,4162
20404,4299,1611,-663,-126,123.07,393,1926,1953
20406,511,213,-62,-14,44.16,60,245,206
20407,5087,1730,-328,2,113.07,670,2557,1860
20408,470,209,-80,-24,57.24,64,215,191
20409,387,196,-97,-15,77.37,46,210,131
20410,852,383,-118,-33,89.97,57,348,447
20411,3545,1160,-306,1,38.12,467,1832,1246
20412,548,279,-27,9,43.43,57,219,260
20413,1178,563,-187,-88,109.44,72,374,732
20414,1542,595,-160,-44,64.59,188,704,650
20415,5973,2036,-337,7,66.61,803,3043,2126
20416,6426,2122,-166,68,76.79,877,3432,2117
20417,1023,532,0,57,248.28,98,460,465
20422,4131,1785,-539,-79,168.42,375,2003,1753
20423,3915,1630,-398,-83,215.93,414,1806,1683
20425,2692,1013,-234,-32,140.5,284,1240,1168
20429,715,371,-124,-27,310.82,41,365,308
20430,3439,1477,-386,-45,234.47,283,1673,1482
20421,5878,2677,-592,-146,149.97,545,2977,2247
20426,2112,889,-242,-18,56.63,194,1007,881
20427,1439,630,-197,-41,149.54,96,617,717
20428,1155,484,-211,-57,119.92,81,489,581
20446,2593,971,-195,-30,34.38,241,1189,1163
20448,1639,665,-204,-33,39.05,169,774,696
20450,8400,3012,5,287,24.98,1121,4830,2436
20451,4279,1474,-183,62,70.62,525,2379,1375
20444,1561,624,-170,-9,32.32,126,738,697
20445,1528,635,-184,-44,29.77,115,685,728
20447,1060,428,-227,-40,37.41,73,482,505
20481,9382,3543,-544,25,40.16,926,4730,3708
20482,9599,3577,-349,80,47.07,1069,5188,3305
20485,8575,3709,-354,232,189.36,961,4726,2785
20486,2647,1145,-257,-50,267.91,269,1364,1014
20521,14004,5461,-867,-12,53.64,1530,7333,5018
20541,10660,3680,-42,152,19.12,1396,5504,3748
20543,6617,2321,-416,30,98.56,718,3458,2441
20561,11352,4419,-1077,-46,265.9,976,5580,4762
20562,4375,1567,-283,3,99.32,470,2074,1761
20563,3279,1153,-200,-6,57.96,375,1629,1257
20583,7739,3062,-730,-95,149.3,661,3661,3416
20588,2215,965,-450,-121,58.11,188,1010,1017
20584,6151,2299,-418,1,39.85,603,3002,2545
20585,4145,1468,-349,-3,35.46,416,2092,1637
20602,1660,692,-293,-83,271.66,103,654,902
21000,1978742,780730,-53161,27518,10621.29,240520,1105215,593751
21201,388748,167749,-4338,7539,195.12,44149,211438,109957
21304,13809,5637,160,404,7.77,1611,7955,3136
21202,148607,58819,-1048,2194,79.75,19194,87577,40082
21342,4980,1762,-589,-61,123.38,481,2552,1943
21384,4699,1696,44,59,3.39,664,2580,1440
21203,59639,24353,-2679,298,139.57,7600,32885,18790
21601,3983,1243,-268,-8,227.15,527,2091,1365
21602,2166,774,-197,-11,359.16,244,1129,793
21603,1010,399,-230,-138,323.28,97,474,433
21605,2355,760,-129,6,51.89,319,1225,808
21606,3184,997,-355,-10,106.1,404,1529,1250
21607,1435,523,-217,-19,187.37,131,698,606
21608,281,154,-57,-28,220.66,9,95,177
21622,7537,2352,-206,84,89.05,966,3833,2732
21626,2829,1193,-425,-96,475.12,250,1440,1139
21204,97477,38988,-3316,1093,77.79,11434,55426,29963
21541,9255,3668,-393,117,13.45,819,5032,3358
21205,72854,28831,-2344,836,102.51,9302,42018,20726
21461,1783,634,-147,-24,40.08,168,804,811
21462,916,444,-200,-49,187.35,46,345,524
21463,5539,1898,-484,-17,28.31,655,2988,1870
21464,2840,1064,-441,-82,65.27,226,1249,1364
21465,1351,567,-254,-53,49.32,90,557,704
21206,52897,21437,-471,1431,275.98,6412,29749,16022
21561,4305,1582,-385,-71,29.77,478,2140,1683
21562,719,274,-80,-18,29.33,87,383,249
21563,2498,904,-317,-49,114.16,226,1210,1062
21564,5332,1758,-393,-43,73.36,604,2697,2026
21565,6197,2155,-332,25,84.29,742,3238,2200
21566,3078,1004,-156,8,44.82,393,1540,1144
20431,1544,576,-179,-31,24.67,171,779,594
21207,19247,7452,-1513,-56,117.01,2112,10121,6973
21208,37150,14521,-1580,617,174.86,4187,21105,11639
21209,65649,24842,-1688,894,53.66,8480,38380,18140
21210,32082,12302,-1466,245,172.56,3985,17510,10311
21567,4672,1699,-386,-15,34.36,540,2454,1659
21568,3773,1390,-459,-31,60.96,336,1889,1545
21569,4903,1838,-586,-65,67.13,440,2312,2148
21570,696,281,-90,-10,38.22,72,280,344
21571,1648,648,-312,-72,130.96,126,673,849
21211,56689,21880,1305,1379,74.81,8277,32868,12916
21212,55348,21359,-2479,320,116.02,6553,30878,17692
21213,132908,52969,-577,3240,79.75,17022,76173,38208
21301,11613,4160,408,419,8.02,1810,6974,2746
21214,98743,39484,1377,2828,84.99,12808,57099,27304
21523,1225,512,-104,-3,2.61,141,618,460
21441,16355,6151,-981,-66,39.22,1858,8911,5576
21442,3051,1023,-178,27,24.82,291,1672,1088
21443,5874,2337,-675,-90,158,467,2937,2451
21423,42700,17733,1966,1252,16.44,6448,26396,8620
21424,13688,4769,68,239,11.77,2142,8249,3209
21621,13681,4597,-913,-1,97.44,1615,7005,5053
21623,848,281,-169,-31,184.57,87,390,371
21624,559,214,-121,-35,199.94,26,274,259
21625,7450,3104,-955,-246,310.36,665,3363,3419
21422,7143,2587,-507,77,51.25,759,3602,2767
21425,13140,4433,-160,113,11.63,1886,7963,3210
21426,11460,4152,-200,248,15.86,1465,6482,3421
21427,1185,548,-200,-64,295.83,77,464,640
21481,12532,5043,-1093,-76,242.31,1430,6214,4869
21482,6096,2148,-363,122,152.48,800,3229,2064
21483,10431,3838,-700,19,197.43,1213,5447,3734
21484,2866,1076,-199,-54,103.71,381,1530,951
21485,4090,1281,-305,-16,79.81,481,1949,1659
21486,1446,520,-224,-17,154.86,146,712,588
21487,1536,656,-209,-26,100.19,124,665,747
21581,9939,3440,-748,-21,143.15,1204,4938,3752
21582,2789,1073,-377,-105,247.5,258,1230,1292
21583,11234,4542,-1144,-150,194.11,1147,5591,4351
21584,5415,2256,-763,-173,167.84,536,2427,2439
21585,1051,375,-125,-5,98.46,101,484,464
21321,12096,4237,-871,90,44.21,1182,6742,4158
21322,6676,2333,-446,69,16.29,689,3772,2205
21323,13963,5030,-1154,-72,51.81,1399,7638,4894
21302,25881,10585,1259,1025,7.91,3774,15941,5822
21303,22208,8595,-542,404,10.3,2740,13011,6210
21341,26882,9405,-2147,27,72.29,2848,14822,9162
21361,26402,9580,-1154,206,57.09,3272,14765,8280
21362,6610,2507,-809,-118,49.28,584,3338,2649
21381,18585,6810,-697,238,18.78,2177,10309,5973
21382,9654,3439,-319,301,22.33,1300,5753,2571
21383,14355,5013,-397,300,18.16,1875,8306,4111
21401,14872,5209,-1201,-23,46.32,1623,7903,5343
21402,2695,937,-347,-30,72.85,259,1326,1103
21405,761,366,-171,-53,112.44,33,306,422
21406,709,306,-158,-45,94.33,44,285,380
21407,212,99,-27,-19,324.48,24,99,89
21408,280,150,-70,-32,153.26,10,84,186
21403,22041,7547,-1412,181,34.2,2794,12579,6608
21404,23360,8395,-987,498,38.8,2976,13427,6911
21421,18139,7418,-30,279,5.18,2501,11063,4455
21501,8071,3200,-131,89,12.87,1046,4686,2254
21502,5626,1967,62,133,16.82,792,3016,1817
21503,9860,3702,-337,141,41.16,1239,5449,3158
21504,3402,1312,-474,-69,90.47,283,1551,1568
21505,10195,3879,-832,-13,128.79,999,5089,4097
21506,7412,2872,-980,-130,237.9,586,3355,3471
21507,2016,780,-245,-37,87.09,185,921,910
21521,17516,6768,-595,254,56.69,2090,9755,5565
21604,1511,580,-98,27,356.64,201,810,500
22000,3633202,1483472,-67103,53872,7777.35,438723,2071258,1084282
22101,249297,105124,-4296,3451,1073.75,29111,139810,77416
22102,213026,96437,607,5806,73.06,24659,127440,56905
22204,213081,88844,-6293,2349,227.3,22927,118922,68676
22382,10606,4218,-754,-131,14.69,959,5829,3785
22383,7379,2798,-864,-67,23.03,618,3896,2846
22131,235240,108259,-2203,2068,44.34,28418,140830,61237
22132,129356,52387,801,2281,46.29,17561,76244,33468
22133,82204,29741,-2488,771,73.13,10795,47506,23666
22502,11120,4541,-505,71,4.63,1187,6406,3441
22505,14836,5546,-200,256,8.15,2095,8223,4449
22134,99769,40191,-1101,1932,46.84,12600,58124,27257
22135,46432,17809,1276,1630,46.37,6610,26914,12455
22521,20360,7275,-440,323,34.18,2405,11178,6662
22522,12391,4296,-845,-7,121.32,1357,6349,4660
22523,13505,4643,-870,60,75.65,1426,7135,4753
22136,98779,35421,2879,2928,66.5,14931,56439,26694
22217,17815,6462,-1340,-75,181.65,1701,9045,6947
22462,3780,1553,-749,-172,252.17,206,1523,2051
22486,488,254,-151,-50,70.23,12,157,319
22487,2853,1455,-952,-365,168.53,90,1004,1750
22488,1790,916,-374,-129,271.28,67,607,1116
22203,186939,82199,-5868,2768,152.17,19042,106458,59135
22323,2447,1239,-379,-128,34.92,120,965,1353
22205,34208,18440,-3336,-406,61.78,1993,15252,16376
22206,107783,46106,-2263,888,62.02,13054,61582,31677
22207,120193,48545,-1927,2465,314.81,14974,69473,34869
22361,7912,2880,-738,-44,74.18,794,4058,3056
22208,65491,30820,-2854,342,124.1,5503,30839,27965
22209,73349,27530,-932,1129,131.04,9621,41553,21725
22425,18137,6297,-825,49,64.36,2088,9515,6476
22426,4233,1568,-636,-93,120.48,313,1945,1975
