CODE,POPULATION,HOUSE,POP_INCREASE,HOU_INCREASE,AREA,POP_U15,POP_O15,POP_O65
dummy,,,,,,,,
01560,2421,1201,-300,-94,766.89,202,1135,1084
01561,3628,1725,-281,-32,362.54,450,1969,1209
01562,1053,499,-63,-2,308.08,104,576,373
01563,4199,2052,-326,-10,636.89,432,2347,1420
01541,2124,862,-188,-50,184.38,235,1066,823
01542,4651,1888,-397,-74,159.24,563,2404,1684
01571,3821,1774,-470,-199,233.57,386,1916,1512
01575,2743,1170,-179,2,205.01,227,1227,1237
01578,16212,7688,-1528,-267,425.64,1104,7639,7428
01581,4432,1930,-406,-196,404.61,567,2236,1613
01572,6874,3395,-774,-189,66.85,549,3388,2916
01573,1568,635,-83,-21,113.69,157,643,763
01579,4358,1955,-379,-87,154.61,496,2356,1505
01580,2982,1496,-429,-113,82.52,258,1517,1207
01582,5253,2539,-594,-36,166.43,511,2615,2086
01583,2398,1108,-351,-101,546.48,196,1166,1036
01601,1347,710,-156,-53,563.95,103,681,563
01603,9932,4842,-943,-176,428.73,1106,5327,3499
01602,4776,2288,-539,-85,743.09,553,2537,1680
01604,5309,2443,-283,38,585.81,656,2894,1747
01607,12074,5936,-1001,-242,694.26,1242,6735,4097
01608,4043,1913,-475,-131,364.3,363,1970,1710
01609,4374,1822,-532,-107,284,537,2398,1438
01605,18041,8619,-1257,-177,801.5,2095,9755,6102
01606,3476,1557,-457,-90,346.22,329,1641,1506
01631,43576,18362,-1231,343,466.02,5656,24865,12907
01632,5848,2524,-284,45,259.19,734,3168,1938
01633,4778,2350,13,173,694.23,550,2537,1690
01634,5266,2255,-276,-3,402.88,714,2915,1629
01635,5817,2883,-471,-160,1063.83,591,3027,2199
01636,9094,4166,-505,35,402.25,909,4529,3388
01637,18048,7257,-436,88,513.76,2462,10010,5535
01638,3884,1684,-82,75,292.58,491,2275,1118
01639,3080,1311,-105,72,176.9,405,1706,969
01641,5420,2593,-318,59,815.68,612,2825,1983
01642,6387,2997,-643,-160,596.54,609,3247,2517
01640,1427,695,-104,1,137.54,136,732,559
01643,24339,10334,-890,84,340.46,3032,13168,8099
01644,6294,2974,-588,-70,371.79,520,3029,2743
01645,3022,1355,-160,-7,536.71,294,1536,1192
01646,6618,3108,-740,-152,391.91,579,3281,2756
01647,6563,3097,-427,-82,1408.04,732,3199,2618
01648,2264,1058,-218,-70,608.9,224,1154,886
01649,4387,1991,-532,-95,729.85,425,2088,1865
01661,19105,8268,-728,149,252.66,2153,11091,5704
01662,8892,4021,-886,-94,739.27,900,4809,3182
01663,5507,2323,-554,-2,423.63,633,3109,1759
01664,7230,3248,-512,-33,1099.37,861,3894,2475
01665,6955,3339,-803,-170,774.33,605,3405,2854
01667,2558,1109,24,83,571.8,298,1339,910
01668,7289,3457,-779,-152,773.13,564,3660,3063
01691,14380,6092,-893,95,1319.63,1849,7996,3992
01692,23010,10577,-764,140,684.87,3021,13749,6151
01693,5023,2206,-219,37,624.69,637,2796,1571
01694,4722,1958,-693,-143,397.72,516,2718,1484
01695,0,0,0,0,250.57,0,0,0
01696,0,0,0,0,535.35,0,0,0
01697,0,0,0,0,954.55,0,0,0
01698,0,0,0,0,1442.82,0,0,0
01699,0,0,0,0,968.32,0,0,0
01700,0,0,0,0,756.61,0,0,0
02000,1237984,511526,-70281,581,9645.64,129112,676167,412943
02201,258064,112323,-11371,180,692.39,26169,140671,79011
02364,17128,6160,-1085,69,132.13,1871,9451,5776
02202,155163,66643,-8180,-242,273.81,16011,88043,49130
02341,10187,3385,-593,91,146.25,1119,5427,3617
02342,3116,994,-172,21,103.54,287,1645,1175
02203,218718,93935,-7208,1995,213.97,25276,124432,67131
02448,4697,1736,-634,-74,91.13,360,2135,2197
02204,31946,11661,-2338,-109,217.05,3214,17723,10943
02205,41926,17139,-2520,35,166.86,4233,23379,13929
02382,7699,3018,-980,-200,125.97,498,3607,3578
02385,1790,751,-266,-70,111.75,121,812,856
02206,56695,24141,-2471,146,316.79,6126,31332,18597
02404,3683,1399,-580,-93,371.81,272,1669,1723
02207,39152,17252,-1044,885,119.87,4994,23094,10385
02208,43574,19375,-2646,27,245.88,4986,24508,13236
02421,3332,1469,-574,-158,323.66,222,1500,1608
02422,5976,2625,-868,-185,235.59,478,2800,2688
02427,1221,608,-302,-82,58.59,28,475,717
02322,14270,5051,-1110,-57,120.07,1243,7101,5915
02324,3918,1356,-383,-25,24.12,326,2196,1393
02326,5122,1806,46,67,14.32,694,2850,1567
02327,3493,1190,-433,-60,33.17,278,1740,1473
02328,4131,1420,-502,-86,62.17,362,2114,1654
02363,9063,2904,-429,10,18.87,961,4983,3119
02365,19320,6312,-780,-13,221.61,2202,10540,6574
02368,2184,833,-330,-77,105.33,119,981,1084
02301,10126,3796,-1016,-175,217.09,906,5050,4164
02303,2334,1127,-422,-150,125.27,105,939,1290
02304,2540,899,-356,-60,80.84,247,1216,1077
02302,2610,1072,-368,-108,116.39,180,1220,1209
02305,1347,579,-230,-40,48.19,51,619,676
02306,1444,707,-199,-71,65.27,54,523,865
02321,9044,3643,-1082,-208,343.08,701,4299,4034
02323,5660,2277,-781,-165,315.19,384,2481,2795
02325,1686,770,-302,-92,173.58,97,658,931
02343,1265,437,-150,-51,246.02,151,613,501
02361,8655,3011,-394,24,22.01,963,4822,2866
02366,5918,1954,-212,-1,15.19,716,3268,1931
02362,8665,3228,-1011,-193,163.43,631,4262,3771
02367,7326,2401,-457,19,22.35,836,3845,2639
02381,12700,4476,-1235,-204,41.88,1205,6672,4822
02384,12074,4256,-1318,-128,46.43,1263,6236,4575
02383,7250,2767,-1057,-127,151.63,596,3523,3131
02386,2407,1103,-473,-121,64.58,160,1089,1158
02401,12374,5433,-1150,-132,81.68,1102,6556,4713
02402,8166,3168,-538,-89,134.64,784,4037,3344
02409,6390,2279,-615,-36,202.59,622,3165,2599
02405,10447,3840,24,270,83.89,1394,5522,3531
02406,4229,1813,-306,28,126.38,359,2179,1691
02407,8368,2959,-667,-31,119.48,909,4241,3210
02408,8060,2912,-860,-72,207.23,812,4155,3090
02411,10367,5194,-169,511,252.68,1065,6470,2618
02403,8548,3283,-452,81,21.44,914,4684,2859
02410,15725,5975,503,519,50.44,2394,9272,3812
02423,4718,2090,-509,-62,52.1,501,2496,1711
02424,5955,2559,-652,-19,295.27,633,3205,2117
02425,1636,750,-340,-73,69.55,125,751,757
02426,1788,826,-360,-80,135.04,124,802,858
02441,9082,3566,-1053,-190,151.79,826,4412,3783
02442,13459,5165,-1101,-56,122.14,1202,6835,5422
02449,2583,894,-290,-8,55.68,234,1304,1045
02443,4968,1918,-586,-88,241.98,417,2368,2182
02444,6761,2468,-599,-73,83.45,590,3351,2820
02445,4325,1691,-537,-95,29.58,385,2156,1783
02447,5723,2104,-367,12,40.18,583,3018,2122
02446,13496,5862,-529,163,94,1276,7697,4281
02450,2197,788,-312,-43,150.77,165,948,1084
03000,1210534,492436,-69060,-613,15275.01,132447,658816,404359
03201,278398,127010,-7082,1339,489.15,32470,162104,75698
03307,11333,4100,-818,53,397.32,1132,5790,4337
03202,43162,18362,-4889,-1414,339.44,4523,22789,15524
03481,2729,1036,-443,-256,101.05,234,1295,1200
03486,2419,939,-433,-179,256.29,173,1053,1191
03487,2059,952,-542,-249,563.07,73,857,1127
03203,29171,12138,-2591,-437,186.06,2869,15269,10697
03442,5557,1986,-739,-246,137.13,510,2674,2358
03205,67147,25860,-2087,1001,385.4,7830,37190,21662
03341,4686,1667,-645,-71,246.84,297,2189,2200
03342,13484,4457,-899,67,118.57,1298,6977,5005
03361,7876,2740,-878,-72,157.51,752,3757,3364
03206,93045,38915,-466,3054,437.55,11420,54390,25238
03207,30830,13249,-2287,-57,327.62,3528,16671,9988
03504,2213,873,-312,-77,295.49,169,1026,1018
03208,21452,8273,-2201,-253,660.38,2207,10693,8520
03462,3914,1349,-495,-98,165.24,347,1804,1763
03209,55942,22565,-2888,117,410.23,6366,31034,17954
03401,12167,4166,-1055,-8,126.83,1273,6050,4838
03421,12318,4506,-1659,-234,278.71,1077,5761,5452
03422,7331,2483,-904,-128,123.15,652,3555,3077
03423,10139,3737,-1514,-347,89.84,993,5116,4011
03424,6161,2069,-655,-72,87.72,548,3038,2570
03425,4550,1577,-623,-105,97.28,370,2180,2000
03426,3324,1129,-353,-37,42.49,284,1636,1404
03210,18262,7142,-1496,-345,231.94,1637,9223,7356
03211,32078,14725,-4724,-2135,440.35,2949,16134,12778
03213,21920,9225,-1625,-67,240.61,2278,11703,7806
03521,3593,1330,-473,-48,179.7,263,1627,1703
03304,14629,5536,-1233,-136,167.16,1417,7734,5453
03306,5342,1980,-508,-39,234.85,431,2483,2421
03523,4052,1636,-591,-102,460.24,269,1709,2070
03204,54787,22318,-2208,501,96.92,6375,30340,17570
03212,26945,9852,-1919,155,362.5,2782,13758,10305
03382,12933,4336,-855,55,72.34,1454,6436,5018
03383,14536,4676,-1011,8,298.02,1532,7424,5554
03384,3736,1189,-492,-74,163.57,358,1827,1550
03216,55579,21709,116,922,182.46,7614,33476,14164
03301,15731,5412,-1250,-96,608.82,1584,8066,6078
03302,5634,2349,-710,-111,434.96,418,2498,2716
03303,12285,4773,-1407,-154,360.46,1081,6296,4896
03321,32147,11368,-467,560,238.98,3948,18073,10088
03322,28056,10986,378,1084,67.32,3469,16894,7370
03363,2572,1051,-364,-99,304.56,190,1068,1314
03365,2562,938,-382,-58,286.22,170,1087,1305
03381,15535,5923,-360,367,179.76,1832,8824,4765
03402,7252,2409,-616,-69,63.39,791,3602,2859
03441,5045,1981,-675,-136,334.84,376,2382,2287
03461,11004,4527,-755,-400,200.42,1129,5641,4199
03482,14320,5642,-1506,-576,262.81,1374,7192,5745
03483,8726,3957,-1115,-217,992.36,738,4103,3863
03484,3059,1233,-407,-59,156.19,317,1446,1296
03485,2487,1027,-308,-76,69.66,219,1200,1067
03501,8421,3274,-912,-44,245.82,765,4134,3521
03503,3936,1503,-213,-13,80.8,429,1989,1513
03506,5378,1924,-487,-66,134.02,511,2489,2378
03502,10431,4023,-1003,-75,168.54,895,5118,4414
03505,4660,1770,-599,-91,134.65,470,2330,1860
03524,11494,4574,-1425,-270,300.03,987,5612,4881
04000,2301996,982523,-31903,37803,7282.29,268428,1346845,638984
04100,1096704,525455,14545,26502,786.35,128665,673081,257223
04101,311590,163122,1407,4560,302.24,33702,194212,69969
04102,196732,95772,1907,5606,58.25,24017,125693,40773
04103,141475,68527,7977,6564,50.86,16895,89414,30767
04104,234758,105061,7903,6605,228.39,29344,141716,58657
04105,212149,92973,-4649,3167,146.61,24707,122046,57057
04202,99904,42930,-3184,556,137.03,10485,56085,31283
04561,9878,3416,-1219,-203,125.1,913,5091,3866
04563,1031,465,10,32,46.09,34,399,598
04564,18481,6115,-1189,-170,69.33,2215,10015,6229
04565,6629,2137,-831,-108,43.81,661,3480,2483
04567,2135,691,-295,-35,60.98,179,987,969
04582,2093,1014,-355,-123,72.96,92,922,1079
04203,52203,21193,-1984,674,17.37,5407,28777,17682
04205,46207,19330,-2488,502,184.35,4117,24154,17338
04603,9294,3244,-723,-41,106.69,918,4724,3610
04604,5646,1946,-630,-93,42.28,392,2759,2489
04206,32758,12518,-2514,-67,286.48,3303,17574,11648
04207,78718,29739,2050,2210,98.18,11872,47869,17878
04208,27976,10276,-2204,-122,147.53,2910,14931,10015
04209,62827,26347,731,2250,19.69,8186,37896,15490
04211,44068,17251,-610,620,60.45,5840,26065,11755
04541,19741,7536,-1315,-88,70.27,2348,11064,6134
04542,4532,1476,-256,-23,45.67,446,2183,1895
04543,5760,2033,-797,-152,140.9,464,2864,2429
04544,15243,4992,-478,196,62.23,1788,8263,5137
04545,6332,2033,-372,-13,32.85,739,3340,2222
04546,8528,2584,-767,-51,51.19,914,4332,3265
04547,4588,1454,-512,-76,24.87,416,2356,1813
04548,8288,2586,-776,-131,40.26,959,4494,2799
04602,3025,1003,-649,-161,68.14,258,1503,1262
04521,13180,5098,-864,-41,63.69,1447,6924,4742
04522,11434,3964,-832,-51,52.56,1148,5707,4553
04523,9859,3454,-1095,-125,244.36,858,4629,4356
04524,3484,1231,-164,46,23.45,313,1785,1386
04525,6736,2256,-639,-115,87.58,568,3071,3095
04526,4145,1405,-333,-34,29.28,392,2058,1694
04527,2079,726,-357,-65,37.23,153,948,978
04528,6284,1994,-599,-90,78.45,574,3036,2575
04529,6536,2198,-215,62,30.88,761,3433,2330
04530,900,371,-171,-23,158.9,48,357,495
04562,31035,11664,-757,347,49.81,3904,18307,8824
04566,8063,2812,352,261,52.05,916,4383,2763
04204,77694,31219,-743,1232,134.14,10359,47099,19362
04461,5663,2043,-636,-85,30.15,505,2958,2200
04462,7468,2540,-489,46,44.63,857,4137,2457
04463,11241,3956,-777,-53,54.01,1146,5993,4091
04481,9852,3602,-1317,-194,140.7,841,4772,4238
04482,5368,2362,-1001,-274,326.1,336,2444,2581
04502,10044,3171,-1098,-86,65.58,981,5253,3809
04216,51651,18401,60,907,49.18,8491,31812,11144
04301,11418,3924,-898,1,152.83,1169,5864,4367
04302,1262,524,-199,-43,263.09,90,589,583
04321,23571,9524,-227,425,24.99,3029,13789,6520
04322,10666,3770,-835,6,78.38,1080,5749,3784
04323,38271,15546,-1254,425,54.03,4368,22274,11032
04324,8345,2967,-822,87,270.77,731,4381,3210
04341,12262,4426,-1710,-121,273.3,1061,5889,5293
04361,33087,12181,-502,847,73.6,3790,18734,10389
04362,12046,4541,-269,112,64.58,1074,6013,4943
04401,13323,5017,-1098,-95,53.56,1221,6881,5215
04404,18132,6462,-520,295,13.19,1948,10511,5644
04406,35182,12538,-653,347,44.89,5045,21264,8649
04421,28786,11441,542,1264,225.49,4115,17601,6502
04422,7813,2483,-557,62,82.01,863,3926,3017
04424,5849,1877,146,122,60.32,871,3263,1709
04444,6698,1965,-540,-9,109.28,783,3560,2343
04441,12038,4426,-499,204,61.44,1403,6654,3970
04442,5639,1828,-671,-68,221.61,531,2749,2359
04443,4266,1387,-630,-59,177.77,393,2065,1808
04501,15388,5452,-1313,-24,82.16,1471,8091,5796
04503,18728,6843,-268,275,35.55,2176,10067,6412
04504,5266,1722,-590,-53,39.51,452,2676,2135
04581,6430,3166,96,12,65.35,521,3554,2333
04601,8132,2966,178,272,124.24,711,4213,3205
04605,4093,1316,-323,-31,39.44,413,2174,1502
05000,959502,385187,-63617,-3373,11637.52,92673,500687,357568
05201,294392,132198,-5872,1814,460.1,31763,166398,90154
05381,7819,2918,-714,-36,301.06,670,3773,3331
05382,5461,1836,-1556,-144,144.51,376,2584,2464
05202,42117,17964,-3694,-956,245.25,3754,21484,16860
05342,7851,3227,-1068,-224,181.4,477,3469,3905
05203,34797,13986,-1537,153,110.57,3784,18469,12367
05441,6309,2243,-744,-102,74.21,498,3035,2776
05442,11449,3674,-1066,-82,63.32,1170,5626,4650
05443,8279,2680,-851,-101,73.6,790,4090,3399
05444,5634,1815,-693,-89,102.23,438,2544,2651
05445,11756,4281,-851,-40,37.8,1254,6086,4397
05446,3006,1077,-420,-63,205.68,238,1386,1382
05447,4325,1353,-480,-30,26.18,360,2186,1779
05204,54812,22720,-3440,-64,401.54,5220,28267,20850
05322,8926,3240,-732,-23,205.39,799,4430,3687
05325,5499,2084,-766,-111,306.77,460,2575,2461
05206,20409,8664,-2419,-508,198.04,1428,9228,9621
05367,4745,1828,-802,-147,42.74,295,2246,2188
05207,26425,10321,-2493,-389,200.2,2464,13919,9995
05461,7485,2550,-889,-95,65.88,584,3784,3115
05462,6183,2217,-813,-161,306.02,408,2825,2940
05465,1998,597,-327,-54,218.62,157,957,876
05209,29088,10978,-2950,-530,707.52,2877,14259,11843
05205,41923,17195,-1268,461,188.31,4703,23127,13581
05404,4059,1436,-560,-105,123.63,337,1888,1831
05405,5099,1830,-423,-65,108.1,381,2465,2246
05406,4228,1335,-566,-42,96.53,404,2036,1785
05407,5669,1832,-387,42,38.06,586,2906,2165
05408,4018,1399,-782,-130,322.53,234,1837,1945
05409,2985,1070,-493,-83,150.17,215,1307,1463
05410,6726,2265,-741,-65,181.71,607,3352,2767
05362,6738,2433,-753,-90,40.65,498,3264,2956
05364,3826,1432,-381,-27,15.8,361,1950,1505
05365,21156,8422,-229,381,41.51,2413,11881,6757
05208,35180,14136,-693,607,104.69,4026,18980,11764
05421,4759,1617,-367,-36,35.16,471,2368,1918
05422,7428,2548,-999,-142,168.4,579,3527,3321
05425,8518,2784,-1006,-106,78.92,750,4227,3534
05427,6290,2160,-551,-91,247.74,382,2909,2999
05428,3128,1101,-478,-47,98.85,208,1480,1437
05429,6644,2215,-401,42,29.56,676,3380,2587
05431,5710,1809,-631,-55,103.36,519,2880,2311
05321,16805,6732,-1353,-153,325.97,1560,8341,6842
05323,5180,1993,-670,-82,341.88,351,2295,2534
05324,2401,1052,-435,-125,371.92,109,947,1345
05326,5812,2022,-568,-63,112.8,417,2677,2717
05401,9650,3652,-642,18,98.51,1008,5313,3325
05402,3785,1355,-372,-39,18.08,342,1898,1541
05403,10000,3628,-875,-148,124.02,894,4830,4274
05423,11284,4328,-1205,-113,156.63,1054,5684,4487
05426,9286,3517,-1111,-157,672.06,739,4366,4153
05430,4040,1407,-597,-72,264.95,342,1795,1893
05303,4780,2043,-559,-125,177.23,354,2281,2145
05327,2063,830,-318,-88,256.72,117,839,1107
05346,2896,1126,-463,-89,282.13,200,1283,1413
05341,4329,1659,-518,-91,111.38,311,1930,2087
05344,5826,2173,-608,-98,98.02,440,2739,2647
05345,5099,1908,-698,-81,38.66,416,2482,2201
05343,3139,1312,-389,-69,112.62,213,1475,1451
05347,3438,1303,-343,-22,121.57,229,1623,1585
05361,8538,3351,-925,-222,214.92,596,3896,4038
05363,5583,2144,-497,-76,17,423,2678,2477
05366,4566,1528,-420,-35,47.95,332,2231,1977
05368,3011,839,-99,43,170.11,350,1686,954
05424,5934,2050,-425,-41,39.06,584,2986,2362
05432,6426,1999,-628,-60,87.58,573,3318,2535
05433,6253,1950,-613,-52,41.16,613,3170,2470
05463,13825,4658,-1494,-149,230.78,1286,7085,5437
05464,2704,1158,94,349,203.69,206,1455,1008
06000,1068027,398015,-55864,4619,9323.15,120086,578819,359554
06201,247590,102318,-6242,2015,381.3,29120,140796,72341
06202,81252,33095,-4701,98,548.51,8881,46225,25259
06203,87894,34862,-3924,555,233.91,9953,48122,29030
06423,9472,2905,-744,-21,63.22,1001,4839,3632
06424,7912,2297,-617,10,109.61,857,4022,3033
06425,6872,2000,-372,21,80.18,802,3442,2628
06427,3704,1118,-591,-72,569.17,328,1737,1639
06441,6493,2484,-1057,-166,255.4,500,2936,3041
06204,85443,34487,-4365,270,175.79,9000,45892,29706
06462,5225,1714,-678,-110,204.76,466,2478,2280
06463,4011,1306,-450,-34,42.92,267,1901,1843
06464,5594,1895,-478,-44,179.22,572,2760,2262
06205,34432,12857,-2462,-104,222.85,3863,18944,11370
06206,40189,13654,-1067,568,139.03,5040,22051,12859
06207,29110,10537,-2459,-157,240.93,2712,14828,11386
06208,22516,7579,-2168,-134,196.98,2193,11389,8903
06209,26543,9486,-1214,377,214.67,2897,13989,9449
06210,62140,22589,-54,1161,113.01,8060,35110,18761
06211,47682,16573,-86,1100,206.94,6548,27344,13441
06212,14971,4883,-1982,-226,372.53,1459,7278,6232
06213,30420,10760,-1865,55,160.52,3516,16493,10339
06301,13725,4551,-644,111,61.45,1626,7372,4715
06302,10746,3515,-617,88,31.15,1132,5779,3835
06321,17641,5929,-1311,64,52.45,1908,9078,6639
06322,4956,1686,-680,-99,393.19,425,2265,2262
06323,6366,2150,-753,-92,196.81,561,2976,2828
06324,7646,2543,-826,-89,154.08,761,3850,3035
06341,6577,2086,-780,-57,79.54,603,3342,2632
06361,5071,1572,-758,-71,161.67,547,2646,1878
06362,8080,2596,-822,-69,330.37,838,3982,3260
06363,5007,1580,-624,-41,119.04,483,2421,2103
06364,7203,2320,-934,-158,374.22,689,3508,3006
06365,3028,945,-384,-71,211.63,335,1505,1188
06366,3902,1193,-415,-31,122.14,380,1942,1580
06367,4199,1359,-574,-31,261.31,367,2128,1704
06381,22463,7358,-1419,140,180.26,2709,12134,7597
06382,14558,4495,-1193,-58,166.6,1497,7370,5682
06401,7107,2810,-761,-35,737.56,688,3527,2882
06402,12890,4389,-1285,-16,157.71,1382,6515,4990
06403,6613,2125,-691,-73,329.41,755,3300,2555
06426,7601,2332,-127,109,33.22,994,3929,2664
06421,4613,1499,-689,-79,190.82,382,2187,2039
06422,15538,5151,-826,92,58.44,1779,8175,5539
06461,13032,4432,-1175,-77,208.39,1210,6312,5507
07000,1833152,742911,-80887,5313,13784.14,206152,1020241,572825
07201,277492,120117,-11001,-257,746.43,30709,157418,82163
07309,5201,1802,-553,-93,21.31,427,2606,2141
07202,102587,44243,-5882,-483,315.28,11985,57190,31235
07381,7163,2252,-271,76,28.18,848,3788,2475
07424,7626,2527,-533,-2,39.57,883,4126,2597
07203,327692,140441,-7752,2131,757.2,39177,193417,86479
07204,332931,141411,-17306,342,1232.26,37979,184720,102319
07205,44974,19249,-1092,792,117.67,5334,26217,12596
07462,5891,1839,-423,13,66.48,686,3129,2071
07463,4840,1560,-476,-7,40.38,549,2705,1577
07467,3786,1115,-431,-39,80.77,426,2058,1302
07207,65350,24219,-1496,797,154.98,8618,38039,17671
07341,4877,1492,-515,-22,60.34,448,2605,1809
07343,4765,1416,-438,7,64.23,471,2582,1708
07208,29391,10726,-2585,-309,150.4,3167,15644,10579
07401,2268,788,-338,-68,156.98,219,1071,978
07403,8844,3000,-931,-163,46.24,1190,4725,2929
07404,2682,1001,-526,-109,156.21,203,1179,1300
07406,1575,534,-237,-54,44.84,126,756,693
07209,34865,13875,-3691,-1334,197.79,4215,19325,10792
07210,30194,11487,-2573,-199,129.71,3237,16920,9752
07321,11834,4161,307,362,44.35,1572,6496,3733
07325,5966,2012,-1389,-399,98.37,458,2958,2550
07326,5563,1724,-950,-190,72.22,493,2699,2371
07523,4192,1399,-430,-181,50.7,391,2221,1579
07524,4059,1389,-529,-68,36.66,367,2110,1578
07525,1878,744,28,69,125.37,98,886,894
07526,4956,1627,-681,-250,84.41,512,2539,1891
07527,20084,7000,-1722,-145,161.16,2258,11007,6667
07206,45046,21037,1108,762,198.49,3845,23599,15263
07562,10330,3693,-3521,-1972,108.06,1101,5389,3770
07563,3629,1619,3621,1615,91.95,153,1638,1763
07302,11415,4249,125,212,9.22,1428,6433,3522
07304,15530,5416,-1708,-237,82.93,1427,8036,6051
07305,21705,7999,-882,102,41.99,2476,12009,7102
07306,6601,2442,-866,-124,87.33,448,3227,2923
07307,2989,1052,-829,-419,43.63,182,1395,1410
07323,22883,8414,-33,550,39.54,3098,13605,6169
07324,7353,2157,-655,-28,48.4,783,4160,2410
07301,11459,4194,-812,-82,42.97,1200,5895,4347
07303,8639,3123,-873,-168,37.95,727,4268,3642
07308,12170,4780,-2282,-735,127.7,940,6005,5096
07322,8900,2874,221,255,79.44,1322,5095,2455
07342,12318,4382,-168,177,31.3,1684,7187,3441
07344,5194,1671,-417,33,225.52,530,2748,1916
07362,5264,1953,-536,-49,317.04,476,2428,2360
07364,504,228,-111,-29,390.46,58,252,194
07367,4044,1634,-426,-128,747.56,353,1783,1907
07361,9830,3999,-1030,-184,350.34,1001,5039,3748
07363,1471,619,-261,-82,263.55,83,641,747
07365,1204,495,-188,-35,153.13,93,480,631
07366,1946,781,-334,-51,119.5,154,870,922
07402,2556,1003,-275,-5,234.08,258,1349,948
07405,5770,2352,-812,-179,298.18,468,2582,2718
07407,3322,1079,-257,-38,59.77,421,1655,1246
07408,13552,4718,-1485,-221,394.85,1422,6723,5360
07421,15068,5306,-1235,-85,91.59,1611,7909,5522
07422,3081,976,-125,70,16.37,421,1594,1066
07423,3081,1127,-455,-80,175.82,310,1374,1397
07444,1452,644,-216,-30,90.81,96,573,783
07445,1862,878,-327,-78,293.92,89,638,1134
07446,1246,626,-76,10,209.46,66,487,693
07441,10905,3776,-1152,-194,195.67,987,5290,4564
07442,4999,1760,-502,-44,40.16,531,2644,1761
07443,3110,929,-245,-7,40.54,386,1504,1203
07461,20808,8092,486,634,192.06,2805,12432,5185
07464,6213,2089,-282,30,35.43,776,3451,1986
07465,4885,1520,-116,125,18.92,632,2774,1479
07466,17287,6102,-83,256,60.4,2132,9723,5429
07481,13343,4728,-952,-25,159.93,1630,7372,4258
07482,5392,1867,-558,-54,118.27,600,2666,2126
07483,8302,2935,-855,-108,211.41,865,4214,3196
07484,3049,1006,-528,-58,131.34,316,1512,1221
07501,14644,5214,-1236,-30,115.71,1424,7719,5430
07502,6392,1980,-385,6,46.67,795,3565,2024
07503,5826,1953,-679,-36,93.42,584,3179,2057
07504,6036,2070,-541,15,37.43,682,3272,2055
07505,4825,1610,-548,-51,163.29,499,2433,1893
07521,17018,5977,-1286,-253,72.76,1842,9177,5882
07522,9471,3398,-1004,-27,125.18,969,5074,3384
07541,5412,2899,1093,464,58.69,384,2958,1558
07542,3710,1977,2735,1138,103.64,259,1996,1388
07543,2128,1640,2128,1640,68.39,60,1382,482
07544,2044,934,23,-148,197.35,116,883,974
07545,847,800,847,800,78.71,1,754,87
07546,0,0,0,0,51.42,0,0,0
07547,1923,1405,1923,1405,223.14,52,1056,568
07548,420,205,402,196,84.37,24,198,198
07561,7905,2748,-313,49,46.7,997,4286,2597
07564,1318,627,1277,626,230.13,34,525,755
08000,2867009,1184133,-49967,59784,6097.39,333741,1638165,839907
08201,255576,117055,-68,4578,175.9,31684,150235,66690
08305,15109,5543,-30,430,41.56,2001,8237,4232
08202,161158,72775,-9809,-761,153.43,15762,90265,52500
08381,13350,5136,-737,47,72.12,1823,7441,4025
08203,134333,60301,1801,5729,81.83,14751,78244,38029
08465,7741,2792,-531,107,31.99,759,4063,2874
08204,55214,23649,-959,1137,21,6066,32154,16547
08541,49830,19652,700,1731,52.8,6274,30068,12810
08543,34300,12848,-1343,710,49.78,3873,19905,10334
08205,48088,19761,-1256,833,59.6,5136,26614,15022
08463,24973,8583,-1703,223,153.78,2407,13387,8950
08207,50645,19328,-949,1061,65.76,6065,28719,15388
08208,76420,32158,-1922,1686,78.59,8264,44619,22113
08210,33844,13343,-371,1252,61.05,4032,19789,9424
08522,8677,3064,-401,119,19.83,1002,4942,2619
08211,37751,13871,-595,880,79.68,4184,21181,12060
08523,23083,8418,-54,809,43.84,2758,13820,6256
08212,32754,13018,-1767,119,109.5,3171,17571,11947
08361,9117,3468,-819,-65,61.64,770,4862,3480
08362,3973,1652,-625,-157,80.92,200,1740,2033
08363,2758,1105,-481,-90,119.95,162,1246,1348
08214,27699,11608,-1939,-143,193.58,2686,14805,9900
08215,41801,17042,-2611,171,186.79,4368,22846,14335
08216,23774,9209,-2036,-109,131.61,2449,12729,8398
08321,35331,14303,-415,761,58.71,4343,20132,10334
08322,14068,5406,-1115,64,49.93,1443,7778,4688
08217,74218,33370,-658,1779,37.09,7423,40742,25049
08563,30306,12077,-1388,191,32.87,3170,16018,11003
08219,84651,35195,334,1972,58.92,10834,48124,24561
08220,219010,100840,15785,11847,259.59,32573,132468,36989
08445,22646,9650,-1092,453,24.48,2072,11084,8708
08221,156581,66754,892,5650,99.97,19610,93439,40234
08222,66950,28318,-929,868,93.63,8142,36902,20737
08422,4642,1651,-591,-33,18.79,426,2469,1739
08423,22962,9123,-916,260,43.88,2527,12853,7339
08224,68421,27385,3668,2518,35.71,10301,41920,15847
08308,3192,1224,-443,-93,44.39,253,1521,1407
08344,24404,9792,-1212,25,82.84,2579,13289,7972
08345,5633,2285,-741,-133,84.06,379,2733,2510
08346,2955,1137,-479,-90,80.35,201,1339,1413
08347,3083,1205,-445,-71,56.74,220,1532,1325
08342,45878,18138,-440,862,83.14,5572,25732,14266
