CODE,POPULATION,HOUSE,MOVEIN1,BIRTH1,ADD1,MOVEOUT1,DEATH1,DELETE1,INCR1,SOC_INCR1,NAT_INCR1,INCR5,SOC_INCR5,NAT_INCR5,BIRTH5,DEATH5,INCR10,SOC_INCR10,NAT_INCR10,BIRTH10,DEATH10,FOREIGNER,POP_U15,POP_O15,POP_O65,AREA
dummy,,,,,,,,,,,,,,,,,,,,,,,,,,
01101,239944,146024,21613,1557,23277,19030,2264,21531,1746,2583,-707,9562,12249,-2179,8454,10633,27102,28204,-2412,17541,19953,2716,24110,158721,57113,46.42
01102,286054,153908,16046,1729,17917,14918,2873,18049,-132,1128,-1144,2662,7648,-4446,9244,13690,9590,14552,-6781,19162,25943,3035,33874,174315,77865,63.57
01103,262298,144421,15414,1872,17464,14334,2546,17088,376,1080,-674,2472,4938,-2345,10155,12500,9304,10728,-2644,20853,23497,1858,30384,162930,68984,56.97
01104,214050,124710,14530,1557,16159,13075,2148,15320,839,1455,-591,3571,5469,-1814,8595,10409,9252,10014,-1386,18136,19522,1251,22669,137958,53423,34.47
01105,224435,129875,16737,1585,18409,15266,2167,17536,873,1471,-582,5364,7567,-1985,8548,10533,13173,14018,-1990,17767,19757,1512,23622,143753,57060,46.23
01106,135748,72911,7842,653,8532,7473,1818,9342,-810,369,-1165,-5061,312,-5298,3375,8673,-9968,-1310,-8924,7341,16265,699,13511,74194,48043,657.48
01107,218128,117533,13064,1471,14594,11166,2206,13459,1135,1898,-735,5602,8313,-2674,7871,10545,7296,10380,-3660,16214,19874,1050,24927,132320,60881,75.1
01108,126274,65879,6095,617,6762,6286,1362,7730,-968,-191,-745,-2857,338,-3145,3343,6488,-3383,1087,-4908,7184,12092,735,12719,72886,40669,24.38
01109,141974,70272,6397,767,7194,5567,1600,7186,8,830,-833,776,4161,-3435,4122,7557,1790,7076,-5325,8810,14135,521,17347,80324,44303,56.77
01110,112670,53399,4315,525,4870,4455,1194,5675,-805,-140,-669,-2348,304,-2664,2999,5663,-2984,388,-3842,6515,10357,599,14208,64737,33725,59.87
01202,251891,141415,8152,1230,9694,9130,3814,13111,-3417,-978,-2584,-16726,-5297,-12032,6926,18958,-30332,-10552,-21659,15387,37046,1098,23880,137889,90122,677.87
01203,112450,62578,3151,432,3626,3595,1946,5601,-1975,-444,-1514,-10477,-3368,-7010,2423,9433,-20323,-7262,-13300,5637,18937,682,9364,57031,46055,243.83
01204,331397,177937,10289,1917,12407,10327,4669,15080,-2673,-38,-2752,-13891,-2859,-11296,10509,21805,-22153,-4580,-18774,22632,41406,1232,35259,183488,112649,747.66
01205,81579,45186,2913,428,3385,3514,1248,4783,-1398,-601,-820,-7039,-3169,-3965,2400,6365,-13482,-6773,-7138,5338,12476,449,7790,43001,30788,81.01
01206,165667,94055,5645,860,6550,6607,2260,8969,-2419,-962,-1400,-10909,-4186,-6427,4797,11224,-19843,-9155,-10770,10703,21473,919,16774,92318,56575,1363.29
01207,165670,89041,7438,1074,8653,7106,1848,9026,-373,332,-774,-2869,82,-3082,6007,9089,-3251,250,-4140,12896,17036,878,19084,97758,48828,619.34
01208,115435,61671,3837,614,4518,4146,1530,5713,-1195,-309,-916,-5613,-1995,-3729,3632,7361,-10394,-4402,-6462,7912,14374,475,12259,64368,38808,1427.41
01209,7430,4407,223,22,246,396,184,585,-339,-173,-162,-1626,-758,-855,118,973,-3490,-1827,-1743,280,2023,49,413,3072,3896,763.07
01210,79352,41493,2431,372,2821,2776,1091,3879,-1058,-345,-719,-5457,-1939,-3500,2070,5570,-11104,-4776,-6399,4751,11150,213,7922,42684,28746,481.02
01211,34640,18226,1639,204,1962,1927,426,2361,-399,-288,-222,-2712,-1796,-1106,1115,2221,-4900,-3687,-1679,2581,4260,332,3718,19699,11223,471
01212,20257,11307,899,96,1028,1153,321,1486,-458,-254,-225,-2246,-1383,-910,610,1520,-4509,-3159,-1519,1428,2947,136,1853,10785,7619,297.84
01213,170205,89992,5779,1152,7005,5997,1970,8042,-1037,-218,-818,-3589,-474,-3089,6155,9244,-4122,-482,-4038,13561,17599,821,20738,99494,49973,561.57
01214,33032,17635,1364,188,1564,1682,446,2137,-573,-318,-258,-3152,-2045,-1167,1029,2196,-5999,-4426,-2041,2420,4461,444,3447,18627,10958,761.47
01215,20504,11269,473,66,542,707,385,1096,-554,-234,-319,-2886,-1343,-1549,405,1954,-5675,-2781,-2967,960,3927,64,1525,10234,8745,277.69
01216,12774,7255,286,40,331,478,281,761,-430,-192,-241,-2200,-988,-1215,236,1451,-4236,-2000,-2310,558,2868,17,857,5888,6012,865.04
01217,119815,58685,5373,638,6042,4486,1270,5807,235,887,-632,298,3445,-3044,3155,6199,-2342,2527,-5124,6478,11602,700,13580,69157,37078,187.38
01218,9642,5707,242,25,271,301,229,535,-264,-59,-204,-1387,-414,-970,165,1135,-2992,-1093,-1944,365,2309,70,641,4435,4566,129.88
01219,21317,11822,947,96,1050,934,342,1315,-265,13,-246,-1960,-829,-1061,608,1669,-3409,-1732,-1904,1399,3303,501,1958,11658,7701,830.67
01220,18134,9192,419,71,490,643,264,918,-428,-224,-193,-2082,-1110,-928,437,1365,-3905,-2148,-1723,999,2722,84,1632,9106,7396,1119.22
01221,27059,14397,1258,161,1432,1348,297,1650,-218,-90,-136,-1574,-921,-674,988,1662,-3495,-2521,-1173,2223,3396,70,3047,15206,8806,535.2
01222,8148,4747,320,38,364,317,194,518,-154,3,-156,-1098,-246,-843,194,1037,-2264,-490,-1775,372,2147,15,660,3671,3802,302.52
01223,24858,12469,738,120,879,1076,388,1478,-599,-338,-268,-2771,-1691,-1104,722,1826,-4672,-3169,-1837,1701,3538,337,2445,13775,8638,411.41
01223X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.84
01224,97942,50810,6163,724,6934,5600,917,6544,390,563,-193,2019,1906,84,4013,3929,4211,2411,1329,8637,7308,750,12981,62265,22696,594.5
01225,39264,21271,1651,215,1888,1903,578,2485,-597,-252,-363,-2296,-689,-1628,1216,2844,-4520,-1825,-2772,2623,5395,107,3985,21505,13774,115.9
01226,16505,8778,529,73,609,649,300,952,-343,-120,-227,-1287,-388,-913,425,1338,-2674,-1094,-1649,938,2587,37,1462,8537,6469,78.68
01227,3019,1788,54,6,60,104,67,171,-111,-50,-61,-645,-309,-339,42,381,-1461,-730,-731,95,826,10,140,1287,1582,55.95
01228,20085,10798,756,84,842,827,347,1179,-337,-71,-263,-1826,-599,-1212,461,1673,-3751,-1490,-2332,1089,3421,130,1650,10051,8384,529.42
01229,21071,10688,809,127,945,1168,279,1467,-522,-359,-152,-1904,-1181,-725,688,1413,-3209,-2121,-1211,1537,2748,257,2218,11769,7084,600.71
01230,46833,24487,1665,247,1940,2079,617,2715,-775,-414,-370,-3268,-1458,-1834,1418,3252,-5521,-2347,-3272,3042,6314,182,4784,24879,17170,212.21
01231,70097,34136,3310,423,3759,3003,670,3711,48,307,-247,1024,2167,-1128,2230,3358,854,2232,-1599,4741,6340,475,8765,41737,19595,294.65
01233,33406,17818,1067,162,1255,1222,512,1745,-490,-155,-350,-2145,-591,-1608,889,2497,-3465,-694,-2883,1980,4863,214,3392,17512,12502,444.21
01234,58130,27976,2379,260,2667,2163,615,2802,-135,216,-355,-1218,372,-1554,1429,2983,-2567,-131,-2487,3035,5522,402,6450,32636,19044,119.05
01235,58282,28174,2290,280,2589,1955,620,2595,-6,335,-340,-920,754,-1698,1493,3191,-2788,-37,-2906,3272,6178,491,6905,31703,19674,722.42
01236,45657,22327,1531,244,1818,1648,524,2192,-374,-117,-280,-1946,-659,-1343,1392,2735,-3618,-1631,-2230,3114,5344,337,5453,26524,13680,397.44
01303,15618,7683,615,49,674,695,196,896,-222,-80,-147,-1314,-612,-702,267,969,-3030,-1770,-1294,588,1882,136,1196,8833,5589,422.86
01304,2979,1383,79,13,92,80,66,146,-54,-1,-53,-308,-87,-221,82,303,-608,-228,-381,191,572,8,302,1521,1148,78.04
01331,6753,3878,192,21,216,325,131,459,-243,-133,-110,-1282,-607,-676,120,796,-2507,-1226,-1309,254,1563,45,377,2930,3401,293.25
01332,3859,2035,97,12,112,133,83,221,-109,-36,-71,-667,-296,-369,72,441,-1342,-627,-728,166,894,32,230,1703,1894,187.25
01333,4198,2077,136,15,153,180,64,245,-92,-44,-49,-485,-238,-248,87,335,-1041,-569,-474,229,703,64,344,2169,1685,196.75
01334,3956,2148,120,9,129,158,81,239,-110,-38,-72,-588,-196,-399,56,455,-1340,-579,-791,140,931,24,235,1747,1950,221.87
01337,28072,13930,1146,136,1307,974,398,1383,-76,172,-262,-508,520,-1080,806,1886,-858,1038,-1976,1664,3640,94,3238,15171,9663,216.75
01343,3811,1866,126,13,140,172,54,228,-88,-46,-41,-324,-15,-207,87,294,-804,-347,-366,210,576,125,338,1995,1478,110.63
01345,14849,7517,371,59,434,541,254,815,-381,-170,-195,-1743,-770,-940,350,1290,-3177,-1637,-1726,872,2598,326,1349,7813,5687,368.79
01346,15673,8087,710,89,816,1188,209,1436,-620,-478,-120,-1840,-988,-740,482,1222,-3387,-2068,-1293,1148,2441,255,1586,8574,5513,956.08
01347,5111,2885,232,23,261,300,96,421,-160,-68,-73,-802,-312,-358,125,483,-1303,-500,-693,284,977,178,423,2492,2196,310.76
01361,7310,4212,383,28,418,485,104,596,-178,-102,-76,-925,-507,-434,187,621,-1711,-973,-779,420,1199,18,574,3903,2815,109.48
01362,4615,2453,110,16,126,122,96,218,-92,-12,-80,-682,-289,-389,85,474,-1321,-632,-693,215,908,35,383,2212,1985,547.71
01363,3701,1876,129,16,149,172,67,240,-91,-43,-51,-474,-219,-261,84,345,-865,-455,-456,222,678,38,351,1747,1565,460.58
01364,3520,1851,79,14,93,131,67,198,-105,-52,-53,-456,-197,-264,69,333,-921,-434,-505,149,654,16,284,1608,1612,162.59
01367,2498,1516,179,10,190,224,54,278,-88,-45,-44,-363,-211,-158,68,226,-721,-424,-312,155,467,8,165,1303,1022,142.99
01370,5054,2497,144,21,169,209,84,293,-124,-65,-63,-572,-278,-303,137,440,-1102,-547,-579,303,882,3,471,2489,2091,568.25
01371,7563,4074,241,19,261,303,137,441,-180,-62,-118,-1074,-462,-611,138,749,-2253,-1039,-1249,322,1571,30,570,3439,3524,638.68
01391,1410,803,34,9,43,43,23,66,-23,-9,-14,-163,-60,-102,41,143,-475,-263,-213,75,288,1,109,697,603,437.18
01392,2887,1649,118,15,134,148,47,195,-61,-30,-32,-289,-102,-185,68,253,-518,-201,-366,169,535,53,265,1412,1157,95.25
01393,2735,1474,148,8,158,163,43,207,-49,-15,-35,-288,-96,-201,73,274,-510,-167,-361,161,522,22,304,1378,1031,345.65
01394,4605,2355,222,31,257,219,95,321,-64,3,-64,-344,-75,-262,136,398,-772,-253,-531,267,798,57,461,2354,1790,449.78
01395,4996,2564,444,43,513,679,57,920,-407,-235,-14,-60,467,-64,201,265,288,791,-107,436,543,299,667,2999,1330,197.13
01396,2010,964,98,13,111,151,29,180,-69,-53,-16,-87,-10,-72,74,146,-212,-63,-147,150,297,34,232,1028,716,114.25
01397,1911,999,175,15,194,305,18,353,-159,-130,-3,-44,232,-27,74,101,-84,215,-54,159,213,137,237,1174,500,119.84
01398,2131,1248,109,12,122,146,39,192,-70,-37,-27,-183,-18,-139,64,203,-334,-24,-284,116,400,81,176,1142,813,189.41
01399,2927,1458,142,19,162,160,54,214,-52,-18,-35,-234,-59,-180,79,259,-508,-205,-318,183,501,58,314,1577,1036,231.49
01400,15123,8144,1494,132,1664,2444,121,3433,-1769,-950,11,-937,2833,-105,628,733,-379,4209,-18,1428,1446,823,1980,9405,3738,261.34
01401,5730,2830,227,43,270,315,83,398,-128,-88,-40,-483,-315,-179,211,390,-907,-582,-348,472,820,18,640,3154,1918,304.92
01402,11983,6620,375,58,434,546,217,765,-331,-171,-159,-1445,-761,-693,338,1031,-3022,-1721,-1363,775,2138,52,1108,6375,4500,70.6
01403,1561,869,48,9,60,71,41,112,-52,-23,-32,-187,-66,-123,42,165,-374,-110,-269,84,353,4,144,773,640,82.27
01404,815,463,20,4,24,29,20,49,-25,-9,-16,-108,-30,-76,18,94,-232,-77,-152,35,187,1,67,379,368,147.79
01405,1922,1067,46,4,55,75,39,114,-59,-29,-35,-339,-172,-173,49,222,-651,-309,-350,103,453,4,143,853,922,238.13
01406,2900,1717,43,3,46,106,55,161,-115,-63,-52,-444,-189,-252,67,319,-879,-390,-496,145,641,47,207,1353,1293,188.36
01407,3216,1698,197,19,216,194,56,251,-35,3,-37,-234,12,-232,84,316,-557,-212,-477,180,657,41,339,1522,1314,167.96
01408,18253,9778,611,89,705,713,290,1016,-311,-102,-201,-1626,-554,-1035,496,1531,-3074,-1140,-2012,1024,3036,142,1711,9216,7326,140.59
01409,1176,663,123,7,133,159,16,230,-97,-36,-9,26,392,-42,40,82,-57,347,-82,73,155,107,132,679,365,280.09
01423,7447,3476,321,37,358,278,91,372,-14,43,-54,-513,-206,-303,162,465,-1348,-846,-528,373,901,56,693,4134,2564,81.36
01424,5235,2764,155,21,177,190,87,277,-100,-35,-66,-520,-119,-397,108,505,-1095,-323,-778,233,1011,29,445,2585,2176,88.19
01425,2801,1695,74,11,86,89,69,159,-73,-15,-58,-555,-233,-315,49,364,-1143,-519,-625,121,746,18,180,1186,1417,39.98
01427,4933,2369,126,16,143,188,82,271,-128,-62,-66,-598,-228,-369,96,465,-1125,-478,-659,258,917,26,413,2416,2078,133.74
01428,10515,4935,333,51,388,373,145,522,-134,-40,-94,-830,-356,-484,253,737,-1515,-620,-907,575,1482,41,1028,5488,3958,168.52
01429,11474,5799,394,62,458,433,186,621,-163,-39,-124,-1007,-328,-674,272,946,-1972,-775,-1277,636,1913,59,1088,5780,4606,203.93
01430,3080,1658,125,12,231,198,69,268,-37,-73,-57,-413,-268,-258,64,322,-759,-425,-457,152,609,3,216,1581,1280,150.4
01431,1749,833,57,7,64,70,30,100,-36,-13,-23,-288,-174,-118,38,156,-494,-270,-234,84,318,7,171,787,784,101.83
01432,6548,2986,251,27,280,167,95,264,16,84,-68,-317,22,-343,149,492,-669,-116,-574,332,906,26,731,3250,2541,495.47
01433,2827,1392,55,7,62,75,56,137,-75,-20,-49,-363,-126,-229,44,273,-757,-328,-420,110,530,45,215,1227,1340,48.64
01434,2365,1122,67,14,81,80,37,117,-36,-13,-23,-172,-44,-127,68,195,-404,-124,-280,151,431,3,229,1134,999,47.18
01436,2258,1091,54,4,58,77,45,123,-65,-23,-41,-352,-175,-169,45,214,-631,-314,-307,116,423,8,195,1107,948,191.15
01437,1756,811,41,10,51,52,41,93,-42,-11,-31,-239,-113,-126,52,178,-487,-232,-253,101,354,5,161,826,764,158.7
01438,2975,1467,116,14,130,130,41,172,-42,-14,-27,-283,-76,-211,79,290,-675,-289,-396,166,562,6,248,1436,1285,283.35
01452,6771,3097,209,30,243,215,78,293,-50,-6,-48,-428,-169,-268,156,424,-746,-259,-501,348,849,3,798,3627,2343,139.42
01453,10154,4366,351,47,400,366,119,485,-85,-15,-72,-231,-58,-184,341,525,617,873,-296,683,979,35,1513,5830,2776,68.5
01454,6372,3056,233,30,264,195,96,292,-28,38,-66,-393,5,-400,130,530,-871,-144,-742,296,1038,9,650,3088,2625,204.9
01455,3616,1802,83,14,98,111,47,158,-60,-28,-33,-258,-5,-257,84,341,-560,-92,-479,166,645,3,352,1745,1516,86.9
01456,2681,1350,140,7,148,142,48,190,-42,-2,-41,-357,-154,-203,48,251,-679,-378,-374,134,508,43,219,1188,1231,250.13
01457,3398,1957,162,17,189,249,43,301,-112,-87,-26,-487,-255,-220,88,308,-872,-457,-428,186,614,39,252,1551,1556,1049.47
01458,8437,4036,585,42,650,464,104,593,57,121,-62,332,649,-277,254,531,603,1154,-546,493,1039,383,1080,4639,2718,247.3
01459,9775,4783,306,42,352,342,141,489,-137,-36,-99,-663,-114,-541,230,771,-1225,-281,-967,546,1513,89,911,5107,3757,676.78
01460,10501,5363,522,65,600,637,111,760,-160,-115,-46,-639,-386,-262,343,605,-1384,-1023,-395,802,1197,63,1208,5892,3401,237.1
01461,4849,2172,173,24,198,203,80,287,-89,-30,-56,-282,-88,-181,152,333,-746,-392,-352,339,691,34,592,2481,1742,108.65
01462,2385,1328,100,10,112,113,47,161,-49,-13,-37,-258,-102,-154,84,238,-480,-192,-287,180,467,17,250,1351,767,665.54
01463,1315,845,264,9,296,509,10,594,-298,-245,-1,73,311,-19,40,59,131,367,-19,85,104,223,101,894,320,571.41
01464,3222,1620,68,13,81,86,51,137,-56,-18,-38,-383,-155,-224,69,293,-675,-279,-395,170,565,17,304,1463,1438,225.11
01465,3012,1464,76,17,93,105,39,144,-51,-29,-22,-305,-174,-134,89,223,-654,-316,-346,155,501,1,269,1512,1230,130.99
01468,3186,1698,115,16,131,138,61,199,-68,-23,-45,-237,-25,-218,88,306,-513,-101,-446,174,620,25,317,1577,1267,644.2
01469,4112,2152,188,14,202,272,62,334,-132,-84,-48,-539,-305,-240,100,340,-994,-556,-461,217,678,16,363,2016,1717,672.09
01470,699,459,85,7,93,114,8,123,-30,-29,-1,-85,-79,-6,25,31,-172,-151,-29,45,74,1,45,435,218,275.63
01471,1440,776,51,6,57,84,25,109,-52,-33,-19,-243,-181,-64,46,110,-427,-319,-126,119,245,8,139,722,571,594.74
01472,1386,746,46,4,50,83,27,111,-61,-37,-23,-178,-85,-90,27,117,-350,-177,-175,60,235,2,118,701,565,767.04
01481,4116,2225,92,21,115,124,89,221,-106,-32,-68,-616,-229,-380,81,461,-1144,-489,-709,196,905,87,332,1962,1822,369.71
01482,2996,1594,59,14,74,107,54,165,-91,-48,-40,-328,-133,-186,80,266,-704,-327,-365,176,541,61,267,1515,1214,627.22
01483,2986,1505,90,9,99,95,52,147,-48,-5,-43,-335,-138,-194,88,282,-640,-252,-387,172,559,27,285,1448,1226,454.6
01484,6661,3520,198,26,224,267,92,359,-135,-69,-66,-793,-416,-376,174,550,-1580,-849,-731,413,1144,34,622,3125,2880,472.65
01485,1125,536,46,7,53,63,17,80,-27,-17,-10,-129,-90,-39,30,69,-282,-171,-111,65,176,9,93,588,435,279.52
01486,2543,1317,88,10,98,122,59,181,-83,-34,-49,-293,-125,-169,62,231,-531,-269,-286,149,435,62,250,1249,1044,590.8
01487,2973,1511,162,11,174,175,31,207,-33,-13,-20,-299,-167,-134,86,220,-691,-428,-277,203,480,42,303,1525,1103,353.56
01511,2722,1287,133,20,157,168,33,201,-44,-35,-13,-27,25,-30,120,150,-116,-164,-32,266,298,162,374,1705,643,589.99
01512,3488,1893,184,15,201,190,48,248,-47,-6,-33,-387,-90,-165,94,259,-641,-286,-293,209,502,83,310,1836,1259,401.64
01513,1657,872,69,12,82,72,32,104,-22,-3,-20,-145,-42,-104,49,153,-348,-134,-219,93,312,5,162,838,652,398.51
01514,7856,3924,249,44,296,318,129,467,-171,-69,-85,-731,-121,-369,243,612,-1333,-393,-681,505,1186,147,801,4293,2762,1115.93
01516,3823,1933,177,25,202,216,52,270,-68,-39,-27,-281,-84,-183,111,294,-595,-239,-352,258,610,41,391,2047,1344,520.69
01517,2416,1258,141,12,160,176,42,221,-61,-35,-30,-269,-126,-127,78,205,-618,-362,-272,158,430,21,258,1239,898,81.64
01518,1964,1049,108,10,118,118,37,155,-37,-10,-27,-243,-135,-120,59,179,-502,-284,-240,125,365,1,182,978,803,76.5
01519,2388,1255,104,14,118,109,53,162,-44,-5,-39,-298,-126,-171,59,230,-569,-275,-311,148,459,12,246,1214,916,105.62
01520,2269,1245,137,20,161,145,35,186,-25,-8,-15,-179,-65,-100,80,180,-399,-304,-105,216,321,26,278,1292,673,574.1
01543,18941,9484,661,88,754,778,266,1046,-292,-117,-178,-1586,-888,-711,516,1227,-2909,-1729,-1241,1251,2492,92,1898,10243,6800,438.41
01544,4484,2281,148,17,165,198,79,278,-113,-50,-62,-627,-302,-320,116,436,-1293,-649,-655,245,900,12,383,2071,2018,716.8
01545,11300,5519,375,66,441,526,139,671,-230,-151,-73,-719,-389,-324,380,704,-1426,-915,-551,865,1416,190,1316,6150,3834,737.13
01546,3951,1759,123,25,149,137,66,203,-54,-14,-41,-357,-164,-199,130,329,-615,-289,-343,304,647,7,464,1996,1484,402.76
01547,4676,2062,129,25,155,186,91,279,-124,-57,-66,-466,-216,-241,160,401,-755,-369,-388,360,748,25,534,2367,1750,286.89
01549,4810,2094,128,26,154,155,77,233,-79,-27,-51,-455,-245,-210,139,349,-786,-409,-384,322,706,36,538,2371,1865,190.95
01550,2765,1404,90,16,106,119,59,178,-72,-29,-43,-317,-105,-209,84,293,-638,-248,-392,165,557,7,272,1263,1223,527.27
01552,4955,2426,131,24,157,228,82,313,-156,-97,-58,-542,-273,-275,131,406,-967,-620,-495,307,802,185,484,2528,1943,404.94
01555,19358,10143,769,90,861,881,286,1180,-319,-112,-196,-1754,-903,-857,602,1459,-3120,-1664,-1531,1369,2900,98,2004,10110,7244,1332.45
01559,8469,4081,282,43,341,361,158,536,-195,-79,-115,-935,-415,-520,229,749,-1713,-924,-931,502,1433,151,780,4396,3293,505.79
01560,2479,1381,86,14,100,128,34,165,-65,-42,-20,-305,-138,-167,62,229,-597,-284,-333,147,480,28,201,1152,1098,766.89
01561,3755,1819,174,28,209,192,38,232,-23,-18,-10,-251,-158,-85,140,225,-554,-459,-172,286,458,95,452,2073,1230,362.54
01562,1058,664,89,10,100,83,25,109,-9,6,-15,-96,-13,-87,33,120,-109,66,-185,68,253,27,97,561,373,308.08
01563,4339,2256,221,24,259,225,67,309,-50,-4,-43,-277,-61,-190,125,315,-500,-322,-355,290,645,216,436,2440,1463,636.89
01564,6963,3027,203,26,232,278,120,399,-167,-75,-94,-592,-253,-348,205,553,-1210,-637,-592,469,1061,18,798,3614,2533,343.66
01571,3759,2099,140,13,155,234,72,319,-164,-94,-59,-503,-166,-277,89,366,-680,-109,-522,238,760,63,380,1959,1420,233.57
01575,2429,1298,131,8,142,185,40,230,-88,-54,-32,-242,-60,-145,65,210,-474,-101,-330,139,469,27,237,1185,980,205.01
01578,16356,9385,555,44,608,614,272,890,-282,-59,-228,-1617,-472,-1144,271,1415,-3292,-1101,-2246,659,2905,224,1114,7774,7468,425.64
01581,4420,2090,145,29,175,193,61,255,-80,-48,-32,-279,-46,-235,142,377,-509,-90,-433,281,714,44,563,2158,1655,404.61
01584,8494,4825,355,34,390,399,169,585,-195,-44,-135,-851,-142,-613,205,818,-1677,-431,-1145,412,1557,103,713,4216,3565,180.87
01585,7566,4028,328,30,361,418,126,556,-195,-90,-96,-899,-514,-378,213,591,-1472,-801,-698,462,1160,81,755,4011,2800,237.16
01586,7734,4063,328,35,369,374,109,505,-136,-46,-74,-993,-311,-456,216,672,-1931,-869,-944,467,1411,121,712,3860,3162,711.36
01601,11647,6286,575,67,650,724,176,922,-272,-149,-109,-1008,-347,-503,351,854,-2182,-1026,-965,824,1789,307,1223,6307,4117,992.14
01602,4785,2460,190,19,209,267,79,347,-138,-77,-60,-524,-272,-253,125,378,-767,-442,-455,304,759,91,534,2548,1703,743.09
01604,5392,2749,270,23,296,298,86,387,-91,-28,-63,-341,-133,-213,178,391,-430,-89,-404,386,790,166,635,2992,1765,585.81
01607,11998,6648,648,74,741,767,132,909,-168,-119,-58,-1037,-625,-424,386,810,-2198,-1474,-849,825,1674,299,1241,6763,3994,694.26
01608,4125,2138,102,18,121,152,73,226,-105,-50,-55,-519,-260,-262,100,362,-1109,-644,-484,229,713,28,356,1994,1747,364.3
01609,4516,2109,158,18,176,199,79,283,-107,-41,-61,-563,-350,-192,141,333,-978,-690,-291,369,660,32,539,2444,1501,284
01610,21872,11567,872,125,1008,1086,284,1378,-370,-214,-159,-1900,-1063,-846,705,1551,-3779,-2457,-1400,1699,3099,153,2446,11858,7568,1147.55
01631,44045,20522,1580,245,1841,1644,489,2138,-297,-64,-244,-1357,-462,-897,1453,2350,-1715,-643,-1176,3251,4427,143,5661,25663,12721,466.02
01632,6027,2757,283,33,318,243,91,335,-17,40,-58,-299,-20,-251,189,440,-580,-140,-423,442,865,97,722,3303,2002,259.19
01633,4964,2597,312,33,345,262,69,338,7,50,-36,78,306,-195,164,359,-244,137,-375,337,712,144,564,2696,1704,694.23
01634,5247,2467,272,25,297,326,54,381,-84,-54,-29,-335,-200,-132,203,335,-450,-243,-232,438,670,78,704,2943,1600,402.88
01635,5835,3228,288,28,328,491,90,592,-264,-203,-62,-503,-155,-330,173,503,-828,-415,-575,399,974,34,583,3009,2209,1063.83
01636,9305,4731,388,40,431,362,126,496,-65,26,-86,-537,-110,-399,239,638,-984,-245,-731,568,1299,163,950,4906,3449,402.25
01637,18326,7980,557,93,664,609,193,806,-142,-52,-100,-693,-372,-381,547,928,-1106,-679,-509,1314,1823,61,2452,10370,5504,513.76
01638,3922,1905,178,25,206,153,43,201,5,25,-18,-61,41,-101,120,221,-180,-21,-181,285,466,76,485,2298,1139,292.58
01639,3151,1332,127,21,148,114,40,154,-6,13,-19,-127,-57,-70,122,192,-245,-140,-115,251,366,8,407,1761,975,176.9
01641,5451,2724,279,36,317,302,86,392,-75,-23,-50,-313,-127,-168,200,368,-610,-338,-268,437,705,114,622,2886,1943,815.68
01642,6547,3290,211,37,249,264,105,371,-122,-53,-68,-761,-454,-308,204,512,-1561,-1009,-594,416,1010,60,608,3374,2565,596.54
01643,26443,12545,880,153,1039,902,324,1232,-193,-22,-171,-980,-274,-721,790,1511,-1037,118,-1235,1705,2940,133,3192,14565,8686,477.64
01644,6440,3313,198,25,223,274,125,402,-179,-76,-100,-695,-260,-419,144,563,-1322,-535,-774,314,1088,19,504,3134,2783,371.79
01645,3088,1466,127,17,144,157,43,201,-57,-30,-26,-221,-75,-146,93,239,-498,-194,-316,164,480,44,285,1541,1218,536.71
01646,6733,3588,272,32,305,339,127,471,-166,-67,-95,-820,-367,-432,178,610,-1644,-887,-769,400,1169,60,579,3359,2795,391.91
01647,6684,3460,253,27,281,279,101,384,-103,-26,-74,-528,-216,-315,198,513,-1134,-587,-579,442,1021,35,722,3264,2663,1408.04
01648,2314,1301,88,10,98,105,41,146,-48,-17,-31,-227,-91,-139,61,200,-431,-164,-290,127,417,41,221,1147,905,608.9
01649,4544,2242,152,26,180,186,64,251,-71,-34,-38,-582,-303,-279,116,395,-1179,-676,-515,301,816,38,430,2165,1911,729.85
01661,19392,9634,914,138,1063,1045,187,1244,-181,-131,-49,-758,-451,-311,713,1024,-1610,-1183,-461,1478,1939,70,2195,11514,5683,252.66
01662,9064,4344,305,36,347,327,128,466,-119,-22,-92,-914,-475,-422,226,648,-1736,-1050,-753,566,1319,160,894,4914,3256,739.27
01663,5664,2490,239,43,289,286,84,373,-84,-47,-41,-530,-341,-177,222,399,-984,-648,-348,462,810,103,635,3246,1783,423.63
01664,7425,3664,297,44,348,336,91,432,-84,-39,-47,-505,-234,-277,242,519,-1030,-567,-500,537,1037,108,860,4014,2551,1099.37
01665,6937,3801,275,31,308,339,134,473,-165,-64,-103,-829,-400,-434,162,596,-1375,-618,-787,384,1171,62,622,3510,2805,774.33
01667,2520,1198,122,15,137,95,30,126,11,27,-15,8,70,-57,79,136,-22,113,-136,145,281,32,299,1360,829,571.8
01668,7539,4074,184,22,212,271,108,383,-171,-87,-86,-832,-358,-473,140,613,-2134,-1197,-984,333,1317,110,562,3715,3152,773.13
01691,14827,6782,604,108,725,735,156,904,-179,-131,-48,-868,-572,-277,546,823,-1331,-1119,-319,1254,1573,410,1949,8713,4165,1319.63
01692,23203,11345,918,163,1101,1078,209,1290,-189,-160,-46,-859,-661,-237,914,1151,-1022,-1004,-129,2035,2164,114,3010,14058,6135,684.87
