CODE,POPULATION,HOUSE,MOVEIN1,BIRTH1,ADD1,MOVEOUT1,DEATH1,DELETE1,INCR1,SOC_INCR1,NAT_INCR1,INCR5,SOC_INCR5,NAT_INCR5,BIRTH5,DEATH5,INCR10,SOC_INCR10,NAT_INCR10,BIRTH10,DEATH10,FOREIGNER,POP_U15,POP_O15,POP_O65,AREA
dummy,,,,,,,,,,,,,,,,,,,,,,,,,,
07561,7861,2913,189,48,243,239,119,362,-119,-50,-71,-177,170,-349,277,626,-450,176,-664,524,1188,49,967,4256,2589,46.7
07564,5246,1835,69,16,100,244,76,321,-221,-175,-60,-1004,-758,-270,187,457,-1243,-866,-440,440,880,48,454,2705,2039,230.13
08201,271380,127819,11060,2013,13090,10449,2974,13622,-532,611,-961,-1667,1834,-2730,11233,13963,3480,5392,-3334,23332,26666,3535,34650,164644,72086,217.32
08202,175366,82699,4252,921,5240,5309,2171,7643,-2403,-1057,-1250,-11309,-5006,-5599,4957,10556,-20157,-11174,-9314,11358,20672,1723,17818,100511,57037,225.86
08203,141371,67679,6770,832,7713,6438,1664,8372,-659,332,-832,-2717,1156,-3113,4803,7916,-2233,470,-4531,10609,15140,4363,15829,84520,41022,122.89
08204,142260,62536,5329,886,6304,5284,1538,7036,-732,45,-652,-2455,789,-2810,4873,7683,-2638,356,-4510,10294,14804,3870,16607,85313,40337,123.58
08205,73649,31348,2045,408,2502,2326,983,3393,-891,-281,-575,-3830,-980,-2691,2256,4947,-6734,-2515,-4711,4872,9583,1108,7729,41843,24077,215.53
08207,51266,20824,1881,291,2175,2088,605,2704,-529,-207,-314,-1332,140,-1360,1710,3070,-902,-106,-2105,3725,5830,2455,6090,29879,15297,65.76
08208,76590,34353,2973,373,3421,3007,765,4053,-632,-34,-392,-2214,75,-1555,2234,3789,-2841,-768,-2224,5023,7247,2124,8354,45874,22362,78.59
08210,43095,17301,1717,259,2033,1657,491,2333,-300,60,-232,-1634,149,-1024,1443,2467,-1766,-207,-1804,3185,4989,2167,5073,25798,12224,80.88
08211,62570,24902,2699,339,3086,2646,691,3562,-476,53,-352,-1892,582,-1779,1892,3671,-1122,-416,-3117,4193,7310,5530,7158,36951,18461,123.64
08212,50278,21407,928,215,1161,1210,774,1995,-834,-282,-559,-4382,-1482,-2898,1136,4034,-8494,-2953,-5682,2358,8040,203,4376,26850,19052,371.99
08214,27866,12764,709,150,876,901,412,1322,-446,-192,-262,-2134,-1032,-1107,793,1900,-3990,-2060,-2054,1750,3804,229,2758,15165,9943,193.58
08215,42651,19154,965,203,1180,1080,637,1726,-546,-115,-434,-2842,-937,-1870,1187,3057,-5896,-2583,-3521,2550,6071,416,4392,23759,14500,186.79
08216,74984,31834,2114,406,2547,2135,1030,3207,-660,-21,-624,-2973,-385,-2481,2342,4823,-5184,-1230,-4191,5018,9209,819,8422,42753,23809,240.4
08217,107236,49870,6357,562,6988,5605,1227,6849,139,752,-665,-1721,1164,-2863,3035,5898,-3381,381,-4766,6356,11122,2297,10889,59674,36673,69.94
08219,84868,37088,3501,528,4064,3290,731,4048,16,211,-203,165,746,-588,2981,3569,3694,2734,-103,6675,6778,1406,10907,49294,24667,58.92
08220,241809,107280,16200,2208,18689,12082,1754,14533,4156,4118,454,18054,17567,2692,11405,8713,35047,26176,6114,22589,16475,9650,37945,157020,46844,283.72
08221,158015,69845,5315,1073,6428,5518,1438,7073,-645,-203,-365,-1357,388,-1311,5925,7236,-769,-54,-1185,12625,13810,1798,20046,96990,40979,99.97
08222,67416,30664,2450,453,2933,2345,789,3204,-271,105,-336,-766,503,-1144,2464,3608,463,1501,-1531,5414,6945,1002,8209,38189,21018,106.02
08223,27613,11464,685,148,843,823,335,1180,-337,-138,-187,-1619,-574,-967,819,1786,-2750,-1253,-1613,1805,3418,377,2951,15547,9115,71.4
08224,69392,28641,3512,575,4149,2734,455,3255,894,778,120,3979,3299,736,2891,2155,6691,4106,2131,6163,4032,1131,10539,42898,15955,35.71
08225,40590,17576,882,162,1052,1169,652,1847,-795,-287,-490,-3527,-1154,-2331,978,3309,-5992,-1927,-4215,2285,6500,315,3828,21836,14926,348.45
08226,54440,23012,1593,301,1921,1476,609,2130,-209,117,-308,-1211,289,-1495,1738,3233,-1559,642,-2420,3669,6089,295,6385,30863,17192,97.82
08227,103243,42053,2800,570,3419,2825,1242,4235,-816,-25,-672,-4564,-713,-3273,3110,6383,-7200,-2360,-5656,6928,12584,2855,11369,59600,32274,205.3
08228,53550,20746,1743,270,2065,1572,641,2396,-331,171,-371,-2460,-36,-1820,1583,3403,-2907,-425,-2851,3631,6482,2910,6029,31632,15889,123.03
08229,39806,16257,1099,141,1269,1273,633,2001,-732,-174,-492,-3787,-1151,-2342,865,3207,-6720,-2808,-4229,2030,6259,1246,3483,22054,14269,205.81
08230,41200,17604,1477,216,1707,1582,539,2224,-517,-105,-323,-1911,-63,-1485,1202,2687,-2930,-991,-2323,2790,5113,1273,4471,23845,12884,156.6
08231,40606,15431,795,165,968,1220,558,1802,-834,-425,-393,-3706,-1478,-2124,967,3091,-6739,-2949,-3872,2251,6123,441,4085,22928,13593,180.06
08232,95537,42584,3658,779,4490,3415,901,4497,-7,243,-122,746,2046,-467,3963,4430,2773,2107,-68,8377,8445,2603,12619,60703,22215,146.97
08233,33775,13031,836,158,1014,990,578,1686,-672,-154,-420,-2926,-279,-1889,845,2734,-4739,-692,-3512,1860,5372,1082,3309,18531,11935,222.48
08234,48160,20645,1695,233,1965,1632,629,2522,-557,63,-396,-2312,1609,-2199,1235,3434,-3110,2279,-3916,2764,6680,2799,4712,27202,16246,207.6
08235,52110,21222,2450,435,2931,2158,457,2656,275,292,-22,1787,1720,64,2422,2358,6614,5832,446,4899,4453,666,8029,30282,13799,79.16
08236,50250,21337,1953,289,2261,2063,627,2818,-557,-110,-338,-2239,-28,-1440,1656,3096,-2772,-126,-2392,3631,6023,1675,5798,29707,14745,144.74
08302,32022,13317,1129,156,1293,1195,422,1709,-416,-66,-266,-1551,218,-1325,888,2213,-2818,-39,-2405,1873,4278,675,3343,17891,10788,121.58
08309,16464,7671,592,86,689,607,267,937,-248,-15,-181,-1088,108,-841,403,1244,-1755,-228,-1569,908,2477,810,1586,9415,5463,23.89
08310,18946,7893,358,72,436,509,310,822,-386,-151,-238,-1776,-632,-1156,362,1518,-3292,-1326,-2082,839,2921,103,1610,10323,7013,161.8
08341,38376,16344,1369,261,1640,1273,355,1643,-3,96,-94,-33,198,-203,1499,1702,534,263,112,3371,3259,319,5438,23313,9625,38
08364,16251,7267,264,47,321,390,354,749,-428,-126,-307,-2358,-756,-1603,295,1898,-4441,-1543,-2990,694,3684,89,1181,7691,7379,325.76
08442,14972,6713,607,79,696,663,190,896,-200,-56,-111,-1389,-812,-515,447,962,-2527,-1807,-862,1070,1932,386,1499,8876,4597,66.61
08443,48070,21104,2197,297,2502,1675,538,2246,256,522,-241,555,1577,-867,1631,2498,1251,2215,-1296,3427,4723,979,6108,28490,13472,71.4
08447,8578,3406,189,40,231,251,140,407,-176,-62,-100,-899,-309,-528,173,701,-1909,-788,-1093,356,1449,160,613,4641,3324,44.3
08521,21736,7760,675,121,809,712,264,1154,-345,-37,-143,-1165,702,-696,664,1360,-1497,895,-1250,1458,2708,1288,2370,12839,6527,58.99
08542,8385,3324,259,26,287,271,129,414,-127,-12,-103,-575,-126,-409,172,581,-1108,-350,-759,398,1157,243,747,4766,2872,23.11
08546,25074,9889,1099,150,1255,882,331,1299,-44,217,-181,-403,623,-738,841,1579,-886,71,-1172,1843,3015,1264,3004,14937,7133,46.59
08564,15862,7107,635,35,677,610,211,878,-201,25,-176,-1115,-93,-877,200,1077,-2006,-496,-1486,558,2044,378,1191,7652,7019,24.86
09201,521104,238424,18807,3802,23061,18041,4848,23711,-650,766,-1046,-716,3678,-2509,21402,23911,13115,9229,-246,45666,45912,9337,68291,320390,132423,416.85
09202,146016,67417,4192,705,4989,4068,1931,6415,-1426,124,-1226,-6181,873,-5623,4253,9876,-8381,847,-9925,9261,19186,4942,15341,83250,47425,177.76
09203,158397,65995,4735,876,5671,4666,1988,7225,-1554,69,-1112,-5139,2252,-5434,4787,10221,-7021,3327,-9968,10104,20072,4350,17560,91021,49816,331.5
09204,117358,52158,3373,673,4091,2975,1504,4701,-610,398,-831,-3825,795,-3766,3848,7614,-5171,1191,-6799,8318,15117,2903,13149,68177,36032,356.04
09205,96340,40035,2113,560,2712,2423,1162,3660,-948,-310,-602,-3609,-450,-2905,3089,5994,-6498,-1812,-5098,6722,11820,1473,11174,56177,28989,490.64
09206,80168,36520,2029,370,2422,2383,1195,3668,-1246,-354,-825,-5959,-1657,-3843,2104,5947,-11407,-4164,-7048,4678,11726,1054,7645,44055,28468,1449.83
09208,167888,74201,9203,1253,10549,7942,1588,10166,383,1261,-335,1295,4689,-1434,6527,7961,8197,8317,-1532,13672,15204,7134,21415,104333,42139,171.75
09209,79871,31703,2249,514,2778,2348,819,3302,-524,-99,-305,-1036,921,-1167,3023,4190,283,519,-1760,6552,8312,3423,10369,47853,21649,167.34
09210,70482,29114,2145,420,2596,2094,863,3010,-414,51,-443,-2410,-373,-1858,2384,4242,-3569,-1323,-2976,5178,8154,1127,8313,41115,21054,354.36
09211,31719,13187,914,155,1090,985,413,1422,-332,-71,-258,-2174,-1015,-1114,873,1987,-3611,-2091,-1745,2054,3799,319,3306,18045,10368,170.46
09213,117143,50507,3868,751,4659,3669,1194,4974,-315,199,-443,-1165,878,-1511,4311,5822,-486,478,-1660,9429,11089,2268,14630,70147,32366,592.74
09214,44329,17863,1807,326,2163,1502,459,2001,162,305,-133,-101,485,-517,1712,2229,340,786,-596,3729,4325,462,6142,26453,11734,125.63
09215,25567,10439,541,78,631,670,463,1168,-537,-129,-385,-2438,-733,-1545,610,2155,-4550,-1523,-2874,1363,4237,261,2402,13768,9397,174.35
09216,60163,24669,2499,392,2900,2380,553,2991,-91,119,-161,28,799,-537,2185,2722,466,1175,-701,4646,5347,785,7486,37400,15277,74.59
09301,31285,12126,1205,234,1456,1125,255,1416,40,80,-21,-169,309,-200,1189,1389,-460,-124,-183,2513,2696,414,4102,19770,7413,54.39
09342,22530,8771,506,80,597,652,281,946,-349,-146,-201,-1504,-627,-873,578,1451,-2359,-1126,-1450,1446,2896,212,2514,12900,7116,89.4
09343,12472,4951,245,28,275,328,216,548,-273,-83,-188,-1436,-500,-936,216,1152,-2995,-1168,-1877,507,2384,99,993,6265,5214,172.69
09344,11683,4536,399,55,464,357,139,515,-51,42,-84,-462,31,-420,315,735,-855,-229,-655,726,1381,175,1282,6945,3456,64.25
09345,15612,5680,502,78,590,444,208,667,-77,58,-130,-343,244,-557,482,1039,-1045,-53,-1061,1019,2080,177,1960,8664,4988,70.16
09361,39096,16159,1198,215,1433,1213,412,1650,-217,-15,-197,-762,171,-795,1268,2063,-267,856,-1224,2793,4017,564,4765,22702,11629,61.06
09364,25497,10786,1099,158,1274,1106,251,1375,-101,-7,-93,-349,162,-469,817,1286,-559,-23,-759,1746,2505,374,2920,14353,8224,30.27
09384,10804,4034,195,37,244,325,179,511,-267,-130,-142,-1247,-590,-665,209,874,-2286,-1053,-1277,498,1775,59,918,5620,4266,176.06
09386,29424,12579,1281,226,1518,1317,283,1616,-98,-36,-57,-454,-114,-323,1160,1483,-1006,-888,-325,2522,2847,414,3496,18466,7462,70.87
09407,24756,10423,866,79,972,871,366,1269,-297,-5,-287,-1399,-39,-1313,532,1845,-2766,-467,-2407,1229,3636,343,2108,12695,9953,372.34
09411,15698,6038,341,60,404,483,237,726,-322,-142,-177,-1907,-917,-982,313,1295,-3503,-1716,-1869,768,2637,159,1278,8247,6173,192.78
10201,335055,151431,11624,2246,14099,10686,3873,15159,-1060,938,-1627,-4311,4841,-6920,11830,18750,-5503,5095,-11230,25064,36294,7387,39971,196459,98625,311.59
10202,372189,167597,12872,2569,15653,12141,4109,16578,-925,731,-1540,-3302,3656,-6070,14045,20115,760,7130,-9089,29667,38756,5924,46459,220872,104858,459.16
10203,108330,49728,2526,449,3007,2998,1691,4799,-1792,-472,-1242,-8604,-2206,-5860,2563,8423,-14879,-4923,-10685,5859,16544,1926,10099,59234,38997,274.45
10204,213274,91984,8160,1636,9998,7349,2181,10090,-92,811,-545,1471,5852,-1902,8575,10477,12841,9920,-2078,17916,19994,13390,27826,131830,53618,139.44
10205,224217,98491,8957,1644,10802,7982,2263,11000,-198,975,-619,1320,6904,-2334,8752,11086,11579,12724,-2746,18392,21138,12007,29935,136090,58192,175.54
10206,46673,20602,1182,215,1434,1417,662,2142,-708,-235,-447,-3662,-1238,-2017,1309,3326,-5891,-2134,-3545,3035,6580,659,4799,25955,15919,443.46
10207,75373,33695,2548,412,3025,2384,909,3464,-439,164,-497,-2447,59,-2069,2275,4344,-2862,-839,-3278,5161,8439,2659,8472,44760,22141,60.97
10208,75847,32459,1918,353,2322,2185,1092,3328,-1006,-267,-739,-5014,-1547,-3293,2064,5357,-8957,-3276,-5805,4587,10392,850,7663,41642,26542,240.27
10209,64355,27649,1769,342,2135,2023,786,2897,-762,-254,-444,-2894,-374,-2183,1754,3937,-4888,-1206,-3698,3921,7619,830,6923,36864,20568,180.29
10210,47756,20370,1358,212,1580,1305,758,2100,-520,53,-546,-2669,-280,-2165,1270,3435,-4570,-650,-3800,2889,6689,893,5112,26678,15966,122.85
10211,56706,24721,1244,257,1517,1324,839,2193,-676,-80,-582,-3611,-645,-2798,1366,4164,-6223,-1267,-5115,3055,8170,635,5604,31007,20095,276.31
10212,50186,21033,1602,308,1926,1456,600,2093,-167,146,-292,-1620,-155,-1269,1694,2963,-2151,-554,-1798,3743,5541,795,6059,29256,14871,208.42
10344,14588,5947,813,109,945,877,145,1033,-88,-64,-36,-110,84,-186,555,741,-79,156,-322,1067,1389,183,1914,8855,3819,27.92
10345,21808,8343,861,205,1068,741,185,931,137,120,20,1055,961,120,1038,918,2322,1886,372,2138,1766,193,3458,13440,4910,20.46
10366,1136,567,41,4,45,44,23,67,-22,-3,-19,-166,-73,-92,35,127,-253,-112,-151,83,234,16,106,490,524,181.85
10367,1735,939,33,3,38,53,49,102,-64,-20,-46,-363,-93,-272,11,283,-756,-198,-563,34,597,9,59,605,1062,114.6
10382,7007,3276,135,15,153,187,181,371,-218,-52,-166,-1135,-383,-749,88,837,-2365,-843,-1549,213,1762,38,355,3123,3491,188.38
10383,1717,962,35,5,40,50,59,109,-69,-15,-54,-389,-110,-280,16,296,-875,-308,-574,34,608,7,44,556,1110,118.83
10384,12943,5069,302,65,376,375,197,575,-199,-73,-132,-595,25,-624,303,927,-1161,-102,-1133,677,1810,177,1323,7179,4441,58.61
10421,15553,6782,564,72,639,578,277,868,-229,-14,-205,-1515,-445,-981,368,1349,-2764,-946,-1895,806,2701,264,1375,8059,6119,439.28
10424,5425,2491,259,24,296,281,85,381,-85,-22,-61,-427,-116,-285,126,411,-906,-412,-497,289,786,97,451,2908,2066,133.85
10425,9418,3909,490,34,539,417,141,635,-96,73,-107,-488,135,-394,251,645,-1032,-238,-719,561,1280,193,923,4996,3499,337.58
10426,6232,3389,433,26,468,489,93,606,-138,-56,-67,-408,29,-341,146,487,-849,-228,-638,334,972,305,471,3298,2463,49.75
10428,3619,1508,224,19,243,137,71,220,23,87,-52,-177,56,-206,94,300,-398,-32,-359,213,572,187,352,1971,1296,64.18
10429,13262,5584,306,52,380,432,218,674,-294,-126,-166,-1618,-683,-917,263,1180,-2968,-1330,-1753,608,2361,262,1078,6695,5489,253.91
10443,4277,1696,130,20,156,165,74,250,-94,-35,-54,-455,-186,-255,95,350,-968,-467,-493,196,689,58,337,2239,1701,391.76
10444,3219,1128,83,12,96,98,42,141,-45,-15,-30,-165,0,-168,72,240,-407,-54,-364,191,555,14,364,1678,1163,85.25
10448,7186,2739,249,40,294,242,104,407,-113,7,-64,-374,474,-281,236,517,-546,760,-543,497,1040,418,811,4060,2315,64.14
10449,18282,7920,519,68,587,627,314,997,-410,-108,-246,-1953,-408,-1232,407,1639,-3944,-1294,-2373,875,3248,270,1511,9407,7364,781.08
10464,36298,15712,1520,243,1788,1449,312,1824,-36,71,-69,-574,292,-354,1215,1569,-710,-195,-406,2550,2956,1047,4115,22863,9320,25.78
10521,14322,5778,434,46,489,457,192,665,-176,-23,-146,-889,-63,-772,251,1023,-1602,-268,-1388,642,2030,412,1378,8066,4878,41.86
10522,11088,4283,330,51,385,412,131,566,-181,-82,-80,-347,56,-279,364,643,-355,192,-485,757,1242,286,1286,6372,3430,19.64
10523,11205,4505,401,61,471,362,134,532,-61,39,-73,-422,-38,-302,356,658,-370,-13,-523,796,1319,415,1277,6500,3428,21.73
10524,41718,19632,3155,300,3523,2718,329,3792,-269,437,-29,492,2721,33,1740,1707,6866,4484,160,3470,3310,7860,5233,26921,9564,18.03
10525,26186,10401,890,139,1046,845,303,1228,-182,45,-164,-769,255,-708,700,1408,-1218,18,-1164,1511,2675,795,2839,14999,8348,31.11
11101,93412,41722,5437,833,6316,3879,954,4872,1444,1558,-121,6282,6839,-544,3819,4363,9369,9685,-826,7302,8128,1112,12397,56299,24716,29.12
11102,149045,69689,9784,1060,10925,8635,1220,9998,927,1149,-160,3615,3885,-96,5781,5877,8716,5720,1714,12568,10854,2534,19256,97793,31996,16.86
11103,119322,58499,9168,870,10143,7740,1005,8939,1204,1428,-135,4336,4976,-285,4886,5171,11692,10062,140,10058,9918,2992,14640,77741,26941,12.8
11104,163885,74901,8317,1082,9502,7126,1583,8906,596,1191,-501,2754,5186,-2029,5473,7502,8104,8731,-2431,11416,13847,3078,20236,100245,43404,30.69
11105,102384,48820,7234,794,8088,6770,775,7661,427,464,19,3390,3242,381,4271,3890,8114,5981,1256,8803,7547,1884,12857,67885,21642,8.39
11106,95859,46401,6079,617,6755,5779,857,6825,-70,300,-240,209,1358,-529,3339,3868,1855,839,181,7273,7092,2772,11146,61719,22994,18.64
11107,166257,76243,11214,1409,12702,9460,1256,10894,1808,1754,153,10114,9297,1087,7083,5996,22036,18842,2041,13520,11479,3385,23269,108837,34151,11.51
11108,192083,89399,11986,1816,13904,11190,1364,12948,956,796,452,11588,10106,2553,8996,6443,19653,12722,5582,17792,12210,5176,26147,128679,37257,13.82
11109,129440,55818,7865,1090,9021,5654,1072,6826,2195,2211,18,10104,9485,623,5451,4828,17907,15245,1673,10726,9053,1817,19759,81317,28364,26.44
11110,112902,51750,5417,679,6173,3828,1245,5216,957,1589,-566,1721,4701,-2737,3360,6097,1547,5013,-4623,6789,11412,2349,12863,65847,34192,49.17
11201,353260,162101,14945,2386,18043,13585,3408,18084,-41,1360,-1022,3037,8323,-3250,12803,16053,14995,17165,-3600,27286,30886,8868,43228,215066,94966,109.13
11202,195410,87789,7685,1141,8940,7961,2308,10359,-1419,-276,-1167,-5290,-358,-4689,6242,10931,-7181,-1701,-7531,13545,21076,3634,21997,115794,57619,159.82
11203,607373,293582,32199,4489,37321,26705,5732,37053,268,5494,-1243,14689,35762,-2274,24213,26487,50609,52246,1079,49864,48785,38945,74849,393228,139296,61.95
11206,80236,35328,2466,387,2889,2580,936,3589,-700,-114,-549,-3349,-415,-2689,2157,4846,-5659,-2013,-4529,4947,9476,1745,8357,46525,25354,67.49
11207,61159,26380,1126,337,1500,1410,902,2346,-846,-284,-565,-4152,-1609,-2576,1804,4380,-7166,-3158,-4613,4033,8646,610,6658,33820,20681,577.83
11208,344216,163555,14867,2212,17153,13509,3282,17170,-17,1358,-1070,826,5575,-3488,11845,15333,5753,6482,-2828,25452,28280,6197,39995,210652,93569,72.11
11209,79123,35440,2611,435,3080,2566,913,3510,-430,45,-478,-1390,774,-2081,2279,4360,-2992,250,-3738,4721,8459,1028,8472,45619,25032,193.05
11210,112792,48213,4108,580,4724,3641,1251,4975,-251,467,-671,-1497,1327,-2730,3228,5958,-3390,368,-5019,6785,11804,2456,12660,66524,33608,133.3
11211,77900,35026,3037,434,3506,2823,926,3849,-343,214,-492,-1093,1457,-2124,2529,4653,-1006,1574,-3730,5340,9070,2562,8993,46511,22396,89.69
11212,90456,41124,4084,553,4744,3517,924,4636,108,567,-371,882,2406,-1257,3080,4337,2157,3191,-2022,6349,8371,2730,10643,53489,26324,65.35
11214,233391,108274,8271,1299,9726,7783,2549,10472,-746,488,-1250,-3584,1406,-4682,6921,11603,-4952,-356,-6630,15169,21799,4367,24866,136462,72063,66
11215,149826,69859,5724,822,6589,5740,1562,7482,-893,-16,-740,-3912,-110,-3239,4497,7736,-5433,-1414,-4871,9649,14520,2700,15666,86707,47453,48.99
11216,54304,23487,1925,279,2243,1856,606,2581,-338,69,-327,-1373,631,-1525,1628,3153,-1739,967,-2865,3371,6236,1800,5850,32275,16179,58.64
11217,117995,50802,4058,694,4812,3951,1166,5212,-400,107,-472,-1197,1075,-1988,3644,5632,-1468,773,-3036,7712,10748,1821,13385,69382,35228,67.44
11218,142803,60804,4549,890,5523,4077,1678,5939,-416,472,-788,-2250,1396,-3087,4815,7902,-2274,1302,-5042,10277,15319,3101,17031,83913,41859,138.37
11219,229517,103709,9797,1468,11333,8254,2158,10595,738,1543,-690,1627,4590,-2390,7649,10039,4683,5848,-2564,16311,18875,3904,27245,139240,63032,45.51
11221,250225,120033,12107,1550,13791,10554,2086,13211,580,1553,-536,4347,7815,-1761,8524,10285,11233,9602,-626,18511,19137,7813,29406,159141,61678,27.46
11222,345482,157957,14043,2473,16715,12314,3028,15761,954,1729,-555,8917,10871,-920,13338,14258,21935,19102,384,27148,26764,7208,43926,214267,87289,60.24
11223,75749,40058,6703,572,7369,5939,716,7299,70,764,-144,2460,4811,-550,2907,3457,6993,6554,-944,5872,6816,7515,8090,50153,17506,5.11
11224,141033,66805,9504,1315,10859,8960,957,10468,391,544,358,5790,5417,2652,7090,4438,21154,14570,6268,14588,8320,7518,20575,97105,23353,18.19
11225,147162,66516,5202,761,5988,4985,1434,6553,-565,217,-673,-2431,320,-2271,4440,6711,-2262,56,-2828,9645,12473,2305,16668,87127,43367,44.69
11227,143195,67825,10058,1320,11468,8906,1026,10075,1393,1152,294,7267,5587,1891,6775,4884,15119,8219,4675,13771,9096,4170,19485,95929,27781,18.34
11228,76457,35381,4108,583,4711,3940,661,4728,-17,168,-78,2274,2525,222,3332,3110,6715,5389,892,6630,5738,1934,10045,47576,18836,9.05
11229,84161,42434,7447,789,8351,7407,530,8000,351,40,259,3546,1816,1655,4155,2500,7561,1776,3864,8526,4662,2535,11430,57706,15025,11.04
11230,166208,76639,8231,1047,9344,7121,1501,8863,481,1110,-454,2180,3949,-945,5954,6899,8314,7121,-66,12881,12947,3726,21364,102269,42575,22.78
11231,75202,33144,2943,431,3408,2789,752,3565,-157,154,-321,131,1350,-1274,2361,3635,-451,747,-1840,5010,6850,851,8590,44457,22155,25.35
11232,152506,67324,5735,870,6702,5461,1630,7262,-560,274,-760,-2021,1239,-3004,4524,7528,-2474,719,-4557,9645,14202,3203,16862,88826,46818,82.41
11233,66022,29619,2419,362,2803,2200,720,2952,-149,219,-358,-2132,-667,-1472,1833,3305,-3604,-1632,-2382,3920,6302,638,6662,38223,21137,19.82
11234,92518,44279,5124,857,6097,4702,781,5710,387,422,76,6380,6556,418,3985,3567,12133,9693,1192,7910,6718,3986,11553,60027,20938,18.02
11235,112211,53051,6628,835,7521,5837,1023,6930,591,791,-188,2166,2742,-392,4429,4821,6569,4938,221,9406,9185,2679,13931,70836,27444,19.77
11237,142926,65910,6458,1114,7645,5696,1284,7248,397,762,-170,5270,6225,-245,5813,6058,12653,10840,315,11511,11196,4878,18363,86005,38558,30.13
11238,61540,27461,2439,367,2856,2158,655,2886,-30,281,-288,-941,379,-1222,1959,3181,-1954,-458,-1708,4212,5920,672,6731,35086,19723,27.28
11239,100612,46735,4522,553,5143,4274,994,5557,-414,248,-441,-796,1859,-1682,3062,4744,1008,2649,-1962,6726,8688,2977,11760,59031,29821,41.02
11240,50256,22853,1393,212,1636,1590,614,2266,-630,-197,-402,-2469,-730,-1665,1161,2826,-3446,-1374,-2817,2767,5584,1105,4940,27832,17484,33.93
11241,69937,31890,3530,409,3963,3169,664,3961,2,361,-255,-208,847,-748,2310,3058,819,1099,-620,4958,5578,1476,7925,41949,20063,17.65
11242,55294,24328,1746,264,2028,1814,588,2430,-402,-68,-324,-1721,-194,-1485,1407,2892,-1806,-313,-2105,3331,5436,875,6278,30703,18313,47.48
11243,73248,30988,2919,604,3568,2696,569,3370,198,223,35,2200,2159,334,3077,2743,7619,6001,1091,6150,5059,1737,10540,45333,17375,31.66
11245,114557,53040,5711,777,6541,5074,996,6290,251,637,-219,1638,3098,-938,4161,5099,8990,8930,-778,8836,9614,3010,14642,70833,29082,14.64
11246,52475,21977,2114,410,2554,1948,493,2483,71,166,-83,440,824,-384,2027,2411,2140,2427,-560,4024,4584,592,6550,31358,14567,24.92
11301,44959,18903,1915,235,2167,1657,351,2038,129,258,-116,522,714,-151,1531,1682,2470,1692,491,3550,3059,492,6231,27947,10781,14.79
11324,38135,16693,1361,219,1597,1250,367,1653,-56,111,-148,-53,817,-740,1066,1806,-204,613,-997,2382,3379,817,4616,22644,10875,15.33
11326,33178,15888,1167,112,1308,1259,400,1681,-373,-92,-288,-1799,-559,-1278,664,1942,-2894,-1058,-2318,1543,3861,592,2968,18785,11425,34.07
11327,11352,5038,523,47,580,602,174,795,-215,-79,-127,-741,-202,-523,221,744,-1471,-580,-981,524,1505,163,940,6288,4124,40.39
11341,19562,8000,967,169,1149,699,163,881,268,268,6,1563,1621,113,885,772,2785,2397,273,1767,1494,545,3067,12034,4461,29.68
11342,17747,8144,706,74,795,720,195,938,-143,-14,-121,-398,417,-671,444,1115,-756,319,-1158,978,2136,581,1637,10162,5948,29.92
11343,29075,12999,722,99,825,931,423,1378,-553,-209,-324,-2543,-949,-1520,548,2068,-4674,-2081,-2694,1281,3975,302,2299,15387,11389,60.36
11346,19672,8090,602,74,691,719,236,971,-280,-117,-162,-1356,-465,-827,424,1251,-2413,-1064,-1407,957,2364,374,1821,10881,6970,41.63
11347,18654,7805,484,65,555,576,232,821,-266,-92,-167,-1359,-554,-783,361,1144,-2744,-1454,-1372,840,2212,167,1545,10762,6347,38.64
11348,13446,6020,349,32,384,400,190,595,-211,-51,-158,-943,-227,-697,208,905,-1896,-731,-1222,435,1657,140,961,6483,6002,25.73
11349,10899,4744,272,29,306,313,155,476,-170,-41,-126,-952,-294,-640,196,836,-1792,-693,-1220,440,1660,192,890,5785,4224,55.9
11361,8131,3358,265,37,302,232,129,365,-63,33,-92,-525,-136,-389,257,646,-1058,-330,-777,529,1306,76,852,4548,2731,49.36
11362,9521,3999,229,46,278,270,159,434,-156,-41,-113,-766,-229,-539,239,778,-1571,-632,-987,573,1560,82,958,4964,3599,63.74
11363,6883,2912,208,24,233,262,106,372,-139,-54,-82,-613,-136,-471,116,587,-1093,-261,-848,293,1141,40,617,3586,2640,30.43
11365,11214,4658,166,39,212,257,192,457,-245,-91,-153,-1257,-474,-774,201,975,-2533,-1153,-1480,527,2007,126,1039,5856,4319,171.26
11369,2711,1085,39,7,46,44,43,88,-42,-5,-36,-337,-154,-185,39,224,-686,-305,-397,91,488,10,168,1344,1189,37.06
11381,11113,4488,381,44,429,332,181,521,-92,49,-137,-364,268,-604,299,903,-529,517,-1086,658,1744,174,1188,6282,3643,33.41
11383,13365,5755,490,54,559,475,210,701,-142,15,-156,-662,91,-704,355,1059,-993,83,-1225,807,2032,414,1378,7743,4244,47.4
11385,30848,13022,1281,186,1481,1223,353,1621,-140,58,-167,-539,358,-742,928,1670,158,718,-1171,2013,3184,1213,3651,18655,8542,29.18
11408,32915,14686,1074,189,1276,1246,401,1703,-427,-172,-212,-1940,-587,-1214,948,2162,-3421,-1374,-2148,1973,4121,579,3243,18659,11013,64.25
