10000,0
11000,1
11100,2
11110,3
11111,4
11112,5
11120,6
11121,7
11122,8
11200,9
11210,A
11211,B
11212,C
11220,D
11221,E
11222,F
12000,G
12100,H
12110,I
12111,J
12112,K
12120,L
12121,M
12122,N
12200,O
12210,P
12211,Q
12212,R
12220,S
12221,T
12222,U
20000,V
21000,W
21100,X
21110,Y
21111,Z
21112,a
21120,b
21121,c
21122,d
21200,e
21210,f
21211,g
21212,h
21220,i
21221,j
21222,k
22000,l
22100,m
22110,n
22111,o
22112,p
22120,q
22121,r
22122,s
22200,t
22210,u
22211,v
22212,w
22220,x
22221,y
22222,z
