citycode,incity,inpref,inregion,outregion,sum_outcity,visit_diff
14216,85117,20359,4047,1617,26023,4
14217,29843,6054,644,528,7226,5
14218,57991,14090,2051,1190,17331,4
14301,21560,4286,1231,470,5987,5
14321,34095,9073,1010,567,10650,5
14341,20789,5762,1141,789,7692,5
14342,19304,3592,645,478,4715,6
14361,6544,4904,755,729,6388,5
14362,11007,4482,563,560,5605,5
14363,7027,3724,535,448,4707,6
14364,6939,2898,1218,1386,5502,6
14366,11412,4342,332,240,4914,6
14382,7902,8622,8421,4668,21711,4
14383,4538,876,396,266,1538,7
14384,17004,2560,2176,1966,6702,5
14401,29012,6343,1527,329,8199,5
14402,1962,862,173,32,1067,7
15101,54108,12341,372,1341,14054,5
15102,98517,23830,683,2614,27127,4
15103,143162,82577,2680,14012,99269,3
15104,48636,18416,534,1254,20204,4
15105,54478,10198,220,1128,11546,5
15106,33202,9173,134,528,9835,5
15107,118551,23039,853,3250,27142,4
15108,43172,9261,229,1062,10552,5
15202,235918,32148,1402,9226,42776,3
15204,79737,17363,351,2484,20198,4
15205,74362,8418,386,3236,12040,5
15206,77282,14681,734,2132,17547,4
15208,28553,6671,84,821,7576,5
15209,20625,3710,40,311,4061,6
15210,46886,4659,91,2278,7028,5
15211,28896,5828,69,643,6540,5
15212,51809,5090,1081,1578,7749,5
15213,62173,16564,253,1724,18541,4
15216,38046,2280,238,3558,6076,5
15217,25249,4679,150,4904,9733,5
15218,40056,5208,143,560,5911,5
15222,174659,12849,664,8289,21802,4
15223,32354,5819,176,599,6594,5
15224,52710,1814,186,2013,4013,6
15225,30261,3512,130,1362,5004,6
15226,49521,6262,182,5186,11630,5
15227,24163,5468,190,651,6309,5
15307,9802,7224,215,380,7819,5
15342,5414,1686,44,270,2000,7
15361,7608,2222,13,190,2425,6
15385,8566,1352,421,396,2169,6
15405,2965,919,12,145,1076,7
15461,5296,2949,291,9407,12647,5
15482,8082,1188,24,679,1891,7
15504,2988,1552,28,144,1724,7
15581,4222,822,160,158,1140,7
15586,307,46,12,44,102,9
16201,365699,41668,6390,17267,65325,3
16202,136317,25811,3345,5209,34365,4
16204,32838,7298,550,1865,9713,5
16205,35987,3220,876,1231,5327,6
16206,23661,6727,264,844,7835,5
16207,32275,8248,378,2204,10830,5
16208,36691,10210,908,1733,12851,5
16209,22415,4704,1919,1052,7675,5
16210,40640,6035,1031,1574,8640,5
16211,68551,17339,1293,2288,20920,4
16321,1801,536,14,34,584,8
16322,14411,2671,124,417,3212,6
16323,18383,4194,236,1781,6211,5
16342,18742,3223,162,664,4049,6
16343,9025,1499,119,791,2409,6
17201,392558,57148,13862,28834,99844,3
17202,45177,7126,1288,3168,11582,5
17203,85997,15583,2046,4516,22145,4
17204,22167,2167,272,1194,3633,6
17205,12030,1341,104,532,1977,7
17206,53403,6601,3226,5479,15306,4
17207,16030,3933,364,741,5038,6
17209,25012,6268,658,647,7573,5
17210,79636,20944,1820,3243,26007,4
17211,34902,9567,566,1264,11397,5
17212,35006,15953,936,1585,18474,4
17324,3853,2522,80,112,2714,6
17361,25259,4981,881,604,6466,5
17365,18041,3845,238,578,4661,6
17384,16177,3256,482,947,4685,6
17386,9134,2027,165,283,2475,6
17407,12082,2153,110,264,2527,6
17461,6391,1948,89,255,2292,6
17463,13925,2015,111,429,2555,6
18201,225644,39947,4494,10441,54882,3
18202,55387,5432,1094,5690,12216,5
18204,23748,2422,135,2153,4710,6
18205,26435,2213,216,1201,3630,6
18206,18892,2040,243,1322,3605,6
18207,51352,11044,698,2083,13825,5
18208,20316,5222,1216,2435,8873,5
18209,64631,11178,693,2113,13984,5
18210,67692,12842,1395,3189,17426,4
18322,13188,3986,262,947,5195,6
18382,1722,329,16,105,450,8
18404,7428,1937,443,1333,3713,6
18423,14701,2601,142,847,3590,6
18442,7296,2348,107,1043,3498,6
18481,8331,1296,57,2438,3791,6
18483,6001,1596,48,1480,3124,6
18501,11981,2024,90,1376,3490,6
19201,152457,38242,8583,4766,51591,3
19202,38258,6837,3693,1971,12501,5
19204,24281,3565,1993,803,6361,5
19205,25279,5196,1760,552,7508,5
19206,17741,2956,3127,1070,7153,5
19207,22472,8207,1282,976,10465,5
19208,52128,8984,1460,1006,11450,5
19209,33928,5615,7320,4042,16977,4
19210,51518,11213,2015,1535,14763,5
19211,51979,13345,4820,2028,20193,4
19212,18358,1656,3952,671,6279,5
19213,23204,4279,2188,624,7091,5
19214,20987,8560,790,564,9914,5
19346,10481,2470,278,240,2988,6
19364,729,399,179,181,759,7
19365,8873,2143,828,965,3936,6
19366,5955,611,206,824,1641,7
19368,10727,2113,290,248,2651,6
19384,12311,13714,1075,980,15769,4
19422,1097,160,1144,86,1390,7
19423,2678,898,176,39,1113,7
19424,5839,1553,862,466,2881,6
19425,3440,2221,4244,1760,8225,5
19429,1886,844,1695,509,3048,6
19430,17992,5471,6336,3236,15043,4
19442,505,101,225,14,340,8
19443,370,64,293,22,379,8
20201,324809,38086,2326,18569,58981,3
20202,200769,34996,3318,15115,53429,3
20203,132508,18743,942,8166,27851,4
20204,39059,8171,535,1998,10704,5
20205,87466,12543,1925,2537,17005,4
20206,37278,12051,812,3601,16464,4
20207,37856,8587,206,1375,10168,5
20208,31678,7620,173,2138,9931,5
20209,54103,11259,809,2236,14304,5
20210,25396,5818,875,1652,8345,5
20211,33599,7193,196,1537,8926,5
20212,22379,3930,539,2078,6547,5
20213,16799,2929,190,1514,4633,6
20214,42180,8161,1462,6333,15956,4
20215,51494,15857,900,3115,19872,4
20217,80203,11763,431,5585,17779,4
20218,45217,8570,364,2361,11295,5
20219,21207,6195,128,1651,7974,5
20220,73722,13435,1032,3954,18421,4
20303,3397,960,91,659,1710,7
20304,3798,198,39,436,673,8
20305,2289,688,116,1074,1878,7
20306,644,202,2,77,281,8
20307,576,172,0,33,205,9
20309,8087,1418,51,568,2037,6
20321,12992,5573,959,15136,21668,4
20323,10673,2794,109,970,3873,6
20324,4922,1149,363,1501,3013,6
20349,2913,642,59,210,911,7
20350,4278,1213,256,1021,2490,6
20361,13902,4072,206,758,5036,6
20362,10425,3733,272,2184,6189,5
20363,4984,1124,131,760,2015,7
20382,14410,3667,229,623,4519,6
20383,18511,5552,188,558,6298,5
20384,6495,1528,244,319,2091,6
20385,9602,4874,214,490,5578,5
20386,3179,766,88,150,1004,7
20388,5954,1991,131,298,2420,6
20402,9391,1957,205,404,2566,6
20403,9155,3225,222,287,3734,6
20404,3820,665,141,76,882,7
20407,4570,1758,1078,927,3763,6
20409,359,252,236,52,540,8
20410,539,130,166,13,309,8
20411,2608,485,81,63,629,8
20412,353,61,160,41,262,9
20413,925,108,48,34,190,9
20414,1275,437,27,27,491,8
20415,4232,910,48,99,1057,7
20416,4466,768,44,120,932,7
20417,816,121,25,62,208,9
20422,3497,612,184,164,960,7
20423,3112,321,631,227,1179,7
20425,2179,427,139,106,672,8
20429,606,154,169,143,466,8
20430,2904,295,231,217,743,8
20432,9355,1927,902,836,3665,6
20446,1923,763,50,188,1001,7
20448,1480,212,4,41,257,9
20450,5617,1606,42,172,1820,7
20451,3036,552,35,74,661,8
20452,3039,744,65,244,1053,7
20481,6986,1492,41,269,1802,7
20482,7104,1233,66,193,1492,7
20485,6476,1620,1097,4457,7174,5
20486,2077,414,401,1566,2381,6
20521,10764,3567,66,714,4347,6
20541,7285,2313,92,638,3043,6
20543,4838,899,43,263,1205,7
20561,8465,1861,746,4006,6613,5
20562,3214,812,34,317,1163,7
20563,2598,471,295,1378,2144,6
20583,5852,1220,189,1630,3039,6
20588,1807,379,9,84,472,8
20590,7695,1367,41,516,1924,7
20602,1254,233,16,243,492,8
21201,321696,58703,19306,9261,87270,3
21202,124334,26111,5860,4604,36575,4
21203,77346,5692,5132,6892,17716,4
21204,83824,10992,7074,1937,20003,4
21205,68508,13463,3349,1483,18295,4
21206,66188,5346,4858,1896,12100,5
21207,15218,3940,831,447,5218,6
21208,28967,5432,2928,907,9267,5
21209,48132,7753,3920,2375,14048,5
21210,39641,6880,3573,1513,11966,5
21211,39643,11116,2241,854,14211,5
21212,43503,8251,5321,1167,14739,5
21213,108416,19083,9207,3039,31329,4
21214,73017,13768,6119,1554,21441,4
21215,17986,3449,592,224,4265,6
21216,36321,8331,1231,1029,10591,5
21217,20046,1738,485,1177,3400,6
21218,23422,9041,885,634,10560,5
21219,34820,3211,4261,3042,10514,5
21220,28471,2676,2331,2171,7178,5
21221,25271,3225,2721,536,6482,5
21302,15517,6823,1690,451,8964,5
21303,14340,4970,1329,245,6544,5
21341,20548,3977,1040,971,5988,5
21361,19154,3895,475,892,5262,6
21362,5230,1255,540,1320,3115,6
21381,12797,3186,300,198,3684,6
21382,6290,2205,416,124,2745,6
21383,9609,3180,569,467,4216,6
21401,15112,3735,584,406,4725,6
21403,16448,2863,295,268,3426,6
21404,16688,3320,467,313,4100,6
21421,11133,3847,366,197,4410,6
21501,5295,2023,327,120,2470,6
21502,3481,1636,287,68,1991,7
21503,6968,1574,442,128,2144,6
21504,2697,591,142,76,809,7
21505,8024,1577,468,107,2152,6
21506,6544,899,477,123,1499,7
21507,1668,301,58,16,375,8
21521,12280,3022,1162,237,4421,6
21604,1175,410,309,890,1609,7
22101,202495,61364,3538,10633,75535,3
22102,160008,46313,2738,7910,56961,3
22103,189837,30220,2774,10421,43415,3
22131,180482,58950,6257,9688,74895,3
22132,91247,33856,2271,2328,38455,4
22133,80262,18492,3880,3896,26268,4
22134,70472,20101,1537,1983,23621,4
22135,68472,19854,3564,2906,26324,4
22136,68681,16473,1404,1915,19792,4
22137,22416,3972,472,404,4848,6
22203,156282,35090,2374,12687,50151,3
22205,28054,5281,1236,16937,23454,4
22206,78390,19907,1120,6667,27694,4
22207,105439,12498,1322,7439,21259,4
22208,55740,4789,956,12840,18585,4
22209,75462,14204,1127,2873,18204,4
22210,207486,26737,2286,11365,40388,4
22211,132562,29196,2314,4117,35627,4
22212,106797,19033,1193,3968,24194,4
22213,89454,20285,2318,5276,27879,4
22214,106944,21207,1228,3952,26387,4
22215,69577,12693,1827,15304,29824,4
22216,64128,17138,1230,2429,20797,4
22219,18041,3155,309,3477,6941,5
22220,38135,11264,888,4373,16525,4
22221,46538,7860,6265,1995,16120,4
22222,23504,5098,555,4444,10097,5
22223,25700,5308,474,864,6646,5
22224,33740,8197,514,1518,10229,5
22225,34889,9558,393,3446,13397,5
22226,34885,11806,565,1624,13995,5
22301,9440,1620,231,2946,4797,6
22302,5380,1300,128,1367,2795,6
22304,5863,1056,92,1318,2466,6
22305,4936,824,51,792,1667,7
22306,6511,1063,134,1212,2409,6
22325,25670,6279,262,2425,8966,5
22341,21991,9642,210,939,10791,5
22342,27510,11919,443,2240,14602,5
22344,13046,4390,785,6455,11630,5
22424,21503,6432,219,583,7234,5
22429,5460,826,196,453,1475,7
22461,13261,3550,385,762,4697,6
23101,110121,52400,6864,6282,65546,3
23102,49193,59080,8761,6446,74287,3
23103,110221,30142,3473,2930,36545,4
23104,98583,43934,6892,5243,56069,3
23105,86877,111522,27672,25962,165156,2
23106,53870,174557,28867,28061,231485,2
23107,68900,37219,4025,2998,44242,3
23108,69805,28324,2781,2381,33486,4
23109,41480,36153,4365,3904,44422,3
23110,146441,34293,4750,4070,43113,3
23111,103831,41024,5499,4936,51459,3
23112,92868,30390,2461,2910,35761,4
23113,116280,26185,3008,2728,31921,4
23114,165188,33039,2687,3766,39492,4
23115,109462,26468,2599,3750,32817,4
23116,107530,26428,2620,2457,31505,4
23201,313900,29051,9240,7805,46096,3
23202,301114,47936,4701,7515,60152,3
23203,284929,27832,14913,6607,49352,3
23204,95188,13815,2338,1748,17901,4
23205,87400,22789,1127,2081,25997,4
23206,225712,35230,9451,5256,49937,3
23207,143652,23887,3125,3922,30934,4
23208,44143,11021,1294,585,12900,5
23209,53458,11832,307,686,12825,5
23210,110368,55795,3757,5041,64593,3
23211,351114,71946,7510,9425,88881,3
23212,136720,43904,2241,4311,50456,3
23213,132294,19375,1136,1462,21973,4
23214,61572,11958,1669,2484,16111,4
23215,52269,10957,6148,1668,18773,4
23216,42260,21356,4615,4685,30656,4
23217,69606,10598,3029,1090,14717,5
23219,111797,34916,6654,3968,45538,3
23220,98643,25151,5099,2556,32806,4
23221,36657,6668,1392,1844,9904,5
23222,81269,23206,1503,2421,27130,4
23223,62611,22493,1474,2124,26091,4
23224,58288,8940,774,1072,10786,5
23225,47866,18064,888,1550,20502,4
23226,54134,13592,1144,1236,15972,4
23227,32256,8914,239,403,9556,5
23228,30604,6763,1038,794,8595,5
23229,47152,15343,1015,1282,17640,4
23230,59440,21500,1918,1773,25191,4
23231,53423,9647,942,1126,11715,5
23232,40499,8299,1613,607,10519,5
23233,44758,15348,2599,1768,19715,4
23234,57396,13730,2065,1002,16797,4
23235,29720,8931,3166,1013,13110,5
23236,42513,15224,742,955,16921,4
23237,58037,11359,1511,791,13661,5
23238,37972,19650,2108,1667,23425,4
23302,27371,8056,284,427,8767,5
23342,9525,9047,998,706,10751,5
23361,15560,10674,2920,494,14088,5
23362,21767,5938,1661,520,8119,5
23424,19495,4531,394,274,5199,6
23425,24128,6326,1245,546,8117,5
23427,2608,5883,799,472,7154,5
23441,18655,6656,359,331,7346,5
23442,33747,9653,431,572,10656,5
23445,13576,3698,533,544,4775,6
23446,16715,4168,341,423,4932,6
23447,29179,7113,389,619,8121,5
23501,28436,11816,661,1080,13557,5
23561,3894,1094,146,85,1325,7
23562,2563,454,212,48,714,8
23563,891,346,173,38,557,8
24201,231808,34069,6965,8302,49336,3
24202,256832,41318,12437,11157,64912,3
24203,103116,15564,3536,7441,26541,4
24204,129543,19301,2710,3853,25864,4
24205,104945,14411,13350,6118,33879,4
24207,153845,21599,5521,6904,34024,4
24208,60703,3815,623,4327,8765,5
24209,14997,2320,404,587,3311,6
24210,37024,10467,2189,4175,16831,4
24211,13557,3428,1947,3876,9251,5
24212,12697,2200,378,1075,3653,6
24214,34729,7313,3499,868,11680,5
24215,40021,3757,1950,4116,9823,5
24216,76218,8215,1482,8070,17767,4
24303,4334,448,898,172,1518,7
24324,17759,4755,989,383,6127,5
24341,29157,5642,1528,1423,8593,5
24343,6693,2722,378,316,3416,6
24344,8660,3486,780,464,4730,6
24441,10569,4539,367,777,5683,5
24442,16479,5414,307,356,6077,5
24443,7032,1751,174,332,2257,6
24461,10365,4647,145,374,5166,6
24470,5852,1122,114,68,1304,7
24471,7203,1250,160,245,1655,7
24472,9640,1275,390,393,2058,6
24543,13421,1680,449,578,2707,6
24561,6206,1932,83,430,2445,6
24562,7888,580,68,842,1490,7
25201,255049,24033,25183,14120,63336,3
25202,86756,15733,3493,4901,24127,4
25203,98721,7783,2932,6125,16840,4
25204,60081,11264,2674,3023,16961,4
25206,100885,30729,12019,5844,48592,3
25207,56180,12430,2941,2160,17531,4
25208,45894,14989,3304,2257,20550,4
25209,71549,10832,5043,5912,21787,4
25210,34968,11113,2325,1794,15232,4
25211,38911,8946,1692,1398,12036,5
25212,40436,2491,3318,2464,8273,5
25213,86968,14002,2939,3587,20528,4
25214,27963,6969,2023,4491,13483,5
25383,15421,4349,633,742,5724,5
25384,8773,6471,1776,1215,9462,5
25425,14231,4040,501,662,5203,6
25441,4973,1827,170,304,2301,6
25442,4549,2027,195,316,2538,6
25443,4680,2859,554,910,4323,6
26101,83779,16148,6016,3872,26036,4
26102,56854,21473,7065,4770,33308,4
26103,123513,22872,12693,8925,44490,3
26104,72368,59508,20538,13390,93436,3
26105,25535,18501,9366,7196,35063,4
26106,53317,55376,30097,21748,107221,3
26107,68832,38981,16344,10319,65644,3
26108,145262,26710,9492,6468,42670,3
26109,206359,41911,19359,7669,68939,3
26110,99286,12244,10916,3777,26937,4
26111,105486,14601,4951,2900,22452,4
26201,64890,6449,5201,1510,13160,5
26202,71510,4019,2340,3038,9397,5
26203,27222,4700,975,669,6344,5
26204,133007,19370,7043,3859,30272,4
26205,13750,3722,1586,1096,6404,5
26206,67595,7053,2862,1459,11374,5
26207,54272,8021,2662,964,11647,5
26208,36483,9639,3098,1339,14076,5
26209,55845,9280,6660,2164,18104,4
26210,50962,6813,7509,1463,15785,4
26211,49037,7526,7149,1869,16544,4
26212,47831,3849,2967,1130,7946,5
26213,24751,5226,1759,736,7721,5
26214,50017,4472,5898,1411,11781,5
26303,9668,2549,2462,716,5727,5
26322,10125,10750,3138,691,14579,5
26343,5147,779,273,65,1117,7
26344,6168,1241,798,187,2226,6
26364,867,202,350,92,644,8
26365,2858,354,202,72,628,8
26366,23867,3532,3742,901,8175,5
26367,1842,165,429,139,733,8
26407,11152,2589,821,315,3725,6
26463,1656,446,180,117,743,8
26465,16698,2538,436,280,3254,6
27102,68032,36093,9192,4993,50278,3
27103,45541,25063,12304,5162,42529,3
27104,46117,26556,13008,15052,54616,3
27106,58384,58638,23178,11235,93051,3
27107,56207,15482,5302,4123,24907,4
27108,46965,11452,2770,1736,15958,4
27109,47770,48640,13086,6211,67937,3
27111,43564,51370,14473,9048,74891,3
27113,67251,14260,9292,2920,26472,4
27114,121700,24682,8648,6712,40042,4
27115,52144,20357,4201,2378,26936,4
27116,89809,21813,4495,2448,28756,4
27117,60635,14127,2416,1734,18277,4
27118,108658,28888,5489,3406,37783,4
27119,70871,45337,9089,4536,58962,3
27120,108422,25391,4060,3006,32457,4
27121,85086,24003,3422,2371,29796,4
27122,77679,21864,3718,2998,28580,4
27123,121500,61940,33608,22441,117989,2
27124,75064,18745,3078,1953,23776,4
27125,88029,33670,8142,5751,47563,3
27126,141778,25822,4393,2559,32774,4
27127,80848,215543,116692,44392,376627,1
27128,58237,226828,83114,41724,351666,1
27141,105677,52075,6691,5411,64177,3
27142,87232,22371,1704,1391,25466,4
27143,56191,12117,1118,1065,14300,5
27144,94427,33023,3293,2714,39030,4
27145,105016,20203,1857,1856,23916,4
27146,109457,31524,3326,2761,37611,4
27147,25402,11002,961,604,12567,5
27202,139521,23744,3846,2273,29863,4
27203,285494,43631,21202,13662,78495,3
27204,72466,12524,9919,3499,25942,4
27205,262623,60821,21463,15836,98120,3
27206,51131,14364,1545,1360,17269,4
27207,265717,29792,15657,8733,54182,3
27208,61511,12706,1684,988,15378,4
27209,97676,31856,5936,3478,41270,3
27210,305095,32074,18734,7703,58511,3
27211,204322,41663,12530,8250,62443,3
27212,201470,35071,10200,4536,49807,3
27213,71421,26918,7766,4698,39382,4
27214,79172,15116,2162,1379,18657,4
27215,173209,31172,6329,4038,41539,3
27216,77423,9182,2632,1366,13180,5
27217,84537,16887,2529,1708,21124,4
27218,87144,19181,4264,2120,25565,4
27219,129859,28505,3594,2545,34644,4
27220,91045,17422,5318,3287,26027,4
27221,48482,7702,4101,1230,13033,5
27222,78988,15261,2826,1305,19392,4
27223,86220,27882,4550,2765,35197,4
27224,56735,19401,4287,2171,25859,4
27225,36848,11687,1243,1154,14084,5
27226,45070,12049,1818,951,14818,5
27227,383416,64425,23350,9960,97735,3
27228,43209,10500,3296,1015,14811,5
27229,37343,7923,2425,818,11166,5
27230,52627,7963,2232,1242,11437,5
27231,38593,10871,1299,709,12879,5
27232,37308,4174,1429,584,6187,5
27301,20244,3302,2357,1032,6691,5
27321,13305,818,535,334,1687,7
27322,7039,856,1020,152,2028,7
27341,10708,3159,394,129,3682,6
27361,29431,5090,838,413,6341,5
27362,4673,8828,4827,3007,16662,4
27366,10689,2121,1174,290,3585,6
27381,8973,1677,534,182,2393,6
27382,10405,3023,511,275,3809,6
27383,3300,926,115,46,1087,7
28101,153514,33832,9279,7166,50277,3
28102,96514,25048,6219,4419,35686,4
28105,73934,38451,4357,4524,47332,3
28106,66977,20711,1686,1626,24023,4
28107,113862,25781,2910,3163,31854,4
28108,159682,22472,2997,4471,29940,4
28109,160561,24598,7688,7760,40046,4
28110,97178,144816,25660,28459,198935,2
28111,178194,42719,4163,5568,52450,3
28201,453801,58724,7689,16300,82713,3
28202,345082,47862,35312,12015,95189,3
28203,219058,45287,4089,6911,56287,3
28204,362919,52348,26743,15002,94093,3
28205,34422,7401,1953,1734,11088,5
28206,64151,14435,3748,2801,20984,4
28207,143878,22307,12010,5986,40303,4
28208,21918,4857,505,1518,6880,5
28209,71305,6763,4715,2456,13934,5
28210,200234,34274,2580,4733,41587,3
28212,39412,4931,962,2715,8608,5
28213,31234,6023,669,419,7111,5
28214,156846,19942,8918,5956,34816,4
28215,55990,14683,2825,2711,20219,4
28216,65553,17558,754,1920,20232,4
28217,109042,12443,9536,3006,24985,4
28218,35052,9470,786,828,11084,5
28219,83065,13074,4450,2860,20384,4
28220,34103,8327,859,1192,10378,5
28221,33244,4307,2291,838,7436,5
28222,19753,3562,1058,520,5140,6
28223,54479,4919,2696,790,8405,5
28224,37271,4214,1966,2541,8721,5
28225,24906,3928,986,792,5706,5
28226,34947,6942,2948,3329,13219,5
28227,30421,3450,527,716,4693,6
28228,30371,11035,1883,1687,14605,5
28229,56430,11726,972,2198,14896,5
28301,21191,3193,1402,603,5198,6
28365,16241,2512,286,174,2972,6
28381,21149,6135,241,336,6712,5
28382,21862,6402,295,775,7472,5
28442,8510,1754,136,216,2106,6
28443,14393,6032,386,482,6900,5
28446,8345,1671,201,177,2049,6
28464,24048,6895,248,777,7920,5
28481,10954,2665,155,520,3340,6
28501,13474,2253,448,1008,3709,6
28585,14244,1845,762,654,3261,6
28586,11667,1088,606,939,2633,6
29201,277446,28891,30963,13217,73071,3
29202,43977,9613,2006,836,12455,5
29203,62304,17514,5611,2662,25787,4
29204,51648,9787,4143,4214,18144,4
29205,91825,24419,5956,3648,34023,4
29206,40670,6942,1546,1340,9828,5
29207,22932,2695,2192,449,5336,6
29208,17887,3985,1246,336,5567,5
29209,82758,9884,7785,2392,20061,4
29210,52181,8464,3438,1803,13705,5
29211,24496,5353,1604,433,7390,5
29212,22586,2769,1128,1242,5139,6
29322,2368,489,552,520,1561,7
29342,12370,1510,590,339,2439,6
29343,15358,2331,879,441,3651,6
29344,18553,3309,1007,593,4909,6
29345,4709,1484,285,103,1872,7
29361,5733,1478,424,121,2023,7
29362,4190,1054,127,60,1241,7
29363,21341,5608,894,540,7042,5
29385,1132,213,174,86,473,8
29386,1220,257,74,56,387,8
29401,5093,1438,225,168,1831,7
29402,3517,1022,258,173,1453,7
29424,14565,2821,606,280,3707,6
29425,14538,4551,1626,383,6560,5
29426,21370,5212,1168,427,6807,5
29427,11290,3141,878,280,4299,6
29441,5273,1437,500,256,2193,6
29442,12536,3308,671,273,4252,6
29443,3639,801,150,92,1043,7
29444,373,130,124,20,274,9
29446,1034,450,492,127,1069,7
29447,378,80,99,28,207,9
29449,2840,337,519,324,1180,7
29450,696,102,170,159,431,8
29451,382,161,144,89,394,8
29452,989,293,191,64,548,8
29453,1192,269,104,50,423,8
30201,315328,31234,17456,7014,55704,3
30202,38550,7882,1606,608,10096,5
30203,47790,3453,3771,910,8134,5
30204,21614,3583,626,307,4516,6
30205,19417,6148,952,402,7502,5
30206,62305,8245,2553,1522,12320,5
30207,23799,2840,749,2835,6424,5
30208,46416,7192,1909,579,9680,5
30209,37966,6834,1840,923,9597,5
30304,6710,1251,349,74,1674,7
30341,12761,2398,911,269,3578,6
30343,2932,526,188,71,785,7
30344,2434,621,628,656,1905,7
30361,9118,2122,332,112,2566,6
30362,4978,1268,347,122,1737,7
30366,20265,4229,769,263,5261,6
30381,5042,1203,175,59,1437,7
30382,5379,985,258,93,1336,7
30383,3960,660,333,181,1174,7
30390,5779,1459,412,173,2044,6
30391,9599,1467,562,244,2273,6
30392,7076,1847,418,148,2413,6
30401,15640,3968,5247,2928,12143,5
30404,10589,2379,343,202,2924,6
30406,2915,774,331,179,1284,7
30421,11315,2231,826,1222,4279,6
30422,1699,367,113,206,686,8
30424,2053,244,71,65,380,8
30427,369,22,38,36,96,10
30428,13378,1721,1234,989,3944,6
31201,173792,12339,3442,8068,23849,4
31202,123685,15300,8272,5265,28837,4
31203,40827,7946,897,1307,10150,5
31204,25590,3725,1846,1464,7035,5
31302,8164,1008,151,696,1855,7
31325,2164,523,31,150,704,8
31328,5107,813,184,348,1345,7
31329,12135,1561,95,336,1992,7
31364,4869,1262,252,653,2167,6
31370,11339,2422,289,667,3378,6
31371,13510,2296,192,314,2802,6
31372,10598,2762,228,444,3434,6
31384,2228,2517,416,130,3063,6
31386,12165,2367,702,662,3731,6
31389,7688,1166,295,187,1648,7
31390,7162,1665,641,674,2980,6
31401,4098,316,142,97,555,8
31402,2520,486,171,100,757,7
31403,1878,545,246,262,1053,7
32201,178566,16142,8673,7862,32677,4
32202,49727,4811,1985,1344,8140,5
32203,149561,12546,3868,5822,22236,4
32204,41013,2798,1660,1226,5684,5
32205,30010,3606,687,892,5185,6
32206,31674,2764,3075,826,6665,5
32207,19573,2937,553,554,4044,6
32209,30849,4581,932,584,6097,5
32343,10913,1341,302,222,1865,7
32386,4090,814,169,109,1092,7
32441,2545,970,83,60,1113,7
32448,3481,677,125,62,864,7
32449,8930,900,580,245,1725,7
32501,5585,797,440,240,1477,7
32505,5242,464,325,175,964,7
32525,1816,215,34,78,327,8
32526,2610,318,72,109,499,8
32527,491,51,18,43,112,9
32528,13085,658,215,413,1286,7
33101,248368,93908,10194,24627,128729,2
33102,103043,23836,1394,3655,28885,4
33103,69771,15618,694,2887,19199,4
33104,121639,30206,1372,3653,35231,4
33202,400918,41607,7990,17480,67077,3
33203,86600,13235,1165,3028,17428,4
33204,46544,5979,571,1672,8222,5
33205,38490,5744,4067,1454,11265,5
33207,32115,2955,2343,584,5882,5
33208,48835,10075,689,1463,12227,5
33209,26355,4659,568,991,6218,5
33210,25688,1939,611,931,3481,6
33211,26597,4835,458,2893,8186,5
33212,26788,6762,257,1162,8181,5
33213,31183,6305,381,1390,8076,5
33214,38717,4094,1509,2173,7776,5
33215,20650,3600,605,2275,6480,5
33216,23823,4556,1299,890,6745,5
33346,10438,2632,116,604,3352,6
33423,8046,4859,298,528,5685,5
33445,7382,2658,399,286,3343,6
33461,10748,2694,229,262,3185,6
33586,595,117,34,14,165,9
33606,8950,2180,408,351,2939,6
33622,8056,2974,160,521,3655,6
33623,4208,1215,158,430,1803,7
33643,830,160,84,158,402,8
33663,3649,938,29,100,1067,7
33666,10290,2495,71,256,2822,6
33681,9125,2110,131,279,2520,6
34101,101554,105310,8193,17355,130858,2
34102,80512,22292,2476,4425,29193,4
34103,102326,57555,4649,10897,73101,3
34104,133591,42724,3675,4922,51321,3
34105,172981,30029,3139,5237,38405,4
34106,107241,14867,1513,2084,18464,4
34107,54284,11473,680,1175,13328,5
34108,96541,18079,2182,2569,22830,4
34202,191100,16412,1416,5615,23443,4
34203,20799,4301,226,1173,5700,5
34204,79547,12324,1443,4397,18164,4
34205,114774,14896,1676,6336,22908,4
34207,409370,24404,17040,13380,54824,3
34208,31199,5454,582,532,6568,5
34209,44712,7002,1281,1052,9335,5
34210,30633,4098,1166,937,6201,5
34211,21197,3066,3035,731,6832,5
34212,160788,22888,2286,7397,32571,4
34213,86433,14565,3023,5602,23190,4
34214,23241,4230,392,502,5124,6
34215,18659,2151,146,616,2913,6
34302,34053,13129,577,1099,14805,5
34304,18593,7635,218,524,8377,5
34307,16735,2254,70,198,2522,6
34309,8618,4927,142,391,5460,6
34368,4944,1170,174,246,1590,7
34369,15228,3584,863,535,4982,6
34431,6568,855,207,265,1327,7
34462,12587,2332,293,335,2960,6
34545,6816,1469,141,178,1788,7
35201,234935,8911,2426,15189,26526,4
35202,142282,15099,1325,4825,21249,4
35203,166483,24099,3740,7820,35659,4
35204,41845,4222,1037,2012,7271,5
35206,97568,10225,1766,3159,15150,4
35207,42050,11848,835,1711,14394,5
35208,115607,7617,6141,4767,18525,4
35210,40530,5768,604,958,7330,5
35211,28966,3380,491,1549,5420,6
